#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2060    0.21649E+03   -0.14133E+02   -0.74607E-10   -0.14133E+02    0.48403E+01   -0.23986E-10   -0.74607E-10   -0.23986E-10    0.23726E-15
  2061    0.21629E+03   -0.13954E+02   -0.86667E-10   -0.13954E+02    0.47962E+01   -0.21767E-10   -0.86667E-10   -0.21767E-10    0.23670E-15
  2062    0.21608E+03   -0.13775E+02   -0.10045E-09   -0.13775E+02    0.47530E+01   -0.19438E-10   -0.10045E-09   -0.19438E-10    0.23614E-15
  2063    0.21586E+03   -0.13594E+02   -0.11584E-09   -0.13594E+02    0.47107E+01   -0.17006E-10   -0.11584E-09   -0.17006E-10    0.23559E-15
  2064    0.21561E+03   -0.13412E+02   -0.13273E-09   -0.13412E+02    0.46693E+01   -0.14481E-10   -0.13273E-09   -0.14481E-10    0.23503E-15
  2065    0.21536E+03   -0.13229E+02   -0.15103E-09   -0.13229E+02    0.46288E+01   -0.11870E-10   -0.15103E-09   -0.11870E-10    0.23448E-15
  2066    0.21512E+03   -0.13046E+02   -0.17062E-09   -0.13046E+02    0.45892E+01   -0.91811E-11   -0.17062E-09   -0.91811E-11    0.23392E-15
  2067    0.21484E+03   -0.12861E+02   -0.19140E-09   -0.12861E+02    0.45505E+01   -0.64238E-11   -0.19140E-09   -0.64238E-11    0.23337E-15
  2068    0.21456E+03   -0.12676E+02   -0.21325E-09   -0.12676E+02    0.45126E+01   -0.36058E-11   -0.21325E-09   -0.36058E-11    0.23282E-15
  2069    0.21427E+03   -0.12489E+02   -0.23609E-09   -0.12489E+02    0.44758E+01   -0.73570E-12   -0.23609E-09   -0.73570E-12    0.23227E-15
  2070    0.21397E+03   -0.12303E+02   -0.25979E-09   -0.12303E+02    0.44399E+01    0.21782E-11   -0.25979E-09    0.21782E-11    0.23172E-15
  2071    0.21365E+03   -0.12116E+02   -0.28425E-09   -0.12116E+02    0.44048E+01    0.51276E-11   -0.28425E-09    0.51276E-11    0.23118E-15
  2072    0.21333E+03   -0.11928E+02   -0.30937E-09   -0.11928E+02    0.43708E+01    0.81041E-11   -0.30937E-09    0.81041E-11    0.23063E-15
  2073    0.21300E+03   -0.11740E+02   -0.33503E-09   -0.11740E+02    0.43377E+01    0.11099E-10   -0.33503E-09    0.11099E-10    0.23009E-15
  2074    0.21266E+03   -0.11552E+02   -0.36114E-09   -0.11552E+02    0.43055E+01    0.14105E-10   -0.36114E-09    0.14105E-10    0.22955E-15
  2075    0.21230E+03   -0.11363E+02   -0.38759E-09   -0.11363E+02    0.42743E+01    0.17112E-10   -0.38759E-09    0.17112E-10    0.22901E-15
  2076    0.21193E+03   -0.11174E+02   -0.41426E-09   -0.11174E+02    0.42440E+01    0.20114E-10   -0.41426E-09    0.20114E-10    0.22847E-15
  2077    0.21155E+03   -0.10985E+02   -0.44106E-09   -0.10985E+02    0.42147E+01    0.23100E-10   -0.44106E-09    0.23100E-10    0.22793E-15
  2078    0.21117E+03   -0.10795E+02   -0.46788E-09   -0.10795E+02    0.41864E+01    0.26063E-10   -0.46788E-09    0.26063E-10    0.22739E-15
  2079    0.21075E+03   -0.10606E+02   -0.49461E-09   -0.10606E+02    0.41590E+01    0.28995E-10   -0.49461E-09    0.28995E-10    0.22686E-15
  2080    0.21035E+03   -0.10416E+02   -0.52114E-09   -0.10416E+02    0.41326E+01    0.31887E-10   -0.52114E-09    0.31887E-10    0.22633E-15
  2081    0.20993E+03   -0.10227E+02   -0.54737E-09   -0.10227E+02    0.41072E+01    0.34731E-10   -0.54737E-09    0.34731E-10    0.22579E-15
  2082    0.20950E+03   -0.10037E+02   -0.57320E-09   -0.10037E+02    0.40827E+01    0.37518E-10   -0.57320E-09    0.37518E-10    0.22526E-15
  2083    0.20906E+03   -0.98494E+01   -0.59851E-09   -0.98494E+01    0.40592E+01    0.40241E-10   -0.59851E-09    0.40241E-10    0.22473E-15
  2084    0.20860E+03   -0.96607E+01   -0.62319E-09   -0.96607E+01    0.40368E+01    0.42890E-10   -0.62319E-09    0.42890E-10    0.22420E-15
  2085    0.20815E+03   -0.94718E+01   -0.64716E-09   -0.94718E+01    0.40153E+01    0.45457E-10   -0.64716E-09    0.45457E-10    0.22368E-15
  2086    0.20768E+03   -0.92835E+01   -0.67028E-09   -0.92835E+01    0.39947E+01    0.47935E-10   -0.67028E-09    0.47935E-10    0.22315E-15
  2087    0.20720E+03   -0.90964E+01   -0.69247E-09   -0.90964E+01    0.39751E+01    0.50314E-10   -0.69247E-09    0.50314E-10    0.22263E-15
  2088    0.20670E+03   -0.89099E+01   -0.71361E-09   -0.89099E+01    0.39565E+01    0.52586E-10   -0.71361E-09    0.52586E-10    0.22210E-15
  2089    0.20621E+03   -0.87231E+01   -0.73361E-09   -0.87231E+01    0.39389E+01    0.54743E-10   -0.73361E-09    0.54743E-10    0.22158E-15
  2090    0.20569E+03   -0.85377E+01   -0.75234E-09   -0.85377E+01    0.39222E+01    0.56777E-10   -0.75234E-09    0.56777E-10    0.22106E-15
  2091    0.20518E+03   -0.83527E+01   -0.76970E-09   -0.83527E+01    0.39065E+01    0.58679E-10   -0.76970E-09    0.58679E-10    0.22054E-15
  2092    0.20464E+03   -0.81691E+01   -0.78560E-09   -0.81691E+01    0.38917E+01    0.60440E-10   -0.78560E-09    0.60440E-10    0.22002E-15
  2093    0.20410E+03   -0.79844E+01   -0.79992E-09   -0.79844E+01    0.38779E+01    0.62053E-10   -0.79992E-09    0.62053E-10    0.21951E-15
  2094    0.20355E+03   -0.78018E+01   -0.81255E-09   -0.78018E+01    0.38652E+01    0.63510E-10   -0.81255E-09    0.63510E-10    0.21899E-15
  2095    0.20299E+03   -0.76204E+01   -0.82339E-09   -0.76204E+01    0.38532E+01    0.64800E-10   -0.82339E-09    0.64800E-10    0.21848E-15
  2096    0.20242E+03   -0.74405E+01   -0.83234E-09   -0.74405E+01    0.38424E+01    0.65918E-10   -0.83234E-09    0.65918E-10    0.21796E-15
  2097    0.20185E+03   -0.72610E+01   -0.83929E-09   -0.72610E+01    0.38324E+01    0.66853E-10   -0.83929E-09    0.66853E-10    0.21745E-15
  2098    0.20126E+03   -0.70831E+01   -0.84412E-09   -0.70831E+01    0.38233E+01    0.67598E-10   -0.84412E-09    0.67598E-10    0.21694E-15
