#    L    TT             EE             BB             TE          
   395    0.16682E+04    0.20361E+02    0.36948E-01    0.89012E+01
   396    0.16622E+04    0.20359E+02    0.37059E-01    0.70939E+01
   397    0.16566E+04    0.20354E+02    0.37170E-01    0.52921E+01
   398    0.16514E+04    0.20345E+02    0.37282E-01    0.34969E+01
   399    0.16466E+04    0.20332E+02    0.37394E-01    0.17094E+01
   400    0.16421E+04    0.20316E+02    0.37507E-01   -0.69837E-01
   401    0.16381E+04    0.20295E+02    0.37621E-01   -0.18401E+01
   402    0.16344E+04    0.20271E+02    0.37735E-01   -0.36006E+01
   403    0.16312E+04    0.20243E+02    0.37850E-01   -0.53507E+01
   404    0.16283E+04    0.20212E+02    0.37966E-01   -0.70889E+01
   405    0.16258E+04    0.20176E+02    0.38082E-01   -0.88161E+01
   406    0.16236E+04    0.20138E+02    0.38199E-01   -0.10530E+02
   407    0.16218E+04    0.20095E+02    0.38317E-01   -0.12232E+02
   408    0.16203E+04    0.20049E+02    0.38436E-01   -0.13918E+02
   409    0.16193E+04    0.20000E+02    0.38555E-01   -0.15591E+02
   410    0.16186E+04    0.19947E+02    0.38675E-01   -0.17248E+02
   411    0.16183E+04    0.19890E+02    0.38796E-01   -0.18889E+02
   412    0.16183E+04    0.19830E+02    0.38918E-01   -0.20514E+02
   413    0.16186E+04    0.19767E+02    0.39040E-01   -0.22121E+02
   414    0.16192E+04    0.19700E+02    0.39163E-01   -0.23711E+02
   415    0.16203E+04    0.19630E+02    0.39288E-01   -0.25282E+02
   416    0.16216E+04    0.19557E+02    0.39413E-01   -0.26834E+02
   417    0.16232E+04    0.19480E+02    0.39539E-01   -0.28368E+02
   418    0.16252E+04    0.19399E+02    0.39665E-01   -0.29879E+02
   419    0.16275E+04    0.19315E+02    0.39793E-01   -0.31370E+02
   420    0.16301E+04    0.19229E+02    0.39921E-01   -0.32840E+02
   421    0.16330E+04    0.19139E+02    0.40051E-01   -0.34288E+02
   422    0.16363E+04    0.19046E+02    0.40181E-01   -0.35714E+02
   423    0.16397E+04    0.18949E+02    0.40313E-01   -0.37116E+02
   424    0.16434E+04    0.18849E+02    0.40445E-01   -0.38495E+02
   425    0.16475E+04    0.18746E+02    0.40578E-01   -0.39849E+02
   426    0.16519E+04    0.18641E+02    0.40712E-01   -0.41179E+02
   427    0.16565E+04    0.18532E+02    0.40847E-01   -0.42484E+02
   428    0.16613E+04    0.18421E+02    0.40983E-01   -0.43763E+02
   429    0.16664E+04    0.18307E+02    0.41120E-01   -0.45016E+02
   430    0.16718E+04    0.18191E+02    0.41257E-01   -0.46243E+02
   431    0.16775E+04    0.18071E+02    0.41396E-01   -0.47443E+02
   432    0.16832E+04    0.17948E+02    0.41536E-01   -0.48616E+02
   433    0.16894E+04    0.17824E+02    0.41677E-01   -0.49760E+02
   434    0.16957E+04    0.17697E+02    0.41818E-01   -0.50878E+02
   435    0.17022E+04    0.17568E+02    0.41961E-01   -0.51967E+02
   436    0.17089E+04    0.17437E+02    0.42104E-01   -0.53028E+02
   437    0.17159E+04    0.17302E+02    0.42249E-01   -0.54059E+02
   438    0.17231E+04    0.17166E+02    0.42394E-01   -0.55060E+02
   439    0.17305E+04    0.17028E+02    0.42541E-01   -0.56032E+02
   440    0.17380E+04    0.16887E+02    0.42688E-01   -0.56973E+02
   441    0.17458E+04    0.16745E+02    0.42836E-01   -0.57885E+02
   442    0.17537E+04    0.16600E+02    0.42985E-01   -0.58766E+02
   443    0.17618E+04    0.16454E+02    0.43135E-01   -0.59616E+02
   444    0.17701E+04    0.16306E+02    0.43286E-01   -0.60434E+02
   445    0.17785E+04    0.16155E+02    0.43438E-01   -0.61221E+02
   446    0.17870E+04    0.16004E+02    0.43590E-01   -0.61976E+02
   447    0.17957E+04    0.15851E+02    0.43744E-01   -0.62700E+02
   448    0.18044E+04    0.15696E+02    0.43898E-01   -0.63392E+02
   449    0.18134E+04    0.15540E+02    0.44054E-01   -0.64051E+02
   450    0.18226E+04    0.15384E+02    0.44210E-01   -0.64679E+02
   451    0.18318E+04    0.15225E+02    0.44367E-01   -0.65274E+02
   452    0.18411E+04    0.15066E+02    0.44524E-01   -0.65838E+02
   453    0.18506E+04    0.14906E+02    0.44683E-01   -0.66368E+02
   454    0.18601E+04    0.14744E+02    0.44842E-01   -0.66867E+02
   455    0.18696E+04    0.14582E+02    0.45002E-01   -0.67334E+02
   456    0.18794E+04    0.14418E+02    0.45163E-01   -0.67763E+02
   457    0.18891E+04    0.14255E+02    0.45325E-01   -0.68167E+02
   458    0.18990E+04    0.14091E+02    0.45487E-01   -0.68528E+02
   459    0.19089E+04    0.13927E+02    0.45650E-01   -0.68862E+02
   460    0.19189E+04    0.13761E+02    0.45814E-01   -0.69163E+02
   461    0.19289E+04    0.13595E+02    0.45978E-01   -0.69431E+02
   462    0.19390E+04    0.13429E+02    0.46143E-01   -0.69660E+02
   463    0.19491E+04    0.13263E+02    0.46309E-01   -0.69870E+02
   464    0.19592E+04    0.13098E+02    0.46475E-01   -0.70030E+02
   465    0.19693E+04    0.12932E+02    0.46642E-01   -0.70169E+02
   466    0.19794E+04    0.12766E+02    0.46809E-01   -0.70267E+02
   467    0.19897E+04    0.12600E+02    0.46977E-01   -0.70337E+02
   468    0.19999E+04    0.12435E+02    0.47146E-01   -0.70372E+02
   469    0.20100E+04    0.12270E+02    0.47315E-01   -0.70379E+02
   470    0.20203E+04    0.12105E+02    0.47485E-01   -0.70351E+02
   471    0.20303E+04    0.11943E+02    0.47655E-01   -0.70289E+02
   472    0.20405E+04    0.11780E+02    0.47826E-01   -0.70199E+02
   473    0.20506E+04    0.11618E+02    0.47997E-01   -0.70074E+02
   474    0.20607E+04    0.11457E+02    0.48169E-01   -0.69921E+02
   475    0.20708E+04    0.11296E+02    0.48341E-01   -0.69733E+02
   476    0.20808E+04    0.11137E+02    0.48513E-01   -0.69512E+02
   477    0.20907E+04    0.10979E+02    0.48686E-01   -0.69269E+02
   478    0.21006E+04    0.10822E+02    0.48859E-01   -0.68983E+02
   479    0.21105E+04    0.10666E+02    0.49033E-01   -0.68680E+02
   480    0.21203E+04    0.10512E+02    0.49207E-01   -0.68340E+02
   481    0.21300E+04    0.10360E+02    0.49381E-01   -0.67967E+02
   482    0.21397E+04    0.10209E+02    0.49556E-01   -0.67568E+02
   483    0.21492E+04    0.10060E+02    0.49730E-01   -0.67143E+02
   484    0.21586E+04    0.99132E+01    0.49905E-01   -0.66688E+02
   485    0.21680E+04    0.97674E+01    0.50081E-01   -0.66203E+02
   486    0.21773E+04    0.96245E+01    0.50256E-01   -0.65691E+02
   487    0.21865E+04    0.94836E+01    0.50432E-01   -0.65152E+02
   488    0.21955E+04    0.93441E+01    0.50608E-01   -0.64585E+02
   489    0.22045E+04    0.92073E+01    0.50784E-01   -0.63991E+02
   490    0.22134E+04    0.90733E+01    0.50960E-01   -0.63371E+02
   491    0.22220E+04    0.89413E+01    0.51137E-01   -0.62726E+02
   492    0.22306E+04    0.88120E+01    0.51313E-01   -0.62055E+02
   493    0.22391E+04    0.86840E+01    0.51490E-01   -0.61359E+02
   494    0.22475E+04    0.85603E+01    0.51666E-01   -0.60639E+02
   495    0.22556E+04    0.84385E+01    0.51843E-01   -0.59895E+02
   496    0.22636E+04    0.83202E+01    0.52019E-01   -0.59128E+02
   497    0.22715E+04    0.82047E+01    0.52196E-01   -0.58337E+02
   498    0.22793E+04    0.80911E+01    0.52373E-01   -0.57526E+02
   499    0.22869E+04    0.79816E+01    0.52549E-01   -0.56690E+02
   500    0.22944E+04    0.78741E+01    0.52725E-01   -0.55835E+02
   501    0.23016E+04    0.77708E+01    0.52901E-01   -0.54960E+02
   502    0.23088E+04    0.76709E+01    0.53078E-01   -0.54063E+02
   503    0.23157E+04    0.75737E+01    0.53253E-01   -0.53148E+02
   504    0.23224E+04    0.74799E+01    0.53429E-01   -0.52212E+02
   505    0.23291E+04    0.73903E+01    0.53604E-01   -0.51260E+02
   506    0.23355E+04    0.73042E+01    0.53780E-01   -0.50288E+02
   507    0.23418E+04    0.72213E+01    0.53954E-01   -0.49301E+02
   508    0.23478E+04    0.71428E+01    0.54129E-01   -0.48295E+02
   509    0.23537E+04    0.70676E+01    0.54303E-01   -0.47275E+02
   510    0.23593E+04    0.69964E+01    0.54477E-01   -0.46240E+02
   511    0.23649E+04    0.69288E+01    0.54650E-01   -0.45189E+02
   512    0.23701E+04    0.68654E+01    0.54823E-01   -0.44124E+02
   513    0.23753E+04    0.68059E+01    0.54996E-01   -0.43047E+02
   514    0.23802E+04    0.67506E+01    0.55168E-01   -0.41957E+02
   515    0.23849E+04    0.66994E+01    0.55339E-01   -0.40854E+02
   516    0.23894E+04    0.66524E+01    0.55510E-01   -0.39740E+02
   517    0.23937E+04    0.66098E+01    0.55681E-01   -0.38616E+02
   518    0.23978E+04    0.65713E+01    0.55851E-01   -0.37482E+02
   519    0.24017E+04    0.65373E+01    0.56020E-01   -0.36337E+02
   520    0.24054E+04    0.65075E+01    0.56188E-01   -0.35184E+02
   521    0.24088E+04    0.64822E+01    0.56356E-01   -0.34024E+02
   522    0.24120E+04    0.64615E+01    0.56523E-01   -0.32856E+02
   523    0.24151E+04    0.64452E+01    0.56690E-01   -0.31681E+02
   524    0.24179E+04    0.64335E+01    0.56855E-01   -0.30501E+02
   525    0.24204E+04    0.64263E+01    0.57020E-01   -0.29314E+02
   526    0.24228E+04    0.64237E+01    0.57184E-01   -0.28123E+02
   527    0.24251E+04    0.64258E+01    0.57347E-01   -0.26928E+02
   528    0.24271E+04    0.64324E+01    0.57510E-01   -0.25731E+02
   529    0.24288E+04    0.64440E+01    0.57671E-01   -0.24530E+02
   530    0.24303E+04    0.64602E+01    0.57832E-01   -0.23329E+02
   531    0.24318E+04    0.64810E+01    0.57991E-01   -0.22125E+02
   532    0.24328E+04    0.65066E+01    0.58150E-01   -0.20922E+02
   533    0.24337E+04    0.65371E+01    0.58308E-01   -0.19719E+02
   534    0.24343E+04    0.65723E+01    0.58465E-01   -0.18517E+02
   535    0.24347E+04    0.66124E+01    0.58620E-01   -0.17317E+02
   536    0.24350E+04    0.66573E+01    0.58775E-01   -0.16118E+02
   537    0.24351E+04    0.67069E+01    0.58928E-01   -0.14923E+02
   538    0.24348E+04    0.67615E+01    0.59081E-01   -0.13732E+02
   539    0.24344E+04    0.68207E+01    0.59232E-01   -0.12545E+02
   540    0.24338E+04    0.68850E+01    0.59383E-01   -0.11364E+02
   541    0.24329E+04    0.69540E+01    0.59532E-01   -0.10187E+02
   542    0.24319E+04    0.70278E+01    0.59680E-01   -0.90183E+01
   543    0.24306E+04    0.71066E+01    0.59827E-01   -0.78562E+01
   544    0.24292E+04    0.71901E+01    0.59973E-01   -0.67018E+01
   545    0.24275E+04    0.72785E+01    0.60117E-01   -0.55557E+01
   546    0.24256E+04    0.73714E+01    0.60261E-01   -0.44188E+01
   547    0.24235E+04    0.74690E+01    0.60403E-01   -0.32914E+01
   548    0.24213E+04    0.75715E+01    0.60544E-01   -0.21745E+01
   549    0.24188E+04    0.76787E+01    0.60683E-01   -0.10687E+01
   550    0.24161E+04    0.77907E+01    0.60822E-01    0.25535E-01
   551    0.24133E+04    0.79074E+01    0.60959E-01    0.11076E+01
   552    0.24102E+04    0.80290E+01    0.61095E-01    0.21764E+01
   553    0.24070E+04    0.81538E+01    0.61230E-01    0.32319E+01
   554    0.24036E+04    0.82849E+01    0.61363E-01    0.42731E+01
   555    0.24000E+04    0.84201E+01    0.61495E-01    0.52994E+01
   556    0.23961E+04    0.85600E+01    0.61626E-01    0.63106E+01
   557    0.23921E+04    0.87040E+01    0.61755E-01    0.73050E+01
   558    0.23879E+04    0.88536E+01    0.61884E-01    0.82831E+01
   559    0.23835E+04    0.90065E+01    0.62010E-01    0.92444E+01
   560    0.23791E+04    0.91634E+01    0.62136E-01    0.10187E+02
   561    0.23743E+04    0.93252E+01    0.62260E-01    0.11112E+02
   562    0.23695E+04    0.94918E+01    0.62383E-01    0.12017E+02
   563    0.23644E+04    0.96617E+01    0.62505E-01    0.12905E+02
   564    0.23593E+04    0.98372E+01    0.62625E-01    0.13770E+02
   565    0.23539E+04    0.10015E+02    0.62744E-01    0.14617E+02
   566    0.23484E+04    0.10198E+02    0.62861E-01    0.15441E+02
   567    0.23428E+04    0.10385E+02    0.62977E-01    0.16245E+02
   568    0.23370E+04    0.10576E+02    0.63092E-01    0.17025E+02
   569    0.23310E+04    0.10771E+02    0.63205E-01    0.17786E+02
   570    0.23250E+04    0.10970E+02    0.63317E-01    0.18521E+02
   571    0.23187E+04    0.11173E+02    0.63428E-01    0.19233E+02
   572    0.23123E+04    0.11379E+02    0.63537E-01    0.19921E+02
   573    0.23058E+04    0.11589E+02    0.63645E-01    0.20585E+02
   574    0.22992E+04    0.11802E+02    0.63751E-01    0.21224E+02
   575    0.22925E+04    0.12019E+02    0.63856E-01    0.21837E+02
   576    0.22856E+04    0.12239E+02    0.63960E-01    0.22426E+02
   577    0.22786E+04    0.12463E+02    0.64063E-01    0.22989E+02
   578    0.22715E+04    0.12690E+02    0.64163E-01    0.23525E+02
   579    0.22644E+04    0.12921E+02    0.64263E-01    0.24035E+02
   580    0.22571E+04    0.13155E+02    0.64361E-01    0.24518E+02
   581    0.22496E+04    0.13391E+02    0.64458E-01    0.24974E+02
   582    0.22421E+04    0.13631E+02    0.64553E-01    0.25402E+02
   583    0.22345E+04    0.13873E+02    0.64647E-01    0.25802E+02
   584    0.22268E+04    0.14119E+02    0.64740E-01    0.26174E+02
   585    0.22191E+04    0.14366E+02    0.64831E-01    0.26517E+02
   586    0.22112E+04    0.14616E+02    0.64921E-01    0.26832E+02
   587    0.22034E+04    0.14870E+02    0.65009E-01    0.27118E+02
   588    0.21954E+04    0.15125E+02    0.65096E-01    0.27374E+02
   589    0.21873E+04    0.15384E+02    0.65182E-01    0.27602E+02
   590    0.21791E+04    0.15643E+02    0.65267E-01    0.27800E+02
   591    0.21710E+04    0.15906E+02    0.65350E-01    0.27968E+02
   592    0.21628E+04    0.16170E+02    0.65431E-01    0.28105E+02
   593    0.21545E+04    0.16437E+02    0.65512E-01    0.28214E+02
   594    0.21460E+04    0.16706E+02    0.65591E-01    0.28292E+02
   595    0.21376E+04    0.16975E+02    0.65669E-01    0.28340E+02
   596    0.21292E+04    0.17248E+02    0.65745E-01    0.28357E+02
   597    0.21208E+04    0.17520E+02    0.65820E-01    0.28344E+02
   598    0.21125E+04    0.17794E+02    0.65894E-01    0.28301E+02
   599    0.21041E+04    0.18070E+02    0.65967E-01    0.28227E+02
   600    0.20956E+04    0.18348E+02    0.66038E-01    0.28123E+02
   601    0.20870E+04    0.18627E+02    0.66108E-01    0.27988E+02
   602    0.20785E+04    0.18905E+02    0.66177E-01    0.27821E+02
   603    0.20699E+04    0.19186E+02    0.66244E-01    0.27626E+02
   604    0.20615E+04    0.19467E+02    0.66311E-01    0.27399E+02
   605    0.20530E+04    0.19749E+02    0.66376E-01    0.27142E+02
   606    0.20445E+04    0.20031E+02    0.66440E-01    0.26854E+02
   607    0.20359E+04    0.20314E+02    0.66503E-01    0.26535E+02
   608    0.20274E+04    0.20597E+02    0.66565E-01    0.26186E+02
   609    0.20190E+04    0.20880E+02    0.66626E-01    0.25806E+02
   610    0.20106E+04    0.21163E+02    0.66685E-01    0.25396E+02
   611    0.20022E+04    0.21446E+02    0.66744E-01    0.24956E+02
   612    0.19938E+04    0.21731E+02    0.66801E-01    0.24486E+02
   613    0.19854E+04    0.22012E+02    0.66858E-01    0.23985E+02
   614    0.19772E+04    0.22295E+02    0.66914E-01    0.23454E+02
   615    0.19689E+04    0.22576E+02    0.66968E-01    0.22894E+02
   616    0.19607E+04    0.22859E+02    0.67022E-01    0.22304E+02
   617    0.19527E+04    0.23140E+02    0.67074E-01    0.21685E+02
   618    0.19446E+04    0.23421E+02    0.67126E-01    0.21036E+02
   619    0.19365E+04    0.23702E+02    0.67177E-01    0.20360E+02
   620    0.19287E+04    0.23980E+02    0.67227E-01    0.19655E+02
   621    0.19208E+04    0.24258E+02    0.67276E-01    0.18920E+02
   622    0.19130E+04    0.24535E+02    0.67325E-01    0.18157E+02
   623    0.19053E+04    0.24810E+02    0.67373E-01    0.17368E+02
   624    0.18977E+04    0.25083E+02    0.67419E-01    0.16551E+02
   625    0.18901E+04    0.25355E+02    0.67466E-01    0.15705E+02
   626    0.18826E+04    0.25626E+02    0.67511E-01    0.14833E+02
   627    0.18753E+04    0.25894E+02    0.67556E-01    0.13934E+02
   628    0.18680E+04    0.26161E+02    0.67600E-01    0.13009E+02
   629    0.18609E+04    0.26425E+02    0.67644E-01    0.12058E+02
   630    0.18538E+04    0.26688E+02    0.67687E-01    0.11080E+02
   631    0.18468E+04    0.26948E+02    0.67729E-01    0.10078E+02
   632    0.18400E+04    0.27206E+02    0.67771E-01    0.90504E+01
   633    0.18332E+04    0.27462E+02    0.67813E-01    0.79988E+01
   634    0.18266E+04    0.27715E+02    0.67853E-01    0.69233E+01
   635    0.18202E+04    0.27966E+02    0.67894E-01    0.58243E+01
   636    0.18137E+04    0.28215E+02    0.67934E-01    0.47023E+01
   637    0.18075E+04    0.28459E+02    0.67974E-01    0.35569E+01
   638    0.18014E+04    0.28702E+02    0.68013E-01    0.23900E+01
   639    0.17954E+04    0.28940E+02    0.68052E-01    0.12007E+01
   640    0.17896E+04    0.29177E+02    0.68090E-01   -0.94865E-02
   641    0.17839E+04    0.29411E+02    0.68129E-01   -0.12406E+01
   642    0.17782E+04    0.29640E+02    0.68167E-01   -0.24919E+01
   643    0.17728E+04    0.29867E+02    0.68204E-01   -0.37630E+01
   644    0.17675E+04    0.30089E+02    0.68242E-01   -0.50533E+01
   645    0.17624E+04    0.30308E+02    0.68279E-01   -0.63624E+01
   646    0.17573E+04    0.30524E+02    0.68316E-01   -0.76897E+01
   647    0.17526E+04    0.30736E+02    0.68353E-01   -0.90353E+01
   648    0.17478E+04    0.30945E+02    0.68390E-01   -0.10397E+02
   649    0.17433E+04    0.31149E+02    0.68427E-01   -0.11776E+02
   650    0.17389E+04    0.31348E+02    0.68463E-01   -0.13170E+02
   651    0.17347E+04    0.31545E+02    0.68500E-01   -0.14581E+02
   652    0.17306E+04    0.31738E+02    0.68536E-01   -0.16006E+02
   653    0.17268E+04    0.31925E+02    0.68573E-01   -0.17444E+02
   654    0.17230E+04    0.32108E+02    0.68609E-01   -0.18896E+02
   655    0.17194E+04    0.32288E+02    0.68646E-01   -0.20361E+02
   656    0.17160E+04    0.32463E+02    0.68683E-01   -0.21839E+02
   657    0.17128E+04    0.32633E+02    0.68719E-01   -0.23327E+02
   658    0.17096E+04    0.32799E+02    0.68756E-01   -0.24827E+02
   659    0.17068E+04    0.32961E+02    0.68793E-01   -0.26337E+02
   660    0.17041E+04    0.33117E+02    0.68830E-01   -0.27856E+02
   661    0.17016E+04    0.33268E+02    0.68867E-01   -0.29384E+02
   662    0.16992E+04    0.33415E+02    0.68905E-01   -0.30921E+02
   663    0.16970E+04    0.33558E+02    0.68942E-01   -0.32467E+02
   664    0.16950E+04    0.33694E+02    0.68980E-01   -0.34018E+02
   665    0.16931E+04    0.33826E+02    0.69018E-01   -0.35576E+02
   666    0.16914E+04    0.33953E+02    0.69056E-01   -0.37140E+02
   667    0.16900E+04    0.34075E+02    0.69095E-01   -0.38709E+02
   668    0.16885E+04    0.34191E+02    0.69134E-01   -0.40284E+02
   669    0.16875E+04    0.34303E+02    0.69174E-01   -0.41861E+02
   670    0.16865E+04    0.34409E+02    0.69213E-01   -0.43440E+02
   671    0.16858E+04    0.34511E+02    0.69253E-01   -0.45023E+02
   672    0.16851E+04    0.34606E+02    0.69294E-01   -0.46609E+02
   673    0.16847E+04    0.34698E+02    0.69335E-01   -0.48194E+02
   674    0.16845E+04    0.34783E+02    0.69376E-01   -0.49779E+02
   675    0.16844E+04    0.34863E+02    0.69418E-01   -0.51365E+02
   676    0.16845E+04    0.34937E+02    0.69461E-01   -0.52949E+02
   677    0.16848E+04    0.35006E+02    0.69504E-01   -0.54532E+02
   678    0.16853E+04    0.35069E+02    0.69547E-01   -0.56112E+02
   679    0.16859E+04    0.35127E+02    0.69591E-01   -0.57689E+02
   680    0.16868E+04    0.35180E+02    0.69636E-01   -0.59263E+02
   681    0.16879E+04    0.35226E+02    0.69681E-01   -0.60832E+02
   682    0.16890E+04    0.35267E+02    0.69727E-01   -0.62397E+02
   683    0.16905E+04    0.35304E+02    0.69774E-01   -0.63957E+02
   684    0.16920E+04    0.35333E+02    0.69821E-01   -0.65510E+02
   685    0.16936E+04    0.35357E+02    0.69869E-01   -0.67057E+02
   686    0.16955E+04    0.35376E+02    0.69918E-01   -0.68588E+02
   687    0.16976E+04    0.35390E+02    0.69967E-01   -0.70115E+02
   688    0.16998E+04    0.35396E+02    0.70017E-01   -0.71636E+02
   689    0.17022E+04    0.35398E+02    0.70068E-01   -0.73143E+02
   690    0.17047E+04    0.35395E+02    0.70120E-01   -0.74644E+02
   691    0.17075E+04    0.35384E+02    0.70172E-01   -0.76131E+02
   692    0.17103E+04    0.35370E+02    0.70226E-01   -0.77604E+02
   693    0.17134E+04    0.35349E+02    0.70280E-01   -0.79072E+02
   694    0.17165E+04    0.35323E+02    0.70335E-01   -0.80518E+02
   695    0.17199E+04    0.35292E+02    0.70391E-01   -0.81951E+02
   696    0.17235E+04    0.35255E+02    0.70447E-01   -0.83386E+02
   697    0.17272E+04    0.35212E+02    0.70505E-01   -0.84793E+02
   698    0.17310E+04    0.35164E+02    0.70564E-01   -0.86187E+02
   699    0.17349E+04    0.35110E+02    0.70623E-01   -0.87560E+02
   700    0.17391E+04    0.35051E+02    0.70684E-01   -0.88921E+02
   701    0.17434E+04    0.34986E+02    0.70745E-01   -0.90268E+02
   702    0.17478E+04    0.34917E+02    0.70807E-01   -0.91588E+02
   703    0.17523E+04    0.34841E+02    0.70870E-01   -0.92910E+02
   704    0.17570E+04    0.34761E+02    0.70935E-01   -0.94197E+02
   705    0.17618E+04    0.34675E+02    0.71000E-01   -0.95464E+02
   706    0.17667E+04    0.34585E+02    0.71066E-01   -0.96718E+02
   707    0.17718E+04    0.34488E+02    0.71133E-01   -0.97953E+02
   708    0.17771E+04    0.34388E+02    0.71201E-01   -0.99152E+02
   709    0.17824E+04    0.34282E+02    0.71270E-01   -0.10035E+03
   710    0.17879E+04    0.34170E+02    0.71340E-01   -0.10151E+03
   711    0.17935E+04    0.34054E+02    0.71411E-01   -0.10265E+03
   712    0.17992E+04    0.33933E+02    0.71483E-01   -0.10378E+03
   713    0.18051E+04    0.33807E+02    0.71556E-01   -0.10487E+03
   714    0.18109E+04    0.33677E+02    0.71631E-01   -0.10595E+03
   715    0.18170E+04    0.33541E+02    0.71706E-01   -0.10700E+03
   716    0.18231E+04    0.33401E+02    0.71782E-01   -0.10803E+03
   717    0.18294E+04    0.33256E+02    0.71859E-01   -0.10902E+03
   718    0.18357E+04    0.33108E+02    0.71937E-01   -0.11000E+03
   719    0.18422E+04    0.32952E+02    0.72016E-01   -0.11094E+03
   720    0.18486E+04    0.32794E+02    0.72095E-01   -0.11186E+03
   721    0.18553E+04    0.32632E+02    0.72176E-01   -0.11275E+03
   722    0.18620E+04    0.32465E+02    0.72258E-01   -0.11360E+03
   723    0.18688E+04    0.32295E+02    0.72341E-01   -0.11444E+03
   724    0.18756E+04    0.32120E+02    0.72425E-01   -0.11525E+03
   725    0.18826E+04    0.31941E+02    0.72510E-01   -0.11603E+03
   726    0.18896E+04    0.31760E+02    0.72595E-01   -0.11677E+03
   727    0.18967E+04    0.31574E+02    0.72682E-01   -0.11750E+03
   728    0.19038E+04    0.31382E+02    0.72769E-01   -0.11819E+03
   729    0.19110E+04    0.31188E+02    0.72858E-01   -0.11885E+03
   730    0.19182E+04    0.30991E+02    0.72947E-01   -0.11948E+03
   731    0.19256E+04    0.30789E+02    0.73037E-01   -0.12008E+03
   732    0.19330E+04    0.30586E+02    0.73128E-01   -0.12064E+03
   733    0.19404E+04    0.30378E+02    0.73220E-01   -0.12118E+03
   734    0.19479E+04    0.30167E+02    0.73313E-01   -0.12168E+03
   735    0.19555E+04    0.29952E+02    0.73406E-01   -0.12216E+03
   736    0.19629E+04    0.29735E+02    0.73501E-01   -0.12260E+03
   737    0.19705E+04    0.29515E+02    0.73596E-01   -0.12301E+03
   738    0.19781E+04    0.29293E+02    0.73692E-01   -0.12338E+03
   739    0.19857E+04    0.29068E+02    0.73789E-01   -0.12372E+03
   740    0.19933E+04    0.28839E+02    0.73887E-01   -0.12404E+03
   741    0.20010E+04    0.28608E+02    0.73985E-01   -0.12432E+03
   742    0.20087E+04    0.28376E+02    0.74085E-01   -0.12456E+03
   743    0.20164E+04    0.28143E+02    0.74184E-01   -0.12478E+03
   744    0.20241E+04    0.27906E+02    0.74285E-01   -0.12495E+03
   745    0.20318E+04    0.27667E+02    0.74387E-01   -0.12511E+03
   746    0.20395E+04    0.27427E+02    0.74489E-01   -0.12521E+03
   747    0.20471E+04    0.27184E+02    0.74591E-01   -0.12529E+03
   748    0.20548E+04    0.26940E+02    0.74695E-01   -0.12534E+03
   749    0.20625E+04    0.26693E+02    0.74799E-01   -0.12536E+03
   750    0.20701E+04    0.26446E+02    0.74904E-01   -0.12534E+03
   751    0.20777E+04    0.26197E+02    0.75009E-01   -0.12529E+03
   752    0.20854E+04    0.25948E+02    0.75115E-01   -0.12520E+03
   753    0.20929E+04    0.25696E+02    0.75222E-01   -0.12508E+03
   754    0.21004E+04    0.25444E+02    0.75329E-01   -0.12492E+03
   755    0.21080E+04    0.25191E+02    0.75437E-01   -0.12474E+03
   756    0.21154E+04    0.24937E+02    0.75545E-01   -0.12452E+03
   757    0.21229E+04    0.24684E+02    0.75654E-01   -0.12426E+03
   758    0.21302E+04    0.24428E+02    0.75763E-01   -0.12397E+03
   759    0.21376E+04    0.24173E+02    0.75873E-01   -0.12366E+03
   760    0.21448E+04    0.23917E+02    0.75983E-01   -0.12330E+03
   761    0.21520E+04    0.23661E+02    0.76094E-01   -0.12292E+03
   762    0.21593E+04    0.23405E+02    0.76205E-01   -0.12250E+03
   763    0.21663E+04    0.23150E+02    0.76317E-01   -0.12205E+03
   764    0.21733E+04    0.22894E+02    0.76428E-01   -0.12158E+03
   765    0.21803E+04    0.22638E+02    0.76541E-01   -0.12106E+03
   766    0.21872E+04    0.22383E+02    0.76653E-01   -0.12051E+03
   767    0.21940E+04    0.22129E+02    0.76766E-01   -0.11994E+03
   768    0.22007E+04    0.21875E+02    0.76880E-01   -0.11932E+03
   769    0.22073E+04    0.21621E+02    0.76993E-01   -0.11868E+03
   770    0.22138E+04    0.21369E+02    0.77107E-01   -0.11801E+03
   771    0.22203E+04    0.21118E+02    0.77221E-01   -0.11730E+03
   772    0.22266E+04    0.20868E+02    0.77335E-01   -0.11656E+03
   773    0.22328E+04    0.20619E+02    0.77450E-01   -0.11579E+03
   774    0.22389E+04    0.20372E+02    0.77564E-01   -0.11500E+03
   775    0.22451E+04    0.20126E+02    0.77679E-01   -0.11418E+03
   776    0.22509E+04    0.19882E+02    0.77793E-01   -0.11333E+03
   777    0.22567E+04    0.19639E+02    0.77908E-01   -0.11244E+03
   778    0.22625E+04    0.19399E+02    0.78023E-01   -0.11152E+03
   779    0.22680E+04    0.19160E+02    0.78138E-01   -0.11058E+03
   780    0.22735E+04    0.18922E+02    0.78253E-01   -0.10961E+03
   781    0.22789E+04    0.18688E+02    0.78368E-01   -0.10862E+03
   782    0.22840E+04    0.18455E+02    0.78482E-01   -0.10761E+03
   783    0.22892E+04    0.18224E+02    0.78597E-01   -0.10656E+03
   784    0.22941E+04    0.17997E+02    0.78711E-01   -0.10548E+03
   785    0.22989E+04    0.17771E+02    0.78826E-01   -0.10438E+03
