#    L    TT             EE             BB             TE          
   786    0.23036E+04    0.17548E+02    0.78940E-01   -0.10323E+03
   787    0.23081E+04    0.17329E+02    0.79054E-01   -0.10207E+03
   788    0.23125E+04    0.17111E+02    0.79168E-01   -0.10089E+03
   789    0.23168E+04    0.16895E+02    0.79281E-01   -0.99692E+02
   790    0.23209E+04    0.16685E+02    0.79394E-01   -0.98459E+02
   791    0.23249E+04    0.16476E+02    0.79507E-01   -0.97198E+02
   792    0.23288E+04    0.16272E+02    0.79619E-01   -0.95925E+02
   793    0.23324E+04    0.16071E+02    0.79731E-01   -0.94617E+02
   794    0.23359E+04    0.15874E+02    0.79843E-01   -0.93297E+02
   795    0.23392E+04    0.15679E+02    0.79954E-01   -0.91950E+02
   796    0.23425E+04    0.15489E+02    0.80065E-01   -0.90590E+02
   797    0.23455E+04    0.15302E+02    0.80175E-01   -0.89202E+02
   798    0.23483E+04    0.15119E+02    0.80284E-01   -0.87802E+02
   799    0.23510E+04    0.14940E+02    0.80394E-01   -0.86382E+02
   800    0.23536E+04    0.14764E+02    0.80502E-01   -0.84941E+02
   801    0.23560E+04    0.14593E+02    0.80610E-01   -0.83488E+02
   802    0.23581E+04    0.14426E+02    0.80717E-01   -0.82000E+02
   803    0.23603E+04    0.14262E+02    0.80824E-01   -0.80513E+02
   804    0.23621E+04    0.14103E+02    0.80929E-01   -0.78998E+02
   805    0.23639E+04    0.13948E+02    0.81035E-01   -0.77471E+02
   806    0.23655E+04    0.13797E+02    0.81139E-01   -0.75930E+02
   807    0.23668E+04    0.13652E+02    0.81242E-01   -0.74376E+02
   808    0.23679E+04    0.13511E+02    0.81345E-01   -0.72801E+02
   809    0.23690E+04    0.13374E+02    0.81447E-01   -0.71220E+02
   810    0.23698E+04    0.13243E+02    0.81548E-01   -0.69619E+02
   811    0.23704E+04    0.13115E+02    0.81649E-01   -0.68004E+02
   812    0.23708E+04    0.12994E+02    0.81748E-01   -0.66381E+02
   813    0.23711E+04    0.12876E+02    0.81846E-01   -0.64749E+02
   814    0.23713E+04    0.12764E+02    0.81944E-01   -0.63106E+02
   815    0.23712E+04    0.12657E+02    0.82040E-01   -0.61453E+02
   816    0.23709E+04    0.12554E+02    0.82136E-01   -0.59790E+02
   817    0.23704E+04    0.12457E+02    0.82230E-01   -0.58119E+02
   818    0.23699E+04    0.12365E+02    0.82324E-01   -0.56440E+02
   819    0.23691E+04    0.12278E+02    0.82416E-01   -0.54754E+02
   820    0.23682E+04    0.12196E+02    0.82508E-01   -0.53060E+02
   821    0.23670E+04    0.12119E+02    0.82598E-01   -0.51361E+02
   822    0.23656E+04    0.12049E+02    0.82688E-01   -0.49656E+02
   823    0.23641E+04    0.11983E+02    0.82776E-01   -0.47946E+02
   824    0.23623E+04    0.11923E+02    0.82863E-01   -0.46230E+02
   825    0.23604E+04    0.11867E+02    0.82949E-01   -0.44512E+02
   826    0.23583E+04    0.11818E+02    0.83033E-01   -0.42791E+02
   827    0.23560E+04    0.11774E+02    0.83117E-01   -0.41068E+02
   828    0.23536E+04    0.11736E+02    0.83199E-01   -0.39343E+02
   829    0.23509E+04    0.11704E+02    0.83280E-01   -0.37617E+02
   830    0.23481E+04    0.11677E+02    0.83360E-01   -0.35893E+02
   831    0.23451E+04    0.11655E+02    0.83439E-01   -0.34168E+02
   832    0.23419E+04    0.11638E+02    0.83516E-01   -0.32445E+02
   833    0.23386E+04    0.11627E+02    0.83593E-01   -0.30723E+02
   834    0.23350E+04    0.11622E+02    0.83667E-01   -0.29003E+02
   835    0.23313E+04    0.11623E+02    0.83741E-01   -0.27287E+02
   836    0.23273E+04    0.11629E+02    0.83813E-01   -0.25573E+02
   837    0.23233E+04    0.11641E+02    0.83884E-01   -0.23864E+02
   838    0.23190E+04    0.11658E+02    0.83954E-01   -0.22159E+02
   839    0.23145E+04    0.11681E+02    0.84022E-01   -0.20459E+02
   840    0.23099E+04    0.11711E+02    0.84089E-01   -0.18765E+02
   841    0.23051E+04    0.11745E+02    0.84154E-01   -0.17078E+02
   842    0.23001E+04    0.11784E+02    0.84218E-01   -0.15397E+02
   843    0.22949E+04    0.11829E+02    0.84281E-01   -0.13726E+02
   844    0.22895E+04    0.11880E+02    0.84342E-01   -0.12063E+02
   845    0.22841E+04    0.11936E+02    0.84402E-01   -0.10409E+02
   846    0.22785E+04    0.11998E+02    0.84461E-01   -0.87647E+01
   847    0.22728E+04    0.12065E+02    0.84518E-01   -0.71306E+01
   848    0.22669E+04    0.12138E+02    0.84573E-01   -0.55081E+01
   849    0.22607E+04    0.12215E+02    0.84627E-01   -0.38965E+01
   850    0.22545E+04    0.12299E+02    0.84680E-01   -0.22969E+01
   851    0.22480E+04    0.12388E+02    0.84731E-01   -0.70974E+00
   852    0.22414E+04    0.12483E+02    0.84781E-01    0.86460E+00
   853    0.22347E+04    0.12582E+02    0.84829E-01    0.24255E+01
   854    0.22278E+04    0.12687E+02    0.84875E-01    0.39715E+01
   855    0.22207E+04    0.12798E+02    0.84920E-01    0.55037E+01
   856    0.22136E+04    0.12912E+02    0.84964E-01    0.70202E+01
   857    0.22062E+04    0.13032E+02    0.85006E-01    0.85205E+01
   858    0.21987E+04    0.13159E+02    0.85047E-01    0.10004E+02
   859    0.21910E+04    0.13288E+02    0.85086E-01    0.11473E+02
   860    0.21833E+04    0.13423E+02    0.85123E-01    0.12923E+02
   861    0.21754E+04    0.13564E+02    0.85159E-01    0.14355E+02
   862    0.21673E+04    0.13709E+02    0.85193E-01    0.15769E+02
   863    0.21591E+04    0.13859E+02    0.85226E-01    0.17164E+02
   864    0.21508E+04    0.14013E+02    0.85257E-01    0.18540E+02
   865    0.21422E+04    0.14173E+02    0.85287E-01    0.19894E+02
   866    0.21339E+04    0.14336E+02    0.85315E-01    0.21229E+02
   867    0.21251E+04    0.14506E+02    0.85342E-01    0.22542E+02
   868    0.21164E+04    0.14679E+02    0.85367E-01    0.23834E+02
   869    0.21075E+04    0.14856E+02    0.85390E-01    0.25105E+02
   870    0.20984E+04    0.15038E+02    0.85412E-01    0.26354E+02
   871    0.20893E+04    0.15224E+02    0.85433E-01    0.27579E+02
   872    0.20800E+04    0.15415E+02    0.85452E-01    0.28783E+02
   873    0.20707E+04    0.15610E+02    0.85469E-01    0.29962E+02
   874    0.20612E+04    0.15809E+02    0.85485E-01    0.31118E+02
   875    0.20516E+04    0.16011E+02    0.85499E-01    0.32250E+02
   876    0.20419E+04    0.16218E+02    0.85512E-01    0.33358E+02
   877    0.20323E+04    0.16428E+02    0.85523E-01    0.34441E+02
   878    0.20224E+04    0.16642E+02    0.85533E-01    0.35499E+02
   879    0.20124E+04    0.16860E+02    0.85541E-01    0.36532E+02
   880    0.20025E+04    0.17081E+02    0.85548E-01    0.37539E+02
   881    0.19923E+04    0.17305E+02    0.85553E-01    0.38519E+02
   882    0.19822E+04    0.17533E+02    0.85557E-01    0.39474E+02
   883    0.19720E+04    0.17765E+02    0.85560E-01    0.40400E+02
   884    0.19616E+04    0.17999E+02    0.85561E-01    0.41301E+02
   885    0.19511E+04    0.18237E+02    0.85560E-01    0.42174E+02
   886    0.19407E+04    0.18478E+02    0.85558E-01    0.43020E+02
   887    0.19301E+04    0.18721E+02    0.85555E-01    0.43838E+02
   888    0.19196E+04    0.18968E+02    0.85550E-01    0.44628E+02
   889    0.19088E+04    0.19216E+02    0.85544E-01    0.45389E+02
   890    0.18981E+04    0.19469E+02    0.85537E-01    0.46121E+02
   891    0.18874E+04    0.19723E+02    0.85529E-01    0.46826E+02
   892    0.18766E+04    0.19979E+02    0.85519E-01    0.47503E+02
   893    0.18656E+04    0.20238E+02    0.85507E-01    0.48150E+02
   894    0.18548E+04    0.20499E+02    0.85495E-01    0.48768E+02
   895    0.18438E+04    0.20761E+02    0.85481E-01    0.49359E+02
   896    0.18328E+04    0.21027E+02    0.85466E-01    0.49919E+02
   897    0.18217E+04    0.21294E+02    0.85450E-01    0.50451E+02
   898    0.18107E+04    0.21563E+02    0.85432E-01    0.50954E+02
   899    0.17997E+04    0.21833E+02    0.85414E-01    0.51427E+02
   900    0.17885E+04    0.22105E+02    0.85394E-01    0.51871E+02
   901    0.17774E+04    0.22378E+02    0.85373E-01    0.52285E+02
   902    0.17663E+04    0.22653E+02    0.85351E-01    0.52671E+02
   903    0.17550E+04    0.22928E+02    0.85328E-01    0.53026E+02
   904    0.17439E+04    0.23205E+02    0.85303E-01    0.53351E+02
   905    0.17327E+04    0.23483E+02    0.85278E-01    0.53646E+02
   906    0.17215E+04    0.23761E+02    0.85252E-01    0.53911E+02
   907    0.17104E+04    0.24040E+02    0.85224E-01    0.54146E+02
   908    0.16993E+04    0.24320E+02    0.85196E-01    0.54352E+02
   909    0.16881E+04    0.24600E+02    0.85167E-01    0.54527E+02
   910    0.16769E+04    0.24882E+02    0.85136E-01    0.54674E+02
   911    0.16657E+04    0.25162E+02    0.85105E-01    0.54790E+02
   912    0.16546E+04    0.25444E+02    0.85073E-01    0.54876E+02
   913    0.16432E+04    0.25725E+02    0.85040E-01    0.54933E+02
   914    0.16322E+04    0.26006E+02    0.85006E-01    0.54961E+02
   915    0.16210E+04    0.26287E+02    0.84971E-01    0.54959E+02
   916    0.16100E+04    0.26567E+02    0.84936E-01    0.54927E+02
   917    0.15989E+04    0.26848E+02    0.84899E-01    0.54867E+02
   918    0.15879E+04    0.27128E+02    0.84862E-01    0.54778E+02
   919    0.15769E+04    0.27407E+02    0.84824E-01    0.54659E+02
   920    0.15659E+04    0.27685E+02    0.84785E-01    0.54511E+02
   921    0.15551E+04    0.27963E+02    0.84746E-01    0.54334E+02
   922    0.15442E+04    0.28240E+02    0.84706E-01    0.54129E+02
   923    0.15333E+04    0.28515E+02    0.84665E-01    0.53896E+02
   924    0.15225E+04    0.28789E+02    0.84623E-01    0.53634E+02
   925    0.15119E+04    0.29062E+02    0.84581E-01    0.53344E+02
   926    0.15011E+04    0.29334E+02    0.84539E-01    0.53028E+02
   927    0.14905E+04    0.29604E+02    0.84495E-01    0.52683E+02
   928    0.14800E+04    0.29872E+02    0.84452E-01    0.52310E+02
   929    0.14695E+04    0.30139E+02    0.84407E-01    0.51912E+02
   930    0.14591E+04    0.30403E+02    0.84362E-01    0.51486E+02
   931    0.14487E+04    0.30667E+02    0.84317E-01    0.51034E+02
   932    0.14384E+04    0.30927E+02    0.84271E-01    0.50555E+02
   933    0.14282E+04    0.31185E+02    0.84225E-01    0.50052E+02
   934    0.14181E+04    0.31442E+02    0.84178E-01    0.49523E+02
   935    0.14080E+04    0.31696E+02    0.84131E-01    0.48967E+02
   936    0.13980E+04    0.31947E+02    0.84084E-01    0.48388E+02
   937    0.13881E+04    0.32196E+02    0.84036E-01    0.47783E+02
   938    0.13782E+04    0.32443E+02    0.83988E-01    0.47154E+02
   939    0.13685E+04    0.32686E+02    0.83940E-01    0.46501E+02
   940    0.13588E+04    0.32927E+02    0.83891E-01    0.45825E+02
   941    0.13493E+04    0.33164E+02    0.83842E-01    0.45125E+02
   942    0.13398E+04    0.33399E+02    0.83793E-01    0.44402E+02
   943    0.13305E+04    0.33630E+02    0.83744E-01    0.43657E+02
   944    0.13212E+04    0.33858E+02    0.83694E-01    0.42888E+02
   945    0.13121E+04    0.34082E+02    0.83645E-01    0.42099E+02
   946    0.13030E+04    0.34304E+02    0.83595E-01    0.41287E+02
   947    0.12940E+04    0.34522E+02    0.83545E-01    0.40456E+02
   948    0.12850E+04    0.34737E+02    0.83495E-01    0.39603E+02
   949    0.12763E+04    0.34947E+02    0.83445E-01    0.38731E+02
   950    0.12676E+04    0.35154E+02    0.83395E-01    0.37838E+02
   951    0.12591E+04    0.35358E+02    0.83345E-01    0.36927E+02
   952    0.12507E+04    0.35557E+02    0.83295E-01    0.35997E+02
   953    0.12423E+04    0.35752E+02    0.83246E-01    0.35049E+02
   954    0.12341E+04    0.35944E+02    0.83196E-01    0.34082E+02
   955    0.12260E+04    0.36131E+02    0.83146E-01    0.33098E+02
   956    0.12179E+04    0.36314E+02    0.83097E-01    0.32096E+02
   957    0.12101E+04    0.36492E+02    0.83047E-01    0.31079E+02
   958    0.12023E+04    0.36666E+02    0.82998E-01    0.30044E+02
   959    0.11947E+04    0.36836E+02    0.82949E-01    0.28994E+02
   960    0.11872E+04    0.37001E+02    0.82900E-01    0.27930E+02
   961    0.11797E+04    0.37162E+02    0.82852E-01    0.26850E+02
   962    0.11725E+04    0.37318E+02    0.82804E-01    0.25757E+02
   963    0.11654E+04    0.37470E+02    0.82756E-01    0.24649E+02
   964    0.11584E+04    0.37617E+02    0.82708E-01    0.23530E+02
   965    0.11515E+04    0.37759E+02    0.82661E-01    0.22397E+02
   966    0.11447E+04    0.37896E+02    0.82614E-01    0.21252E+02
   967    0.11381E+04    0.38030E+02    0.82568E-01    0.20095E+02
   968    0.11315E+04    0.38156E+02    0.82522E-01    0.18927E+02
   969    0.11252E+04    0.38278E+02    0.82477E-01    0.17750E+02
   970    0.11190E+04    0.38396E+02    0.82432E-01    0.16560E+02
   971    0.11128E+04    0.38509E+02    0.82387E-01    0.15362E+02
   972    0.11068E+04    0.38615E+02    0.82343E-01    0.14155E+02
   973    0.11009E+04    0.38717E+02    0.82299E-01    0.12939E+02
   974    0.10952E+04    0.38814E+02    0.82257E-01    0.11714E+02
   975    0.10897E+04    0.38906E+02    0.82214E-01    0.10483E+02
   976    0.10842E+04    0.38991E+02    0.82172E-01    0.92439E+01
   977    0.10789E+04    0.39072E+02    0.82131E-01    0.79990E+01
   978    0.10737E+04    0.39148E+02    0.82091E-01    0.67479E+01
   979    0.10687E+04    0.39219E+02    0.82051E-01    0.54919E+01
   980    0.10638E+04    0.39284E+02    0.82011E-01    0.42306E+01
   981    0.10590E+04    0.39342E+02    0.81973E-01    0.29648E+01
   982    0.10543E+04    0.39397E+02    0.81935E-01    0.16954E+01
   983    0.10499E+04    0.39446E+02    0.81897E-01    0.42244E+00
   984    0.10455E+04    0.39488E+02    0.81861E-01   -0.85344E+00
   985    0.10413E+04    0.39526E+02    0.81825E-01   -0.21319E+01
   986    0.10371E+04    0.39558E+02    0.81790E-01   -0.34119E+01
   987    0.10331E+04    0.39584E+02    0.81756E-01   -0.46938E+01
   988    0.10293E+04    0.39606E+02    0.81722E-01   -0.59763E+01
   989    0.10256E+04    0.39622E+02    0.81689E-01   -0.72583E+01
   990    0.10221E+04    0.39635E+02    0.81657E-01   -0.85412E+01
   991    0.10186E+04    0.39640E+02    0.81626E-01   -0.98231E+01
   992    0.10153E+04    0.39639E+02    0.81596E-01   -0.11104E+02
   993    0.10121E+04    0.39633E+02    0.81566E-01   -0.12384E+02
   994    0.10091E+04    0.39623E+02    0.81538E-01   -0.13660E+02
   995    0.10062E+04    0.39606E+02    0.81510E-01   -0.14934E+02
   996    0.10034E+04    0.39583E+02    0.81483E-01   -0.16205E+02
   997    0.10008E+04    0.39556E+02    0.81456E-01   -0.17473E+02
   998    0.99828E+03    0.39523E+02    0.81431E-01   -0.18736E+02
   999    0.99590E+03    0.39485E+02    0.81406E-01   -0.19995E+02
  1000    0.99364E+03    0.39442E+02    0.81383E-01   -0.21249E+02
  1001    0.99151E+03    0.39393E+02    0.81360E-01   -0.22496E+02
  1002    0.98944E+03    0.39339E+02    0.81338E-01   -0.23737E+02
  1003    0.98757E+03    0.39280E+02    0.81317E-01   -0.24972E+02
  1004    0.98583E+03    0.39215E+02    0.81297E-01   -0.26200E+02
  1005    0.98430E+03    0.39145E+02    0.81278E-01   -0.27419E+02
  1006    0.98283E+03    0.39069E+02    0.81259E-01   -0.28631E+02
  1007    0.98141E+03    0.38988E+02    0.81242E-01   -0.29835E+02
  1008    0.97990E+03    0.38902E+02    0.81225E-01   -0.31029E+02
  1009    0.97875E+03    0.38811E+02    0.81210E-01   -0.32213E+02
  1010    0.97772E+03    0.38716E+02    0.81195E-01   -0.33388E+02
  1011    0.97676E+03    0.38616E+02    0.81181E-01   -0.34552E+02
  1012    0.97593E+03    0.38511E+02    0.81168E-01   -0.35707E+02
  1013    0.97523E+03    0.38401E+02    0.81156E-01   -0.36849E+02
  1014    0.97466E+03    0.38286E+02    0.81145E-01   -0.37981E+02
  1015    0.97408E+03    0.38168E+02    0.81135E-01   -0.39100E+02
  1016    0.97370E+03    0.38043E+02    0.81125E-01   -0.40207E+02
  1017    0.97346E+03    0.37914E+02    0.81117E-01   -0.41302E+02
  1018    0.97328E+03    0.37780E+02    0.81110E-01   -0.42384E+02
  1019    0.97316E+03    0.37643E+02    0.81103E-01   -0.43452E+02
  1020    0.97325E+03    0.37499E+02    0.81097E-01   -0.44507E+02
  1021    0.97340E+03    0.37351E+02    0.81093E-01   -0.45547E+02
  1022    0.97361E+03    0.37200E+02    0.81089E-01   -0.46574E+02
  1023    0.97395E+03    0.37043E+02    0.81086E-01   -0.47583E+02
  1024    0.97436E+03    0.36882E+02    0.81084E-01   -0.48578E+02
  1025    0.97482E+03    0.36717E+02    0.81083E-01   -0.49554E+02
  1026    0.97565E+03    0.36548E+02    0.81082E-01   -0.50517E+02
  1027    0.97632E+03    0.36376E+02    0.81083E-01   -0.51463E+02
  1028    0.97705E+03    0.36200E+02    0.81085E-01   -0.52391E+02
  1029    0.97791E+03    0.36019E+02    0.81087E-01   -0.53303E+02
  1030    0.97884E+03    0.35835E+02    0.81090E-01   -0.54198E+02
  1031    0.97968E+03    0.35647E+02    0.81094E-01   -0.55073E+02
  1032    0.98082E+03    0.35453E+02    0.81100E-01   -0.55935E+02
  1033    0.98194E+03    0.35258E+02    0.81105E-01   -0.56777E+02
  1034    0.98327E+03    0.35060E+02    0.81112E-01   -0.57600E+02
  1035    0.98459E+03    0.34857E+02    0.81120E-01   -0.58406E+02
  1036    0.98598E+03    0.34650E+02    0.81128E-01   -0.59194E+02
  1037    0.98744E+03    0.34441E+02    0.81138E-01   -0.59963E+02
  1038    0.98903E+03    0.34230E+02    0.81148E-01   -0.60712E+02
  1039    0.99070E+03    0.34014E+02    0.81159E-01   -0.61440E+02
  1040    0.99228E+03    0.33796E+02    0.81170E-01   -0.62150E+02
  1041    0.99407E+03    0.33575E+02    0.81183E-01   -0.62837E+02
  1042    0.99586E+03    0.33351E+02    0.81196E-01   -0.63507E+02
  1043    0.99771E+03    0.33124E+02    0.81210E-01   -0.64154E+02
  1044    0.99971E+03    0.32893E+02    0.81225E-01   -0.64782E+02
  1045    0.10016E+04    0.32662E+02    0.81241E-01   -0.65392E+02
  1046    0.10037E+04    0.32428E+02    0.81257E-01   -0.65976E+02
  1047    0.10058E+04    0.32190E+02    0.81274E-01   -0.66549E+02
  1048    0.10079E+04    0.31951E+02    0.81292E-01   -0.67096E+02
  1049    0.10101E+04    0.31710E+02    0.81310E-01   -0.67617E+02
  1050    0.10123E+04    0.31466E+02    0.81329E-01   -0.68120E+02
  1051    0.10145E+04    0.31220E+02    0.81349E-01   -0.68604E+02
  1052    0.10169E+04    0.30973E+02    0.81369E-01   -0.69062E+02
  1053    0.10191E+04    0.30723E+02    0.81390E-01   -0.69502E+02
  1054    0.10214E+04    0.30472E+02    0.81412E-01   -0.69924E+02
  1055    0.10238E+04    0.30220E+02    0.81434E-01   -0.70320E+02
  1056    0.10262E+04    0.29966E+02    0.81457E-01   -0.70697E+02
  1057    0.10286E+04    0.29711E+02    0.81481E-01   -0.71049E+02
  1058    0.10312E+04    0.29455E+02    0.81505E-01   -0.71382E+02
  1059    0.10338E+04    0.29197E+02    0.81529E-01   -0.71690E+02
  1060    0.10363E+04    0.28937E+02    0.81554E-01   -0.71979E+02
  1061    0.10389E+04    0.28678E+02    0.81580E-01   -0.72242E+02
  1062    0.10415E+04    0.28417E+02    0.81606E-01   -0.72486E+02
  1063    0.10440E+04    0.28156E+02    0.81632E-01   -0.72705E+02
  1064    0.10466E+04    0.27894E+02    0.81659E-01   -0.72913E+02
  1065    0.10492E+04    0.27631E+02    0.81686E-01   -0.73095E+02
  1066    0.10517E+04    0.27368E+02    0.81714E-01   -0.73251E+02
  1067    0.10544E+04    0.27104E+02    0.81742E-01   -0.73381E+02
  1068    0.10570E+04    0.26841E+02    0.81770E-01   -0.73493E+02
  1069    0.10597E+04    0.26577E+02    0.81799E-01   -0.73594E+02
  1070    0.10624E+04    0.26313E+02    0.81828E-01   -0.73668E+02
  1071    0.10649E+04    0.26049E+02    0.81857E-01   -0.73717E+02
  1072    0.10676E+04    0.25785E+02    0.81887E-01   -0.73740E+02
  1073    0.10703E+04    0.25522E+02    0.81917E-01   -0.73744E+02
  1074    0.10728E+04    0.25259E+02    0.81947E-01   -0.73729E+02
  1075    0.10755E+04    0.24995E+02    0.81977E-01   -0.73696E+02
  1076    0.10781E+04    0.24733E+02    0.82008E-01   -0.73637E+02
  1077    0.10807E+04    0.24471E+02    0.82038E-01   -0.73566E+02
  1078    0.10832E+04    0.24211E+02    0.82069E-01   -0.73454E+02
  1079    0.10857E+04    0.23950E+02    0.82100E-01   -0.73339E+02
  1080    0.10883E+04    0.23690E+02    0.82131E-01   -0.73205E+02
  1081    0.10908E+04    0.23433E+02    0.82162E-01   -0.73044E+02
  1082    0.10932E+04    0.23176E+02    0.82193E-01   -0.72865E+02
  1083    0.10957E+04    0.22920E+02    0.82224E-01   -0.72667E+02
  1084    0.10982E+04    0.22666E+02    0.82256E-01   -0.72450E+02
  1085    0.11006E+04    0.22412E+02    0.82287E-01   -0.72206E+02
  1086    0.11030E+04    0.22161E+02    0.82318E-01   -0.71959E+02
  1087    0.11054E+04    0.21912E+02    0.82349E-01   -0.71670E+02
  1088    0.11076E+04    0.21662E+02    0.82380E-01   -0.71377E+02
  1089    0.11099E+04    0.21416E+02    0.82411E-01   -0.71058E+02
  1090    0.11122E+04    0.21171E+02    0.82442E-01   -0.70734E+02
  1091    0.11144E+04    0.20928E+02    0.82473E-01   -0.70376E+02
  1092    0.11167E+04    0.20686E+02    0.82503E-01   -0.70006E+02
  1093    0.11188E+04    0.20448E+02    0.82534E-01   -0.69617E+02
  1094    0.11207E+04    0.20211E+02    0.82564E-01   -0.69216E+02
  1095    0.11229E+04    0.19977E+02    0.82594E-01   -0.68804E+02
  1096    0.11249E+04    0.19744E+02    0.82624E-01   -0.68364E+02
  1097    0.11268E+04    0.19514E+02    0.82653E-01   -0.67905E+02
  1098    0.11287E+04    0.19287E+02    0.82683E-01   -0.67434E+02
  1099    0.11306E+04    0.19063E+02    0.82712E-01   -0.66951E+02
  1100    0.11324E+04    0.18842E+02    0.82741E-01   -0.66448E+02
  1101    0.11342E+04    0.18623E+02    0.82769E-01   -0.65931E+02
  1102    0.11360E+04    0.18406E+02    0.82797E-01   -0.65397E+02
  1103    0.11376E+04    0.18193E+02    0.82825E-01   -0.64849E+02
  1104    0.11393E+04    0.17983E+02    0.82852E-01   -0.64286E+02
  1105    0.11408E+04    0.17776E+02    0.82880E-01   -0.63709E+02
  1106    0.11423E+04    0.17572E+02    0.82906E-01   -0.63118E+02
  1107    0.11437E+04    0.17371E+02    0.82932E-01   -0.62514E+02
  1108    0.11451E+04    0.17172E+02    0.82958E-01   -0.61896E+02
  1109    0.11464E+04    0.16975E+02    0.82983E-01   -0.61266E+02
  1110    0.11477E+04    0.16784E+02    0.83008E-01   -0.60623E+02
  1111    0.11488E+04    0.16596E+02    0.83033E-01   -0.59968E+02
  1112    0.11500E+04    0.16411E+02    0.83057E-01   -0.59302E+02
  1113    0.11511E+04    0.16230E+02    0.83080E-01   -0.58623E+02
  1114    0.11520E+04    0.16052E+02    0.83103E-01   -0.57933E+02
  1115    0.11530E+04    0.15878E+02    0.83125E-01   -0.57234E+02
  1116    0.11539E+04    0.15708E+02    0.83147E-01   -0.56524E+02
  1117    0.11547E+04    0.15542E+02    0.83168E-01   -0.55804E+02
  1118    0.11554E+04    0.15380E+02    0.83188E-01   -0.55073E+02
  1119    0.11561E+04    0.15221E+02    0.83208E-01   -0.54334E+02
  1120    0.11567E+04    0.15066E+02    0.83227E-01   -0.53586E+02
  1121    0.11573E+04    0.14915E+02    0.83246E-01   -0.52829E+02
  1122    0.11577E+04    0.14768E+02    0.83264E-01   -0.52064E+02
  1123    0.11581E+04    0.14626E+02    0.83281E-01   -0.51292E+02
  1124    0.11584E+04    0.14487E+02    0.83297E-01   -0.50511E+02
  1125    0.11586E+04    0.14352E+02    0.83313E-01   -0.49723E+02
  1126    0.11588E+04    0.14222E+02    0.83328E-01   -0.48929E+02
  1127    0.11589E+04    0.14095E+02    0.83342E-01   -0.48129E+02
  1128    0.11590E+04    0.13973E+02    0.83356E-01   -0.47324E+02
  1129    0.11589E+04    0.13856E+02    0.83368E-01   -0.46511E+02
  1130    0.11587E+04    0.13743E+02    0.83380E-01   -0.45695E+02
  1131    0.11586E+04    0.13633E+02    0.83392E-01   -0.44874E+02
  1132    0.11583E+04    0.13528E+02    0.83402E-01   -0.44048E+02
  1133    0.11579E+04    0.13428E+02    0.83411E-01   -0.43219E+02
  1134    0.11575E+04    0.13332E+02    0.83420E-01   -0.42385E+02
  1135    0.11570E+04    0.13240E+02    0.83428E-01   -0.41548E+02
  1136    0.11564E+04    0.13153E+02    0.83435E-01   -0.40710E+02
  1137    0.11558E+04    0.13070E+02    0.83441E-01   -0.39868E+02
  1138    0.11551E+04    0.12993E+02    0.83446E-01   -0.39024E+02
  1139    0.11544E+04    0.12918E+02    0.83450E-01   -0.38178E+02
  1140    0.11535E+04    0.12849E+02    0.83453E-01   -0.37332E+02
  1141    0.11525E+04    0.12783E+02    0.83455E-01   -0.36483E+02
  1142    0.11515E+04    0.12723E+02    0.83457E-01   -0.35635E+02
  1143    0.11504E+04    0.12666E+02    0.83457E-01   -0.34787E+02
  1144    0.11492E+04    0.12614E+02    0.83457E-01   -0.33939E+02
  1145    0.11480E+04    0.12567E+02    0.83455E-01   -0.33092E+02
  1146    0.11467E+04    0.12524E+02    0.83453E-01   -0.32245E+02
  1147    0.11453E+04    0.12486E+02    0.83449E-01   -0.31400E+02
  1148    0.11438E+04    0.12451E+02    0.83445E-01   -0.30556E+02
  1149    0.11423E+04    0.12422E+02    0.83439E-01   -0.29715E+02
  1150    0.11406E+04    0.12397E+02    0.83433E-01   -0.28876E+02
  1151    0.11390E+04    0.12376E+02    0.83425E-01   -0.28040E+02
  1152    0.11372E+04    0.12359E+02    0.83417E-01   -0.27207E+02
  1153    0.11355E+04    0.12347E+02    0.83407E-01   -0.26378E+02
  1154    0.11336E+04    0.12340E+02    0.83397E-01   -0.25552E+02
  1155    0.11317E+04    0.12337E+02    0.83385E-01   -0.24730E+02
  1156    0.11296E+04    0.12338E+02    0.83373E-01   -0.23914E+02
  1157    0.11275E+04    0.12343E+02    0.83359E-01   -0.23102E+02
  1158    0.11254E+04    0.12353E+02    0.83344E-01   -0.22295E+02
  1159    0.11232E+04    0.12366E+02    0.83328E-01   -0.21494E+02
  1160    0.11208E+04    0.12385E+02    0.83312E-01   -0.20700E+02
  1161    0.11185E+04    0.12407E+02    0.83294E-01   -0.19911E+02
  1162    0.11161E+04    0.12433E+02    0.83275E-01   -0.19129E+02
  1163    0.11136E+04    0.12464E+02    0.83255E-01   -0.18355E+02
  1164    0.11111E+04    0.12500E+02    0.83234E-01   -0.17587E+02
  1165    0.11085E+04    0.12538E+02    0.83212E-01   -0.16827E+02
  1166    0.11057E+04    0.12582E+02    0.83189E-01   -0.16075E+02
  1167    0.11031E+04    0.12629E+02    0.83165E-01   -0.15331E+02
  1168    0.11003E+04    0.12680E+02    0.83139E-01   -0.14596E+02
  1169    0.10975E+04    0.12735E+02    0.83113E-01   -0.13870E+02
  1170    0.10946E+04    0.12793E+02    0.83086E-01   -0.13153E+02
  1171    0.10916E+04    0.12856E+02    0.83058E-01   -0.12445E+02
  1172    0.10886E+04    0.12923E+02    0.83028E-01   -0.11748E+02
