#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.95548E+03    0.55997E-01    0.00000E+00    0.34995E+01    0.62085E-07    0.27106E-02   -0.16864E-04
     3    0.89755E+03    0.89687E-01    0.00000E+00    0.43281E+01    0.76621E-07    0.25613E-02   -0.20377E-04
     4    0.84444E+03    0.98360E-01    0.00000E+00    0.43988E+01    0.89109E-07    0.23609E-02   -0.20249E-04
     5    0.80536E+03    0.84851E-01    0.00000E+00    0.40335E+01    0.10003E-06    0.21511E-02   -0.17567E-04
     6    0.77889E+03    0.60834E-01    0.00000E+00    0.34710E+01    0.10964E-06    0.19473E-02   -0.13320E-04
     7    0.76262E+03    0.37614E-01    0.00000E+00    0.28604E+01    0.11817E-06    0.17573E-02   -0.84733E-05
     8    0.75380E+03    0.21327E-01    0.00000E+00    0.22920E+01    0.12575E-06    0.15800E-02   -0.38933E-05
     9    0.75058E+03    0.12693E-01    0.00000E+00    0.18133E+01    0.13253E-06    0.14124E-02   -0.20704E-06
    10    0.75164E+03    0.93240E-02    0.00000E+00    0.14482E+01    0.13860E-06    0.12554E-02    0.22977E-05
    11    0.75554E+03    0.82875E-02    0.00000E+00    0.12011E+01    0.14407E-06    0.11133E-02    0.35999E-05
    12    0.76259E+03    0.76939E-02    0.00000E+00    0.10669E+01    0.14898E-06    0.98777E-03    0.37699E-05
    13    0.77110E+03    0.68076E-02    0.00000E+00    0.10211E+01    0.15339E-06    0.87619E-03    0.30100E-05
    14    0.78021E+03    0.59149E-02    0.00000E+00    0.10345E+01    0.15736E-06    0.77527E-03    0.15952E-05
    15    0.79031E+03    0.52877E-02    0.00000E+00    0.10847E+01    0.16093E-06    0.68168E-03   -0.39122E-08
    16    0.80187E+03    0.50894E-02    0.00000E+00    0.11527E+01    0.16415E-06    0.59310E-03   -0.13548E-05
    17    0.81485E+03    0.52842E-02    0.00000E+00    0.12243E+01    0.16704E-06    0.51069E-03   -0.23371E-05
    18    0.82833E+03    0.56125E-02    0.00000E+00    0.12899E+01    0.16964E-06    0.43581E-03   -0.29247E-05
    19    0.84317E+03    0.59664E-02    0.00000E+00    0.13461E+01    0.17198E-06    0.36712E-03   -0.31603E-05
    20    0.85773E+03    0.63540E-02    0.00000E+00    0.13897E+01    0.17405E-06    0.30296E-03   -0.30921E-05
    21    0.87241E+03    0.68279E-02    0.00000E+00    0.14254E+01    0.17589E-06    0.24278E-03   -0.27238E-05
    22    0.88751E+03    0.75211E-02    0.00000E+00    0.14582E+01    0.17754E-06    0.18645E-03   -0.20952E-05
    23    0.90283E+03    0.84826E-02    0.00000E+00    0.14910E+01    0.17899E-06    0.13421E-03   -0.14313E-05
    24    0.91843E+03    0.97008E-02    0.00000E+00    0.15266E+01    0.18027E-06    0.86244E-04   -0.96014E-06
    25    0.93426E+03    0.11175E-01    0.00000E+00    0.15676E+01    0.18138E-06    0.42139E-04   -0.74262E-06
    26    0.95016E+03    0.12868E-01    0.00000E+00    0.16164E+01    0.18234E-06    0.13585E-05   -0.76929E-06
    27    0.96639E+03    0.14740E-01    0.00000E+00    0.16668E+01    0.18317E-06   -0.36529E-04   -0.91552E-06
    28    0.98282E+03    0.16786E-01    0.00000E+00    0.17131E+01    0.18387E-06   -0.71794E-04   -0.10616E-05
    29    0.99952E+03    0.19012E-01    0.00000E+00    0.17550E+01    0.18445E-06   -0.10419E-03   -0.12188E-05
    30    0.10164E+04    0.21433E-01    0.00000E+00    0.17916E+01    0.18490E-06   -0.13355E-03   -0.14198E-05
    31    0.10333E+04    0.24031E-01    0.00000E+00    0.18203E+01    0.18525E-06   -0.16060E-03   -0.16542E-05
    32    0.10505E+04    0.26779E-01    0.00000E+00    0.18383E+01    0.18551E-06   -0.18615E-03   -0.18858E-05
    33    0.10680E+04    0.29699E-01    0.00000E+00    0.18427E+01    0.18568E-06   -0.21039E-03   -0.20195E-05
    34    0.10857E+04    0.32832E-01    0.00000E+00    0.18325E+01    0.18577E-06   -0.23335E-03   -0.19726E-05
    35    0.11035E+04    0.36189E-01    0.00000E+00    0.18119E+01    0.18578E-06   -0.25486E-03   -0.17691E-05
    36    0.11213E+04    0.39779E-01    0.00000E+00    0.17836E+01    0.18572E-06   -0.27475E-03   -0.14736E-05
    37    0.11392E+04    0.43605E-01    0.00000E+00    0.17450E+01    0.18559E-06   -0.29272E-03   -0.12076E-05
    38    0.11575E+04    0.47674E-01    0.00000E+00    0.16950E+01    0.18541E-06   -0.30865E-03   -0.10711E-05
    39    0.11761E+04    0.51992E-01    0.00000E+00    0.16352E+01    0.18516E-06   -0.32293E-03   -0.10229E-05
    40    0.11948E+04    0.56573E-01    0.00000E+00    0.15679E+01    0.18486E-06   -0.33609E-03   -0.98682E-06
    41    0.12137E+04    0.61431E-01    0.00000E+00    0.14941E+01    0.18451E-06   -0.34857E-03   -0.90505E-06
    42    0.12326E+04    0.66570E-01    0.00000E+00    0.14121E+01    0.18412E-06   -0.36040E-03   -0.79243E-06
    43    0.12516E+04    0.71987E-01    0.00000E+00    0.13191E+01    0.18367E-06   -0.37149E-03   -0.68178E-06
    44    0.12706E+04    0.77668E-01    0.00000E+00    0.12136E+01    0.18319E-06   -0.38176E-03   -0.60581E-06
    45    0.12900E+04    0.83609E-01    0.00000E+00    0.10937E+01    0.18266E-06   -0.39115E-03   -0.59716E-06
    46    0.13096E+04    0.89807E-01    0.00000E+00    0.95661E+00    0.18211E-06   -0.39960E-03   -0.67699E-06
    47    0.13293E+04    0.96263E-01    0.00000E+00    0.80395E+00    0.18152E-06   -0.40724E-03   -0.82105E-06
    48    0.13491E+04    0.10299E+00    0.00000E+00    0.64126E+00    0.18089E-06   -0.41422E-03   -0.99381E-06
    49    0.13690E+04    0.10996E+00    0.00000E+00    0.47347E+00    0.18025E-06   -0.42071E-03   -0.11598E-05
    50    0.13894E+04    0.11717E+00    0.00000E+00    0.29874E+00    0.17957E-06   -0.42685E-03   -0.12838E-05
    51    0.14099E+04    0.12459E+00    0.00000E+00    0.11339E+00    0.17888E-06   -0.43276E-03   -0.13395E-05
    52    0.14308E+04    0.13229E+00    0.00000E+00   -0.87829E-01    0.17816E-06   -0.43830E-03   -0.13373E-05
    53    0.14517E+04    0.14043E+00    0.00000E+00   -0.30874E+00    0.17742E-06   -0.44332E-03   -0.12966E-05
    54    0.14725E+04    0.14899E+00    0.00000E+00   -0.54518E+00    0.17666E-06   -0.44763E-03   -0.12365E-05
    55    0.14935E+04    0.15794E+00    0.00000E+00   -0.79290E+00    0.17589E-06   -0.45107E-03   -0.11765E-05
    56    0.15147E+04    0.16715E+00    0.00000E+00   -0.10537E+01    0.17510E-06   -0.45353E-03   -0.11315E-05
    57    0.15363E+04    0.17651E+00    0.00000E+00   -0.13272E+01    0.17429E-06   -0.45518E-03   -0.10992E-05
    58    0.15581E+04    0.18602E+00    0.00000E+00   -0.16140E+01    0.17348E-06   -0.45624E-03   -0.10732E-05
    59    0.15801E+04    0.19572E+00    0.00000E+00   -0.19146E+01    0.17264E-06   -0.45695E-03   -0.10471E-05
    60    0.16023E+04    0.20568E+00    0.00000E+00   -0.22278E+01    0.17180E-06   -0.45751E-03   -0.10144E-05
    61    0.16249E+04    0.21598E+00    0.00000E+00   -0.25527E+01    0.17094E-06   -0.45813E-03   -0.97116E-06
    62    0.16474E+04    0.22661E+00    0.00000E+00   -0.28902E+01    0.17008E-06   -0.45879E-03   -0.92287E-06
    63    0.16700E+04    0.23753E+00    0.00000E+00   -0.32414E+01    0.16920E-06   -0.45945E-03   -0.87751E-06
    64    0.16930E+04    0.24875E+00    0.00000E+00   -0.36074E+01    0.16832E-06   -0.46007E-03   -0.84303E-06
    65    0.17161E+04    0.26023E+00    0.00000E+00   -0.39889E+01    0.16743E-06   -0.46059E-03   -0.82734E-06
    66    0.17395E+04    0.27191E+00    0.00000E+00   -0.43842E+01    0.16653E-06   -0.46096E-03   -0.83608E-06
    67    0.17631E+04    0.28380E+00    0.00000E+00   -0.47905E+01    0.16564E-06   -0.46112E-03   -0.86568E-06
    68    0.17870E+04    0.29592E+00    0.00000E+00   -0.52060E+01    0.16473E-06   -0.46101E-03   -0.91031E-06
    69    0.18112E+04    0.30825E+00    0.00000E+00   -0.56290E+01    0.16383E-06   -0.46055E-03   -0.96411E-06
    70    0.18357E+04    0.32082E+00    0.00000E+00   -0.60613E+01    0.16292E-06   -0.45967E-03   -0.10213E-05
    71    0.18603E+04    0.33363E+00    0.00000E+00   -0.65051E+01    0.16202E-06   -0.45834E-03   -0.10759E-05
    72    0.18850E+04    0.34664E+00    0.00000E+00   -0.69619E+01    0.16111E-06   -0.45663E-03   -0.11224E-05
    73    0.19100E+04    0.35983E+00    0.00000E+00   -0.74325E+01    0.16020E-06   -0.45463E-03   -0.11548E-05
    74    0.19351E+04    0.37317E+00    0.00000E+00   -0.79160E+01    0.15929E-06   -0.45245E-03   -0.11675E-05
    75    0.19605E+04    0.38667E+00    0.00000E+00   -0.84111E+01    0.15837E-06   -0.45017E-03   -0.11546E-05
    76    0.19862E+04    0.40035E+00    0.00000E+00   -0.89172E+01    0.15746E-06   -0.44789E-03   -0.11136E-05
    77    0.20122E+04    0.41418E+00    0.00000E+00   -0.94340E+01    0.15654E-06   -0.44562E-03   -0.10541E-05
    78    0.20386E+04    0.42819E+00    0.00000E+00   -0.99625E+01    0.15563E-06   -0.44337E-03   -0.98904E-06
    79    0.20652E+04    0.44234E+00    0.00000E+00   -0.10499E+02    0.15471E-06   -0.44115E-03   -0.93110E-06
    80    0.20920E+04    0.45661E+00    0.00000E+00   -0.11044E+02    0.15380E-06   -0.43897E-03   -0.89308E-06
    81    0.21191E+04    0.47097E+00    0.00000E+00   -0.11599E+02    0.15289E-06   -0.43683E-03   -0.88453E-06
    82    0.21464E+04    0.48542E+00    0.00000E+00   -0.12161E+02    0.15198E-06   -0.43469E-03   -0.90202E-06
    83    0.21739E+04    0.49995E+00    0.00000E+00   -0.12732E+02    0.15107E-06   -0.43251E-03   -0.93888E-06
    84    0.22017E+04    0.51456E+00    0.00000E+00   -0.13309E+02    0.15016E-06   -0.43025E-03   -0.98848E-06
    85    0.22296E+04    0.52921E+00    0.00000E+00   -0.13893E+02    0.14926E-06   -0.42786E-03   -0.10442E-05
    86    0.22576E+04    0.54392E+00    0.00000E+00   -0.14483E+02    0.14836E-06   -0.42533E-03   -0.11001E-05
    87    0.22862E+04    0.55866E+00    0.00000E+00   -0.15079E+02    0.14747E-06   -0.42266E-03   -0.11536E-05
    88    0.23146E+04    0.57345E+00    0.00000E+00   -0.15680E+02    0.14657E-06   -0.41988E-03   -0.12030E-05
    89    0.23435E+04    0.58825E+00    0.00000E+00   -0.16289E+02    0.14569E-06   -0.41702E-03   -0.12463E-05
    90    0.23725E+04    0.60305E+00    0.00000E+00   -0.16902E+02    0.14480E-06   -0.41410E-03   -0.12818E-05
    91    0.24017E+04    0.61783E+00    0.00000E+00   -0.17520E+02    0.14392E-06   -0.41116E-03   -0.13080E-05
    92    0.24312E+04    0.63257E+00    0.00000E+00   -0.18143E+02    0.14305E-06   -0.40819E-03   -0.13253E-05
    93    0.24609E+04    0.64728E+00    0.00000E+00   -0.18770E+02    0.14218E-06   -0.40519E-03   -0.13344E-05
    94    0.24907E+04    0.66190E+00    0.00000E+00   -0.19400E+02    0.14131E-06   -0.40218E-03   -0.13359E-05
    95    0.25208E+04    0.67645E+00    0.00000E+00   -0.20034E+02    0.14045E-06   -0.39914E-03   -0.13305E-05
    96    0.25509E+04    0.69091E+00    0.00000E+00   -0.20671E+02    0.13959E-06   -0.39609E-03   -0.13191E-05
    97    0.25814E+04    0.70526E+00    0.00000E+00   -0.21310E+02    0.13874E-06   -0.39303E-03   -0.13022E-05
    98    0.26121E+04    0.71950E+00    0.00000E+00   -0.21950E+02    0.13789E-06   -0.38996E-03   -0.12805E-05
    99    0.26429E+04    0.73358E+00    0.00000E+00   -0.22592E+02    0.13705E-06   -0.38687E-03   -0.12549E-05
   100    0.26740E+04    0.74752E+00    0.00000E+00   -0.23233E+02    0.13621E-06   -0.38378E-03   -0.12260E-05
   101    0.27052E+04    0.76137E+00    0.00000E+00   -0.23875E+02    0.13538E-06   -0.38069E-03   -0.11944E-05
   102    0.27370E+04    0.77498E+00    0.00000E+00   -0.24516E+02    0.13455E-06   -0.37759E-03   -0.11610E-05
   103    0.27686E+04    0.78842E+00    0.00000E+00   -0.25158E+02    0.13373E-06   -0.37450E-03   -0.11263E-05
   104    0.28005E+04    0.80170E+00    0.00000E+00   -0.25797E+02    0.13291E-06   -0.37140E-03   -0.10911E-05
   105    0.28325E+04    0.81475E+00    0.00000E+00   -0.26434E+02    0.13210E-06   -0.36832E-03   -0.10561E-05
   106    0.28647E+04    0.82763E+00    0.00000E+00   -0.27069E+02    0.13129E-06   -0.36523E-03   -0.10220E-05
   107    0.28969E+04    0.84020E+00    0.00000E+00   -0.27700E+02    0.13049E-06   -0.36216E-03   -0.98951E-06
   108    0.29294E+04    0.85254E+00    0.00000E+00   -0.28328E+02    0.12969E-06   -0.35910E-03   -0.95930E-06
   109    0.29620E+04    0.86456E+00    0.00000E+00   -0.28952E+02    0.12890E-06   -0.35605E-03   -0.93208E-06
   110    0.29947E+04    0.87628E+00    0.00000E+00   -0.29570E+02    0.12812E-06   -0.35302E-03   -0.90856E-06
   111    0.30276E+04    0.88776E+00    0.00000E+00   -0.30184E+02    0.12734E-06   -0.35001E-03   -0.88926E-06
   112    0.30606E+04    0.89893E+00    0.00000E+00   -0.30792E+02    0.12656E-06   -0.34702E-03   -0.87406E-06
   113    0.30938E+04    0.90980E+00    0.00000E+00   -0.31394E+02    0.12580E-06   -0.34404E-03   -0.86265E-06
   114    0.31271E+04    0.92028E+00    0.00000E+00   -0.31988E+02    0.12503E-06   -0.34109E-03   -0.85475E-06
   115    0.31606E+04    0.93053E+00    0.00000E+00   -0.32574E+02    0.12428E-06   -0.33815E-03   -0.85006E-06
   116    0.31941E+04    0.94032E+00    0.00000E+00   -0.33153E+02    0.12353E-06   -0.33523E-03   -0.84828E-06
   117    0.32279E+04    0.94973E+00    0.00000E+00   -0.33722E+02    0.12278E-06   -0.33233E-03   -0.84912E-06
   118    0.32618E+04    0.95891E+00    0.00000E+00   -0.34283E+02    0.12204E-06   -0.32946E-03   -0.85228E-06
   119    0.32957E+04    0.96772E+00    0.00000E+00   -0.34833E+02    0.12131E-06   -0.32660E-03   -0.85748E-06
   120    0.33297E+04    0.97599E+00    0.00000E+00   -0.35373E+02    0.12058E-06   -0.32376E-03   -0.86440E-06
   121    0.33637E+04    0.98404E+00    0.00000E+00   -0.35902E+02    0.11986E-06   -0.32094E-03   -0.87277E-06
   122    0.33977E+04    0.99156E+00    0.00000E+00   -0.36420E+02    0.11914E-06   -0.31814E-03   -0.88228E-06
   123    0.34318E+04    0.99863E+00    0.00000E+00   -0.36926E+02    0.11843E-06   -0.31537E-03   -0.89264E-06
   124    0.34660E+04    0.10053E+01    0.00000E+00   -0.37418E+02    0.11772E-06   -0.31261E-03   -0.90356E-06
   125    0.35001E+04    0.10116E+01    0.00000E+00   -0.37898E+02    0.11702E-06   -0.30988E-03   -0.91474E-06
   126    0.35343E+04    0.10174E+01    0.00000E+00   -0.38364E+02    0.11633E-06   -0.30716E-03   -0.92590E-06
   127    0.35685E+04    0.10228E+01    0.00000E+00   -0.38817E+02    0.11564E-06   -0.30447E-03   -0.93672E-06
   128    0.36026E+04    0.10278E+01    0.00000E+00   -0.39255E+02    0.11495E-06   -0.30180E-03   -0.94694E-06
   129    0.36368E+04    0.10322E+01    0.00000E+00   -0.39678E+02    0.11427E-06   -0.29915E-03   -0.95624E-06
   130    0.36709E+04    0.10361E+01    0.00000E+00   -0.40085E+02    0.11360E-06   -0.29652E-03   -0.96433E-06
   131    0.37050E+04    0.10397E+01    0.00000E+00   -0.40478E+02    0.11293E-06   -0.29392E-03   -0.97100E-06
   132    0.37391E+04    0.10427E+01    0.00000E+00   -0.40852E+02    0.11227E-06   -0.29134E-03   -0.97625E-06
   133    0.37732E+04    0.10453E+01    0.00000E+00   -0.41212E+02    0.11162E-06   -0.28878E-03   -0.98019E-06
   134    0.38072E+04    0.10475E+01    0.00000E+00   -0.41551E+02    0.11096E-06   -0.28624E-03   -0.98290E-06
   135    0.38412E+04    0.10491E+01    0.00000E+00   -0.41874E+02    0.11032E-06   -0.28373E-03   -0.98447E-06
   136    0.38750E+04    0.10502E+01    0.00000E+00   -0.42177E+02    0.10968E-06   -0.28124E-03   -0.98499E-06
   137    0.39088E+04    0.10509E+01    0.00000E+00   -0.42461E+02    0.10904E-06   -0.27877E-03   -0.98455E-06
   138    0.39425E+04    0.10511E+01    0.00000E+00   -0.42726E+02    0.10841E-06   -0.27633E-03   -0.98325E-06
   139    0.39759E+04    0.10509E+01    0.00000E+00   -0.42971E+02    0.10779E-06   -0.27391E-03   -0.98116E-06
   140    0.40094E+04    0.10501E+01    0.00000E+00   -0.43196E+02    0.10717E-06   -0.27152E-03   -0.97839E-06
   141    0.40426E+04    0.10488E+01    0.00000E+00   -0.43400E+02    0.10655E-06   -0.26916E-03   -0.97501E-06
   142    0.40758E+04    0.10471E+01    0.00000E+00   -0.43582E+02    0.10594E-06   -0.26682E-03   -0.97113E-06
   143    0.41090E+04    0.10450E+01    0.00000E+00   -0.43744E+02    0.10534E-06   -0.26451E-03   -0.96682E-06
   144    0.41418E+04    0.10423E+01    0.00000E+00   -0.43884E+02    0.10474E-06   -0.26222E-03   -0.96218E-06
   145    0.41745E+04    0.10393E+01    0.00000E+00   -0.44002E+02    0.10414E-06   -0.25996E-03   -0.95730E-06
   146    0.42073E+04    0.10358E+01    0.00000E+00   -0.44098E+02    0.10355E-06   -0.25773E-03   -0.95226E-06
   147    0.42397E+04    0.10319E+01    0.00000E+00   -0.44170E+02    0.10297E-06   -0.25553E-03   -0.94717E-06
   148    0.42719E+04    0.10274E+01    0.00000E+00   -0.44220E+02    0.10239E-06   -0.25335E-03   -0.94209E-06
   149    0.43040E+04    0.10226E+01    0.00000E+00   -0.44246E+02    0.10181E-06   -0.25121E-03   -0.93714E-06
   150    0.43358E+04    0.10174E+01    0.00000E+00   -0.44247E+02    0.10124E-06   -0.24909E-03   -0.93238E-06
   151    0.43675E+04    0.10118E+01    0.00000E+00   -0.44224E+02    0.10067E-06   -0.24700E-03   -0.92790E-06
   152    0.43988E+04    0.10057E+01    0.00000E+00   -0.44178E+02    0.10011E-06   -0.24494E-03   -0.92367E-06
   153    0.44300E+04    0.99930E+00    0.00000E+00   -0.44105E+02    0.99555E-07   -0.24291E-03   -0.91965E-06
   154    0.44609E+04    0.99253E+00    0.00000E+00   -0.44008E+02    0.99002E-07   -0.24091E-03   -0.91579E-06
   155    0.44916E+04    0.98542E+00    0.00000E+00   -0.43886E+02    0.98454E-07   -0.23893E-03   -0.91205E-06
   156    0.45220E+04    0.97797E+00    0.00000E+00   -0.43739E+02    0.97910E-07   -0.23698E-03   -0.90840E-06
   157    0.45522E+04    0.97019E+00    0.00000E+00   -0.43565E+02    0.97371E-07   -0.23506E-03   -0.90477E-06
   158    0.45821E+04    0.96214E+00    0.00000E+00   -0.43366E+02    0.96837E-07   -0.23316E-03   -0.90114E-06
   159    0.46116E+04    0.95369E+00    0.00000E+00   -0.43141E+02    0.96306E-07   -0.23128E-03   -0.89746E-06
   160    0.46410E+04    0.94498E+00    0.00000E+00   -0.42889E+02    0.95780E-07   -0.22943E-03   -0.89369E-06
   161    0.46701E+04    0.93609E+00    0.00000E+00   -0.42612E+02    0.95259E-07   -0.22761E-03   -0.88978E-06
   162    0.46988E+04    0.92688E+00    0.00000E+00   -0.42309E+02    0.94741E-07   -0.22580E-03   -0.88569E-06
   163    0.47274E+04    0.91741E+00    0.00000E+00   -0.41979E+02    0.94228E-07   -0.22402E-03   -0.88137E-06
   164    0.47556E+04    0.90776E+00    0.00000E+00   -0.41623E+02    0.93719E-07   -0.22227E-03   -0.87679E-06
   165    0.47835E+04    0.89786E+00    0.00000E+00   -0.41240E+02    0.93215E-07   -0.22053E-03   -0.87191E-06
   166    0.48111E+04    0.88786E+00    0.00000E+00   -0.40830E+02    0.92714E-07   -0.21881E-03   -0.86667E-06
   167    0.48385E+04    0.87754E+00    0.00000E+00   -0.40395E+02    0.92218E-07   -0.21712E-03   -0.86103E-06
   168    0.48654E+04    0.86728E+00    0.00000E+00   -0.39931E+02    0.91725E-07   -0.21544E-03   -0.85496E-06
   169    0.48920E+04    0.85676E+00    0.00000E+00   -0.39441E+02    0.91237E-07   -0.21379E-03   -0.84841E-06
   170    0.49182E+04    0.84623E+00    0.00000E+00   -0.38924E+02    0.90753E-07   -0.21215E-03   -0.84134E-06
   171    0.49439E+04    0.83568E+00    0.00000E+00   -0.38378E+02    0.90273E-07   -0.21053E-03   -0.83370E-06
   172    0.49693E+04    0.82504E+00    0.00000E+00   -0.37806E+02    0.89796E-07   -0.20893E-03   -0.82545E-06
   173    0.49942E+04    0.81431E+00    0.00000E+00   -0.37207E+02    0.89324E-07   -0.20734E-03   -0.81655E-06
   174    0.50187E+04    0.80378E+00    0.00000E+00   -0.36580E+02    0.88855E-07   -0.20578E-03   -0.80696E-06
   175    0.50428E+04    0.79317E+00    0.00000E+00   -0.35926E+02    0.88391E-07   -0.20422E-03   -0.79662E-06
   176    0.50664E+04    0.78270E+00    0.00000E+00   -0.35245E+02    0.87930E-07   -0.20269E-03   -0.78552E-06
   177    0.50896E+04    0.77229E+00    0.00000E+00   -0.34537E+02    0.87473E-07   -0.20117E-03   -0.77368E-06
   178    0.51123E+04    0.76217E+00    0.00000E+00   -0.33802E+02    0.87020E-07   -0.19966E-03   -0.76114E-06
   179    0.51345E+04    0.75204E+00    0.00000E+00   -0.33040E+02    0.86570E-07   -0.19817E-03   -0.74793E-06
   180    0.51563E+04    0.74213E+00    0.00000E+00   -0.32251E+02    0.86124E-07   -0.19670E-03   -0.73410E-06
   181    0.51776E+04    0.73243E+00    0.00000E+00   -0.31436E+02    0.85682E-07   -0.19524E-03   -0.71968E-06
   182    0.51985E+04    0.72304E+00    0.00000E+00   -0.30594E+02    0.85243E-07   -0.19380E-03   -0.70471E-06
   183    0.52188E+04    0.71386E+00    0.00000E+00   -0.29727E+02    0.84808E-07   -0.19237E-03   -0.68924E-06
   184    0.52387E+04    0.70498E+00    0.00000E+00   -0.28832E+02    0.84376E-07   -0.19096E-03   -0.67329E-06
   185    0.52581E+04    0.69655E+00    0.00000E+00   -0.27914E+02    0.83948E-07   -0.18956E-03   -0.65691E-06
   186    0.52766E+04    0.68843E+00    0.00000E+00   -0.26968E+02    0.83524E-07   -0.18819E-03   -0.64014E-06
   187    0.52950E+04    0.68076E+00    0.00000E+00   -0.25996E+02    0.83102E-07   -0.18682E-03   -0.62302E-06
   188    0.53128E+04    0.67352E+00    0.00000E+00   -0.25001E+02    0.82684E-07   -0.18548E-03   -0.60558E-06
   189    0.53301E+04    0.66676E+00    0.00000E+00   -0.23980E+02    0.82270E-07   -0.18415E-03   -0.58787E-06
   190    0.53471E+04    0.66053E+00    0.00000E+00   -0.22935E+02    0.81858E-07   -0.18284E-03   -0.56991E-06
   191    0.53632E+04    0.65486E+00    0.00000E+00   -0.21864E+02    0.81450E-07   -0.18154E-03   -0.55176E-06
   192    0.53790E+04    0.64976E+00    0.00000E+00   -0.20769E+02    0.81045E-07   -0.18026E-03   -0.53345E-06
   193    0.53941E+04    0.64528E+00    0.00000E+00   -0.19652E+02    0.80644E-07   -0.17899E-03   -0.51501E-06
   194    0.54088E+04    0.64146E+00    0.00000E+00   -0.18510E+02    0.80245E-07   -0.17775E-03   -0.49650E-06
   195    0.54229E+04    0.63833E+00    0.00000E+00   -0.17346E+02    0.79850E-07   -0.17652E-03   -0.47794E-06
   196    0.54364E+04    0.63594E+00    0.00000E+00   -0.16159E+02    0.79457E-07   -0.17530E-03   -0.45937E-06
   197    0.54494E+04    0.63432E+00    0.00000E+00   -0.14950E+02    0.79068E-07   -0.17411E-03   -0.44084E-06
   198    0.54619E+04    0.63350E+00    0.00000E+00   -0.13719E+02    0.78681E-07   -0.17293E-03   -0.42238E-06
   199    0.54739E+04    0.63352E+00    0.00000E+00   -0.12466E+02    0.78298E-07   -0.17176E-03   -0.40403E-06
   200    0.54853E+04    0.63442E+00    0.00000E+00   -0.11193E+02    0.77917E-07   -0.17062E-03   -0.38582E-06
   201    0.54961E+04    0.63625E+00    0.00000E+00   -0.98987E+01    0.77540E-07   -0.16949E-03   -0.36780E-06
   202    0.55064E+04    0.63901E+00    0.00000E+00   -0.85844E+01    0.77165E-07   -0.16838E-03   -0.34997E-06
   203    0.55160E+04    0.64277E+00    0.00000E+00   -0.72494E+01    0.76793E-07   -0.16728E-03   -0.33231E-06
   204    0.55250E+04    0.64755E+00    0.00000E+00   -0.58969E+01    0.76424E-07   -0.16620E-03   -0.31484E-06
   205    0.55335E+04    0.65339E+00    0.00000E+00   -0.45246E+01    0.76057E-07   -0.16514E-03   -0.29754E-06
   206    0.55412E+04    0.66032E+00    0.00000E+00   -0.31339E+01    0.75694E-07   -0.16409E-03   -0.28041E-06
   207    0.55485E+04    0.66838E+00    0.00000E+00   -0.17251E+01    0.75333E-07   -0.16306E-03   -0.26345E-06
   208    0.55549E+04    0.67760E+00    0.00000E+00   -0.29891E+00    0.74974E-07   -0.16205E-03   -0.24666E-06
   209    0.55608E+04    0.68801E+00    0.00000E+00    0.11444E+01    0.74619E-07   -0.16105E-03   -0.23003E-06
   210    0.55661E+04    0.69966E+00    0.00000E+00    0.26038E+01    0.74266E-07   -0.16006E-03   -0.21356E-06
   211    0.55707E+04    0.71258E+00    0.00000E+00    0.40793E+01    0.73916E-07   -0.15909E-03   -0.19725E-06
   212    0.55747E+04    0.72680E+00    0.00000E+00    0.55698E+01    0.73568E-07   -0.15814E-03   -0.18109E-06
   213    0.55780E+04    0.74235E+00    0.00000E+00    0.70755E+01    0.73223E-07   -0.15720E-03   -0.16509E-06
   214    0.55807E+04    0.75924E+00    0.00000E+00    0.85951E+01    0.72880E-07   -0.15627E-03   -0.14923E-06
   215    0.55828E+04    0.77765E+00    0.00000E+00    0.10128E+02    0.72540E-07   -0.15536E-03   -0.13351E-06
   216    0.55842E+04    0.79739E+00    0.00000E+00    0.11674E+02    0.72203E-07   -0.15446E-03   -0.11794E-06
   217    0.55851E+04    0.81863E+00    0.00000E+00    0.13232E+02    0.71868E-07   -0.15357E-03   -0.10251E-06
   218    0.55853E+04    0.84135E+00    0.00000E+00    0.14801E+02    0.71535E-07   -0.15270E-03   -0.87212E-07
   219    0.55849E+04    0.86557E+00    0.00000E+00    0.16384E+02    0.71205E-07   -0.15184E-03   -0.72047E-07
   220    0.55840E+04    0.89142E+00    0.00000E+00    0.17974E+02    0.70878E-07   -0.15099E-03   -0.57011E-07
   221    0.55824E+04    0.91882E+00    0.00000E+00    0.19575E+02    0.70552E-07   -0.15016E-03   -0.42103E-07
   222    0.55802E+04    0.94794E+00    0.00000E+00    0.21185E+02    0.70229E-07   -0.14934E-03   -0.27317E-07
   223    0.55772E+04    0.97869E+00    0.00000E+00    0.22805E+02    0.69909E-07   -0.14853E-03   -0.12652E-07
   224    0.55738E+04    0.10111E+01    0.00000E+00    0.24430E+02    0.69591E-07   -0.14773E-03    0.18956E-08
   225    0.55698E+04    0.10452E+01    0.00000E+00    0.26064E+02    0.69275E-07   -0.14694E-03    0.16329E-07
   226    0.55651E+04    0.10811E+01    0.00000E+00    0.27703E+02    0.68961E-07   -0.14617E-03    0.30651E-07
   227    0.55598E+04    0.11188E+01    0.00000E+00    0.29349E+02    0.68650E-07   -0.14541E-03    0.44865E-07
   228    0.55539E+04    0.11583E+01    0.00000E+00    0.31000E+02    0.68341E-07   -0.14465E-03    0.58974E-07
