#    L    TT             EE             BB             TE             PP             TP             EP          
   440    0.18020E+04    0.16830E+02    0.00000E+00   -0.64193E+02    0.31108E-07   -0.76156E-04    0.15291E-05
   441    0.18110E+04    0.16669E+02    0.00000E+00   -0.65018E+02    0.31009E-07   -0.76014E-04    0.15316E-05
   442    0.18201E+04    0.16506E+02    0.00000E+00   -0.65809E+02    0.30911E-07   -0.75870E-04    0.15335E-05
   443    0.18295E+04    0.16341E+02    0.00000E+00   -0.66565E+02    0.30813E-07   -0.75724E-04    0.15348E-05
   444    0.18390E+04    0.16176E+02    0.00000E+00   -0.67287E+02    0.30716E-07   -0.75576E-04    0.15355E-05
   445    0.18486E+04    0.16007E+02    0.00000E+00   -0.67974E+02    0.30619E-07   -0.75426E-04    0.15356E-05
   446    0.18582E+04    0.15838E+02    0.00000E+00   -0.68625E+02    0.30522E-07   -0.75274E-04    0.15350E-05
   447    0.18681E+04    0.15668E+02    0.00000E+00   -0.69242E+02    0.30426E-07   -0.75119E-04    0.15337E-05
   448    0.18780E+04    0.15496E+02    0.00000E+00   -0.69824E+02    0.30330E-07   -0.74962E-04    0.15317E-05
   449    0.18881E+04    0.15324E+02    0.00000E+00   -0.70369E+02    0.30235E-07   -0.74802E-04    0.15290E-05
   450    0.18983E+04    0.15151E+02    0.00000E+00   -0.70881E+02    0.30140E-07   -0.74640E-04    0.15255E-05
   451    0.19086E+04    0.14976E+02    0.00000E+00   -0.71355E+02    0.30045E-07   -0.74475E-04    0.15212E-05
   452    0.19189E+04    0.14801E+02    0.00000E+00   -0.71796E+02    0.29951E-07   -0.74306E-04    0.15162E-05
   453    0.19294E+04    0.14625E+02    0.00000E+00   -0.72201E+02    0.29858E-07   -0.74136E-04    0.15105E-05
   454    0.19398E+04    0.14449E+02    0.00000E+00   -0.72570E+02    0.29764E-07   -0.73962E-04    0.15040E-05
   455    0.19504E+04    0.14272E+02    0.00000E+00   -0.72905E+02    0.29672E-07   -0.73786E-04    0.14968E-05
   456    0.19611E+04    0.14094E+02    0.00000E+00   -0.73199E+02    0.29579E-07   -0.73607E-04    0.14890E-05
   457    0.19717E+04    0.13916E+02    0.00000E+00   -0.73465E+02    0.29487E-07   -0.73425E-04    0.14805E-05
   458    0.19824E+04    0.13738E+02    0.00000E+00   -0.73686E+02    0.29395E-07   -0.73242E-04    0.14713E-05
   459    0.19932E+04    0.13560E+02    0.00000E+00   -0.73877E+02    0.29304E-07   -0.73055E-04    0.14615E-05
   460    0.20040E+04    0.13382E+02    0.00000E+00   -0.74032E+02    0.29213E-07   -0.72866E-04    0.14511E-05
   461    0.20148E+04    0.13204E+02    0.00000E+00   -0.74152E+02    0.29123E-07   -0.72675E-04    0.14401E-05
   462    0.20257E+04    0.13025E+02    0.00000E+00   -0.74232E+02    0.29033E-07   -0.72482E-04    0.14285E-05
   463    0.20365E+04    0.12847E+02    0.00000E+00   -0.74289E+02    0.28943E-07   -0.72286E-04    0.14164E-05
   464    0.20473E+04    0.12670E+02    0.00000E+00   -0.74294E+02    0.28854E-07   -0.72088E-04    0.14038E-05
   465    0.20581E+04    0.12494E+02    0.00000E+00   -0.74277E+02    0.28765E-07   -0.71889E-04    0.13906E-05
   466    0.20689E+04    0.12317E+02    0.00000E+00   -0.74216E+02    0.28677E-07   -0.71686E-04    0.13769E-05
   467    0.20797E+04    0.12141E+02    0.00000E+00   -0.74125E+02    0.28589E-07   -0.71482E-04    0.13628E-05
   468    0.20905E+04    0.11966E+02    0.00000E+00   -0.73997E+02    0.28501E-07   -0.71276E-04    0.13482E-05
   469    0.21012E+04    0.11791E+02    0.00000E+00   -0.73841E+02    0.28414E-07   -0.71068E-04    0.13332E-05
   470    0.21120E+04    0.11617E+02    0.00000E+00   -0.73648E+02    0.28327E-07   -0.70859E-04    0.13178E-05
   471    0.21226E+04    0.11446E+02    0.00000E+00   -0.73418E+02    0.28240E-07   -0.70647E-04    0.13019E-05
   472    0.21332E+04    0.11275E+02    0.00000E+00   -0.73159E+02    0.28154E-07   -0.70434E-04    0.12857E-05
   473    0.21438E+04    0.11105E+02    0.00000E+00   -0.72864E+02    0.28068E-07   -0.70219E-04    0.12691E-05
   474    0.21544E+04    0.10937E+02    0.00000E+00   -0.72539E+02    0.27983E-07   -0.70002E-04    0.12522E-05
   475    0.21649E+04    0.10769E+02    0.00000E+00   -0.72179E+02    0.27898E-07   -0.69784E-04    0.12349E-05
   476    0.21752E+04    0.10604E+02    0.00000E+00   -0.71785E+02    0.27813E-07   -0.69564E-04    0.12174E-05
   477    0.21855E+04    0.10441E+02    0.00000E+00   -0.71366E+02    0.27728E-07   -0.69342E-04    0.11995E-05
   478    0.21957E+04    0.10278E+02    0.00000E+00   -0.70905E+02    0.27644E-07   -0.69120E-04    0.11814E-05
   479    0.22058E+04    0.10118E+02    0.00000E+00   -0.70425E+02    0.27561E-07   -0.68895E-04    0.11630E-05
   480    0.22159E+04    0.99593E+01    0.00000E+00   -0.69908E+02    0.27478E-07   -0.68670E-04    0.11444E-05
   481    0.22258E+04    0.98028E+01    0.00000E+00   -0.69358E+02    0.27395E-07   -0.68443E-04    0.11256E-05
   482    0.22357E+04    0.96490E+01    0.00000E+00   -0.68780E+02    0.27312E-07   -0.68215E-04    0.11067E-05
   483    0.22454E+04    0.94971E+01    0.00000E+00   -0.68176E+02    0.27230E-07   -0.67986E-04    0.10875E-05
   484    0.22549E+04    0.93477E+01    0.00000E+00   -0.67542E+02    0.27148E-07   -0.67756E-04    0.10682E-05
   485    0.22644E+04    0.92002E+01    0.00000E+00   -0.66878E+02    0.27067E-07   -0.67524E-04    0.10487E-05
   486    0.22738E+04    0.90561E+01    0.00000E+00   -0.66186E+02    0.26985E-07   -0.67292E-04    0.10292E-05
   487    0.22830E+04    0.89145E+01    0.00000E+00   -0.65467E+02    0.26905E-07   -0.67059E-04    0.10095E-05
   488    0.22921E+04    0.87748E+01    0.00000E+00   -0.64721E+02    0.26824E-07   -0.66824E-04    0.98976E-06
   489    0.23010E+04    0.86385E+01    0.00000E+00   -0.63948E+02    0.26744E-07   -0.66589E-04    0.96996E-06
   490    0.23099E+04    0.85055E+01    0.00000E+00   -0.63148E+02    0.26664E-07   -0.66353E-04    0.95012E-06
   491    0.23184E+04    0.83751E+01    0.00000E+00   -0.62323E+02    0.26585E-07   -0.66117E-04    0.93026E-06
   492    0.23269E+04    0.82480E+01    0.00000E+00   -0.61475E+02    0.26506E-07   -0.65880E-04    0.91040E-06
   493    0.23353E+04    0.81228E+01    0.00000E+00   -0.60600E+02    0.26427E-07   -0.65642E-04    0.89055E-06
   494    0.23435E+04    0.80025E+01    0.00000E+00   -0.59703E+02    0.26348E-07   -0.65403E-04    0.87074E-06
   495    0.23514E+04    0.78847E+01    0.00000E+00   -0.58782E+02    0.26270E-07   -0.65164E-04    0.85099E-06
   496    0.23592E+04    0.77710E+01    0.00000E+00   -0.57839E+02    0.26192E-07   -0.64924E-04    0.83131E-06
   497    0.23668E+04    0.76607E+01    0.00000E+00   -0.56873E+02    0.26115E-07   -0.64684E-04    0.81173E-06
   498    0.23742E+04    0.75529E+01    0.00000E+00   -0.55887E+02    0.26038E-07   -0.64444E-04    0.79225E-06
   499    0.23815E+04    0.74500E+01    0.00000E+00   -0.54879E+02    0.25961E-07   -0.64203E-04    0.77291E-06
   500    0.23886E+04    0.73497E+01    0.00000E+00   -0.53852E+02    0.25884E-07   -0.63963E-04    0.75371E-06
   501    0.23954E+04    0.72542E+01    0.00000E+00   -0.52806E+02    0.25808E-07   -0.63721E-04    0.73469E-06
   502    0.24022E+04    0.71627E+01    0.00000E+00   -0.51741E+02    0.25732E-07   -0.63480E-04    0.71582E-06
   503    0.24086E+04    0.70746E+01    0.00000E+00   -0.50658E+02    0.25657E-07   -0.63238E-04    0.69712E-06
   504    0.24148E+04    0.69905E+01    0.00000E+00   -0.49556E+02    0.25582E-07   -0.62997E-04    0.67858E-06
   505    0.24210E+04    0.69112E+01    0.00000E+00   -0.48439E+02    0.25507E-07   -0.62755E-04    0.66020E-06
   506    0.24268E+04    0.68361E+01    0.00000E+00   -0.47305E+02    0.25432E-07   -0.62513E-04    0.64197E-06
   507    0.24325E+04    0.67649E+01    0.00000E+00   -0.46155E+02    0.25358E-07   -0.62271E-04    0.62389E-06
   508    0.24380E+04    0.66985E+01    0.00000E+00   -0.44990E+02    0.25284E-07   -0.62028E-04    0.60596E-06
   509    0.24432E+04    0.66360E+01    0.00000E+00   -0.43812E+02    0.25210E-07   -0.61786E-04    0.58817E-06
   510    0.24481E+04    0.65782E+01    0.00000E+00   -0.42621E+02    0.25136E-07   -0.61543E-04    0.57052E-06
   511    0.24530E+04    0.65246E+01    0.00000E+00   -0.41416E+02    0.25063E-07   -0.61300E-04    0.55302E-06
   512    0.24575E+04    0.64757E+01    0.00000E+00   -0.40199E+02    0.24990E-07   -0.61058E-04    0.53565E-06
   513    0.24619E+04    0.64312E+01    0.00000E+00   -0.38972E+02    0.24918E-07   -0.60815E-04    0.51841E-06
   514    0.24660E+04    0.63915E+01    0.00000E+00   -0.37734E+02    0.24846E-07   -0.60572E-04    0.50130E-06
   515    0.24700E+04    0.63565E+01    0.00000E+00   -0.36486E+02    0.24774E-07   -0.60329E-04    0.48431E-06
   516    0.24736E+04    0.63263E+01    0.00000E+00   -0.35228E+02    0.24702E-07   -0.60085E-04    0.46745E-06
   517    0.24770E+04    0.63008E+01    0.00000E+00   -0.33963E+02    0.24631E-07   -0.59842E-04    0.45071E-06
   518    0.24802E+04    0.62801E+01    0.00000E+00   -0.32690E+02    0.24560E-07   -0.59599E-04    0.43409E-06
   519    0.24833E+04    0.62644E+01    0.00000E+00   -0.31408E+02    0.24489E-07   -0.59356E-04    0.41759E-06
   520    0.24861E+04    0.62534E+01    0.00000E+00   -0.30122E+02    0.24419E-07   -0.59112E-04    0.40119E-06
   521    0.24885E+04    0.62474E+01    0.00000E+00   -0.28830E+02    0.24348E-07   -0.58869E-04    0.38490E-06
   522    0.24907E+04    0.62465E+01    0.00000E+00   -0.27533E+02    0.24279E-07   -0.58626E-04    0.36872E-06
   523    0.24928E+04    0.62505E+01    0.00000E+00   -0.26232E+02    0.24209E-07   -0.58382E-04    0.35264E-06
   524    0.24947E+04    0.62594E+01    0.00000E+00   -0.24929E+02    0.24140E-07   -0.58139E-04    0.33666E-06
   525    0.24961E+04    0.62735E+01    0.00000E+00   -0.23622E+02    0.24071E-07   -0.57896E-04    0.32078E-06
   526    0.24974E+04    0.62926E+01    0.00000E+00   -0.22313E+02    0.24002E-07   -0.57652E-04    0.30499E-06
   527    0.24987E+04    0.63168E+01    0.00000E+00   -0.21004E+02    0.23933E-07   -0.57409E-04    0.28929E-06
   528    0.24995E+04    0.63460E+01    0.00000E+00   -0.19695E+02    0.23865E-07   -0.57166E-04    0.27368E-06
   529    0.25002E+04    0.63805E+01    0.00000E+00   -0.18386E+02    0.23797E-07   -0.56923E-04    0.25815E-06
   530    0.25005E+04    0.64202E+01    0.00000E+00   -0.17080E+02    0.23730E-07   -0.56680E-04    0.24270E-06
   531    0.25009E+04    0.64648E+01    0.00000E+00   -0.15774E+02    0.23662E-07   -0.56437E-04    0.22733E-06
   532    0.25008E+04    0.65148E+01    0.00000E+00   -0.14472E+02    0.23595E-07   -0.56194E-04    0.21204E-06
   533    0.25004E+04    0.65699E+01    0.00000E+00   -0.13174E+02    0.23528E-07   -0.55951E-04    0.19682E-06
   534    0.24999E+04    0.66302E+01    0.00000E+00   -0.11880E+02    0.23462E-07   -0.55709E-04    0.18167E-06
   535    0.24991E+04    0.66957E+01    0.00000E+00   -0.10592E+02    0.23396E-07   -0.55466E-04    0.16658E-06
   536    0.24981E+04    0.67664E+01    0.00000E+00   -0.93088E+01    0.23330E-07   -0.55224E-04    0.15156E-06
   537    0.24970E+04    0.68423E+01    0.00000E+00   -0.80328E+01    0.23264E-07   -0.54981E-04    0.13660E-06
   538    0.24955E+04    0.69234E+01    0.00000E+00   -0.67645E+01    0.23198E-07   -0.54739E-04    0.12169E-06
   539    0.24938E+04    0.70095E+01    0.00000E+00   -0.55046E+01    0.23133E-07   -0.54497E-04    0.10684E-06
   540    0.24920E+04    0.71011E+01    0.00000E+00   -0.42538E+01    0.23068E-07   -0.54256E-04    0.92042E-07
   541    0.24898E+04    0.71977E+01    0.00000E+00   -0.30122E+01    0.23004E-07   -0.54014E-04    0.77291E-07
   542    0.24875E+04    0.72994E+01    0.00000E+00   -0.17820E+01    0.22939E-07   -0.53773E-04    0.62585E-07
   543    0.24849E+04    0.74064E+01    0.00000E+00   -0.56275E+00    0.22875E-07   -0.53531E-04    0.47921E-07
   544    0.24822E+04    0.75185E+01    0.00000E+00    0.64451E+00    0.22811E-07   -0.53290E-04    0.33297E-07
   545    0.24792E+04    0.76357E+01    0.00000E+00    0.18392E+01    0.22747E-07   -0.53050E-04    0.18708E-07
   546    0.24760E+04    0.77577E+01    0.00000E+00    0.30203E+01    0.22684E-07   -0.52809E-04    0.41530E-08
   547    0.24725E+04    0.78848E+01    0.00000E+00    0.41875E+01    0.22621E-07   -0.52569E-04   -0.10372E-07
   548    0.24690E+04    0.80169E+01    0.00000E+00    0.53396E+01    0.22558E-07   -0.52329E-04   -0.24870E-07
   549    0.24652E+04    0.81541E+01    0.00000E+00    0.64761E+01    0.22495E-07   -0.52089E-04   -0.39344E-07
   550    0.24611E+04    0.82963E+01    0.00000E+00    0.75963E+01    0.22433E-07   -0.51849E-04   -0.53797E-07
   551    0.24570E+04    0.84435E+01    0.00000E+00    0.86996E+01    0.22371E-07   -0.51610E-04   -0.68231E-07
   552    0.24526E+04    0.85957E+01    0.00000E+00    0.97850E+01    0.22309E-07   -0.51371E-04   -0.82644E-07
   553    0.24480E+04    0.87515E+01    0.00000E+00    0.10852E+02    0.22247E-07   -0.51133E-04   -0.97036E-07
   554    0.24432E+04    0.89137E+01    0.00000E+00    0.11901E+02    0.22186E-07   -0.50894E-04   -0.11140E-06
   555    0.24382E+04    0.90801E+01    0.00000E+00    0.12930E+02    0.22125E-07   -0.50656E-04   -0.12574E-06
   556    0.24330E+04    0.92515E+01    0.00000E+00    0.13939E+02    0.22064E-07   -0.50418E-04   -0.14005E-06
   557    0.24276E+04    0.94271E+01    0.00000E+00    0.14927E+02    0.22003E-07   -0.50181E-04   -0.15433E-06
   558    0.24221E+04    0.96084E+01    0.00000E+00    0.15894E+02    0.21943E-07   -0.49944E-04   -0.16858E-06
   559    0.24163E+04    0.97932E+01    0.00000E+00    0.16840E+02    0.21883E-07   -0.49707E-04   -0.18279E-06
   560    0.24105E+04    0.99821E+01    0.00000E+00    0.17762E+02    0.21823E-07   -0.49470E-04   -0.19697E-06
   561    0.24043E+04    0.10176E+02    0.00000E+00    0.18663E+02    0.21763E-07   -0.49234E-04   -0.21110E-06
   562    0.23982E+04    0.10375E+02    0.00000E+00    0.19539E+02    0.21704E-07   -0.48999E-04   -0.22520E-06
   563    0.23918E+04    0.10577E+02    0.00000E+00    0.20394E+02    0.21644E-07   -0.48763E-04   -0.23925E-06
   564    0.23853E+04    0.10785E+02    0.00000E+00    0.21222E+02    0.21585E-07   -0.48528E-04   -0.25325E-06
   565    0.23786E+04    0.10995E+02    0.00000E+00    0.22027E+02    0.21527E-07   -0.48293E-04   -0.26721E-06
   566    0.23717E+04    0.11210E+02    0.00000E+00    0.22805E+02    0.21468E-07   -0.48059E-04   -0.28112E-06
   567    0.23647E+04    0.11429E+02    0.00000E+00    0.23558E+02    0.21410E-07   -0.47825E-04   -0.29497E-06
   568    0.23576E+04    0.11653E+02    0.00000E+00    0.24285E+02    0.21352E-07   -0.47591E-04   -0.30877E-06
   569    0.23503E+04    0.11880E+02    0.00000E+00    0.24987E+02    0.21294E-07   -0.47358E-04   -0.32251E-06
   570    0.23429E+04    0.12111E+02    0.00000E+00    0.25659E+02    0.21236E-07   -0.47125E-04   -0.33620E-06
   571    0.23354E+04    0.12346E+02    0.00000E+00    0.26304E+02    0.21179E-07   -0.46893E-04   -0.34982E-06
   572    0.23276E+04    0.12585E+02    0.00000E+00    0.26922E+02    0.21122E-07   -0.46661E-04   -0.36338E-06
   573    0.23199E+04    0.12826E+02    0.00000E+00    0.27511E+02    0.21065E-07   -0.46429E-04   -0.37688E-06
   574    0.23120E+04    0.13072E+02    0.00000E+00    0.28071E+02    0.21008E-07   -0.46198E-04   -0.39031E-06
   575    0.23039E+04    0.13320E+02    0.00000E+00    0.28602E+02    0.20952E-07   -0.45967E-04   -0.40367E-06
   576    0.22958E+04    0.13572E+02    0.00000E+00    0.29104E+02    0.20895E-07   -0.45737E-04   -0.41695E-06
   577    0.22876E+04    0.13828E+02    0.00000E+00    0.29577E+02    0.20839E-07   -0.45507E-04   -0.43017E-06
   578    0.22792E+04    0.14086E+02    0.00000E+00    0.30018E+02    0.20783E-07   -0.45278E-04   -0.44331E-06
   579    0.22708E+04    0.14348E+02    0.00000E+00    0.30431E+02    0.20728E-07   -0.45049E-04   -0.45637E-06
   580    0.22624E+04    0.14612E+02    0.00000E+00    0.30811E+02    0.20672E-07   -0.44820E-04   -0.46935E-06
   581    0.22536E+04    0.14879E+02    0.00000E+00    0.31161E+02    0.20617E-07   -0.44592E-04   -0.48225E-06
   582    0.22449E+04    0.15150E+02    0.00000E+00    0.31480E+02    0.20562E-07   -0.44365E-04   -0.49506E-06
   583    0.22361E+04    0.15422E+02    0.00000E+00    0.31767E+02    0.20507E-07   -0.44137E-04   -0.50779E-06
   584    0.22273E+04    0.15698E+02    0.00000E+00    0.32022E+02    0.20453E-07   -0.43911E-04   -0.52043E-06
   585    0.22184E+04    0.15975E+02    0.00000E+00    0.32245E+02    0.20399E-07   -0.43685E-04   -0.53298E-06
   586    0.22094E+04    0.16254E+02    0.00000E+00    0.32437E+02    0.20344E-07   -0.43459E-04   -0.54543E-06
   587    0.22005E+04    0.16537E+02    0.00000E+00    0.32595E+02    0.20291E-07   -0.43234E-04   -0.55780E-06
   588    0.21914E+04    0.16821E+02    0.00000E+00    0.32721E+02    0.20237E-07   -0.43009E-04   -0.57006E-06
   589    0.21822E+04    0.17108E+02    0.00000E+00    0.32814E+02    0.20183E-07   -0.42785E-04   -0.58222E-06
   590    0.21730E+04    0.17395E+02    0.00000E+00    0.32874E+02    0.20130E-07   -0.42561E-04   -0.59429E-06
   591    0.21638E+04    0.17686E+02    0.00000E+00    0.32902E+02    0.20077E-07   -0.42338E-04   -0.60625E-06
   592    0.21546E+04    0.17976E+02    0.00000E+00    0.32895E+02    0.20024E-07   -0.42115E-04   -0.61810E-06
   593    0.21453E+04    0.18270E+02    0.00000E+00    0.32856E+02    0.19971E-07   -0.41893E-04   -0.62985E-06
   594    0.21359E+04    0.18565E+02    0.00000E+00    0.32783E+02    0.19919E-07   -0.41672E-04   -0.64149E-06
   595    0.21265E+04    0.18860E+02    0.00000E+00    0.32677E+02    0.19867E-07   -0.41451E-04   -0.65301E-06
   596    0.21172E+04    0.19158E+02    0.00000E+00    0.32537E+02    0.19815E-07   -0.41230E-04   -0.66442E-06
   597    0.21078E+04    0.19454E+02    0.00000E+00    0.32363E+02    0.19763E-07   -0.41010E-04   -0.67572E-06
   598    0.20987E+04    0.19753E+02    0.00000E+00    0.32156E+02    0.19711E-07   -0.40791E-04   -0.68689E-06
   599    0.20894E+04    0.20052E+02    0.00000E+00    0.31916E+02    0.19660E-07   -0.40572E-04   -0.69795E-06
   600    0.20800E+04    0.20353E+02    0.00000E+00    0.31642E+02    0.19608E-07   -0.40354E-04   -0.70888E-06
   601    0.20707E+04    0.20654E+02    0.00000E+00    0.31335E+02    0.19557E-07   -0.40136E-04   -0.71969E-06
   602    0.20614E+04    0.20955E+02    0.00000E+00    0.30993E+02    0.19506E-07   -0.39919E-04   -0.73037E-06
   603    0.20521E+04    0.21257E+02    0.00000E+00    0.30620E+02    0.19456E-07   -0.39703E-04   -0.74093E-06
   604    0.20429E+04    0.21558E+02    0.00000E+00    0.30212E+02    0.19405E-07   -0.39487E-04   -0.75136E-06
   605    0.20337E+04    0.21860E+02    0.00000E+00    0.29772E+02    0.19355E-07   -0.39272E-04   -0.76167E-06
   606    0.20246E+04    0.22161E+02    0.00000E+00    0.29298E+02    0.19305E-07   -0.39057E-04   -0.77185E-06
   607    0.20153E+04    0.22463E+02    0.00000E+00    0.28791E+02    0.19255E-07   -0.38843E-04   -0.78190E-06
   608    0.20062E+04    0.22765E+02    0.00000E+00    0.28252E+02    0.19205E-07   -0.38630E-04   -0.79183E-06
   609    0.19972E+04    0.23065E+02    0.00000E+00    0.27679E+02    0.19155E-07   -0.38417E-04   -0.80162E-06
   610    0.19882E+04    0.23365E+02    0.00000E+00    0.27074E+02    0.19106E-07   -0.38205E-04   -0.81129E-06
   611    0.19793E+04    0.23665E+02    0.00000E+00    0.26437E+02    0.19057E-07   -0.37993E-04   -0.82084E-06
   612    0.19704E+04    0.23965E+02    0.00000E+00    0.25769E+02    0.19008E-07   -0.37783E-04   -0.83025E-06
   613    0.19616E+04    0.24261E+02    0.00000E+00    0.25067E+02    0.18959E-07   -0.37572E-04   -0.83953E-06
   614    0.19528E+04    0.24558E+02    0.00000E+00    0.24334E+02    0.18910E-07   -0.37363E-04   -0.84869E-06
   615    0.19442E+04    0.24853E+02    0.00000E+00    0.23570E+02    0.18862E-07   -0.37154E-04   -0.85771E-06
   616    0.19356E+04    0.25148E+02    0.00000E+00    0.22775E+02    0.18813E-07   -0.36946E-04   -0.86661E-06
   617    0.19271E+04    0.25442E+02    0.00000E+00    0.21950E+02    0.18765E-07   -0.36739E-04   -0.87537E-06
   618    0.19187E+04    0.25735E+02    0.00000E+00    0.21093E+02    0.18717E-07   -0.36532E-04   -0.88401E-06
   619    0.19103E+04    0.26026E+02    0.00000E+00    0.20208E+02    0.18669E-07   -0.36326E-04   -0.89251E-06
   620    0.19022E+04    0.26315E+02    0.00000E+00    0.19292E+02    0.18622E-07   -0.36121E-04   -0.90088E-06
   621    0.18940E+04    0.26602E+02    0.00000E+00    0.18347E+02    0.18575E-07   -0.35916E-04   -0.90912E-06
   622    0.18860E+04    0.26888E+02    0.00000E+00    0.17372E+02    0.18527E-07   -0.35712E-04   -0.91723E-06
   623    0.18781E+04    0.27171E+02    0.00000E+00    0.16370E+02    0.18480E-07   -0.35509E-04   -0.92521E-06
   624    0.18703E+04    0.27452E+02    0.00000E+00    0.15339E+02    0.18433E-07   -0.35306E-04   -0.93305E-06
   625    0.18625E+04    0.27730E+02    0.00000E+00    0.14279E+02    0.18387E-07   -0.35105E-04   -0.94076E-06
   626    0.18549E+04    0.28007E+02    0.00000E+00    0.13193E+02    0.18340E-07   -0.34904E-04   -0.94834E-06
   627    0.18475E+04    0.28281E+02    0.00000E+00    0.12079E+02    0.18294E-07   -0.34704E-04   -0.95578E-06
   628    0.18402E+04    0.28551E+02    0.00000E+00    0.10939E+02    0.18248E-07   -0.34504E-04   -0.96309E-06
   629    0.18330E+04    0.28820E+02    0.00000E+00    0.97729E+01    0.18202E-07   -0.34306E-04   -0.97026E-06
   630    0.18259E+04    0.29085E+02    0.00000E+00    0.85799E+01    0.18156E-07   -0.34108E-04   -0.97730E-06
   631    0.18189E+04    0.29348E+02    0.00000E+00    0.73632E+01    0.18110E-07   -0.33911E-04   -0.98421E-06
   632    0.18122E+04    0.29607E+02    0.00000E+00    0.61208E+01    0.18064E-07   -0.33714E-04   -0.99098E-06
   633    0.18054E+04    0.29864E+02    0.00000E+00    0.48548E+01    0.18019E-07   -0.33519E-04   -0.99761E-06
   634    0.17990E+04    0.30116E+02    0.00000E+00    0.35655E+01    0.17974E-07   -0.33324E-04   -0.10041E-05
   635    0.17926E+04    0.30366E+02    0.00000E+00    0.22531E+01    0.17929E-07   -0.33130E-04   -0.10105E-05
   636    0.17863E+04    0.30613E+02    0.00000E+00    0.91860E+00    0.17884E-07   -0.32937E-04   -0.10167E-05
   637    0.17803E+04    0.30855E+02    0.00000E+00   -0.43868E+00    0.17839E-07   -0.32745E-04   -0.10228E-05
   638    0.17744E+04    0.31094E+02    0.00000E+00   -0.18165E+01    0.17795E-07   -0.32554E-04   -0.10287E-05
   639    0.17686E+04    0.31329E+02    0.00000E+00   -0.32156E+01    0.17750E-07   -0.32363E-04   -0.10345E-05
   640    0.17630E+04    0.31561E+02    0.00000E+00   -0.46345E+01    0.17706E-07   -0.32173E-04   -0.10402E-05
   641    0.17576E+04    0.31788E+02    0.00000E+00   -0.60730E+01    0.17662E-07   -0.31985E-04   -0.10457E-05
   642    0.17523E+04    0.32011E+02    0.00000E+00   -0.75303E+01    0.17618E-07   -0.31797E-04   -0.10511E-05
   643    0.17472E+04    0.32231E+02    0.00000E+00   -0.90059E+01    0.17575E-07   -0.31609E-04   -0.10564E-05
   644    0.17423E+04    0.32444E+02    0.00000E+00   -0.10499E+02    0.17531E-07   -0.31423E-04   -0.10615E-05
   645    0.17376E+04    0.32654E+02    0.00000E+00   -0.12009E+02    0.17488E-07   -0.31238E-04   -0.10665E-05
   646    0.17329E+04    0.32860E+02    0.00000E+00   -0.13536E+02    0.17444E-07   -0.31053E-04   -0.10713E-05
   647    0.17286E+04    0.33061E+02    0.00000E+00   -0.15078E+02    0.17401E-07   -0.30870E-04   -0.10760E-05
   648    0.17243E+04    0.33258E+02    0.00000E+00   -0.16635E+02    0.17358E-07   -0.30687E-04   -0.10806E-05
   649    0.17204E+04    0.33449E+02    0.00000E+00   -0.18207E+02    0.17315E-07   -0.30505E-04   -0.10850E-05
   650    0.17165E+04    0.33635E+02    0.00000E+00   -0.19792E+02    0.17273E-07   -0.30324E-04   -0.10893E-05
   651    0.17129E+04    0.33817E+02    0.00000E+00   -0.21390E+02    0.17230E-07   -0.30144E-04   -0.10934E-05
   652    0.17094E+04    0.33994E+02    0.00000E+00   -0.23000E+02    0.17188E-07   -0.29965E-04   -0.10974E-05
   653    0.17062E+04    0.34165E+02    0.00000E+00   -0.24622E+02    0.17146E-07   -0.29787E-04   -0.11012E-05
   654    0.17030E+04    0.34331E+02    0.00000E+00   -0.26253E+02    0.17104E-07   -0.29610E-04   -0.11049E-05
   655    0.17001E+04    0.34493E+02    0.00000E+00   -0.27896E+02    0.17062E-07   -0.29433E-04   -0.11085E-05
   656    0.16974E+04    0.34649E+02    0.00000E+00   -0.29548E+02    0.17020E-07   -0.29258E-04   -0.11119E-05
   657    0.16949E+04    0.34799E+02    0.00000E+00   -0.31208E+02    0.16978E-07   -0.29083E-04   -0.11152E-05
   658    0.16925E+04    0.34945E+02    0.00000E+00   -0.32876E+02    0.16937E-07   -0.28910E-04   -0.11183E-05
   659    0.16905E+04    0.35085E+02    0.00000E+00   -0.34552E+02    0.16896E-07   -0.28737E-04   -0.11213E-05
   660    0.16886E+04    0.35219E+02    0.00000E+00   -0.36235E+02    0.16855E-07   -0.28565E-04   -0.11242E-05
   661    0.16869E+04    0.35347E+02    0.00000E+00   -0.37922E+02    0.16814E-07   -0.28395E-04   -0.11269E-05
   662    0.16854E+04    0.35471E+02    0.00000E+00   -0.39616E+02    0.16773E-07   -0.28225E-04   -0.11295E-05
   663    0.16840E+04    0.35589E+02    0.00000E+00   -0.41315E+02    0.16732E-07   -0.28056E-04   -0.11320E-05
   664    0.16829E+04    0.35700E+02    0.00000E+00   -0.43017E+02    0.16691E-07   -0.27888E-04   -0.11343E-05
   665    0.16819E+04    0.35806E+02    0.00000E+00   -0.44722E+02    0.16651E-07   -0.27720E-04   -0.11365E-05
   666    0.16812E+04    0.35906E+02    0.00000E+00   -0.46429E+02    0.16611E-07   -0.27554E-04   -0.11385E-05
   667    0.16806E+04    0.36000E+02    0.00000E+00   -0.48139E+02    0.16570E-07   -0.27389E-04   -0.11404E-05
