#    L    TT             EE             BB             TE          
   396    0.16848E+04    0.20946E+02    0.54765E-01   -0.35778E+00
   397    0.16805E+04    0.20924E+02    0.54935E-01   -0.21939E+01
   398    0.16768E+04    0.20898E+02    0.55105E-01   -0.40194E+01
   399    0.16733E+04    0.20868E+02    0.55276E-01   -0.58334E+01
   400    0.16703E+04    0.20835E+02    0.55448E-01   -0.76350E+01
   401    0.16676E+04    0.20797E+02    0.55622E-01   -0.94235E+01
   402    0.16654E+04    0.20755E+02    0.55796E-01   -0.11198E+02
   403    0.16635E+04    0.20710E+02    0.55971E-01   -0.12959E+02
   404    0.16620E+04    0.20660E+02    0.56148E-01   -0.14703E+02
   405    0.16609E+04    0.20607E+02    0.56325E-01   -0.16432E+02
   406    0.16601E+04    0.20550E+02    0.56504E-01   -0.18145E+02
   407    0.16598E+04    0.20490E+02    0.56683E-01   -0.19841E+02
   408    0.16597E+04    0.20426E+02    0.56864E-01   -0.21518E+02
   409    0.16601E+04    0.20359E+02    0.57046E-01   -0.23177E+02
   410    0.16608E+04    0.20287E+02    0.57230E-01   -0.24818E+02
   411    0.16619E+04    0.20212E+02    0.57414E-01   -0.26438E+02
   412    0.16633E+04    0.20134E+02    0.57600E-01   -0.28039E+02
   413    0.16650E+04    0.20052E+02    0.57786E-01   -0.29618E+02
   414    0.16670E+04    0.19967E+02    0.57974E-01   -0.31177E+02
   415    0.16694E+04    0.19879E+02    0.58164E-01   -0.32712E+02
   416    0.16721E+04    0.19787E+02    0.58354E-01   -0.34225E+02
   417    0.16751E+04    0.19693E+02    0.58546E-01   -0.35717E+02
   418    0.16784E+04    0.19593E+02    0.58739E-01   -0.37183E+02
   419    0.16820E+04    0.19491E+02    0.58933E-01   -0.38625E+02
   420    0.16860E+04    0.19387E+02    0.59129E-01   -0.40042E+02
   421    0.16902E+04    0.19279E+02    0.59326E-01   -0.41434E+02
   422    0.16948E+04    0.19168E+02    0.59524E-01   -0.42800E+02
   423    0.16995E+04    0.19054E+02    0.59724E-01   -0.44140E+02
   424    0.17045E+04    0.18937E+02    0.59925E-01   -0.45454E+02
   425    0.17099E+04    0.18816E+02    0.60127E-01   -0.46739E+02
   426    0.17155E+04    0.18694E+02    0.60330E-01   -0.47996E+02
   427    0.17214E+04    0.18568E+02    0.60535E-01   -0.49227E+02
   428    0.17274E+04    0.18440E+02    0.60741E-01   -0.50427E+02
   429    0.17337E+04    0.18309E+02    0.60949E-01   -0.51599E+02
   430    0.17404E+04    0.18176E+02    0.61158E-01   -0.52741E+02
   431    0.17472E+04    0.18040E+02    0.61368E-01   -0.53854E+02
   432    0.17541E+04    0.17901E+02    0.61580E-01   -0.54937E+02
   433    0.17614E+04    0.17761E+02    0.61792E-01   -0.55988E+02
   434    0.17688E+04    0.17618E+02    0.62007E-01   -0.57009E+02
   435    0.17764E+04    0.17473E+02    0.62222E-01   -0.57999E+02
   436    0.17843E+04    0.17327E+02    0.62439E-01   -0.58958E+02
   437    0.17923E+04    0.17177E+02    0.62657E-01   -0.59884E+02
   438    0.18005E+04    0.17026E+02    0.62876E-01   -0.60778E+02
   439    0.18089E+04    0.16874E+02    0.63097E-01   -0.61640E+02
   440    0.18175E+04    0.16719E+02    0.63319E-01   -0.62468E+02
   441    0.18262E+04    0.16562E+02    0.63542E-01   -0.63265E+02
   442    0.18350E+04    0.16404E+02    0.63766E-01   -0.64028E+02
   443    0.18440E+04    0.16244E+02    0.63992E-01   -0.64757E+02
   444    0.18532E+04    0.16084E+02    0.64219E-01   -0.65452E+02
   445    0.18625E+04    0.15920E+02    0.64447E-01   -0.66114E+02
   446    0.18718E+04    0.15757E+02    0.64676E-01   -0.66740E+02
   447    0.18813E+04    0.15593E+02    0.64906E-01   -0.67334E+02
   448    0.18909E+04    0.15426E+02    0.65138E-01   -0.67893E+02
   449    0.19006E+04    0.15259E+02    0.65370E-01   -0.68417E+02
   450    0.19105E+04    0.15092E+02    0.65604E-01   -0.68907E+02
   451    0.19203E+04    0.14923E+02    0.65839E-01   -0.69362E+02
   452    0.19303E+04    0.14754E+02    0.66075E-01   -0.69784E+02
   453    0.19404E+04    0.14584E+02    0.66312E-01   -0.70170E+02
   454    0.19505E+04    0.14414E+02    0.66549E-01   -0.70523E+02
   455    0.19606E+04    0.14243E+02    0.66788E-01   -0.70842E+02
   456    0.19709E+04    0.14071E+02    0.67028E-01   -0.71121E+02
   457    0.19812E+04    0.13900E+02    0.67269E-01   -0.71374E+02
   458    0.19915E+04    0.13728E+02    0.67510E-01   -0.71582E+02
   459    0.20019E+04    0.13557E+02    0.67753E-01   -0.71761E+02
   460    0.20123E+04    0.13385E+02    0.67996E-01   -0.71906E+02
   461    0.20227E+04    0.13214E+02    0.68240E-01   -0.72016E+02
   462    0.20331E+04    0.13042E+02    0.68485E-01   -0.72087E+02
   463    0.20435E+04    0.12871E+02    0.68731E-01   -0.72137E+02
   464    0.20539E+04    0.12701E+02    0.68977E-01   -0.72136E+02
   465    0.20642E+04    0.12531E+02    0.69224E-01   -0.72114E+02
   466    0.20746E+04    0.12361E+02    0.69472E-01   -0.72049E+02
   467    0.20851E+04    0.12192E+02    0.69720E-01   -0.71956E+02
   468    0.20954E+04    0.12025E+02    0.69969E-01   -0.71827E+02
   469    0.21057E+04    0.11857E+02    0.70219E-01   -0.71670E+02
   470    0.21161E+04    0.11691E+02    0.70469E-01   -0.71478E+02
   471    0.21262E+04    0.11526E+02    0.70720E-01   -0.71250E+02
   472    0.21364E+04    0.11363E+02    0.70971E-01   -0.70995E+02
   473    0.21466E+04    0.11200E+02    0.71223E-01   -0.70704E+02
   474    0.21567E+04    0.11039E+02    0.71475E-01   -0.70386E+02
   475    0.21668E+04    0.10879E+02    0.71728E-01   -0.70032E+02
   476    0.21767E+04    0.10722E+02    0.71981E-01   -0.69646E+02
   477    0.21865E+04    0.10565E+02    0.72235E-01   -0.69237E+02
   478    0.21963E+04    0.10410E+02    0.72488E-01   -0.68787E+02
   479    0.22060E+04    0.10257E+02    0.72742E-01   -0.68319E+02
   480    0.22156E+04    0.10106E+02    0.72997E-01   -0.67816E+02
   481    0.22251E+04    0.99573E+01    0.73251E-01   -0.67280E+02
   482    0.22346E+04    0.98109E+01    0.73506E-01   -0.66718E+02
   483    0.22438E+04    0.96664E+01    0.73761E-01   -0.66131E+02
   484    0.22529E+04    0.95245E+01    0.74016E-01   -0.65515E+02
   485    0.22620E+04    0.93844E+01    0.74271E-01   -0.64870E+02
   486    0.22710E+04    0.92477E+01    0.74526E-01   -0.64200E+02
   487    0.22798E+04    0.91135E+01    0.74782E-01   -0.63503E+02
   488    0.22884E+04    0.89812E+01    0.75037E-01   -0.62780E+02
   489    0.22969E+04    0.88522E+01    0.75292E-01   -0.62031E+02
   490    0.23053E+04    0.87265E+01    0.75548E-01   -0.61257E+02
   491    0.23135E+04    0.86034E+01    0.75803E-01   -0.60460E+02
   492    0.23216E+04    0.84836E+01    0.76058E-01   -0.59639E+02
   493    0.23295E+04    0.83656E+01    0.76313E-01   -0.58794E+02
   494    0.23373E+04    0.82524E+01    0.76567E-01   -0.57927E+02
   495    0.23448E+04    0.81417E+01    0.76822E-01   -0.57038E+02
   496    0.23522E+04    0.80350E+01    0.77076E-01   -0.56128E+02
   497    0.23594E+04    0.79316E+01    0.77330E-01   -0.55196E+02
   498    0.23665E+04    0.78307E+01    0.77584E-01   -0.54246E+02
   499    0.23734E+04    0.77346E+01    0.77837E-01   -0.53274E+02
   500    0.23802E+04    0.76410E+01    0.78090E-01   -0.52285E+02
   501    0.23866E+04    0.75521E+01    0.78342E-01   -0.51278E+02
   502    0.23930E+04    0.74672E+01    0.78594E-01   -0.50252E+02
   503    0.23991E+04    0.73856E+01    0.78846E-01   -0.49210E+02
   504    0.24049E+04    0.73079E+01    0.79096E-01   -0.48150E+02
   505    0.24108E+04    0.72348E+01    0.79347E-01   -0.47076E+02
   506    0.24162E+04    0.71659E+01    0.79596E-01   -0.45986E+02
   507    0.24216E+04    0.71007E+01    0.79845E-01   -0.44882E+02
   508    0.24267E+04    0.70402E+01    0.80094E-01   -0.43763E+02
   509    0.24316E+04    0.69836E+01    0.80341E-01   -0.42633E+02
   510    0.24362E+04    0.69314E+01    0.80588E-01   -0.41489E+02
   511    0.24408E+04    0.68834E+01    0.80834E-01   -0.40334E+02
   512    0.24450E+04    0.68399E+01    0.81079E-01   -0.39167E+02
   513    0.24491E+04    0.68007E+01    0.81323E-01   -0.37990E+02
   514    0.24530E+04    0.67662E+01    0.81566E-01   -0.36804E+02
   515    0.24566E+04    0.67362E+01    0.81808E-01   -0.35609E+02
   516    0.24600E+04    0.67108E+01    0.82050E-01   -0.34405E+02
   517    0.24631E+04    0.66901E+01    0.82290E-01   -0.33194E+02
   518    0.24661E+04    0.66739E+01    0.82529E-01   -0.31976E+02
   519    0.24689E+04    0.66625E+01    0.82767E-01   -0.30750E+02
   520    0.24714E+04    0.66558E+01    0.83003E-01   -0.29520E+02
   521    0.24737E+04    0.66538E+01    0.83239E-01   -0.28286E+02
   522    0.24757E+04    0.66567E+01    0.83473E-01   -0.27047E+02
   523    0.24775E+04    0.66644E+01    0.83706E-01   -0.25805E+02
   524    0.24792E+04    0.66769E+01    0.83938E-01   -0.24561E+02
   525    0.24805E+04    0.66943E+01    0.84168E-01   -0.23314E+02
   526    0.24816E+04    0.67165E+01    0.84397E-01   -0.22066E+02
   527    0.24827E+04    0.67436E+01    0.84625E-01   -0.20818E+02
   528    0.24834E+04    0.67756E+01    0.84851E-01   -0.19571E+02
   529    0.24839E+04    0.68127E+01    0.85076E-01   -0.18324E+02
   530    0.24841E+04    0.68546E+01    0.85299E-01   -0.17080E+02
   531    0.24843E+04    0.69014E+01    0.85521E-01   -0.15837E+02
   532    0.24841E+04    0.69533E+01    0.85741E-01   -0.14599E+02
   533    0.24836E+04    0.70101E+01    0.85959E-01   -0.13364E+02
   534    0.24830E+04    0.70719E+01    0.86176E-01   -0.12135E+02
   535    0.24821E+04    0.71387E+01    0.86392E-01   -0.10911E+02
   536    0.24811E+04    0.72104E+01    0.86605E-01   -0.96925E+01
   537    0.24799E+04    0.72871E+01    0.86817E-01   -0.84814E+01
   538    0.24783E+04    0.73688E+01    0.87027E-01   -0.72781E+01
   539    0.24766E+04    0.74553E+01    0.87236E-01   -0.60834E+01
   540    0.24747E+04    0.75470E+01    0.87443E-01   -0.48980E+01
   541    0.24725E+04    0.76434E+01    0.87648E-01   -0.37218E+01
   542    0.24702E+04    0.77448E+01    0.87851E-01   -0.25570E+01
   543    0.24676E+04    0.78512E+01    0.88052E-01   -0.14033E+01
   544    0.24649E+04    0.79625E+01    0.88252E-01   -0.26148E+00
   545    0.24619E+04    0.80786E+01    0.88449E-01    0.86782E+00
   546    0.24588E+04    0.81993E+01    0.88645E-01    0.19836E+01
   547    0.24554E+04    0.83248E+01    0.88839E-01    0.30856E+01
   548    0.24518E+04    0.84551E+01    0.89031E-01    0.41728E+01
   549    0.24481E+04    0.85902E+01    0.89222E-01    0.52444E+01
   550    0.24441E+04    0.87300E+01    0.89410E-01    0.63001E+01
   551    0.24401E+04    0.88747E+01    0.89596E-01    0.73391E+01
   552    0.24357E+04    0.90240E+01    0.89781E-01    0.83605E+01
   553    0.24313E+04    0.91767E+01    0.89963E-01    0.93642E+01
   554    0.24266E+04    0.93355E+01    0.90144E-01    0.10349E+02
   555    0.24217E+04    0.94983E+01    0.90322E-01    0.11316E+02
   556    0.24167E+04    0.96658E+01    0.90499E-01    0.12262E+02
   557    0.24115E+04    0.98373E+01    0.90674E-01    0.13188E+02
   558    0.24061E+04    0.10014E+02    0.90847E-01    0.14094E+02
   559    0.24005E+04    0.10194E+02    0.91017E-01    0.14979E+02
   560    0.23948E+04    0.10378E+02    0.91186E-01    0.15842E+02
   561    0.23889E+04    0.10567E+02    0.91353E-01    0.16683E+02
   562    0.23829E+04    0.10760E+02    0.91518E-01    0.17501E+02
   563    0.23767E+04    0.10957E+02    0.91681E-01    0.18298E+02
   564    0.23704E+04    0.11158E+02    0.91842E-01    0.19068E+02
   565    0.23639E+04    0.11363E+02    0.92000E-01    0.19816E+02
   566    0.23573E+04    0.11571E+02    0.92157E-01    0.20539E+02
   567    0.23506E+04    0.11783E+02    0.92312E-01    0.21238E+02
   568    0.23437E+04    0.12000E+02    0.92465E-01    0.21910E+02
   569    0.23367E+04    0.12220E+02    0.92616E-01    0.22559E+02
   570    0.23296E+04    0.12444E+02    0.92765E-01    0.23180E+02
   571    0.23223E+04    0.12671E+02    0.92912E-01    0.23774E+02
   572    0.23149E+04    0.12901E+02    0.93057E-01    0.24342E+02
   573    0.23074E+04    0.13135E+02    0.93200E-01    0.24882E+02
   574    0.22998E+04    0.13372E+02    0.93341E-01    0.25395E+02
   575    0.22921E+04    0.13611E+02    0.93480E-01    0.25879E+02
   576    0.22843E+04    0.13854E+02    0.93617E-01    0.26336E+02
   577    0.22764E+04    0.14101E+02    0.93752E-01    0.26764E+02
   578    0.22683E+04    0.14349E+02    0.93885E-01    0.27163E+02
   579    0.22603E+04    0.14601E+02    0.94017E-01    0.27534E+02
   580    0.22522E+04    0.14856E+02    0.94146E-01    0.27874E+02
   581    0.22438E+04    0.15113E+02    0.94273E-01    0.28186E+02
   582    0.22355E+04    0.15372E+02    0.94399E-01    0.28467E+02
   583    0.22271E+04    0.15634E+02    0.94522E-01    0.28718E+02
   584    0.22186E+04    0.15899E+02    0.94644E-01    0.28938E+02
   585    0.22101E+04    0.16165E+02    0.94763E-01    0.29129E+02
   586    0.22015E+04    0.16433E+02    0.94881E-01    0.29288E+02
   587    0.21930E+04    0.16704E+02    0.94997E-01    0.29417E+02
   588    0.21843E+04    0.16976E+02    0.95111E-01    0.29513E+02
   589    0.21755E+04    0.17251E+02    0.95223E-01    0.29580E+02
   590    0.21667E+04    0.17526E+02    0.95334E-01    0.29615E+02
   591    0.21580E+04    0.17804E+02    0.95442E-01    0.29618E+02
   592    0.21491E+04    0.18082E+02    0.95549E-01    0.29589E+02
   593    0.21403E+04    0.18363E+02    0.95654E-01    0.29530E+02
   594    0.21313E+04    0.18645E+02    0.95757E-01    0.29438E+02
   595    0.21224E+04    0.18927E+02    0.95859E-01    0.29315E+02
   596    0.21135E+04    0.19211E+02    0.95958E-01    0.29160E+02
   597    0.21046E+04    0.19494E+02    0.96056E-01    0.28973E+02
   598    0.20959E+04    0.19779E+02    0.96153E-01    0.28754E+02
   599    0.20871E+04    0.20065E+02    0.96247E-01    0.28505E+02
   600    0.20782E+04    0.20351E+02    0.96341E-01    0.28223E+02
   601    0.20694E+04    0.20639E+02    0.96432E-01    0.27909E+02
   602    0.20605E+04    0.20925E+02    0.96522E-01    0.27563E+02
   603    0.20517E+04    0.21213E+02    0.96610E-01    0.27187E+02
   604    0.20430E+04    0.21499E+02    0.96697E-01    0.26779E+02
   605    0.20342E+04    0.21786E+02    0.96782E-01    0.26340E+02
   606    0.20256E+04    0.22073E+02    0.96866E-01    0.25869E+02
   607    0.20167E+04    0.22360E+02    0.96949E-01    0.25368E+02
   608    0.20082E+04    0.22646E+02    0.97030E-01    0.24836E+02
   609    0.19997E+04    0.22932E+02    0.97109E-01    0.24272E+02
   610    0.19911E+04    0.23216E+02    0.97187E-01    0.23678E+02
   611    0.19827E+04    0.23501E+02    0.97264E-01    0.23054E+02
   612    0.19743E+04    0.23785E+02    0.97340E-01    0.22401E+02
   613    0.19659E+04    0.24066E+02    0.97415E-01    0.21717E+02
   614    0.19577E+04    0.24348E+02    0.97488E-01    0.21003E+02
   615    0.19495E+04    0.24627E+02    0.97560E-01    0.20260E+02
   616    0.19414E+04    0.24907E+02    0.97631E-01    0.19488E+02
   617    0.19334E+04    0.25185E+02    0.97701E-01    0.18688E+02
   618    0.19255E+04    0.25461E+02    0.97770E-01    0.17858E+02
   619    0.19176E+04    0.25737E+02    0.97838E-01    0.17002E+02
   620    0.19099E+04    0.26010E+02    0.97904E-01    0.16118E+02
   621    0.19022E+04    0.26282E+02    0.97970E-01    0.15206E+02
   622    0.18946E+04    0.26551E+02    0.98035E-01    0.14266E+02
   623    0.18872E+04    0.26818E+02    0.98100E-01    0.13301E+02
   624    0.18798E+04    0.27083E+02    0.98163E-01    0.12310E+02
   625    0.18725E+04    0.27346E+02    0.98226E-01    0.11292E+02
   626    0.18654E+04    0.27607E+02    0.98287E-01    0.10248E+02
   627    0.18584E+04    0.27865E+02    0.98349E-01    0.91804E+01
   628    0.18515E+04    0.28120E+02    0.98409E-01    0.80874E+01
   629    0.18448E+04    0.28372E+02    0.98469E-01    0.69704E+01
   630    0.18381E+04    0.28622E+02    0.98528E-01    0.58286E+01
   631    0.18315E+04    0.28869E+02    0.98587E-01    0.46652E+01
   632    0.18252E+04    0.29113E+02    0.98645E-01    0.34778E+01
   633    0.18189E+04    0.29354E+02    0.98703E-01    0.22689E+01
   634    0.18128E+04    0.29591E+02    0.98760E-01    0.10385E+01
   635    0.18069E+04    0.29826E+02    0.98817E-01   -0.21293E+00
   636    0.18010E+04    0.30058E+02    0.98874E-01   -0.14847E+01
   637    0.17953E+04    0.30284E+02    0.98930E-01   -0.27774E+01
   638    0.17897E+04    0.30508E+02    0.98986E-01   -0.40887E+01
   639    0.17844E+04    0.30728E+02    0.99042E-01   -0.54196E+01
   640    0.17791E+04    0.30945E+02    0.99097E-01   -0.67683E+01
   641    0.17741E+04    0.31158E+02    0.99153E-01   -0.81350E+01
   642    0.17691E+04    0.31366E+02    0.99208E-01   -0.95187E+01
   643    0.17643E+04    0.31572E+02    0.99263E-01   -0.10919E+02
   644    0.17598E+04    0.31771E+02    0.99318E-01   -0.12335E+02
   645    0.17553E+04    0.31967E+02    0.99373E-01   -0.13766E+02
   646    0.17510E+04    0.32159E+02    0.99429E-01   -0.15212E+02
   647    0.17470E+04    0.32346E+02    0.99484E-01   -0.16673E+02
   648    0.17430E+04    0.32529E+02    0.99539E-01   -0.18146E+02
   649    0.17393E+04    0.32707E+02    0.99594E-01   -0.19632E+02
   650    0.17357E+04    0.32880E+02    0.99650E-01   -0.21130E+02
   651    0.17323E+04    0.33050E+02    0.99706E-01   -0.22640E+02
   652    0.17291E+04    0.33214E+02    0.99761E-01   -0.24161E+02
   653    0.17261E+04    0.33372E+02    0.99818E-01   -0.25691E+02
   654    0.17232E+04    0.33526E+02    0.99874E-01   -0.27230E+02
   655    0.17205E+04    0.33676E+02    0.99931E-01   -0.28778E+02
   656    0.17180E+04    0.33820E+02    0.99988E-01   -0.30335E+02
   657    0.17157E+04    0.33959E+02    0.10005E+00   -0.31898E+02
   658    0.17135E+04    0.34094E+02    0.10010E+00   -0.33468E+02
   659    0.17116E+04    0.34223E+02    0.10016E+00   -0.35045E+02
   660    0.17099E+04    0.34346E+02    0.10022E+00   -0.36627E+02
   661    0.17083E+04    0.34464E+02    0.10028E+00   -0.38213E+02
   662    0.17069E+04    0.34578E+02    0.10034E+00   -0.39804E+02
   663    0.17057E+04    0.34686E+02    0.10040E+00   -0.41399E+02
   664    0.17046E+04    0.34788E+02    0.10046E+00   -0.42996E+02
   665    0.17038E+04    0.34884E+02    0.10052E+00   -0.44596E+02
   666    0.17031E+04    0.34976E+02    0.10058E+00   -0.46196E+02
   667    0.17026E+04    0.35061E+02    0.10065E+00   -0.47798E+02
   668    0.17022E+04    0.35142E+02    0.10071E+00   -0.49401E+02
   669    0.17022E+04    0.35217E+02    0.10077E+00   -0.51002E+02
   670    0.17022E+04    0.35286E+02    0.10084E+00   -0.52601E+02
   671    0.17025E+04    0.35351E+02    0.10091E+00   -0.54199E+02
   672    0.17029E+04    0.35408E+02    0.10097E+00   -0.55795E+02
   673    0.17036E+04    0.35462E+02    0.10104E+00   -0.57386E+02
   674    0.17044E+04    0.35509E+02    0.10111E+00   -0.58974E+02
   675    0.17054E+04    0.35550E+02    0.10118E+00   -0.60557E+02
   676    0.17065E+04    0.35586E+02    0.10125E+00   -0.62134E+02
   677    0.17078E+04    0.35616E+02    0.10132E+00   -0.63705E+02
   678    0.17094E+04    0.35640E+02    0.10139E+00   -0.65270E+02
   679    0.17110E+04    0.35659E+02    0.10146E+00   -0.66827E+02
   680    0.17130E+04    0.35672E+02    0.10154E+00   -0.68376E+02
   681    0.17150E+04    0.35680E+02    0.10161E+00   -0.69915E+02
   682    0.17173E+04    0.35681E+02    0.10169E+00   -0.71445E+02
   683    0.17197E+04    0.35678E+02    0.10177E+00   -0.72967E+02
   684    0.17223E+04    0.35667E+02    0.10185E+00   -0.74477E+02
   685    0.17249E+04    0.35651E+02    0.10193E+00   -0.75976E+02
   686    0.17278E+04    0.35630E+02    0.10201E+00   -0.77455E+02
   687    0.17309E+04    0.35604E+02    0.10209E+00   -0.78925E+02
   688    0.17341E+04    0.35571E+02    0.10217E+00   -0.80384E+02
   689    0.17375E+04    0.35532E+02    0.10226E+00   -0.81824E+02
   690    0.17410E+04    0.35489E+02    0.10234E+00   -0.83254E+02
   691    0.17447E+04    0.35439E+02    0.10243E+00   -0.84665E+02
   692    0.17486E+04    0.35384E+02    0.10252E+00   -0.86058E+02
   693    0.17526E+04    0.35324E+02    0.10261E+00   -0.87440E+02
   694    0.17567E+04    0.35258E+02    0.10270E+00   -0.88797E+02
   695    0.17610E+04    0.35187E+02    0.10279E+00   -0.90136E+02
   696    0.17655E+04    0.35111E+02    0.10288E+00   -0.91471E+02
   697    0.17701E+04    0.35029E+02    0.10298E+00   -0.92774E+02
   698    0.17748E+04    0.34941E+02    0.10308E+00   -0.94058E+02
   699    0.17796E+04    0.34848E+02    0.10317E+00   -0.95318E+02
   700    0.17847E+04    0.34750E+02    0.10327E+00   -0.96559E+02
   701    0.17898E+04    0.34646E+02    0.10337E+00   -0.97783E+02
   702    0.17951E+04    0.34539E+02    0.10347E+00   -0.98975E+02
   703    0.18005E+04    0.34425E+02    0.10358E+00   -0.10016E+03
   704    0.18060E+04    0.34307E+02    0.10368E+00   -0.10131E+03
   705    0.18115E+04    0.34183E+02    0.10379E+00   -0.10244E+03
   706    0.18173E+04    0.34055E+02    0.10390E+00   -0.10355E+03
   707    0.18230E+04    0.33922E+02    0.10400E+00   -0.10463E+03
   708    0.18291E+04    0.33784E+02    0.10411E+00   -0.10567E+03
   709    0.18351E+04    0.33642E+02    0.10423E+00   -0.10671E+03
   710    0.18413E+04    0.33494E+02    0.10434E+00   -0.10771E+03
   711    0.18476E+04    0.33342E+02    0.10445E+00   -0.10869E+03
   712    0.18540E+04    0.33186E+02    0.10457E+00   -0.10964E+03
   713    0.18605E+04    0.33025E+02    0.10469E+00   -0.11056E+03
   714    0.18670E+04    0.32860E+02    0.10480E+00   -0.11146E+03
   715    0.18736E+04    0.32690E+02    0.10492E+00   -0.11233E+03
   716    0.18804E+04    0.32516E+02    0.10505E+00   -0.11317E+03
   717    0.18872E+04    0.32339E+02    0.10517E+00   -0.11397E+03
   718    0.18941E+04    0.32157E+02    0.10529E+00   -0.11476E+03
   719    0.19011E+04    0.31970E+02    0.10542E+00   -0.11550E+03
   720    0.19080E+04    0.31780E+02    0.10554E+00   -0.11623E+03
   721    0.19153E+04    0.31587E+02    0.10567E+00   -0.11692E+03
   722    0.19224E+04    0.31389E+02    0.10580E+00   -0.11757E+03
   723    0.19296E+04    0.31189E+02    0.10593E+00   -0.11820E+03
   724    0.19369E+04    0.30984E+02    0.10606E+00   -0.11880E+03
   725    0.19442E+04    0.30777E+02    0.10620E+00   -0.11937E+03
   726    0.19517E+04    0.30568E+02    0.10633E+00   -0.11990E+03
   727    0.19591E+04    0.30354E+02    0.10646E+00   -0.12041E+03
   728    0.19665E+04    0.30136E+02    0.10660E+00   -0.12088E+03
   729    0.19740E+04    0.29916E+02    0.10674E+00   -0.12132E+03
   730    0.19815E+04    0.29693E+02    0.10688E+00   -0.12173E+03
   731    0.19892E+04    0.29466E+02    0.10702E+00   -0.12210E+03
   732    0.19967E+04    0.29239E+02    0.10716E+00   -0.12244E+03
   733    0.20044E+04    0.29007E+02    0.10730E+00   -0.12275E+03
   734    0.20121E+04    0.28774E+02    0.10744E+00   -0.12302E+03
   735    0.20198E+04    0.28537E+02    0.10759E+00   -0.12327E+03
   736    0.20274E+04    0.28299E+02    0.10773E+00   -0.12347E+03
   737    0.20351E+04    0.28059E+02    0.10788E+00   -0.12365E+03
   738    0.20427E+04    0.27817E+02    0.10802E+00   -0.12378E+03
   739    0.20503E+04    0.27573E+02    0.10817E+00   -0.12388E+03
   740    0.20580E+04    0.27327E+02    0.10832E+00   -0.12396E+03
   741    0.20656E+04    0.27078E+02    0.10847E+00   -0.12400E+03
   742    0.20733E+04    0.26831E+02    0.10862E+00   -0.12400E+03
   743    0.20809E+04    0.26582E+02    0.10877E+00   -0.12397E+03
   744    0.20886E+04    0.26331E+02    0.10892E+00   -0.12390E+03
   745    0.20961E+04    0.26079E+02    0.10908E+00   -0.12382E+03
   746    0.21036E+04    0.25826E+02    0.10923E+00   -0.12367E+03
   747    0.21110E+04    0.25572E+02    0.10939E+00   -0.12351E+03
   748    0.21185E+04    0.25318E+02    0.10954E+00   -0.12331E+03
   749    0.21260E+04    0.25061E+02    0.10970E+00   -0.12308E+03
   750    0.21333E+04    0.24805E+02    0.10985E+00   -0.12282E+03
   751    0.21406E+04    0.24549E+02    0.11001E+00   -0.12252E+03
   752    0.21479E+04    0.24293E+02    0.11017E+00   -0.12218E+03
   753    0.21551E+04    0.24036E+02    0.11033E+00   -0.12182E+03
   754    0.21622E+04    0.23780E+02    0.11049E+00   -0.12141E+03
   755    0.21694E+04    0.23523E+02    0.11065E+00   -0.12098E+03
   756    0.21763E+04    0.23266E+02    0.11081E+00   -0.12051E+03
   757    0.21833E+04    0.23011E+02    0.11097E+00   -0.12001E+03
   758    0.21901E+04    0.22755E+02    0.11113E+00   -0.11947E+03
   759    0.21969E+04    0.22500E+02    0.11129E+00   -0.11891E+03
   760    0.22036E+04    0.22245E+02    0.11145E+00   -0.11831E+03
   761    0.22102E+04    0.21992E+02    0.11161E+00   -0.11769E+03
   762    0.22168E+04    0.21739E+02    0.11177E+00   -0.11703E+03
   763    0.22232E+04    0.21488E+02    0.11194E+00   -0.11633E+03
   764    0.22296E+04    0.21237E+02    0.11210E+00   -0.11561E+03
   765    0.22358E+04    0.20987E+02    0.11226E+00   -0.11486E+03
   766    0.22419E+04    0.20739E+02    0.11242E+00   -0.11407E+03
   767    0.22480E+04    0.20493E+02    0.11259E+00   -0.11326E+03
   768    0.22539E+04    0.20248E+02    0.11275E+00   -0.11241E+03
   769    0.22597E+04    0.20004E+02    0.11291E+00   -0.11154E+03
   770    0.22654E+04    0.19763E+02    0.11308E+00   -0.11063E+03
   771    0.22710E+04    0.19523E+02    0.11324E+00   -0.10970E+03
   772    0.22764E+04    0.19285E+02    0.11340E+00   -0.10873E+03
   773    0.22818E+04    0.19050E+02    0.11357E+00   -0.10774E+03
   774    0.22869E+04    0.18817E+02    0.11373E+00   -0.10672E+03
   775    0.22921E+04    0.18586E+02    0.11389E+00   -0.10568E+03
   776    0.22970E+04    0.18358E+02    0.11405E+00   -0.10461E+03
   777    0.23018E+04    0.18132E+02    0.11422E+00   -0.10351E+03
   778    0.23066E+04    0.17909E+02    0.11438E+00   -0.10238E+03
   779    0.23111E+04    0.17688E+02    0.11454E+00   -0.10123E+03
   780    0.23155E+04    0.17470E+02    0.11470E+00   -0.10005E+03
   781    0.23198E+04    0.17256E+02    0.11486E+00   -0.98853E+02
   782    0.23239E+04    0.17044E+02    0.11502E+00   -0.97642E+02
   783    0.23278E+04    0.16836E+02    0.11518E+00   -0.96392E+02
   784    0.23317E+04    0.16631E+02    0.11534E+00   -0.95118E+02
   785    0.23353E+04    0.16429E+02    0.11550E+00   -0.93829E+02
