#    L    TT             EE             BB             TE          
   786    0.23389E+04    0.16230E+02    0.11565E+00   -0.92494E+02
   787    0.23422E+04    0.16036E+02    0.11581E+00   -0.91151E+02
   788    0.23453E+04    0.15844E+02    0.11597E+00   -0.89792E+02
   789    0.23484E+04    0.15655E+02    0.11612E+00   -0.88418E+02
   790    0.23513E+04    0.15473E+02    0.11628E+00   -0.87013E+02
   791    0.23540E+04    0.15292E+02    0.11643E+00   -0.85584E+02
   792    0.23566E+04    0.15117E+02    0.11658E+00   -0.84148E+02
   793    0.23589E+04    0.14947E+02    0.11674E+00   -0.82681E+02
   794    0.23611E+04    0.14780E+02    0.11689E+00   -0.81206E+02
   795    0.23631E+04    0.14617E+02    0.11704E+00   -0.79709E+02
   796    0.23650E+04    0.14460E+02    0.11719E+00   -0.78203E+02
   797    0.23667E+04    0.14305E+02    0.11734E+00   -0.76675E+02
   798    0.23681E+04    0.14156E+02    0.11748E+00   -0.75139E+02
   799    0.23695E+04    0.14012E+02    0.11763E+00   -0.73587E+02
   800    0.23707E+04    0.13872E+02    0.11777E+00   -0.72020E+02
   801    0.23717E+04    0.13737E+02    0.11792E+00   -0.70446E+02
   802    0.23723E+04    0.13607E+02    0.11806E+00   -0.68841E+02
   803    0.23730E+04    0.13480E+02    0.11820E+00   -0.67244E+02
   804    0.23734E+04    0.13360E+02    0.11834E+00   -0.65624E+02
   805    0.23738E+04    0.13244E+02    0.11848E+00   -0.63995E+02
   806    0.23738E+04    0.13133E+02    0.11861E+00   -0.62359E+02
   807    0.23737E+04    0.13028E+02    0.11875E+00   -0.60714E+02
   808    0.23733E+04    0.12928E+02    0.11888E+00   -0.59054E+02
   809    0.23729E+04    0.12833E+02    0.11901E+00   -0.57394E+02
   810    0.23722E+04    0.12743E+02    0.11915E+00   -0.55717E+02
   811    0.23712E+04    0.12658E+02    0.11927E+00   -0.54033E+02
   812    0.23702E+04    0.12580E+02    0.11940E+00   -0.52345E+02
   813    0.23689E+04    0.12505E+02    0.11953E+00   -0.50654E+02
   814    0.23676E+04    0.12437E+02    0.11965E+00   -0.48956E+02
   815    0.23660E+04    0.12374E+02    0.11978E+00   -0.47254E+02
   816    0.23641E+04    0.12316E+02    0.11990E+00   -0.45548E+02
   817    0.23621E+04    0.12264E+02    0.12002E+00   -0.43838E+02
   818    0.23601E+04    0.12218E+02    0.12013E+00   -0.42125E+02
   819    0.23577E+04    0.12176E+02    0.12025E+00   -0.40411E+02
   820    0.23552E+04    0.12141E+02    0.12036E+00   -0.38693E+02
   821    0.23525E+04    0.12110E+02    0.12048E+00   -0.36977E+02
   822    0.23496E+04    0.12086E+02    0.12059E+00   -0.35259E+02
   823    0.23466E+04    0.12067E+02    0.12070E+00   -0.33541E+02
   824    0.23432E+04    0.12054E+02    0.12080E+00   -0.31824E+02
   825    0.23398E+04    0.12045E+02    0.12091E+00   -0.30109E+02
   826    0.23361E+04    0.12044E+02    0.12101E+00   -0.28396E+02
   827    0.23323E+04    0.12047E+02    0.12111E+00   -0.26687E+02
   828    0.23283E+04    0.12057E+02    0.12121E+00   -0.24980E+02
   829    0.23242E+04    0.12072E+02    0.12131E+00   -0.23279E+02
   830    0.23198E+04    0.12093E+02    0.12141E+00   -0.21583E+02
   831    0.23153E+04    0.12119E+02    0.12150E+00   -0.19893E+02
   832    0.23106E+04    0.12150E+02    0.12159E+00   -0.18209E+02
   833    0.23058E+04    0.12188E+02    0.12168E+00   -0.16533E+02
   834    0.23007E+04    0.12230E+02    0.12177E+00   -0.14863E+02
   835    0.22956E+04    0.12279E+02    0.12185E+00   -0.13202E+02
   836    0.22901E+04    0.12333E+02    0.12194E+00   -0.11549E+02
   837    0.22846E+04    0.12392E+02    0.12202E+00   -0.99064E+01
   838    0.22789E+04    0.12457E+02    0.12210E+00   -0.82731E+01
   839    0.22729E+04    0.12528E+02    0.12218E+00   -0.66495E+01
   840    0.22668E+04    0.12605E+02    0.12225E+00   -0.50376E+01
   841    0.22606E+04    0.12686E+02    0.12233E+00   -0.34388E+01
   842    0.22542E+04    0.12772E+02    0.12240E+00   -0.18502E+01
   843    0.22477E+04    0.12864E+02    0.12247E+00   -0.27757E+00
   844    0.22409E+04    0.12962E+02    0.12253E+00    0.12829E+01
   845    0.22341E+04    0.13064E+02    0.12260E+00    0.28282E+01
   846    0.22272E+04    0.13173E+02    0.12266E+00    0.43581E+01
   847    0.22201E+04    0.13285E+02    0.12272E+00    0.58728E+01
   848    0.22129E+04    0.13403E+02    0.12278E+00    0.73705E+01
   849    0.22054E+04    0.13526E+02    0.12283E+00    0.88519E+01
   850    0.21979E+04    0.13655E+02    0.12289E+00    0.10316E+02
   851    0.21902E+04    0.13788E+02    0.12294E+00    0.11762E+02
   852    0.21824E+04    0.13927E+02    0.12299E+00    0.13190E+02
   853    0.21744E+04    0.14070E+02    0.12304E+00    0.14600E+02
   854    0.21663E+04    0.14219E+02    0.12308E+00    0.15989E+02
   855    0.21580E+04    0.14372E+02    0.12312E+00    0.17360E+02
   856    0.21497E+04    0.14529E+02    0.12316E+00    0.18711E+02
   857    0.21411E+04    0.14691E+02    0.12320E+00    0.20040E+02
   858    0.21325E+04    0.14859E+02    0.12324E+00    0.21348E+02
   859    0.21237E+04    0.15029E+02    0.12327E+00    0.22637E+02
   860    0.21149E+04    0.15205E+02    0.12330E+00    0.23903E+02
   861    0.21059E+04    0.15385E+02    0.12333E+00    0.25146E+02
   862    0.20968E+04    0.15569E+02    0.12336E+00    0.26367E+02
   863    0.20876E+04    0.15758E+02    0.12339E+00    0.27565E+02
   864    0.20783E+04    0.15951E+02    0.12341E+00    0.28740E+02
   865    0.20687E+04    0.16147E+02    0.12343E+00    0.29889E+02
   866    0.20594E+04    0.16348E+02    0.12345E+00    0.31015E+02
   867    0.20498E+04    0.16554E+02    0.12347E+00    0.32116E+02
   868    0.20401E+04    0.16762E+02    0.12348E+00    0.33193E+02
   869    0.20303E+04    0.16975E+02    0.12350E+00    0.34245E+02
   870    0.20203E+04    0.17191E+02    0.12351E+00    0.35271E+02
   871    0.20104E+04    0.17410E+02    0.12351E+00    0.36271E+02
   872    0.20003E+04    0.17634E+02    0.12352E+00    0.37246E+02
   873    0.19902E+04    0.17860E+02    0.12352E+00    0.38193E+02
   874    0.19799E+04    0.18091E+02    0.12353E+00    0.39114E+02
   875    0.19696E+04    0.18323E+02    0.12353E+00    0.40009E+02
   876    0.19592E+04    0.18560E+02    0.12353E+00    0.40877E+02
   877    0.19488E+04    0.18799E+02    0.12352E+00    0.41717E+02
   878    0.19382E+04    0.19041E+02    0.12352E+00    0.42530E+02
   879    0.19277E+04    0.19286E+02    0.12351E+00    0.43315E+02
   880    0.19171E+04    0.19534E+02    0.12350E+00    0.44073E+02
   881    0.19064E+04    0.19783E+02    0.12349E+00    0.44801E+02
   882    0.18956E+04    0.20036E+02    0.12347E+00    0.45501E+02
   883    0.18849E+04    0.20292E+02    0.12346E+00    0.46171E+02
   884    0.18740E+04    0.20548E+02    0.12344E+00    0.46815E+02
   885    0.18631E+04    0.20808E+02    0.12342E+00    0.47428E+02
   886    0.18522E+04    0.21070E+02    0.12340E+00    0.48012E+02
   887    0.18412E+04    0.21332E+02    0.12338E+00    0.48566E+02
   888    0.18303E+04    0.21598E+02    0.12336E+00    0.49092E+02
   889    0.18191E+04    0.21864E+02    0.12333E+00    0.49587E+02
   890    0.18080E+04    0.22133E+02    0.12330E+00    0.50052E+02
   891    0.17970E+04    0.22403E+02    0.12327E+00    0.50488E+02
   892    0.17859E+04    0.22674E+02    0.12324E+00    0.50895E+02
   893    0.17747E+04    0.22947E+02    0.12321E+00    0.51272E+02
   894    0.17637E+04    0.23221E+02    0.12318E+00    0.51618E+02
   895    0.17525E+04    0.23495E+02    0.12314E+00    0.51937E+02
   896    0.17413E+04    0.23770E+02    0.12311E+00    0.52224E+02
   897    0.17301E+04    0.24047E+02    0.12307E+00    0.52482E+02
   898    0.17190E+04    0.24324E+02    0.12303E+00    0.52711E+02
   899    0.17079E+04    0.24601E+02    0.12299E+00    0.52908E+02
   900    0.16967E+04    0.24879E+02    0.12294E+00    0.53077E+02
   901    0.16856E+04    0.25156E+02    0.12290E+00    0.53216E+02
   902    0.16745E+04    0.25434E+02    0.12286E+00    0.53326E+02
   903    0.16633E+04    0.25712E+02    0.12281E+00    0.53405E+02
   904    0.16523E+04    0.25990E+02    0.12276E+00    0.53454E+02
   905    0.16412E+04    0.26268E+02    0.12271E+00    0.53474E+02
   906    0.16301E+04    0.26545E+02    0.12266E+00    0.53464E+02
   907    0.16191E+04    0.26822E+02    0.12261E+00    0.53424E+02
   908    0.16082E+04    0.27098E+02    0.12256E+00    0.53356E+02
   909    0.15973E+04    0.27374E+02    0.12251E+00    0.53258E+02
   910    0.15864E+04    0.27650E+02    0.12245E+00    0.53131E+02
   911    0.15755E+04    0.27923E+02    0.12240E+00    0.52975E+02
   912    0.15646E+04    0.28197E+02    0.12234E+00    0.52790E+02
   913    0.15536E+04    0.28469E+02    0.12228E+00    0.52577E+02
   914    0.15429E+04    0.28740E+02    0.12223E+00    0.52336E+02
   915    0.15322E+04    0.29010E+02    0.12217E+00    0.52067E+02
   916    0.15216E+04    0.29278E+02    0.12211E+00    0.51769E+02
   917    0.15109E+04    0.29545E+02    0.12205E+00    0.51445E+02
   918    0.15004E+04    0.29811E+02    0.12198E+00    0.51092E+02
   919    0.14899E+04    0.30074E+02    0.12192E+00    0.50712E+02
   920    0.14795E+04    0.30336E+02    0.12186E+00    0.50305E+02
   921    0.14692E+04    0.30597E+02    0.12180E+00    0.49871E+02
   922    0.14588E+04    0.30855E+02    0.12173E+00    0.49411E+02
   923    0.14486E+04    0.31110E+02    0.12167E+00    0.48924E+02
   924    0.14384E+04    0.31364E+02    0.12160E+00    0.48412E+02
   925    0.14284E+04    0.31615E+02    0.12154E+00    0.47873E+02
   926    0.14183E+04    0.31865E+02    0.12147E+00    0.47311E+02
   927    0.14084E+04    0.32111E+02    0.12140E+00    0.46722E+02
   928    0.13986E+04    0.32356E+02    0.12134E+00    0.46109E+02
   929    0.13888E+04    0.32597E+02    0.12127E+00    0.45473E+02
   930    0.13791E+04    0.32835E+02    0.12120E+00    0.44812E+02
   931    0.13695E+04    0.33071E+02    0.12113E+00    0.44128E+02
   932    0.13600E+04    0.33303E+02    0.12106E+00    0.43421E+02
   933    0.13506E+04    0.33532E+02    0.12100E+00    0.42691E+02
   934    0.13413E+04    0.33760E+02    0.12093E+00    0.41940E+02
   935    0.13321E+04    0.33982E+02    0.12086E+00    0.41166E+02
   936    0.13230E+04    0.34202E+02    0.12079E+00    0.40371E+02
   937    0.13140E+04    0.34418E+02    0.12072E+00    0.39555E+02
   938    0.13051E+04    0.34631E+02    0.12065E+00    0.38718E+02
   939    0.12963E+04    0.34840E+02    0.12058E+00    0.37861E+02
   940    0.12876E+04    0.35045E+02    0.12051E+00    0.36984E+02
   941    0.12790E+04    0.35247E+02    0.12044E+00    0.36087E+02
   942    0.12704E+04    0.35444E+02    0.12037E+00    0.35172E+02
   943    0.12622E+04    0.35637E+02    0.12030E+00    0.34239E+02
   944    0.12539E+04    0.35827E+02    0.12023E+00    0.33287E+02
   945    0.12458E+04    0.36011E+02    0.12016E+00    0.32318E+02
   946    0.12378E+04    0.36192E+02    0.12010E+00    0.31332E+02
   947    0.12299E+04    0.36369E+02    0.12003E+00    0.30331E+02
   948    0.12220E+04    0.36542E+02    0.11996E+00    0.29313E+02
   949    0.12144E+04    0.36709E+02    0.11989E+00    0.28280E+02
   950    0.12068E+04    0.36872E+02    0.11982E+00    0.27232E+02
   951    0.11994E+04    0.37031E+02    0.11976E+00    0.26170E+02
   952    0.11922E+04    0.37186E+02    0.11969E+00    0.25095E+02
   953    0.11850E+04    0.37334E+02    0.11962E+00    0.24005E+02
   954    0.11779E+04    0.37479E+02    0.11956E+00    0.22904E+02
   955    0.11710E+04    0.37619E+02    0.11949E+00    0.21789E+02
   956    0.11641E+04    0.37754E+02    0.11943E+00    0.20662E+02
   957    0.11575E+04    0.37883E+02    0.11936E+00    0.19524E+02
   958    0.11509E+04    0.38007E+02    0.11930E+00    0.18374E+02
   959    0.11446E+04    0.38127E+02    0.11924E+00    0.17213E+02
   960    0.11383E+04    0.38242E+02    0.11918E+00    0.16043E+02
   961    0.11321E+04    0.38351E+02    0.11911E+00    0.14863E+02
   962    0.11262E+04    0.38456E+02    0.11905E+00    0.13674E+02
   963    0.11203E+04    0.38556E+02    0.11899E+00    0.12477E+02
   964    0.11146E+04    0.38649E+02    0.11893E+00    0.11272E+02
   965    0.11090E+04    0.38739E+02    0.11888E+00    0.10059E+02
   966    0.11035E+04    0.38823E+02    0.11882E+00    0.88386E+01
   967    0.10981E+04    0.38902E+02    0.11876E+00    0.76119E+01
   968    0.10929E+04    0.38974E+02    0.11871E+00    0.63790E+01
   969    0.10879E+04    0.39042E+02    0.11865E+00    0.51414E+01
   970    0.10830E+04    0.39105E+02    0.11860E+00    0.38975E+01
   971    0.10781E+04    0.39162E+02    0.11854E+00    0.26494E+01
   972    0.10734E+04    0.39214E+02    0.11849E+00    0.13978E+01
   973    0.10688E+04    0.39260E+02    0.11844E+00    0.14195E+00
   974    0.10645E+04    0.39301E+02    0.11839E+00   -0.11176E+01
   975    0.10602E+04    0.39337E+02    0.11834E+00   -0.23786E+01
   976    0.10561E+04    0.39366E+02    0.11829E+00   -0.36419E+01
   977    0.10521E+04    0.39391E+02    0.11825E+00   -0.49061E+01
   978    0.10482E+04    0.39410E+02    0.11820E+00   -0.61714E+01
   979    0.10445E+04    0.39424E+02    0.11816E+00   -0.74366E+01
   980    0.10409E+04    0.39433E+02    0.11811E+00   -0.87019E+01
   981    0.10375E+04    0.39435E+02    0.11807E+00   -0.99667E+01
   982    0.10341E+04    0.39433E+02    0.11803E+00   -0.11230E+02
   983    0.10310E+04    0.39425E+02    0.11799E+00   -0.12492E+02
   984    0.10279E+04    0.39410E+02    0.11795E+00   -0.13751E+02
   985    0.10250E+04    0.39392E+02    0.11791E+00   -0.15008E+02
   986    0.10221E+04    0.39367E+02    0.11787E+00   -0.16262E+02
   987    0.10194E+04    0.39337E+02    0.11784E+00   -0.17512E+02
   988    0.10168E+04    0.39303E+02    0.11781E+00   -0.18757E+02
   989    0.10144E+04    0.39263E+02    0.11777E+00   -0.19997E+02
   990    0.10121E+04    0.39220E+02    0.11774E+00   -0.21233E+02
   991    0.10100E+04    0.39169E+02    0.11771E+00   -0.22463E+02
   992    0.10079E+04    0.39113E+02    0.11768E+00   -0.23686E+02
   993    0.10059E+04    0.39052E+02    0.11765E+00   -0.24903E+02
   994    0.10041E+04    0.38986E+02    0.11763E+00   -0.26112E+02
   995    0.10025E+04    0.38915E+02    0.11760E+00   -0.27313E+02
   996    0.10010E+04    0.38837E+02    0.11758E+00   -0.28506E+02
   997    0.99951E+03    0.38757E+02    0.11755E+00   -0.29691E+02
   998    0.99818E+03    0.38670E+02    0.11753E+00   -0.30865E+02
   999    0.99697E+03    0.38578E+02    0.11751E+00   -0.32030E+02
  1000    0.99587E+03    0.38482E+02    0.11749E+00   -0.33185E+02
  1001    0.99490E+03    0.38381E+02    0.11747E+00   -0.34328E+02
  1002    0.99396E+03    0.38274E+02    0.11746E+00   -0.35460E+02
  1003    0.99322E+03    0.38164E+02    0.11744E+00   -0.36581E+02
  1004    0.99260E+03    0.38048E+02    0.11743E+00   -0.37690E+02
  1005    0.99216E+03    0.37927E+02    0.11742E+00   -0.38785E+02
  1006    0.99177E+03    0.37801E+02    0.11740E+00   -0.39869E+02
  1007    0.99142E+03    0.37671E+02    0.11739E+00   -0.40939E+02
  1008    0.99097E+03    0.37536E+02    0.11738E+00   -0.41995E+02
  1009    0.99085E+03    0.37396E+02    0.11738E+00   -0.43037E+02
  1010    0.99085E+03    0.37253E+02    0.11737E+00   -0.44066E+02
  1011    0.99089E+03    0.37106E+02    0.11737E+00   -0.45079E+02
  1012    0.99105E+03    0.36954E+02    0.11736E+00   -0.46080E+02
  1013    0.99133E+03    0.36798E+02    0.11736E+00   -0.47063E+02
  1014    0.99172E+03    0.36638E+02    0.11736E+00   -0.48033E+02
  1015    0.99208E+03    0.36474E+02    0.11736E+00   -0.48986E+02
  1016    0.99264E+03    0.36305E+02    0.11736E+00   -0.49923E+02
  1017    0.99331E+03    0.36133E+02    0.11736E+00   -0.50845E+02
  1018    0.99402E+03    0.35956E+02    0.11737E+00   -0.51749E+02
  1019    0.99477E+03    0.35777E+02    0.11737E+00   -0.52638E+02
  1020    0.99571E+03    0.35591E+02    0.11738E+00   -0.53509E+02
  1021    0.99670E+03    0.35403E+02    0.11738E+00   -0.54363E+02
  1022    0.99773E+03    0.35212E+02    0.11739E+00   -0.55200E+02
  1023    0.99888E+03    0.35016E+02    0.11740E+00   -0.56016E+02
  1024    0.10001E+04    0.34817E+02    0.11741E+00   -0.56816E+02
  1025    0.10013E+04    0.34616E+02    0.11743E+00   -0.57594E+02
  1026    0.10029E+04    0.34410E+02    0.11744E+00   -0.58355E+02
  1027    0.10043E+04    0.34202E+02    0.11745E+00   -0.59098E+02
  1028    0.10057E+04    0.33991E+02    0.11747E+00   -0.59820E+02
  1029    0.10072E+04    0.33776E+02    0.11749E+00   -0.60524E+02
  1030    0.10088E+04    0.33559E+02    0.11750E+00   -0.61207E+02
  1031    0.10103E+04    0.33339E+02    0.11752E+00   -0.61870E+02
  1032    0.10121E+04    0.33115E+02    0.11754E+00   -0.62516E+02
  1033    0.10138E+04    0.32889E+02    0.11756E+00   -0.63142E+02
  1034    0.10157E+04    0.32662E+02    0.11758E+00   -0.63746E+02
  1035    0.10176E+04    0.32431E+02    0.11761E+00   -0.64331E+02
  1036    0.10195E+04    0.32197E+02    0.11763E+00   -0.64896E+02
  1037    0.10215E+04    0.31962E+02    0.11766E+00   -0.65440E+02
  1038    0.10236E+04    0.31726E+02    0.11768E+00   -0.65964E+02
  1039    0.10257E+04    0.31486E+02    0.11771E+00   -0.66464E+02
  1040    0.10277E+04    0.31244E+02    0.11774E+00   -0.66945E+02
  1041    0.10300E+04    0.31002E+02    0.11777E+00   -0.67403E+02
  1042    0.10322E+04    0.30756E+02    0.11779E+00   -0.67841E+02
  1043    0.10344E+04    0.30510E+02    0.11783E+00   -0.68256E+02
  1044    0.10367E+04    0.30261E+02    0.11786E+00   -0.68651E+02
  1045    0.10390E+04    0.30013E+02    0.11789E+00   -0.69026E+02
  1046    0.10414E+04    0.29762E+02    0.11792E+00   -0.69375E+02
  1047    0.10438E+04    0.29509E+02    0.11795E+00   -0.69712E+02
  1048    0.10461E+04    0.29256E+02    0.11799E+00   -0.70022E+02
  1049    0.10485E+04    0.29002E+02    0.11802E+00   -0.70305E+02
  1050    0.10509E+04    0.28747E+02    0.11806E+00   -0.70570E+02
  1051    0.10534E+04    0.28491E+02    0.11809E+00   -0.70816E+02
  1052    0.10558E+04    0.28234E+02    0.11813E+00   -0.71035E+02
  1053    0.10582E+04    0.27976E+02    0.11817E+00   -0.71236E+02
  1054    0.10607E+04    0.27719E+02    0.11821E+00   -0.71418E+02
  1055    0.10631E+04    0.27461E+02    0.11825E+00   -0.71575E+02
  1056    0.10655E+04    0.27203E+02    0.11828E+00   -0.71713E+02
  1057    0.10680E+04    0.26944E+02    0.11832E+00   -0.71825E+02
  1058    0.10707E+04    0.26686E+02    0.11836E+00   -0.71920E+02
  1059    0.10732E+04    0.26427E+02    0.11840E+00   -0.71989E+02
  1060    0.10757E+04    0.26168E+02    0.11844E+00   -0.72040E+02
  1061    0.10782E+04    0.25911E+02    0.11849E+00   -0.72065E+02
  1062    0.10807E+04    0.25653E+02    0.11853E+00   -0.72073E+02
  1063    0.10831E+04    0.25395E+02    0.11857E+00   -0.72056E+02
  1064    0.10856E+04    0.25138E+02    0.11861E+00   -0.72029E+02
  1065    0.10881E+04    0.24881E+02    0.11865E+00   -0.71976E+02
  1066    0.10904E+04    0.24625E+02    0.11869E+00   -0.71899E+02
  1067    0.10930E+04    0.24369E+02    0.11874E+00   -0.71797E+02
  1068    0.10954E+04    0.24115E+02    0.11878E+00   -0.71678E+02
  1069    0.10978E+04    0.23862E+02    0.11882E+00   -0.71550E+02
  1070    0.11002E+04    0.23608E+02    0.11886E+00   -0.71396E+02
  1071    0.11025E+04    0.23357E+02    0.11891E+00   -0.71219E+02
  1072    0.11049E+04    0.23107E+02    0.11895E+00   -0.71017E+02
  1073    0.11073E+04    0.22858E+02    0.11899E+00   -0.70798E+02
  1074    0.11095E+04    0.22610E+02    0.11904E+00   -0.70562E+02
  1075    0.11118E+04    0.22363E+02    0.11908E+00   -0.70310E+02
  1076    0.11140E+04    0.22118E+02    0.11912E+00   -0.70033E+02
  1077    0.11163E+04    0.21875E+02    0.11916E+00   -0.69747E+02
  1078    0.11184E+04    0.21634E+02    0.11921E+00   -0.69423E+02
  1079    0.11205E+04    0.21394E+02    0.11925E+00   -0.69097E+02
  1080    0.11227E+04    0.21156E+02    0.11929E+00   -0.68755E+02
  1081    0.11247E+04    0.20921E+02    0.11933E+00   -0.68389E+02
  1082    0.11267E+04    0.20687E+02    0.11937E+00   -0.68006E+02
  1083    0.11287E+04    0.20455E+02    0.11942E+00   -0.67608E+02
  1084    0.11306E+04    0.20226E+02    0.11946E+00   -0.67193E+02
  1085    0.11325E+04    0.19999E+02    0.11950E+00   -0.66755E+02
  1086    0.11344E+04    0.19775E+02    0.11954E+00   -0.66316E+02
  1087    0.11362E+04    0.19553E+02    0.11958E+00   -0.65838E+02
  1088    0.11379E+04    0.19333E+02    0.11962E+00   -0.65359E+02
  1089    0.11397E+04    0.19116E+02    0.11966E+00   -0.64857E+02
  1090    0.11413E+04    0.18902E+02    0.11970E+00   -0.64354E+02
  1091    0.11429E+04    0.18690E+02    0.11973E+00   -0.63821E+02
  1092    0.11445E+04    0.18481E+02    0.11977E+00   -0.63279E+02
  1093    0.11460E+04    0.18276E+02    0.11981E+00   -0.62721E+02
  1094    0.11473E+04    0.18073E+02    0.11984E+00   -0.62155E+02
  1095    0.11488E+04    0.17875E+02    0.11988E+00   -0.61582E+02
  1096    0.11501E+04    0.17678E+02    0.11992E+00   -0.60985E+02
  1097    0.11513E+04    0.17484E+02    0.11995E+00   -0.60372E+02
  1098    0.11526E+04    0.17295E+02    0.11998E+00   -0.59751E+02
  1099    0.11537E+04    0.17109E+02    0.12002E+00   -0.59123E+02
  1100    0.11548E+04    0.16927E+02    0.12005E+00   -0.58479E+02
  1101    0.11558E+04    0.16748E+02    0.12008E+00   -0.57825E+02
  1102    0.11569E+04    0.16573E+02    0.12011E+00   -0.57158E+02
  1103    0.11578E+04    0.16401E+02    0.12014E+00   -0.56482E+02
  1104    0.11586E+04    0.16234E+02    0.12017E+00   -0.55794E+02
  1105    0.11593E+04    0.16070E+02    0.12020E+00   -0.55098E+02
  1106    0.11601E+04    0.15909E+02    0.12023E+00   -0.54391E+02
  1107    0.11607E+04    0.15752E+02    0.12026E+00   -0.53676E+02
  1108    0.11613E+04    0.15599E+02    0.12028E+00   -0.52951E+02
  1109    0.11617E+04    0.15447E+02    0.12031E+00   -0.52218E+02
  1110    0.11622E+04    0.15302E+02    0.12033E+00   -0.51477E+02
  1111    0.11624E+04    0.15161E+02    0.12035E+00   -0.50728E+02
  1112    0.11628E+04    0.15023E+02    0.12038E+00   -0.49972E+02
  1113    0.11630E+04    0.14891E+02    0.12040E+00   -0.49207E+02
  1114    0.11631E+04    0.14761E+02    0.12042E+00   -0.48436E+02
  1115    0.11632E+04    0.14636E+02    0.12044E+00   -0.47660E+02
  1116    0.11632E+04    0.14515E+02    0.12045E+00   -0.46877E+02
  1117    0.11631E+04    0.14398E+02    0.12047E+00   -0.46089E+02
  1118    0.11629E+04    0.14286E+02    0.12049E+00   -0.45294E+02
  1119    0.11628E+04    0.14177E+02    0.12050E+00   -0.44495E+02
  1120    0.11625E+04    0.14073E+02    0.12052E+00   -0.43692E+02
  1121    0.11621E+04    0.13974E+02    0.12053E+00   -0.42883E+02
  1122    0.11617E+04    0.13878E+02    0.12054E+00   -0.42071E+02
  1123    0.11611E+04    0.13787E+02    0.12055E+00   -0.41256E+02
  1124    0.11606E+04    0.13700E+02    0.12056E+00   -0.40438E+02
  1125    0.11599E+04    0.13617E+02    0.12056E+00   -0.39616E+02
  1126    0.11591E+04    0.13539E+02    0.12057E+00   -0.38792E+02
  1127    0.11583E+04    0.13464E+02    0.12057E+00   -0.37966E+02
  1128    0.11575E+04    0.13395E+02    0.12058E+00   -0.37140E+02
  1129    0.11565E+04    0.13330E+02    0.12058E+00   -0.36311E+02
  1130    0.11554E+04    0.13269E+02    0.12058E+00   -0.35482E+02
  1131    0.11544E+04    0.13213E+02    0.12058E+00   -0.34653E+02
  1132    0.11532E+04    0.13160E+02    0.12058E+00   -0.33823E+02
  1133    0.11519E+04    0.13113E+02    0.12057E+00   -0.32994E+02
  1134    0.11506E+04    0.13070E+02    0.12057E+00   -0.32166E+02
  1135    0.11492E+04    0.13030E+02    0.12056E+00   -0.31338E+02
  1136    0.11477E+04    0.12996E+02    0.12056E+00   -0.30514E+02
  1137    0.11462E+04    0.12966E+02    0.12055E+00   -0.29689E+02
  1138    0.11446E+04    0.12941E+02    0.12054E+00   -0.28868E+02
  1139    0.11430E+04    0.12918E+02    0.12053E+00   -0.28048E+02
  1140    0.11412E+04    0.12902E+02    0.12051E+00   -0.27233E+02
  1141    0.11394E+04    0.12888E+02    0.12050E+00   -0.26420E+02
  1142    0.11375E+04    0.12879E+02    0.12048E+00   -0.25611E+02
  1143    0.11356E+04    0.12875E+02    0.12046E+00   -0.24808E+02
  1144    0.11335E+04    0.12874E+02    0.12045E+00   -0.24008E+02
  1145    0.11314E+04    0.12878E+02    0.12042E+00   -0.23214E+02
  1146    0.11293E+04    0.12886E+02    0.12040E+00   -0.22424E+02
  1147    0.11271E+04    0.12899E+02    0.12038E+00   -0.21641E+02
  1148    0.11247E+04    0.12915E+02    0.12036E+00   -0.20863E+02
  1149    0.11224E+04    0.12935E+02    0.12033E+00   -0.20093E+02
  1150    0.11200E+04    0.12960E+02    0.12030E+00   -0.19329E+02
  1151    0.11176E+04    0.12988E+02    0.12027E+00   -0.18572E+02
  1152    0.11150E+04    0.13021E+02    0.12024E+00   -0.17823E+02
  1153    0.11125E+04    0.13058E+02    0.12021E+00   -0.17083E+02
  1154    0.11098E+04    0.13098E+02    0.12018E+00   -0.16349E+02
  1155    0.11071E+04    0.13143E+02    0.12014E+00   -0.15623E+02
  1156    0.11043E+04    0.13191E+02    0.12011E+00   -0.14907E+02
  1157    0.11015E+04    0.13243E+02    0.12007E+00   -0.14199E+02
  1158    0.10986E+04    0.13299E+02    0.12003E+00   -0.13501E+02
  1159    0.10957E+04    0.13358E+02    0.11999E+00   -0.12811E+02
  1160    0.10927E+04    0.13422E+02    0.11995E+00   -0.12132E+02
  1161    0.10897E+04    0.13489E+02    0.11990E+00   -0.11462E+02
  1162    0.10866E+04    0.13560E+02    0.11986E+00   -0.10803E+02
  1163    0.10834E+04    0.13634E+02    0.11981E+00   -0.10154E+02
  1164    0.10803E+04    0.13713E+02    0.11976E+00   -0.95155E+01
  1165    0.10770E+04    0.13794E+02    0.11971E+00   -0.88872E+01
  1166    0.10736E+04    0.13879E+02    0.11966E+00   -0.82705E+01
  1167    0.10703E+04    0.13967E+02    0.11961E+00   -0.76651E+01
  1168    0.10669E+04    0.14059E+02    0.11956E+00   -0.70704E+01
  1169    0.10636E+04    0.14154E+02    0.11950E+00   -0.64889E+01
  1170    0.10601E+04    0.14252E+02    0.11945E+00   -0.59177E+01
  1171    0.10566E+04    0.14353E+02    0.11939E+00   -0.53597E+01
  1172    0.10530E+04    0.14458E+02    0.11933E+00   -0.48138E+01
