#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.234817E+00   0.126896E+07   0.126487E+07   0.150172E+01  -0.750263E-01   0.358038E+05   0.126244E+07   0.126828E+07   0.126244E+07  -0.303251E-01   0.750820E+06   0.750756E+06   0.906568E-01
   0.239945E+00   0.124041E+07   0.123661E+07   0.140602E+01  -0.701146E-01   0.338058E+05   0.123407E+07   0.123977E+07   0.123407E+07  -0.296435E-01   0.733946E+06   0.733886E+06   0.843440E-01
   0.245073E+00   0.121142E+07   0.120785E+07   0.131623E+01  -0.657317E-01   0.319098E+05   0.120524E+07   0.121082E+07   0.120524E+07  -0.289510E-01   0.716805E+06   0.716747E+06   0.791945E-01
   0.250201E+00   0.118086E+07   0.117743E+07   0.123102E+01  -0.614332E-01   0.300803E+05   0.117484E+07   0.118028E+07   0.117484E+07  -0.282208E-01   0.698727E+06   0.698670E+06   0.752417E-01
   0.255329E+00   0.114862E+07   0.114525E+07   0.114980E+01  -0.573608E-01   0.283108E+05   0.114275E+07   0.114805E+07   0.114275E+07  -0.274500E-01   0.679646E+06   0.679591E+06   0.722886E-01
   0.260457E+00   0.111539E+07   0.111202E+07   0.107301E+01  -0.535101E-01   0.266152E+05   0.110967E+07   0.111482E+07   0.110967E+07  -0.266554E-01   0.659974E+06   0.659919E+06   0.699937E-01
   0.265586E+00   0.108225E+07   0.107886E+07   0.100131E+01  -0.499104E-01   0.250141E+05   0.107668E+07   0.108168E+07   0.107668E+07  -0.258629E-01   0.640354E+06   0.640300E+06   0.679759E-01
   0.270714E+00   0.105037E+07   0.104697E+07   0.935261E+00  -0.466913E-01   0.235274E+05   0.104494E+07   0.104980E+07   0.104494E+07  -0.251005E-01   0.621480E+06   0.621426E+06   0.659111E-01
   0.275842E+00   0.102076E+07   0.101738E+07   0.875490E+00  -0.436147E-01   0.221691E+05   0.101546E+07   0.102019E+07   0.101546E+07  -0.243925E-01   0.603951E+06   0.603899E+06   0.635982E-01
   0.280970E+00   0.994009E+06   0.990698E+06   0.821653E+00  -0.409938E-01   0.209419E+05   0.988851E+06   0.993453E+06   0.988851E+06  -0.237532E-01   0.588124E+06   0.588073E+06   0.609795E-01
   0.286098E+00   0.970153E+06   0.966947E+06   0.773397E+00  -0.386376E-01   0.198370E+05   0.965120E+06   0.969615E+06   0.965120E+06  -0.231831E-01   0.574012E+06   0.573962E+06   0.581214E-01
   0.291226E+00   0.948720E+06   0.945649E+06   0.729974E+00  -0.364109E-01   0.188353E+05   0.943806E+06   0.948204E+06   0.943806E+06  -0.226711E-01   0.561337E+06   0.561288E+06   0.551719E-01
   0.296354E+00   0.928973E+06   0.926047E+06   0.690418E+00  -0.342800E-01   0.179158E+05   0.924172E+06   0.928482E+06   0.924172E+06  -0.221995E-01   0.549661E+06   0.549614E+06   0.523073E-01
   0.301482E+00   0.910110E+06   0.907321E+06   0.653234E+00  -0.328120E-01   0.170569E+05   0.905418E+06   0.909642E+06   0.905418E+06  -0.217490E-01   0.538507E+06   0.538462E+06   0.496811E-01
   0.306610E+00   0.891426E+06   0.888750E+06   0.618819E+00  -0.308611E-01   0.162422E+05   0.886837E+06   0.890977E+06   0.886837E+06  -0.213027E-01   0.527458E+06   0.527414E+06   0.473880E-01
   0.311738E+00   0.872457E+06   0.869864E+06   0.586080E+00  -0.290311E-01   0.154605E+05   0.867968E+06   0.872022E+06   0.867968E+06  -0.208494E-01   0.516236E+06   0.516194E+06   0.454509E-01
   0.316866E+00   0.853075E+06   0.850535E+06   0.554286E+00  -0.278492E-01   0.147081E+05   0.848683E+06   0.852648E+06   0.848683E+06  -0.203862E-01   0.504767E+06   0.504725E+06   0.438280E-01
   0.321994E+00   0.833465E+06   0.830956E+06   0.524626E+00  -0.261525E-01   0.139862E+05   0.829167E+06   0.833044E+06   0.829167E+06  -0.199174E-01   0.493161E+06   0.493120E+06   0.424341E-01
   0.327123E+00   0.814005E+06   0.811515E+06   0.496563E+00  -0.246184E-01   0.132998E+05   0.809800E+06   0.813587E+06   0.809800E+06  -0.194522E-01   0.481643E+06   0.481602E+06   0.411667E-01
   0.332251E+00   0.795118E+06   0.792648E+06   0.470030E+00  -0.234598E-01   0.126534E+05   0.791002E+06   0.794703E+06   0.791002E+06  -0.190006E-01   0.470464E+06   0.470424E+06   0.399326E-01
   0.337379E+00   0.777161E+06   0.774719E+06   0.445478E+00  -0.223129E-01   0.120503E+05   0.773132E+06   0.776751E+06   0.773132E+06  -0.185714E-01   0.459836E+06   0.459797E+06   0.386672E-01
   0.342507E+00   0.760353E+06   0.757953E+06   0.422878E+00  -0.211920E-01   0.114910E+05   0.756408E+06   0.759950E+06   0.756408E+06  -0.181697E-01   0.449890E+06   0.449851E+06   0.373437E-01
   0.347635E+00   0.744740E+06   0.742396E+06   0.402073E+00  -0.201420E-01   0.109735E+05   0.740876E+06   0.744347E+06   0.740876E+06  -0.177966E-01   0.440652E+06   0.440615E+06   0.359710E-01
   0.352763E+00   0.730200E+06   0.727922E+06   0.382847E+00  -0.191786E-01   0.104936E+05   0.726413E+06   0.729818E+06   0.726413E+06  -0.174492E-01   0.432051E+06   0.432015E+06   0.345835E-01
   0.357891E+00   0.716494E+06   0.714288E+06   0.364970E+00  -0.182885E-01   0.100453E+05   0.712782E+06   0.716124E+06   0.712782E+06  -0.171217E-01   0.423944E+06   0.423909E+06   0.332274E-01
   0.363019E+00   0.703343E+06   0.701206E+06   0.348247E+00  -0.174249E-01   0.962335E+04   0.699702E+06   0.702984E+06   0.699702E+06  -0.168075E-01   0.416165E+06   0.416131E+06   0.319464E-01
   0.368147E+00   0.690488E+06   0.688413E+06   0.332435E+00  -0.166240E-01   0.922239E+04   0.686917E+06   0.690140E+06   0.686917E+06  -0.165004E-01   0.408562E+06   0.408528E+06   0.307709E-01
   0.373275E+00   0.677738E+06   0.675714E+06   0.317383E+00  -0.158832E-01   0.883920E+04   0.674234E+06   0.677398E+06   0.674234E+06  -0.161958E-01   0.401019E+06   0.400985E+06   0.297124E-01
   0.378403E+00   0.665000E+06   0.663018E+06   0.303032E+00  -0.151677E-01   0.847121E+04   0.661562E+06   0.664667E+06   0.661562E+06  -0.158914E-01   0.393482E+06   0.393449E+06   0.287632E-01
   0.383531E+00   0.652301E+06   0.650351E+06   0.289369E+00  -0.144636E-01   0.811843E+04   0.648927E+06   0.651974E+06   0.648927E+06  -0.155879E-01   0.385968E+06   0.385935E+06   0.279022E-01
   0.388660E+00   0.639764E+06   0.637840E+06   0.276351E+00  -0.138285E-01   0.778125E+04   0.636452E+06   0.639441E+06   0.636452E+06  -0.152882E-01   0.378548E+06   0.378517E+06   0.271021E-01
   0.393788E+00   0.627530E+06   0.625631E+06   0.264065E+00  -0.132005E-01   0.746098E+04   0.624278E+06   0.627212E+06   0.624278E+06  -0.149958E-01   0.371308E+06   0.371277E+06   0.263352E-01
   0.398916E+00   0.615714E+06   0.613841E+06   0.252349E+00  -0.127445E-01   0.715761E+04   0.612521E+06   0.615399E+06   0.612521E+06  -0.147133E-01   0.364315E+06   0.364285E+06   0.255799E-01
   0.404044E+00   0.604390E+06   0.602548E+06   0.241502E+00  -0.121532E-01   0.687158E+04   0.601255E+06   0.604081E+06   0.601255E+06  -0.144427E-01   0.357615E+06   0.357585E+06   0.248241E-01
   0.409172E+00   0.593602E+06   0.591793E+06   0.231273E+00  -0.116487E-01   0.660208E+04   0.590522E+06   0.593298E+06   0.590522E+06  -0.141849E-01   0.351231E+06   0.351202E+06   0.240668E-01
   0.414300E+00   0.583333E+06   0.581563E+06   0.221791E+00  -0.110556E-01   0.634838E+04   0.580307E+06   0.583036E+06   0.580307E+06  -0.139395E-01   0.345156E+06   0.345127E+06   0.233149E-01
   0.419428E+00   0.573509E+06   0.571778E+06   0.212711E+00  -0.106518E-01   0.610855E+04   0.570534E+06   0.573218E+06   0.570534E+06  -0.137048E-01   0.339344E+06   0.339316E+06   0.225799E-01
   0.424556E+00   0.564022E+06   0.562331E+06   0.204190E+00  -0.102041E-01   0.588101E+04   0.561098E+06   0.563738E+06   0.561098E+06  -0.134781E-01   0.333732E+06   0.333704E+06   0.218734E-01
   0.429684E+00   0.554779E+06   0.553125E+06   0.196032E+00  -0.984542E-02   0.566407E+04   0.551904E+06   0.554502E+06   0.551904E+06  -0.132573E-01   0.328264E+06   0.328237E+06   0.212050E-01
   0.434812E+00   0.545713E+06   0.544093E+06   0.188372E+00  -0.939327E-02   0.545654E+04   0.542886E+06   0.545441E+06   0.542886E+06  -0.130406E-01   0.322900E+06   0.322873E+06   0.205797E-01
   0.439940E+00   0.536780E+06   0.535190E+06   0.180997E+00  -0.902216E-02   0.525763E+04   0.533999E+06   0.536513E+06   0.533999E+06  -0.128272E-01   0.317615E+06   0.317588E+06   0.199969E-01
   0.445069E+00   0.527963E+06   0.526399E+06   0.173921E+00  -0.869479E-02   0.506669E+04   0.525227E+06   0.527700E+06   0.525227E+06  -0.126165E-01   0.312397E+06   0.312371E+06   0.194516E-01
   0.450197E+00   0.519279E+06   0.517739E+06   0.167160E+00  -0.838371E-02   0.488371E+04   0.516587E+06   0.519021E+06   0.516587E+06  -0.124089E-01   0.307259E+06   0.307234E+06   0.189361E-01
   0.455325E+00   0.510774E+06   0.509257E+06   0.160736E+00  -0.806472E-02   0.470843E+04   0.508126E+06   0.510520E+06   0.508126E+06  -0.122057E-01   0.302227E+06   0.302201E+06   0.184423E-01
   0.460453E+00   0.502496E+06   0.501001E+06   0.154631E+00  -0.775551E-02   0.454129E+04   0.499890E+06   0.502245E+06   0.499890E+06  -0.120078E-01   0.297328E+06   0.297303E+06   0.179632E-01
   0.465581E+00   0.494476E+06   0.493003E+06   0.148827E+00  -0.746750E-02   0.438189E+04   0.491910E+06   0.494229E+06   0.491910E+06  -0.118162E-01   0.292582E+06   0.292558E+06   0.174941E-01
   0.470709E+00   0.486721E+06   0.485272E+06   0.143330E+00  -0.717975E-02   0.423022E+04   0.484196E+06   0.486478E+06   0.484196E+06  -0.116309E-01   0.287994E+06   0.287970E+06   0.170328E-01
   0.475837E+00   0.479226E+06   0.477802E+06   0.138099E+00  -0.691626E-02   0.408554E+04   0.476739E+06   0.478987E+06   0.476739E+06  -0.114517E-01   0.283559E+06   0.283536E+06   0.165799E-01
   0.480965E+00   0.471974E+06   0.470575E+06   0.133122E+00  -0.666910E-02   0.394781E+04   0.469525E+06   0.471739E+06   0.469525E+06  -0.112785E-01   0.279268E+06   0.279245E+06   0.161378E-01
   0.486093E+00   0.464941E+06   0.463567E+06   0.128383E+00  -0.643494E-02   0.381613E+04   0.462529E+06   0.464710E+06   0.462529E+06  -0.111104E-01   0.275107E+06   0.275084E+06   0.157098E-01
   0.491221E+00   0.458092E+06   0.456743E+06   0.123869E+00  -0.620466E-02   0.369028E+04   0.455716E+06   0.457865E+06   0.455716E+06  -0.109467E-01   0.271055E+06   0.271033E+06   0.152985E-01
   0.496349E+00   0.451390E+06   0.450064E+06   0.119547E+00  -0.598942E-02   0.356940E+04   0.449050E+06   0.451168E+06   0.449050E+06  -0.107866E-01   0.267090E+06   0.267068E+06   0.149054E-01
   0.501477E+00   0.444811E+06   0.443506E+06   0.115426E+00  -0.576301E-02   0.345341E+04   0.442504E+06   0.444592E+06   0.442504E+06  -0.106294E-01   0.263197E+06   0.263175E+06   0.145307E-01
   0.506606E+00   0.438347E+06   0.437063E+06   0.111459E+00  -0.556312E-02   0.334176E+04   0.436073E+06   0.438131E+06   0.436073E+06  -0.104749E-01   0.259373E+06   0.259351E+06   0.141736E-01
   0.511734E+00   0.432004E+06   0.430740E+06   0.107643E+00  -0.538664E-02   0.323451E+04   0.429764E+06   0.431792E+06   0.429764E+06  -0.103234E-01   0.255620E+06   0.255599E+06   0.138320E-01
   0.516862E+00   0.425791E+06   0.424544E+06   0.103978E+00  -0.522581E-02   0.313147E+04   0.423582E+06   0.425581E+06   0.423582E+06  -0.101749E-01   0.251943E+06   0.251922E+06   0.135035E-01
   0.521990E+00   0.419711E+06   0.418482E+06   0.100517E+00  -0.502321E-02   0.303253E+04   0.417534E+06   0.419504E+06   0.417534E+06  -0.100296E-01   0.248346E+06   0.248325E+06   0.131856E-01
   0.527118E+00   0.413775E+06   0.412563E+06   0.971556E-01  -0.487727E-02   0.293757E+04   0.411628E+06   0.413571E+06   0.411628E+06  -0.988771E-02   0.244833E+06   0.244813E+06   0.128765E-01
   0.532246E+00   0.407992E+06   0.406798E+06   0.939832E-01  -0.469452E-02   0.284644E+04   0.405875E+06   0.407792E+06   0.405875E+06  -0.974952E-02   0.241412E+06   0.241392E+06   0.125751E-01
   0.537374E+00   0.402365E+06   0.401189E+06   0.908974E-01  -0.457093E-02   0.275916E+04   0.400277E+06   0.402168E+06   0.400277E+06  -0.961506E-02   0.238082E+06   0.238063E+06   0.122810E-01
   0.542502E+00   0.396884E+06   0.395726E+06   0.879858E-01  -0.441033E-02   0.267530E+04   0.394825E+06   0.396690E+06   0.394825E+06  -0.948409E-02   0.234840E+06   0.234820E+06   0.119945E-01
   0.547630E+00   0.391537E+06   0.390396E+06   0.852026E-01  -0.424964E-02   0.259484E+04   0.389506E+06   0.391346E+06   0.389506E+06  -0.935631E-02   0.231676E+06   0.231656E+06   0.117161E-01
   0.552758E+00   0.386313E+06   0.385189E+06   0.825092E-01  -0.411958E-02   0.251736E+04   0.384309E+06   0.386124E+06   0.384309E+06  -0.923148E-02   0.228585E+06   0.228566E+06   0.114463E-01
   0.559946E+00   0.379191E+06   0.378091E+06   0.789076E-01  -0.395529E-02   0.241393E+04   0.377224E+06   0.379006E+06   0.377224E+06  -0.906130E-02   0.224371E+06   0.224352E+06   0.110840E-01
   0.593872E+00   0.348057E+06   0.347053E+06   0.643990E-01  -0.321861E-02   0.199120E+04   0.346251E+06   0.347888E+06   0.346251E+06  -0.831730E-02   0.205949E+06   0.205932E+06   0.959175E-02
   0.629853E+00   0.319435E+06   0.318521E+06   0.525429E-01  -0.262688E-02   0.164120E+04   0.317779E+06   0.319282E+06   0.317779E+06  -0.763336E-02   0.189014E+06   0.188999E+06   0.829045E-02
   0.879031E+00   0.195198E+06   0.194662E+06   0.164831E-01  -0.825914E-03   0.539485E+03   0.194187E+06   0.195108E+06   0.194187E+06  -0.466457E-02   0.115504E+06   0.115494E+06   0.363314E-02
   0.122679E+01   0.118176E+06   0.117865E+06   0.512328E-02  -0.256994E-03   0.172972E+03   0.117566E+06   0.118124E+06   0.117566E+06  -0.282404E-02   0.699291E+05   0.699232E+05   0.159837E-02
   0.171212E+01   0.707345E+05   0.705561E+05   0.127439E-02  -0.379020E-03   0.542238E+02   0.703702E+05   0.707045E+05   0.703702E+05  -0.169036E-02   0.418570E+05   0.418534E+05   0.713577E-03
   0.238945E+01   0.416797E+05   0.415780E+05   0.362101E-03  -0.138116E-03   0.165875E+02   0.414655E+05   0.416626E+05   0.414655E+05  -0.996042E-03   0.246640E+05   0.246617E+05   0.328475E-03
