#    L    TT             EE             TE             PP             TP          
   552    0.24225E+04    0.77058E+01    0.29649E+01    0.69998E+06    0.50731E+02
   553    0.24193E+04    0.78318E+01    0.40670E+01    0.69794E+06    0.51045E+02
   554    0.24158E+04    0.79643E+01    0.51548E+01    0.69591E+06    0.51375E+02
   555    0.24121E+04    0.81009E+01    0.62275E+01    0.69389E+06    0.51721E+02
   556    0.24082E+04    0.82426E+01    0.72849E+01    0.69188E+06    0.52082E+02
   557    0.24042E+04    0.83885E+01    0.83253E+01    0.68987E+06    0.52459E+02
   558    0.23999E+04    0.85401E+01    0.93492E+01    0.68787E+06    0.52851E+02
   559    0.23954E+04    0.86952E+01    0.10356E+02    0.68588E+06    0.53259E+02
   560    0.23909E+04    0.88546E+01    0.11344E+02    0.68390E+06    0.53681E+02
   561    0.23860E+04    0.90190E+01    0.12313E+02    0.68193E+06    0.54118E+02
   562    0.23811E+04    0.91884E+01    0.13264E+02    0.67997E+06    0.54570E+02
   563    0.23759E+04    0.93613E+01    0.14196E+02    0.67801E+06    0.55036E+02
   564    0.23707E+04    0.95400E+01    0.15105E+02    0.67606E+06    0.55516E+02
   565    0.23652E+04    0.97215E+01    0.15995E+02    0.67412E+06    0.56010E+02
   566    0.23596E+04    0.99080E+01    0.16862E+02    0.67219E+06    0.56518E+02
   567    0.23538E+04    0.10098E+02    0.17708E+02    0.67026E+06    0.57039E+02
   568    0.23479E+04    0.10293E+02    0.18530E+02    0.66835E+06    0.57574E+02
   569    0.23417E+04    0.10493E+02    0.19332E+02    0.66644E+06    0.58122E+02
   570    0.23355E+04    0.10696E+02    0.20108E+02    0.66453E+06    0.58684E+02
   571    0.23291E+04    0.10903E+02    0.20860E+02    0.66264E+06    0.59258E+02
   572    0.23225E+04    0.11114E+02    0.21589E+02    0.66075E+06    0.59844E+02
   573    0.23158E+04    0.11328E+02    0.22291E+02    0.65888E+06    0.60443E+02
   574    0.23091E+04    0.11547E+02    0.22969E+02    0.65701E+06    0.61054E+02
   575    0.23021E+04    0.11769E+02    0.23620E+02    0.65514E+06    0.61678E+02
   576    0.22951E+04    0.11995E+02    0.24246E+02    0.65329E+06    0.62313E+02
   577    0.22879E+04    0.12225E+02    0.24845E+02    0.65144E+06    0.62960E+02
   578    0.22806E+04    0.12457E+02    0.25417E+02    0.64960E+06    0.63618E+02
   579    0.22732E+04    0.12694E+02    0.25962E+02    0.64777E+06    0.64288E+02
   580    0.22657E+04    0.12934E+02    0.26478E+02    0.64594E+06    0.64969E+02
   581    0.22580E+04    0.13176E+02    0.26968E+02    0.64412E+06    0.65660E+02
   582    0.22502E+04    0.13423E+02    0.27428E+02    0.64231E+06    0.66363E+02
   583    0.22424E+04    0.13672E+02    0.27859E+02    0.64051E+06    0.67075E+02
   584    0.22345E+04    0.13924E+02    0.28262E+02    0.63871E+06    0.67799E+02
   585    0.22265E+04    0.14179E+02    0.28635E+02    0.63692E+06    0.68532E+02
   586    0.22184E+04    0.14436E+02    0.28979E+02    0.63514E+06    0.69275E+02
   587    0.22103E+04    0.14697E+02    0.29293E+02    0.63336E+06    0.70028E+02
   588    0.22020E+04    0.14960E+02    0.29575E+02    0.63160E+06    0.70791E+02
   589    0.21936E+04    0.15226E+02    0.29829E+02    0.62984E+06    0.71563E+02
   590    0.21852E+04    0.15493E+02    0.30052E+02    0.62808E+06    0.72344E+02
   591    0.21768E+04    0.15765E+02    0.30243E+02    0.62634E+06    0.73134E+02
   592    0.21683E+04    0.16036E+02    0.30403E+02    0.62460E+06    0.73933E+02
   593    0.21597E+04    0.16312E+02    0.30534E+02    0.62286E+06    0.74741E+02
   594    0.21510E+04    0.16589E+02    0.30632E+02    0.62114E+06    0.75557E+02
   595    0.21422E+04    0.16867E+02    0.30699E+02    0.61942E+06    0.76381E+02
   596    0.21336E+04    0.17148E+02    0.30734E+02    0.61771E+06    0.77214E+02
   597    0.21248E+04    0.17429E+02    0.30738E+02    0.61600E+06    0.78054E+02
   598    0.21162E+04    0.17713E+02    0.30711E+02    0.61431E+06    0.78901E+02
   599    0.21075E+04    0.17998E+02    0.30652E+02    0.61261E+06    0.79757E+02
   600    0.20986E+04    0.18285E+02    0.30561E+02    0.61093E+06    0.80619E+02
   601    0.20898E+04    0.18573E+02    0.30438E+02    0.60925E+06    0.81489E+02
   602    0.20810E+04    0.18861E+02    0.30282E+02    0.60758E+06    0.82365E+02
   603    0.20720E+04    0.19152E+02    0.30097E+02    0.60591E+06    0.83248E+02
   604    0.20633E+04    0.19443E+02    0.29878E+02    0.60426E+06    0.84138E+02
   605    0.20544E+04    0.19734E+02    0.29628E+02    0.60260E+06    0.85034E+02
   606    0.20456E+04    0.20026E+02    0.29346E+02    0.60096E+06    0.85936E+02
   607    0.20366E+04    0.20319E+02    0.29032E+02    0.59932E+06    0.86843E+02
   608    0.20278E+04    0.20613E+02    0.28686E+02    0.59769E+06    0.87757E+02
   609    0.20191E+04    0.20907E+02    0.28308E+02    0.59606E+06    0.88676E+02
   610    0.20103E+04    0.21200E+02    0.27898E+02    0.59444E+06    0.89600E+02
   611    0.20016E+04    0.21494E+02    0.27456E+02    0.59283E+06    0.90529E+02
   612    0.19929E+04    0.21789E+02    0.26985E+02    0.59122E+06    0.91464E+02
   613    0.19842E+04    0.22081E+02    0.26480E+02    0.58962E+06    0.92402E+02
   614    0.19756E+04    0.22375E+02    0.25944E+02    0.58803E+06    0.93346E+02
   615    0.19670E+04    0.22667E+02    0.25377E+02    0.58644E+06    0.94293E+02
   616    0.19584E+04    0.22960E+02    0.24779E+02    0.58486E+06    0.95245E+02
   617    0.19500E+04    0.23253E+02    0.24151E+02    0.58329E+06    0.96201E+02
   618    0.19416E+04    0.23545E+02    0.23491E+02    0.58172E+06    0.97160E+02
   619    0.19332E+04    0.23837E+02    0.22803E+02    0.58015E+06    0.98122E+02
   620    0.19250E+04    0.24126E+02    0.22084E+02    0.57860E+06    0.99088E+02
   621    0.19167E+04    0.24416E+02    0.21335E+02    0.57705E+06    0.10006E+03
   622    0.19086E+04    0.24704E+02    0.20555E+02    0.57550E+06    0.10103E+03
   623    0.19006E+04    0.24990E+02    0.19748E+02    0.57396E+06    0.10200E+03
   624    0.18926E+04    0.25274E+02    0.18911E+02    0.57243E+06    0.10298E+03
   625    0.18847E+04    0.25558E+02    0.18045E+02    0.57091E+06    0.10396E+03
   626    0.18769E+04    0.25840E+02    0.17151E+02    0.56939E+06    0.10494E+03
   627    0.18692E+04    0.26120E+02    0.16228E+02    0.56787E+06    0.10592E+03
   628    0.18616E+04    0.26398E+02    0.15278E+02    0.56636E+06    0.10691E+03
   629    0.18542E+04    0.26674E+02    0.14300E+02    0.56486E+06    0.10790E+03
   630    0.18467E+04    0.26948E+02    0.13294E+02    0.56336E+06    0.10888E+03
   631    0.18394E+04    0.27220E+02    0.12263E+02    0.56187E+06    0.10987E+03
   632    0.18323E+04    0.27489E+02    0.11204E+02    0.56039E+06    0.11086E+03
   633    0.18252E+04    0.27757E+02    0.10121E+02    0.55891E+06    0.11185E+03
   634    0.18183E+04    0.28020E+02    0.90114E+01    0.55743E+06    0.11284E+03
   635    0.18115E+04    0.28283E+02    0.78772E+01    0.55597E+06    0.11383E+03
   636    0.18048E+04    0.28543E+02    0.67188E+01    0.55450E+06    0.11483E+03
   637    0.17982E+04    0.28798E+02    0.55353E+01    0.55305E+06    0.11582E+03
   638    0.17918E+04    0.29053E+02    0.43291E+01    0.55160E+06    0.11681E+03
   639    0.17855E+04    0.29303E+02    0.30991E+01    0.55015E+06    0.11780E+03
   640    0.17794E+04    0.29551E+02    0.18468E+01    0.54871E+06    0.11879E+03
   641    0.17734E+04    0.29795E+02    0.57225E+00    0.54728E+06    0.11977E+03
   642    0.17675E+04    0.30036E+02   -0.72390E+00    0.54585E+06    0.12076E+03
   643    0.17618E+04    0.30274E+02   -0.20411E+01    0.54442E+06    0.12175E+03
   644    0.17563E+04    0.30507E+02   -0.33789E+01    0.54301E+06    0.12273E+03
   645    0.17508E+04    0.30737E+02   -0.47368E+01    0.54159E+06    0.12371E+03
   646    0.17455E+04    0.30963E+02   -0.61143E+01    0.54019E+06    0.12470E+03
   647    0.17405E+04    0.31186E+02   -0.75112E+01    0.53878E+06    0.12567E+03
   648    0.17355E+04    0.31405E+02   -0.89256E+01    0.53739E+06    0.12665E+03
   649    0.17307E+04    0.31619E+02   -0.10358E+02    0.53600E+06    0.12762E+03
   650    0.17261E+04    0.31829E+02   -0.11808E+02    0.53461E+06    0.12859E+03
   651    0.17217E+04    0.32037E+02   -0.13275E+02    0.53323E+06    0.12956E+03
   652    0.17174E+04    0.32239E+02   -0.14757E+02    0.53185E+06    0.13053E+03
   653    0.17133E+04    0.32436E+02   -0.16255E+02    0.53048E+06    0.13149E+03
   654    0.17093E+04    0.32630E+02   -0.17766E+02    0.52912E+06    0.13245E+03
   655    0.17055E+04    0.32819E+02   -0.19292E+02    0.52776E+06    0.13340E+03
   656    0.17020E+04    0.33003E+02   -0.20832E+02    0.52640E+06    0.13435E+03
   657    0.16985E+04    0.33183E+02   -0.22384E+02    0.52506E+06    0.13530E+03
   658    0.16952E+04    0.33358E+02   -0.23948E+02    0.52371E+06    0.13625E+03
   659    0.16922E+04    0.33529E+02   -0.25523E+02    0.52237E+06    0.13719E+03
   660    0.16894E+04    0.33694E+02   -0.27109E+02    0.52104E+06    0.13812E+03
   661    0.16866E+04    0.33854E+02   -0.28704E+02    0.51971E+06    0.13905E+03
   662    0.16841E+04    0.34010E+02   -0.30310E+02    0.51838E+06    0.13998E+03
   663    0.16818E+04    0.34161E+02   -0.31925E+02    0.51706E+06    0.14090E+03
   664    0.16796E+04    0.34306E+02   -0.33547E+02    0.51575E+06    0.14182E+03
   665    0.16776E+04    0.34445E+02   -0.35176E+02    0.51444E+06    0.14274E+03
   666    0.16759E+04    0.34580E+02   -0.36812E+02    0.51314E+06    0.14365E+03
   667    0.16743E+04    0.34710E+02   -0.38455E+02    0.51184E+06    0.14455E+03
   668    0.16728E+04    0.34834E+02   -0.40102E+02    0.51054E+06    0.14545E+03
   669    0.16716E+04    0.34953E+02   -0.41755E+02    0.50925E+06    0.14634E+03
   670    0.16705E+04    0.35066E+02   -0.43409E+02    0.50797E+06    0.14723E+03
   671    0.16697E+04    0.35175E+02   -0.45068E+02    0.50668E+06    0.14811E+03
   672    0.16690E+04    0.35277E+02   -0.46730E+02    0.50541E+06    0.14899E+03
   673    0.16686E+04    0.35374E+02   -0.48393E+02    0.50414E+06    0.14986E+03
   674    0.16683E+04    0.35466E+02   -0.50057E+02    0.50287E+06    0.15073E+03
   675    0.16682E+04    0.35552E+02   -0.51721E+02    0.50161E+06    0.15159E+03
   676    0.16683E+04    0.35632E+02   -0.53384E+02    0.50035E+06    0.15244E+03
   677    0.16685E+04    0.35706E+02   -0.55047E+02    0.49910E+06    0.15329E+03
   678    0.16690E+04    0.35774E+02   -0.56708E+02    0.49785E+06    0.15413E+03
   679    0.16696E+04    0.35837E+02   -0.58366E+02    0.49661E+06    0.15496E+03
   680    0.16706E+04    0.35895E+02   -0.60021E+02    0.49537E+06    0.15579E+03
   681    0.16716E+04    0.35946E+02   -0.61671E+02    0.49414E+06    0.15661E+03
   682    0.16728E+04    0.35991E+02   -0.63318E+02    0.49291E+06    0.15743E+03
   683    0.16743E+04    0.36031E+02   -0.64961E+02    0.49168E+06    0.15824E+03
   684    0.16759E+04    0.36064E+02   -0.66597E+02    0.49046E+06    0.15904E+03
   685    0.16776E+04    0.36092E+02   -0.68227E+02    0.48925E+06    0.15983E+03
   686    0.16795E+04    0.36114E+02   -0.69841E+02    0.48804E+06    0.16062E+03
   687    0.16817E+04    0.36130E+02   -0.71452E+02    0.48683E+06    0.16140E+03
   688    0.16840E+04    0.36140E+02   -0.73056E+02    0.48563E+06    0.16217E+03
   689    0.16865E+04    0.36144E+02   -0.74647E+02    0.48443E+06    0.16293E+03
   690    0.16891E+04    0.36143E+02   -0.76231E+02    0.48324E+06    0.16368E+03
   691    0.16920E+04    0.36134E+02   -0.77802E+02    0.48205E+06    0.16443E+03
   692    0.16950E+04    0.36121E+02   -0.79359E+02    0.48086E+06    0.16517E+03
   693    0.16982E+04    0.36101E+02   -0.80910E+02    0.47968E+06    0.16590E+03
   694    0.17015E+04    0.36075E+02   -0.82441E+02    0.47850E+06    0.16663E+03
   695    0.17051E+04    0.36045E+02   -0.83958E+02    0.47733E+06    0.16734E+03
   696    0.17088E+04    0.36008E+02   -0.85476E+02    0.47616E+06    0.16805E+03
   697    0.17126E+04    0.35965E+02   -0.86967E+02    0.47500E+06    0.16874E+03
   698    0.17166E+04    0.35916E+02   -0.88444E+02    0.47384E+06    0.16943E+03
   699    0.17208E+04    0.35862E+02   -0.89900E+02    0.47268E+06    0.17011E+03
   700    0.17252E+04    0.35802E+02   -0.91343E+02    0.47153E+06    0.17078E+03
   701    0.17297E+04    0.35736E+02   -0.92773E+02    0.47038E+06    0.17144E+03
   702    0.17343E+04    0.35665E+02   -0.94175E+02    0.46924E+06    0.17209E+03
   703    0.17391E+04    0.35587E+02   -0.95578E+02    0.46810E+06    0.17273E+03
   704    0.17441E+04    0.35505E+02   -0.96946E+02    0.46696E+06    0.17337E+03
   705    0.17491E+04    0.35416E+02   -0.98294E+02    0.46583E+06    0.17399E+03
   706    0.17543E+04    0.35323E+02   -0.99628E+02    0.46471E+06    0.17460E+03
   707    0.17597E+04    0.35224E+02   -0.10094E+03    0.46358E+06    0.17521E+03
   708    0.17653E+04    0.35119E+02   -0.10222E+03    0.46246E+06    0.17580E+03
   709    0.17709E+04    0.35009E+02   -0.10349E+03    0.46135E+06    0.17639E+03
   710    0.17767E+04    0.34894E+02   -0.10474E+03    0.46023E+06    0.17696E+03
   711    0.17826E+04    0.34773E+02   -0.10595E+03    0.45913E+06    0.17753E+03
   712    0.17886E+04    0.34647E+02   -0.10716E+03    0.45802E+06    0.17808E+03
   713    0.17949E+04    0.34516E+02   -0.10833E+03    0.45692E+06    0.17862E+03
   714    0.18011E+04    0.34380E+02   -0.10947E+03    0.45583E+06    0.17916E+03
   715    0.18075E+04    0.34239E+02   -0.11060E+03    0.45474E+06    0.17968E+03
   716    0.18140E+04    0.34093E+02   -0.11170E+03    0.45365E+06    0.18020E+03
   717    0.18206E+04    0.33942E+02   -0.11276E+03    0.45256E+06    0.18070E+03
   718    0.18273E+04    0.33786E+02   -0.11381E+03    0.45148E+06    0.18119E+03
   719    0.18342E+04    0.33624E+02   -0.11482E+03    0.45040E+06    0.18167E+03
   720    0.18410E+04    0.33459E+02   -0.11582E+03    0.44933E+06    0.18214E+03
   721    0.18482E+04    0.33289E+02   -0.11677E+03    0.44826E+06    0.18260E+03
   722    0.18553E+04    0.33114E+02   -0.11769E+03    0.44720E+06    0.18305E+03
   723    0.18625E+04    0.32936E+02   -0.11860E+03    0.44613E+06    0.18349E+03
   724    0.18698E+04    0.32752E+02   -0.11947E+03    0.44507E+06    0.18392E+03
   725    0.18771E+04    0.32565E+02   -0.12031E+03    0.44402E+06    0.18434E+03
   726    0.18847E+04    0.32375E+02   -0.12112E+03    0.44297E+06    0.18474E+03
   727    0.18922E+04    0.32179E+02   -0.12190E+03    0.44192E+06    0.18514E+03
   728    0.18998E+04    0.31978E+02   -0.12265E+03    0.44088E+06    0.18552E+03
   729    0.19075E+04    0.31774E+02   -0.12337E+03    0.43984E+06    0.18589E+03
   730    0.19151E+04    0.31566E+02   -0.12406E+03    0.43880E+06    0.18625E+03
   731    0.19230E+04    0.31354E+02   -0.12471E+03    0.43777E+06    0.18660E+03
   732    0.19309E+04    0.31140E+02   -0.12533E+03    0.43674E+06    0.18694E+03
   733    0.19388E+04    0.30920E+02   -0.12592E+03    0.43571E+06    0.18727E+03
   734    0.19468E+04    0.30698E+02   -0.12647E+03    0.43469E+06    0.18758E+03
   735    0.19549E+04    0.30472E+02   -0.12700E+03    0.43367E+06    0.18788E+03
   736    0.19629E+04    0.30242E+02   -0.12748E+03    0.43265E+06    0.18817E+03
   737    0.19710E+04    0.30011E+02   -0.12794E+03    0.43164E+06    0.18845E+03
   738    0.19791E+04    0.29776E+02   -0.12835E+03    0.43063E+06    0.18872E+03
   739    0.19872E+04    0.29538E+02   -0.12874E+03    0.42962E+06    0.18897E+03
   740    0.19954E+04    0.29297E+02   -0.12909E+03    0.42862E+06    0.18921E+03
   741    0.20036E+04    0.29052E+02   -0.12941E+03    0.42762E+06    0.18944E+03
   742    0.20119E+04    0.28807E+02   -0.12969E+03    0.42663E+06    0.18966E+03
   743    0.20201E+04    0.28560E+02   -0.12994E+03    0.42564E+06    0.18987E+03
   744    0.20284E+04    0.28310E+02   -0.13015E+03    0.42465E+06    0.19006E+03
   745    0.20367E+04    0.28057E+02   -0.13034E+03    0.42366E+06    0.19024E+03
   746    0.20449E+04    0.27802E+02   -0.13047E+03    0.42268E+06    0.19041E+03
   747    0.20531E+04    0.27545E+02   -0.13058E+03    0.42170E+06    0.19056E+03
   748    0.20613E+04    0.27286E+02   -0.13065E+03    0.42072E+06    0.19071E+03
   749    0.20696E+04    0.27024E+02   -0.13070E+03    0.41975E+06    0.19084E+03
   750    0.20778E+04    0.26762E+02   -0.13070E+03    0.41878E+06    0.19095E+03
   751    0.20860E+04    0.26498E+02   -0.13067E+03    0.41782E+06    0.19105E+03
   752    0.20943E+04    0.26233E+02   -0.13060E+03    0.41685E+06    0.19115E+03
   753    0.21024E+04    0.25966E+02   -0.13050E+03    0.41589E+06    0.19122E+03
   754    0.21105E+04    0.25698E+02   -0.13036E+03    0.41494E+06    0.19129E+03
   755    0.21187E+04    0.25429E+02   -0.13018E+03    0.41398E+06    0.19134E+03
   756    0.21266E+04    0.25159E+02   -0.12998E+03    0.41303E+06    0.19138E+03
   757    0.21347E+04    0.24889E+02   -0.12973E+03    0.41209E+06    0.19141E+03
   758    0.21426E+04    0.24618E+02   -0.12944E+03    0.41114E+06    0.19142E+03
   759    0.21506E+04    0.24345E+02   -0.12913E+03    0.41020E+06    0.19143E+03
   760    0.21584E+04    0.24073E+02   -0.12878E+03    0.40926E+06    0.19142E+03
   761    0.21662E+04    0.23800E+02   -0.12840E+03    0.40833E+06    0.19140E+03
   762    0.21741E+04    0.23527E+02   -0.12798E+03    0.40739E+06    0.19136E+03
   763    0.21817E+04    0.23255E+02   -0.12752E+03    0.40647E+06    0.19132E+03
   764    0.21893E+04    0.22982E+02   -0.12704E+03    0.40554E+06    0.19126E+03
   765    0.21968E+04    0.22709E+02   -0.12651E+03    0.40462E+06    0.19119E+03
   766    0.22044E+04    0.22437E+02   -0.12596E+03    0.40370E+06    0.19111E+03
   767    0.22117E+04    0.22166E+02   -0.12537E+03    0.40278E+06    0.19102E+03
   768    0.22190E+04    0.21895E+02   -0.12473E+03    0.40186E+06    0.19092E+03
   769    0.22263E+04    0.21623E+02   -0.12408E+03    0.40095E+06    0.19081E+03
   770    0.22334E+04    0.21354E+02   -0.12339E+03    0.40005E+06    0.19068E+03
   771    0.22404E+04    0.21085E+02   -0.12266E+03    0.39914E+06    0.19055E+03
   772    0.22473E+04    0.20817E+02   -0.12189E+03    0.39824E+06    0.19040E+03
   773    0.22541E+04    0.20551E+02   -0.12110E+03    0.39734E+06    0.19024E+03
   774    0.22608E+04    0.20286E+02   -0.12028E+03    0.39644E+06    0.19007E+03
   775    0.22675E+04    0.20022E+02   -0.11943E+03    0.39555E+06    0.18989E+03
   776    0.22739E+04    0.19760E+02   -0.11854E+03    0.39466E+06    0.18970E+03
   777    0.22803E+04    0.19500E+02   -0.11762E+03    0.39377E+06    0.18950E+03
   778    0.22867E+04    0.19241E+02   -0.11667E+03    0.39288E+06    0.18929E+03
   779    0.22928E+04    0.18985E+02   -0.11569E+03    0.39200E+06    0.18907E+03
   780    0.22988E+04    0.18729E+02   -0.11468E+03    0.39112E+06    0.18884E+03
   781    0.23047E+04    0.18477E+02   -0.11364E+03    0.39024E+06    0.18860E+03
   782    0.23104E+04    0.18227E+02   -0.11259E+03    0.38937E+06    0.18835E+03
   783    0.23161E+04    0.17979E+02   -0.11149E+03    0.38850E+06    0.18809E+03
   784    0.23216E+04    0.17734E+02   -0.11036E+03    0.38763E+06    0.18782E+03
   785    0.23269E+04    0.17491E+02   -0.10921E+03    0.38676E+06    0.18754E+03
   786    0.23321E+04    0.17251E+02   -0.10801E+03    0.38590E+06    0.18725E+03
   787    0.23372E+04    0.17014E+02   -0.10679E+03    0.38504E+06    0.18695E+03
   788    0.23420E+04    0.16779E+02   -0.10556E+03    0.38418E+06    0.18664E+03
   789    0.23468E+04    0.16546E+02   -0.10430E+03    0.38332E+06    0.18632E+03
   790    0.23515E+04    0.16319E+02   -0.10300E+03    0.38247E+06    0.18600E+03
   791    0.23560E+04    0.16094E+02   -0.10168E+03    0.38162E+06    0.18566E+03
   792    0.23603E+04    0.15873E+02   -0.10034E+03    0.38077E+06    0.18531E+03
   793    0.23644E+04    0.15656E+02   -0.98964E+02    0.37993E+06    0.18496E+03
   794    0.23683E+04    0.15442E+02   -0.97574E+02    0.37909E+06    0.18460E+03
   795    0.23721E+04    0.15231E+02   -0.96155E+02    0.37825E+06    0.18423E+03
   796    0.23759E+04    0.15025E+02   -0.94722E+02    0.37741E+06    0.18385E+03
   797    0.23793E+04    0.14822E+02   -0.93260E+02    0.37658E+06    0.18346E+03
   798    0.23826E+04    0.14623E+02   -0.91783E+02    0.37574E+06    0.18306E+03
   799    0.23857E+04    0.14429E+02   -0.90284E+02    0.37492E+06    0.18266E+03
   800    0.23888E+04    0.14237E+02   -0.88763E+02    0.37409E+06    0.18224E+03
   801    0.23916E+04    0.14051E+02   -0.87227E+02    0.37326E+06    0.18182E+03
   802    0.23941E+04    0.13869E+02   -0.85654E+02    0.37244E+06    0.18139E+03
   803    0.23966E+04    0.13690E+02   -0.84082E+02    0.37162E+06    0.18095E+03
   804    0.23988E+04    0.13517E+02   -0.82480E+02    0.37081E+06    0.18051E+03
   805    0.24010E+04    0.13348E+02   -0.80863E+02    0.36999E+06    0.18005E+03
   806    0.24029E+04    0.13183E+02   -0.79231E+02    0.36918E+06    0.17959E+03
   807    0.24046E+04    0.13024E+02   -0.77585E+02    0.36837E+06    0.17913E+03
   808    0.24060E+04    0.12869E+02   -0.75916E+02    0.36756E+06    0.17865E+03
   809    0.24074E+04    0.12720E+02   -0.74240E+02    0.36676E+06    0.17817E+03
   810    0.24085E+04    0.12575E+02   -0.72542E+02    0.36596E+06    0.17767E+03
   811    0.24094E+04    0.12435E+02   -0.70829E+02    0.36516E+06    0.17718E+03
   812    0.24102E+04    0.12301E+02   -0.69106E+02    0.36436E+06    0.17667E+03
   813    0.24108E+04    0.12171E+02   -0.67373E+02    0.36356E+06    0.17616E+03
   814    0.24112E+04    0.12047E+02   -0.65627E+02    0.36277E+06    0.17564E+03
   815    0.24114E+04    0.11929E+02   -0.63870E+02    0.36198E+06    0.17511E+03
   816    0.24113E+04    0.11815E+02   -0.62103E+02    0.36119E+06    0.17458E+03
   817    0.24111E+04    0.11707E+02   -0.60325E+02    0.36041E+06    0.17404E+03
   818    0.24108E+04    0.11605E+02   -0.58538E+02    0.35962E+06    0.17349E+03
   819    0.24102E+04    0.11507E+02   -0.56743E+02    0.35884E+06    0.17294E+03
   820    0.24095E+04    0.11416E+02   -0.54939E+02    0.35806E+06    0.17237E+03
   821    0.24085E+04    0.11329E+02   -0.53129E+02    0.35729E+06    0.17181E+03
   822    0.24074E+04    0.11249E+02   -0.51313E+02    0.35651E+06    0.17123E+03
   823    0.24060E+04    0.11174E+02   -0.49489E+02    0.35574E+06    0.17065E+03
   824    0.24043E+04    0.11106E+02   -0.47660E+02    0.35497E+06    0.17007E+03
   825    0.24026E+04    0.11042E+02   -0.45827E+02    0.35420E+06    0.16947E+03
   826    0.24006E+04    0.10986E+02   -0.43990E+02    0.35344E+06    0.16887E+03
   827    0.23984E+04    0.10934E+02   -0.42151E+02    0.35268E+06    0.16827E+03
   828    0.23961E+04    0.10889E+02   -0.40308E+02    0.35192E+06    0.16766E+03
   829    0.23935E+04    0.10850E+02   -0.38465E+02    0.35116E+06    0.16704E+03
   830    0.23908E+04    0.10817E+02   -0.36622E+02    0.35040E+06    0.16642E+03
   831    0.23879E+04    0.10790E+02   -0.34778E+02    0.34965E+06    0.16579E+03
   832    0.23847E+04    0.10768E+02   -0.32934E+02    0.34890E+06    0.16516E+03
   833    0.23814E+04    0.10752E+02   -0.31092E+02    0.34815E+06    0.16451E+03
   834    0.23779E+04    0.10742E+02   -0.29251E+02    0.34740E+06    0.16387E+03
   835    0.23742E+04    0.10739E+02   -0.27413E+02    0.34665E+06    0.16322E+03
   836    0.23702E+04    0.10741E+02   -0.25578E+02    0.34591E+06    0.16256E+03
   837    0.23661E+04    0.10750E+02   -0.23746E+02    0.34517E+06    0.16190E+03
   838    0.23619E+04    0.10765E+02   -0.21919E+02    0.34443E+06    0.16123E+03
   839    0.23573E+04    0.10785E+02   -0.20096E+02    0.34369E+06    0.16056E+03
   840    0.23526E+04    0.10813E+02   -0.18279E+02    0.34296E+06    0.15988E+03
   841    0.23478E+04    0.10845E+02   -0.16470E+02    0.34223E+06    0.15920E+03
   842    0.23427E+04    0.10883E+02   -0.14666E+02    0.34150E+06    0.15851E+03
   843    0.23375E+04    0.10928E+02   -0.12872E+02    0.34077E+06    0.15782E+03
   844    0.23320E+04    0.10979E+02   -0.11085E+02    0.34004E+06    0.15712E+03
   845    0.23264E+04    0.11034E+02   -0.93076E+01    0.33932E+06    0.15642E+03
   846    0.23207E+04    0.11098E+02   -0.75406E+01    0.33860E+06    0.15572E+03
   847    0.23148E+04    0.11166E+02   -0.57836E+01    0.33788E+06    0.15500E+03
   848    0.23087E+04    0.11240E+02   -0.40385E+01    0.33716E+06    0.15429E+03
   849    0.23023E+04    0.11320E+02   -0.23045E+01    0.33644E+06    0.15357E+03
   850    0.22960E+04    0.11406E+02   -0.58270E+00    0.33573E+06    0.15284E+03
   851    0.22893E+04    0.11498E+02    0.11262E+01    0.33502E+06    0.15212E+03
   852    0.22825E+04    0.11596E+02    0.28220E+01    0.33431E+06    0.15138E+03
   853    0.22756E+04    0.11700E+02    0.45037E+01    0.33360E+06    0.15065E+03
   854    0.22684E+04    0.11809E+02    0.61702E+01    0.33289E+06    0.14991E+03
   855    0.22610E+04    0.11925E+02    0.78222E+01    0.33219E+06    0.14916E+03
   856    0.22537E+04    0.12044E+02    0.94581E+01    0.33149E+06    0.14841E+03
   857    0.22460E+04    0.12170E+02    0.11077E+02    0.33079E+06    0.14766E+03
   858    0.22382E+04    0.12303E+02    0.12679E+02    0.33009E+06    0.14690E+03
   859    0.22303E+04    0.12439E+02    0.14265E+02    0.32939E+06    0.14614E+03
   860    0.22222E+04    0.12582E+02    0.15831E+02    0.32870E+06    0.14538E+03
   861    0.22140E+04    0.12730E+02    0.17378E+02    0.32801E+06    0.14461E+03
   862    0.22056E+04    0.12883E+02    0.18907E+02    0.32732E+06    0.14384E+03
   863    0.21971E+04    0.13041E+02    0.20415E+02    0.32663E+06    0.14307E+03
   864    0.21884E+04    0.13205E+02    0.21904E+02    0.32594E+06    0.14229E+03
   865    0.21794E+04    0.13373E+02    0.23370E+02    0.32526E+06    0.14151E+03
   866    0.21707E+04    0.13547E+02    0.24815E+02    0.32457E+06    0.14073E+03
   867    0.21616E+04    0.13727E+02    0.26238E+02    0.32389E+06    0.13994E+03
   868    0.21524E+04    0.13911E+02    0.27638E+02    0.32321E+06    0.13915E+03
   869    0.21430E+04    0.14100E+02    0.29016E+02    0.32254E+06    0.13835E+03
   870    0.21335E+04    0.14293E+02    0.30370E+02    0.32186E+06    0.13756E+03
   871    0.21240E+04    0.14491E+02    0.31700E+02    0.32119E+06    0.13676E+03
