#    L    TT             EE             TE             PP             TP          
  1102    0.11479E+04    0.17814E+02   -0.70891E+02    0.20439E+06   -0.16860E-02
  1103    0.11500E+04    0.17573E+02   -0.70270E+02    0.20402E+06   -0.84196E-01
  1104    0.11521E+04    0.17336E+02   -0.69631E+02    0.20365E+06   -0.16209E+00
  1105    0.11540E+04    0.17102E+02   -0.68977E+02    0.20327E+06   -0.23542E+00
  1106    0.11560E+04    0.16871E+02   -0.68306E+02    0.20290E+06   -0.30423E+00
  1107    0.11579E+04    0.16644E+02   -0.67620E+02    0.20253E+06   -0.36858E+00
  1108    0.11598E+04    0.16419E+02   -0.66919E+02    0.20216E+06   -0.42852E+00
  1109    0.11614E+04    0.16196E+02   -0.66202E+02    0.20180E+06   -0.48410E+00
  1110    0.11631E+04    0.15980E+02   -0.65471E+02    0.20143E+06   -0.53536E+00
  1111    0.11647E+04    0.15767E+02   -0.64726E+02    0.20106E+06   -0.58236E+00
  1112    0.11663E+04    0.15558E+02   -0.63968E+02    0.20070E+06   -0.62516E+00
  1113    0.11678E+04    0.15353E+02   -0.63195E+02    0.20033E+06   -0.66379E+00
  1114    0.11691E+04    0.15151E+02   -0.62410E+02    0.19997E+06   -0.69832E+00
  1115    0.11704E+04    0.14954E+02   -0.61613E+02    0.19960E+06   -0.72879E+00
  1116    0.11717E+04    0.14762E+02   -0.60804E+02    0.19924E+06   -0.75526E+00
  1117    0.11729E+04    0.14573E+02   -0.59983E+02    0.19888E+06   -0.77777E+00
  1118    0.11739E+04    0.14389E+02   -0.59150E+02    0.19852E+06   -0.79637E+00
  1119    0.11750E+04    0.14209E+02   -0.58306E+02    0.19816E+06   -0.81112E+00
  1120    0.11759E+04    0.14033E+02   -0.57452E+02    0.19780E+06   -0.82207E+00
  1121    0.11768E+04    0.13862E+02   -0.56587E+02    0.19744E+06   -0.82926E+00
  1122    0.11776E+04    0.13695E+02   -0.55714E+02    0.19709E+06   -0.83276E+00
  1123    0.11782E+04    0.13534E+02   -0.54831E+02    0.19673E+06   -0.83260E+00
  1124    0.11789E+04    0.13376E+02   -0.53939E+02    0.19638E+06   -0.82885E+00
  1125    0.11794E+04    0.13223E+02   -0.53038E+02    0.19602E+06   -0.82154E+00
  1126    0.11798E+04    0.13074E+02   -0.52130E+02    0.19567E+06   -0.81074E+00
  1127    0.11802E+04    0.12930E+02   -0.51214E+02    0.19531E+06   -0.79649E+00
  1128    0.11805E+04    0.12792E+02   -0.50291E+02    0.19496E+06   -0.77884E+00
  1129    0.11807E+04    0.12659E+02   -0.49361E+02    0.19461E+06   -0.75785E+00
  1130    0.11807E+04    0.12529E+02   -0.48425E+02    0.19426E+06   -0.73356E+00
  1131    0.11808E+04    0.12405E+02   -0.47485E+02    0.19391E+06   -0.70603E+00
  1132    0.11807E+04    0.12286E+02   -0.46538E+02    0.19356E+06   -0.67531E+00
  1133    0.11805E+04    0.12172E+02   -0.45586E+02    0.19322E+06   -0.64144E+00
  1134    0.11803E+04    0.12062E+02   -0.44630E+02    0.19287E+06   -0.60448E+00
  1135    0.11800E+04    0.11958E+02   -0.43670E+02    0.19252E+06   -0.56448E+00
  1136    0.11796E+04    0.11859E+02   -0.42707E+02    0.19218E+06   -0.52150E+00
  1137    0.11791E+04    0.11764E+02   -0.41739E+02    0.19183E+06   -0.47557E+00
  1138    0.11785E+04    0.11676E+02   -0.40770E+02    0.19149E+06   -0.42675E+00
  1139    0.11779E+04    0.11591E+02   -0.39798E+02    0.19115E+06   -0.37510E+00
  1140    0.11771E+04    0.11512E+02   -0.38824E+02    0.19080E+06   -0.32066E+00
  1141    0.11763E+04    0.11437E+02   -0.37849E+02    0.19046E+06   -0.26348E+00
  1142    0.11754E+04    0.11368E+02   -0.36872E+02    0.19012E+06   -0.20362E+00
  1143    0.11744E+04    0.11304E+02   -0.35896E+02    0.18978E+06   -0.14113E+00
  1144    0.11732E+04    0.11244E+02   -0.34920E+02    0.18944E+06   -0.76051E-01
  1145    0.11721E+04    0.11191E+02   -0.33944E+02    0.18911E+06   -0.84407E-02
  1146    0.11708E+04    0.11142E+02   -0.32968E+02    0.18877E+06    0.61651E-01
  1147    0.11694E+04    0.11099E+02   -0.31993E+02    0.18843E+06    0.13417E+00
  1148    0.11680E+04    0.11060E+02   -0.31020E+02    0.18810E+06    0.20908E+00
  1149    0.11665E+04    0.11026E+02   -0.30050E+02    0.18776E+06    0.28631E+00
  1150    0.11648E+04    0.10998E+02   -0.29082E+02    0.18743E+06    0.36582E+00
  1151    0.11632E+04    0.10975E+02   -0.28117E+02    0.18710E+06    0.44757E+00
  1152    0.11614E+04    0.10956E+02   -0.27155E+02    0.18676E+06    0.53158E+00
  1153    0.11596E+04    0.10943E+02   -0.26197E+02    0.18643E+06    0.61789E+00
  1154    0.11577E+04    0.10935E+02   -0.25242E+02    0.18610E+06    0.70653E+00
  1155    0.11557E+04    0.10932E+02   -0.24292E+02    0.18577E+06    0.79753E+00
  1156    0.11535E+04    0.10933E+02   -0.23348E+02    0.18544E+06    0.89093E+00
  1157    0.11513E+04    0.10940E+02   -0.22408E+02    0.18511E+06    0.98676E+00
  1158    0.11491E+04    0.10952E+02   -0.21475E+02    0.18478E+06    0.10851E+01
  1159    0.11469E+04    0.10968E+02   -0.20547E+02    0.18446E+06    0.11858E+01
  1160    0.11444E+04    0.10990E+02   -0.19627E+02    0.18413E+06    0.12892E+01
  1161    0.11419E+04    0.11016E+02   -0.18713E+02    0.18381E+06    0.13951E+01
  1162    0.11394E+04    0.11047E+02   -0.17806E+02    0.18348E+06    0.15035E+01
  1163    0.11367E+04    0.11083E+02   -0.16908E+02    0.18316E+06    0.16147E+01
  1164    0.11341E+04    0.11125E+02   -0.16017E+02    0.18283E+06    0.17285E+01
  1165    0.11313E+04    0.11170E+02   -0.15135E+02    0.18251E+06    0.18450E+01
  1166    0.11284E+04    0.11221E+02   -0.14262E+02    0.18219E+06    0.19642E+01
  1167    0.11255E+04    0.11275E+02   -0.13398E+02    0.18187E+06    0.20862E+01
  1168    0.11225E+04    0.11335E+02   -0.12543E+02    0.18155E+06    0.22110E+01
  1169    0.11195E+04    0.11399E+02   -0.11699E+02    0.18123E+06    0.23386E+01
  1170    0.11164E+04    0.11468E+02   -0.10864E+02    0.18091E+06    0.24691E+01
  1171    0.11132E+04    0.11541E+02   -0.10041E+02    0.18059E+06    0.26025E+01
  1172    0.11100E+04    0.11619E+02   -0.92287E+01    0.18028E+06    0.27389E+01
  1173    0.11067E+04    0.11701E+02   -0.84272E+01    0.17996E+06    0.28782E+01
  1174    0.11033E+04    0.11787E+02   -0.76376E+01    0.17964E+06    0.30206E+01
  1175    0.10999E+04    0.11877E+02   -0.68599E+01    0.17933E+06    0.31659E+01
  1176    0.10963E+04    0.11971E+02   -0.60948E+01    0.17901E+06    0.33144E+01
  1177    0.10928E+04    0.12071E+02   -0.53419E+01    0.17870E+06    0.34659E+01
  1178    0.10891E+04    0.12173E+02   -0.46018E+01    0.17839E+06    0.36206E+01
  1179    0.10855E+04    0.12281E+02   -0.38748E+01    0.17808E+06    0.37785E+01
  1180    0.10818E+04    0.12393E+02   -0.31612E+01    0.17776E+06    0.39396E+01
  1181    0.10780E+04    0.12508E+02   -0.24612E+01    0.17745E+06    0.41039E+01
  1182    0.10741E+04    0.12627E+02   -0.17751E+01    0.17714E+06    0.42715E+01
  1183    0.10702E+04    0.12750E+02   -0.11032E+01    0.17683E+06    0.44424E+01
  1184    0.10663E+04    0.12875E+02   -0.44573E+00    0.17653E+06    0.46167E+01
  1185    0.10623E+04    0.13006E+02    0.19719E+00    0.17622E+06    0.47943E+01
  1186    0.10583E+04    0.13140E+02    0.82511E+00    0.17591E+06    0.49754E+01
  1187    0.10542E+04    0.13277E+02    0.14379E+01    0.17560E+06    0.51599E+01
  1188    0.10501E+04    0.13417E+02    0.20352E+01    0.17530E+06    0.53478E+01
  1189    0.10459E+04    0.13561E+02    0.26171E+01    0.17499E+06    0.55393E+01
  1190    0.10417E+04    0.13708E+02    0.31832E+01    0.17469E+06    0.57344E+01
  1191    0.10374E+04    0.13859E+02    0.37335E+01    0.17439E+06    0.59330E+01
  1192    0.10332E+04    0.14012E+02    0.42676E+01    0.17408E+06    0.61352E+01
  1193    0.10288E+04    0.14169E+02    0.47854E+01    0.17378E+06    0.63411E+01
  1194    0.10245E+04    0.14328E+02    0.52870E+01    0.17348E+06    0.65507E+01
  1195    0.10201E+04    0.14491E+02    0.57720E+01    0.17318E+06    0.67640E+01
  1196    0.10156E+04    0.14657E+02    0.62400E+01    0.17288E+06    0.69810E+01
  1197    0.10112E+04    0.14824E+02    0.66913E+01    0.17258E+06    0.72018E+01
  1198    0.10067E+04    0.14995E+02    0.71245E+01    0.17228E+06    0.74265E+01
  1199    0.10022E+04    0.15168E+02    0.75417E+01    0.17198E+06    0.76550E+01
  1200    0.99761E+03    0.15343E+02    0.79415E+01    0.17168E+06    0.78874E+01
  1201    0.99310E+03    0.15521E+02    0.83231E+01    0.17139E+06    0.81236E+01
  1202    0.98844E+03    0.15702E+02    0.86880E+01    0.17109E+06    0.83635E+01
  1203    0.98385E+03    0.15884E+02    0.90347E+01    0.17080E+06    0.86066E+01
  1204    0.97918E+03    0.16069E+02    0.93639E+01    0.17050E+06    0.88527E+01
  1205    0.97451E+03    0.16255E+02    0.96748E+01    0.17021E+06    0.91015E+01
  1206    0.96984E+03    0.16444E+02    0.99681E+01    0.16991E+06    0.93526E+01
  1207    0.96524E+03    0.16634E+02    0.10242E+02    0.16962E+06    0.96058E+01
  1208    0.96056E+03    0.16826E+02    0.10500E+02    0.16933E+06    0.98607E+01
  1209    0.95581E+03    0.17020E+02    0.10739E+02    0.16904E+06    0.10117E+02
  1210    0.95113E+03    0.17215E+02    0.10959E+02    0.16875E+06    0.10374E+02
  1211    0.94637E+03    0.17412E+02    0.11161E+02    0.16846E+06    0.10632E+02
  1212    0.94168E+03    0.17610E+02    0.11345E+02    0.16817E+06    0.10891E+02
  1213    0.93692E+03    0.17809E+02    0.11511E+02    0.16788E+06    0.11150E+02
  1214    0.93222E+03    0.18010E+02    0.11658E+02    0.16759E+06    0.11408E+02
  1215    0.92753E+03    0.18211E+02    0.11787E+02    0.16730E+06    0.11666E+02
  1216    0.92283E+03    0.18414E+02    0.11897E+02    0.16702E+06    0.11924E+02
  1217    0.91798E+03    0.18618E+02    0.11990E+02    0.16673E+06    0.12180E+02
  1218    0.91327E+03    0.18823E+02    0.12063E+02    0.16645E+06    0.12435E+02
  1219    0.90849E+03    0.19028E+02    0.12119E+02    0.16616E+06    0.12688E+02
  1220    0.90378E+03    0.19233E+02    0.12156E+02    0.16588E+06    0.12938E+02
  1221    0.89906E+03    0.19439E+02    0.12175E+02    0.16559E+06    0.13187E+02
  1222    0.89434E+03    0.19646E+02    0.12175E+02    0.16531E+06    0.13433E+02
  1223    0.88962E+03    0.19853E+02    0.12158E+02    0.16503E+06    0.13676E+02
  1224    0.88490E+03    0.20059E+02    0.12121E+02    0.16475E+06    0.13915E+02
  1225    0.88025E+03    0.20267E+02    0.12067E+02    0.16447E+06    0.14151E+02
  1226    0.87559E+03    0.20474E+02    0.11995E+02    0.16419E+06    0.14383E+02
  1227    0.87100E+03    0.20681E+02    0.11905E+02    0.16391E+06    0.14611E+02
  1228    0.86634E+03    0.20889E+02    0.11797E+02    0.16363E+06    0.14834E+02
  1229    0.86175E+03    0.21095E+02    0.11670E+02    0.16335E+06    0.15052E+02
  1230    0.85700E+03    0.21302E+02    0.11528E+02    0.16307E+06    0.15265E+02
  1231    0.85240E+03    0.21508E+02    0.11367E+02    0.16279E+06    0.15472E+02
  1232    0.84780E+03    0.21713E+02    0.11189E+02    0.16252E+06    0.15674E+02
  1233    0.84334E+03    0.21919E+02    0.10993E+02    0.16224E+06    0.15869E+02
  1234    0.83880E+03    0.22123E+02    0.10781E+02    0.16197E+06    0.16058E+02
  1235    0.83456E+03    0.22327E+02    0.10551E+02    0.16169E+06    0.16241E+02
  1236    0.83016E+03    0.22529E+02    0.10305E+02    0.16142E+06    0.16416E+02
  1237    0.82576E+03    0.22731E+02    0.10042E+02    0.16114E+06    0.16583E+02
  1238    0.82143E+03    0.22932E+02    0.97617E+01    0.16087E+06    0.16743E+02
  1239    0.81710E+03    0.23131E+02    0.94650E+01    0.16060E+06    0.16895E+02
  1240    0.81276E+03    0.23329E+02    0.91530E+01    0.16033E+06    0.17039E+02
  1241    0.80857E+03    0.23525E+02    0.88243E+01    0.16005E+06    0.17174E+02
  1242    0.80430E+03    0.23722E+02    0.84811E+01    0.15978E+06    0.17300E+02
  1243    0.80010E+03    0.23915E+02    0.81202E+01    0.15951E+06    0.17416E+02
  1244    0.79597E+03    0.24109E+02    0.77453E+01    0.15924E+06    0.17523E+02
  1245    0.79190E+03    0.24300E+02    0.73548E+01    0.15898E+06    0.17620E+02
  1246    0.78784E+03    0.24489E+02    0.69505E+01    0.15871E+06    0.17707E+02
  1247    0.78377E+03    0.24676E+02    0.65306E+01    0.15844E+06    0.17783E+02
  1248    0.77977E+03    0.24861E+02    0.60959E+01    0.15817E+06    0.17848E+02
  1249    0.77584E+03    0.25046E+02    0.56472E+01    0.15791E+06    0.17903E+02
  1250    0.77198E+03    0.25228E+02    0.51844E+01    0.15764E+06    0.17945E+02
  1251    0.76812E+03    0.25407E+02    0.47076E+01    0.15738E+06    0.17976E+02
  1252    0.76440E+03    0.25585E+02    0.42170E+01    0.15711E+06    0.17996E+02
  1253    0.76060E+03    0.25760E+02    0.37133E+01    0.15685E+06    0.18004E+02
  1254    0.75687E+03    0.25932E+02    0.31964E+01    0.15658E+06    0.18003E+02
  1255    0.75321E+03    0.26103E+02    0.26666E+01    0.15632E+06    0.17991E+02
  1256    0.74970E+03    0.26270E+02    0.21244E+01    0.15606E+06    0.17969E+02
  1257    0.74618E+03    0.26436E+02    0.15698E+01    0.15580E+06    0.17939E+02
  1258    0.74265E+03    0.26598E+02    0.10033E+01    0.15554E+06    0.17900E+02
  1259    0.73920E+03    0.26758E+02    0.42508E+00    0.15527E+06    0.17852E+02
  1260    0.73582E+03    0.26914E+02   -0.16448E+00    0.15501E+06    0.17797E+02
  1261    0.73251E+03    0.27069E+02   -0.76520E+00    0.15476E+06    0.17735E+02
  1262    0.72926E+03    0.27221E+02   -0.13766E+01    0.15450E+06    0.17665E+02
  1263    0.72609E+03    0.27369E+02   -0.19986E+01    0.15424E+06    0.17590E+02
  1264    0.72292E+03    0.27515E+02   -0.26311E+01    0.15398E+06    0.17508E+02
  1265    0.71989E+03    0.27657E+02   -0.32735E+01    0.15372E+06    0.17421E+02
  1266    0.71685E+03    0.27796E+02   -0.39253E+01    0.15347E+06    0.17329E+02
  1267    0.71389E+03    0.27932E+02   -0.45867E+01    0.15321E+06    0.17232E+02
  1268    0.71100E+03    0.28066E+02   -0.52572E+01    0.15295E+06    0.17131E+02
  1269    0.70819E+03    0.28194E+02   -0.59360E+01    0.15270E+06    0.17027E+02
  1270    0.70543E+03    0.28320E+02   -0.66241E+01    0.15244E+06    0.16919E+02
  1271    0.70274E+03    0.28443E+02   -0.73198E+01    0.15219E+06    0.16808E+02
  1272    0.70010E+03    0.28562E+02   -0.80233E+01    0.15194E+06    0.16695E+02
  1273    0.69751E+03    0.28677E+02   -0.87344E+01    0.15168E+06    0.16580E+02
  1274    0.69499E+03    0.28788E+02   -0.94524E+01    0.15143E+06    0.16464E+02
  1275    0.69254E+03    0.28897E+02   -0.10177E+02    0.15118E+06    0.16347E+02
  1276    0.69015E+03    0.29001E+02   -0.10908E+02    0.15093E+06    0.16229E+02
  1277    0.68783E+03    0.29103E+02   -0.11645E+02    0.15068E+06    0.16111E+02
  1278    0.68557E+03    0.29200E+02   -0.12388E+02    0.15043E+06    0.15994E+02
  1279    0.68338E+03    0.29293E+02   -0.13136E+02    0.15018E+06    0.15877E+02
  1280    0.68126E+03    0.29383E+02   -0.13890E+02    0.14993E+06    0.15762E+02
  1281    0.67921E+03    0.29469E+02   -0.14648E+02    0.14968E+06    0.15648E+02
  1282    0.67722E+03    0.29550E+02   -0.15411E+02    0.14943E+06    0.15536E+02
  1283    0.67530E+03    0.29629E+02   -0.16177E+02    0.14919E+06    0.15428E+02
  1284    0.67346E+03    0.29703E+02   -0.16948E+02    0.14894E+06    0.15322E+02
  1285    0.67167E+03    0.29773E+02   -0.17722E+02    0.14869E+06    0.15220E+02
  1286    0.66995E+03    0.29839E+02   -0.18499E+02    0.14845E+06    0.15122E+02
  1287    0.66830E+03    0.29901E+02   -0.19279E+02    0.14820E+06    0.15028E+02
  1288    0.66672E+03    0.29958E+02   -0.20061E+02    0.14796E+06    0.14939E+02
  1289    0.66521E+03    0.30013E+02   -0.20845E+02    0.14771E+06    0.14855E+02
  1290    0.66376E+03    0.30062E+02   -0.21631E+02    0.14747E+06    0.14778E+02
  1291    0.66238E+03    0.30108E+02   -0.22418E+02    0.14723E+06    0.14706E+02
  1292    0.66107E+03    0.30148E+02   -0.23207E+02    0.14698E+06    0.14642E+02
  1293    0.65982E+03    0.30186E+02   -0.23998E+02    0.14674E+06    0.14584E+02
  1294    0.65865E+03    0.30219E+02   -0.24786E+02    0.14650E+06    0.14534E+02
  1295    0.65754E+03    0.30248E+02   -0.25576E+02    0.14626E+06    0.14492E+02
  1296    0.65649E+03    0.30274E+02   -0.26364E+02    0.14602E+06    0.14459E+02
  1297    0.65552E+03    0.30295E+02   -0.27152E+02    0.14578E+06    0.14434E+02
  1298    0.65461E+03    0.30312E+02   -0.27940E+02    0.14554E+06    0.14419E+02
  1299    0.65375E+03    0.30325E+02   -0.28726E+02    0.14530E+06    0.14414E+02
  1300    0.65298E+03    0.30332E+02   -0.29511E+02    0.14506E+06    0.14419E+02
  1301    0.65227E+03    0.30337E+02   -0.30293E+02    0.14482E+06    0.14435E+02
  1302    0.65161E+03    0.30337E+02   -0.31072E+02    0.14458E+06    0.14461E+02
  1303    0.65102E+03    0.30333E+02   -0.31850E+02    0.14435E+06    0.14497E+02
  1304    0.65050E+03    0.30325E+02   -0.32624E+02    0.14411E+06    0.14542E+02
  1305    0.65004E+03    0.30313E+02   -0.33396E+02    0.14387E+06    0.14596E+02
  1306    0.64963E+03    0.30297E+02   -0.34164E+02    0.14364E+06    0.14659E+02
  1307    0.64931E+03    0.30277E+02   -0.34926E+02    0.14340E+06    0.14729E+02
  1308    0.64903E+03    0.30252E+02   -0.35687E+02    0.14317E+06    0.14807E+02
  1309    0.64881E+03    0.30222E+02   -0.36441E+02    0.14293E+06    0.14892E+02
  1310    0.64867E+03    0.30189E+02   -0.37191E+02    0.14270E+06    0.14983E+02
  1311    0.64857E+03    0.30152E+02   -0.37936E+02    0.14247E+06    0.15080E+02
  1312    0.64856E+03    0.30112E+02   -0.38674E+02    0.14223E+06    0.15183E+02
  1313    0.64859E+03    0.30066E+02   -0.39408E+02    0.14200E+06    0.15291E+02
  1314    0.64868E+03    0.30017E+02   -0.40134E+02    0.14177E+06    0.15404E+02
  1315    0.64882E+03    0.29965E+02   -0.40854E+02    0.14154E+06    0.15521E+02
  1316    0.64903E+03    0.29907E+02   -0.41568E+02    0.14131E+06    0.15641E+02
  1317    0.64930E+03    0.29847E+02   -0.42274E+02    0.14108E+06    0.15765E+02
  1318    0.64961E+03    0.29782E+02   -0.42973E+02    0.14085E+06    0.15891E+02
  1319    0.64998E+03    0.29712E+02   -0.43665E+02    0.14062E+06    0.16020E+02
  1320    0.65040E+03    0.29640E+02   -0.44348E+02    0.14039E+06    0.16150E+02
  1321    0.65088E+03    0.29564E+02   -0.45024E+02    0.14016E+06    0.16282E+02
  1322    0.65141E+03    0.29483E+02   -0.45690E+02    0.13993E+06    0.16414E+02
  1323    0.65199E+03    0.29398E+02   -0.46347E+02    0.13970E+06    0.16547E+02
  1324    0.65263E+03    0.29310E+02   -0.46997E+02    0.13948E+06    0.16680E+02
  1325    0.65331E+03    0.29219E+02   -0.47636E+02    0.13925E+06    0.16812E+02
  1326    0.65404E+03    0.29124E+02   -0.48267E+02    0.13902E+06    0.16943E+02
  1327    0.65481E+03    0.29026E+02   -0.48888E+02    0.13880E+06    0.17072E+02
  1328    0.65565E+03    0.28924E+02   -0.49497E+02    0.13857E+06    0.17200E+02
  1329    0.65652E+03    0.28818E+02   -0.50097E+02    0.13835E+06    0.17325E+02
  1330    0.65744E+03    0.28709E+02   -0.50687E+02    0.13812E+06    0.17447E+02
  1331    0.65841E+03    0.28596E+02   -0.51265E+02    0.13790E+06    0.17565E+02
  1332    0.65941E+03    0.28480E+02   -0.51834E+02    0.13768E+06    0.17680E+02
  1333    0.66046E+03    0.28360E+02   -0.52389E+02    0.13745E+06    0.17790E+02
  1334    0.66155E+03    0.28238E+02   -0.52935E+02    0.13723E+06    0.17895E+02
  1335    0.66267E+03    0.28112E+02   -0.53469E+02    0.13701E+06    0.17995E+02
  1336    0.66385E+03    0.27983E+02   -0.53989E+02    0.13679E+06    0.18089E+02
  1337    0.66506E+03    0.27850E+02   -0.54499E+02    0.13657E+06    0.18177E+02
  1338    0.66630E+03    0.27715E+02   -0.54996E+02    0.13635E+06    0.18258E+02
  1339    0.66758E+03    0.27576E+02   -0.55482E+02    0.13612E+06    0.18332E+02
  1340    0.66890E+03    0.27435E+02   -0.55955E+02    0.13591E+06    0.18398E+02
  1341    0.67025E+03    0.27292E+02   -0.56415E+02    0.13569E+06    0.18456E+02
  1342    0.67162E+03    0.27145E+02   -0.56863E+02    0.13547E+06    0.18505E+02
  1343    0.67304E+03    0.26995E+02   -0.57297E+02    0.13525E+06    0.18546E+02
  1344    0.67449E+03    0.26842E+02   -0.57718E+02    0.13503E+06    0.18576E+02
  1345    0.67595E+03    0.26688E+02   -0.58125E+02    0.13481E+06    0.18597E+02
  1346    0.67746E+03    0.26530E+02   -0.58520E+02    0.13460E+06    0.18607E+02
  1347    0.67899E+03    0.26370E+02   -0.58901E+02    0.13438E+06    0.18605E+02
  1348    0.68054E+03    0.26207E+02   -0.59268E+02    0.13416E+06    0.18593E+02
  1349    0.68213E+03    0.26041E+02   -0.59621E+02    0.13395E+06    0.18568E+02
  1350    0.68373E+03    0.25874E+02   -0.59960E+02    0.13373E+06    0.18531E+02
  1351    0.68536E+03    0.25704E+02   -0.60285E+02    0.13352E+06    0.18482E+02
  1352    0.68700E+03    0.25532E+02   -0.60595E+02    0.13330E+06    0.18420E+02
  1353    0.68867E+03    0.25359E+02   -0.60892E+02    0.13309E+06    0.18347E+02
  1354    0.69035E+03    0.25183E+02   -0.61174E+02    0.13287E+06    0.18263E+02
  1355    0.69206E+03    0.25005E+02   -0.61442E+02    0.13266E+06    0.18170E+02
  1356    0.69379E+03    0.24826E+02   -0.61697E+02    0.13245E+06    0.18069E+02
  1357    0.69553E+03    0.24644E+02   -0.61935E+02    0.13224E+06    0.17959E+02
  1358    0.69727E+03    0.24460E+02   -0.62157E+02    0.13202E+06    0.17843E+02
  1359    0.69903E+03    0.24275E+02   -0.62367E+02    0.13181E+06    0.17721E+02
  1360    0.70078E+03    0.24090E+02   -0.62560E+02    0.13160E+06    0.17593E+02
  1361    0.70256E+03    0.23901E+02   -0.62739E+02    0.13139E+06    0.17461E+02
  1362    0.70434E+03    0.23711E+02   -0.62902E+02    0.13118E+06    0.17326E+02
  1363    0.70612E+03    0.23520E+02   -0.63052E+02    0.13097E+06    0.17187E+02
  1364    0.70789E+03    0.23328E+02   -0.63186E+02    0.13076E+06    0.17047E+02
  1365    0.70975E+03    0.23134E+02   -0.63303E+02    0.13055E+06    0.16906E+02
  1366    0.71154E+03    0.22939E+02   -0.63408E+02    0.13034E+06    0.16765E+02
  1367    0.71333E+03    0.22742E+02   -0.63496E+02    0.13013E+06    0.16624E+02
  1368    0.71520E+03    0.22546E+02   -0.63569E+02    0.12993E+06    0.16486E+02
  1369    0.71700E+03    0.22348E+02   -0.63627E+02    0.12972E+06    0.16349E+02
  1370    0.71880E+03    0.22149E+02   -0.63670E+02    0.12951E+06    0.16216E+02
  1371    0.72060E+03    0.21950E+02   -0.63697E+02    0.12930E+06    0.16087E+02
  1372    0.72240E+03    0.21750E+02   -0.63710E+02    0.12910E+06    0.15963E+02
  1373    0.72421E+03    0.21549E+02   -0.63707E+02    0.12889E+06    0.15845E+02
  1374    0.72602E+03    0.21348E+02   -0.63689E+02    0.12869E+06    0.15734E+02
  1375    0.72783E+03    0.21146E+02   -0.63656E+02    0.12848E+06    0.15630E+02
  1376    0.72964E+03    0.20944E+02   -0.63608E+02    0.12828E+06    0.15534E+02
  1377    0.73146E+03    0.20743E+02   -0.63546E+02    0.12807E+06    0.15448E+02
  1378    0.73328E+03    0.20539E+02   -0.63468E+02    0.12787E+06    0.15372E+02
  1379    0.73503E+03    0.20337E+02   -0.63375E+02    0.12767E+06    0.15307E+02
  1380    0.73678E+03    0.20133E+02   -0.63268E+02    0.12746E+06    0.15254E+02
  1381    0.73853E+03    0.19930E+02   -0.63145E+02    0.12726E+06    0.15213E+02
  1382    0.74014E+03    0.19727E+02   -0.63007E+02    0.12706E+06    0.15186E+02
  1383    0.74190E+03    0.19524E+02   -0.62856E+02    0.12686E+06    0.15173E+02
  1384    0.74352E+03    0.19322E+02   -0.62689E+02    0.12666E+06    0.15176E+02
  1385    0.74513E+03    0.19119E+02   -0.62508E+02    0.12645E+06    0.15195E+02
  1386    0.74675E+03    0.18917E+02   -0.62312E+02    0.12625E+06    0.15230E+02
  1387    0.74830E+03    0.18716E+02   -0.62102E+02    0.12605E+06    0.15284E+02
  1388    0.75000E+03    0.18514E+02   -0.61879E+02    0.12585E+06    0.15356E+02
  1389    0.75156E+03    0.18313E+02   -0.61640E+02    0.12565E+06    0.15447E+02
  1390    0.75305E+03    0.18114E+02   -0.61388E+02    0.12545E+06    0.15559E+02
  1391    0.75461E+03    0.17915E+02   -0.61123E+02    0.12526E+06    0.15693E+02
  1392    0.75610E+03    0.17716E+02   -0.60843E+02    0.12506E+06    0.15848E+02
  1393    0.75759E+03    0.17519E+02   -0.60550E+02    0.12486E+06    0.16026E+02
  1394    0.75902E+03    0.17322E+02   -0.60244E+02    0.12466E+06    0.16228E+02
  1395    0.76044E+03    0.17126E+02   -0.59924E+02    0.12446E+06    0.16455E+02
  1396    0.76187E+03    0.16932E+02   -0.59592E+02    0.12427E+06    0.16707E+02
  1397    0.76323E+03    0.16738E+02   -0.59247E+02    0.12407E+06    0.16985E+02
  1398    0.76452E+03    0.16545E+02   -0.58888E+02    0.12388E+06    0.17291E+02
  1399    0.76581E+03    0.16355E+02   -0.58517E+02    0.12368E+06    0.17624E+02
  1400    0.76711E+03    0.16166E+02   -0.58133E+02    0.12348E+06    0.17987E+02
  1401    0.76833E+03    0.15976E+02   -0.57737E+02    0.12329E+06    0.18379E+02
  1402    0.76956E+03    0.15790E+02   -0.57330E+02    0.12310E+06    0.18800E+02
  1403    0.77072E+03    0.15605E+02   -0.56909E+02    0.12290E+06    0.19248E+02
  1404    0.77181E+03    0.15422E+02   -0.56478E+02    0.12271E+06    0.19723E+02
  1405    0.77297E+03    0.15239E+02   -0.56034E+02    0.12251E+06    0.20224E+02
  1406    0.77399E+03    0.15060E+02   -0.55580E+02    0.12232E+06    0.20750E+02
  1407    0.77494E+03    0.14881E+02   -0.55114E+02    0.12213E+06    0.21300E+02
  1408    0.77604E+03    0.14704E+02   -0.54638E+02    0.12194E+06    0.21872E+02
  1409    0.77692E+03    0.14530E+02   -0.54150E+02    0.12174E+06    0.22466E+02
  1410    0.77788E+03    0.14356E+02   -0.53652E+02    0.12155E+06    0.23080E+02
  1411    0.77876E+03    0.14185E+02   -0.53144E+02    0.12136E+06    0.23715E+02
  1412    0.77958E+03    0.14017E+02   -0.52625E+02    0.12117E+06    0.24368E+02
