#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   521    0.24885E+04   -0.28830E+02   -0.11285E-06   -0.28830E+02    0.62474E+01    0.72737E-09   -0.11285E-06    0.72737E-09    0.89521E-13
   522    0.24907E+04   -0.27533E+02   -0.11217E-06   -0.27533E+02    0.62465E+01    0.69503E-09   -0.11217E-06    0.69503E-09    0.88923E-13
   523    0.24928E+04   -0.26232E+02   -0.11149E-06   -0.26232E+02    0.62505E+01    0.66304E-09   -0.11149E-06    0.66304E-09    0.88329E-13
   524    0.24947E+04   -0.24929E+02   -0.11082E-06   -0.24929E+02    0.62594E+01    0.63141E-09   -0.11082E-06    0.63141E-09    0.87740E-13
   525    0.24961E+04   -0.23622E+02   -0.11014E-06   -0.23622E+02    0.62735E+01    0.60012E-09   -0.11014E-06    0.60012E-09    0.87157E-13
   526    0.24974E+04   -0.22313E+02   -0.10947E-06   -0.22313E+02    0.62926E+01    0.56916E-09   -0.10947E-06    0.56916E-09    0.86578E-13
   527    0.24987E+04   -0.21004E+02   -0.10881E-06   -0.21004E+02    0.63168E+01    0.53853E-09   -0.10881E-06    0.53853E-09    0.86004E-13
   528    0.24995E+04   -0.19695E+02   -0.10814E-06   -0.19695E+02    0.63460E+01    0.50821E-09   -0.10814E-06    0.50821E-09    0.85435E-13
   529    0.25002E+04   -0.18386E+02   -0.10748E-06   -0.18386E+02    0.63805E+01    0.47819E-09   -0.10748E-06    0.47819E-09    0.84870E-13
   530    0.25005E+04   -0.17080E+02   -0.10682E-06   -0.17080E+02    0.64202E+01    0.44847E-09   -0.10682E-06    0.44847E-09    0.84310E-13
   531    0.25009E+04   -0.15774E+02   -0.10616E-06   -0.15774E+02    0.64648E+01    0.41904E-09   -0.10616E-06    0.41904E-09    0.83755E-13
   532    0.25008E+04   -0.14472E+02   -0.10551E-06   -0.14472E+02    0.65148E+01    0.38989E-09   -0.10551E-06    0.38989E-09    0.83204E-13
   533    0.25004E+04   -0.13174E+02   -0.10486E-06   -0.13174E+02    0.65699E+01    0.36100E-09   -0.10486E-06    0.36100E-09    0.82658E-13
   534    0.24999E+04   -0.11880E+02   -0.10421E-06   -0.11880E+02    0.66302E+01    0.33238E-09   -0.10421E-06    0.33238E-09    0.82117E-13
   535    0.24991E+04   -0.10592E+02   -0.10356E-06   -0.10592E+02    0.66957E+01    0.30401E-09   -0.10356E-06    0.30401E-09    0.81580E-13
   536    0.24981E+04   -0.93088E+01   -0.10292E-06   -0.93088E+01    0.67664E+01    0.27587E-09   -0.10292E-06    0.27587E-09    0.81047E-13
   537    0.24970E+04   -0.80328E+01   -0.10228E-06   -0.80328E+01    0.68423E+01    0.24797E-09   -0.10228E-06    0.24797E-09    0.80518E-13
   538    0.24955E+04   -0.67645E+01   -0.10164E-06   -0.67645E+01    0.69234E+01    0.22030E-09   -0.10164E-06    0.22030E-09    0.79994E-13
   539    0.24938E+04   -0.55046E+01   -0.10100E-06   -0.55046E+01    0.70095E+01    0.19284E-09   -0.10100E-06    0.19284E-09    0.79474E-13
   540    0.24920E+04   -0.42538E+01   -0.10037E-06   -0.42538E+01    0.71011E+01    0.16558E-09   -0.10037E-06    0.16558E-09    0.78959E-13
   541    0.24898E+04   -0.30122E+01   -0.99739E-07   -0.30122E+01    0.71977E+01    0.13852E-09   -0.99739E-07    0.13852E-09    0.78447E-13
   542    0.24875E+04   -0.17820E+01   -0.99111E-07   -0.17820E+01    0.72994E+01    0.11164E-09   -0.99111E-07    0.11164E-09    0.77940E-13
   543    0.24849E+04   -0.56275E+00   -0.98486E-07   -0.56275E+00    0.74064E+01    0.84945E-10   -0.98486E-07    0.84945E-10    0.77437E-13
   544    0.24822E+04    0.64451E+00   -0.97864E-07    0.64451E+00    0.75185E+01    0.58417E-10   -0.97864E-07    0.58417E-10    0.76938E-13
   545    0.24792E+04    0.18392E+01   -0.97245E-07    0.18392E+01    0.76357E+01    0.32048E-10   -0.97245E-07    0.32048E-10    0.76442E-13
   546    0.24760E+04    0.30203E+01   -0.96628E-07    0.30203E+01    0.77577E+01    0.58295E-11   -0.96628E-07    0.58295E-11    0.75951E-13
   547    0.24725E+04    0.41875E+01   -0.96013E-07    0.41875E+01    0.78848E+01   -0.20248E-10   -0.96013E-07   -0.20248E-10    0.75464E-13
   548    0.24690E+04    0.53396E+01   -0.95402E-07    0.53396E+01    0.80169E+01   -0.46193E-10   -0.95402E-07   -0.46193E-10    0.74980E-13
   549    0.24652E+04    0.64761E+01   -0.94793E-07    0.64761E+01    0.81541E+01   -0.72015E-10   -0.94793E-07   -0.72015E-10    0.74500E-13
   550    0.24611E+04    0.75963E+01   -0.94186E-07    0.75963E+01    0.82963E+01   -0.97724E-10   -0.94186E-07   -0.97724E-10    0.74024E-13
   551    0.24570E+04    0.86996E+01   -0.93582E-07    0.86996E+01    0.84435E+01   -0.12333E-09   -0.93582E-07   -0.12333E-09    0.73552E-13
   552    0.24526E+04    0.97850E+01   -0.92981E-07    0.97850E+01    0.85957E+01   -0.14882E-09   -0.92981E-07   -0.14882E-09    0.73083E-13
   553    0.24480E+04    0.10852E+02   -0.92383E-07    0.10852E+02    0.87515E+01   -0.17420E-09   -0.92383E-07   -0.17420E-09    0.72618E-13
   554    0.24432E+04    0.11901E+02   -0.91787E-07    0.11901E+02    0.89137E+01   -0.19947E-09   -0.91787E-07   -0.19947E-09    0.72157E-13
   555    0.24382E+04    0.12930E+02   -0.91194E-07    0.12930E+02    0.90801E+01   -0.22462E-09   -0.91194E-07   -0.22462E-09    0.71699E-13
   556    0.24330E+04    0.13939E+02   -0.90603E-07    0.13939E+02    0.92515E+01   -0.24965E-09   -0.90603E-07   -0.24965E-09    0.71245E-13
   557    0.24276E+04    0.14927E+02   -0.90015E-07    0.14927E+02    0.94271E+01   -0.27455E-09   -0.90015E-07   -0.27455E-09    0.70794E-13
   558    0.24221E+04    0.15894E+02   -0.89430E-07    0.15894E+02    0.96084E+01   -0.29933E-09   -0.89430E-07   -0.29933E-09    0.70347E-13
   559    0.24163E+04    0.16840E+02   -0.88847E-07    0.16840E+02    0.97932E+01   -0.32397E-09   -0.88847E-07   -0.32397E-09    0.69903E-13
   560    0.24105E+04    0.17762E+02   -0.88267E-07    0.17762E+02    0.99821E+01   -0.34848E-09   -0.88267E-07   -0.34848E-09    0.69463E-13
   561    0.24043E+04    0.18663E+02   -0.87690E-07    0.18663E+02    0.10176E+02   -0.37285E-09   -0.87690E-07   -0.37285E-09    0.69026E-13
   562    0.23982E+04    0.19539E+02   -0.87115E-07    0.19539E+02    0.10375E+02   -0.39708E-09   -0.87115E-07   -0.39708E-09    0.68593E-13
   563    0.23918E+04    0.20394E+02   -0.86543E-07    0.20394E+02    0.10577E+02   -0.42117E-09   -0.86543E-07   -0.42117E-09    0.68163E-13
   564    0.23853E+04    0.21222E+02   -0.85973E-07    0.21222E+02    0.10785E+02   -0.44511E-09   -0.85973E-07   -0.44511E-09    0.67736E-13
   565    0.23786E+04    0.22027E+02   -0.85406E-07    0.22027E+02    0.10995E+02   -0.46889E-09   -0.85406E-07   -0.46889E-09    0.67313E-13
   566    0.23717E+04    0.22805E+02   -0.84842E-07    0.22805E+02    0.11210E+02   -0.49253E-09   -0.84842E-07   -0.49253E-09    0.66892E-13
   567    0.23647E+04    0.23558E+02   -0.84280E-07    0.23558E+02    0.11429E+02   -0.51600E-09   -0.84280E-07   -0.51600E-09    0.66476E-13
   568    0.23576E+04    0.24285E+02   -0.83721E-07    0.24285E+02    0.11653E+02   -0.53932E-09   -0.83721E-07   -0.53932E-09    0.66062E-13
   569    0.23503E+04    0.24987E+02   -0.83165E-07    0.24987E+02    0.11880E+02   -0.56247E-09   -0.83165E-07   -0.56247E-09    0.65652E-13
   570    0.23429E+04    0.25659E+02   -0.82611E-07    0.25659E+02    0.12111E+02   -0.58545E-09   -0.82611E-07   -0.58545E-09    0.65245E-13
   571    0.23354E+04    0.26304E+02   -0.82059E-07    0.26304E+02    0.12346E+02   -0.60826E-09   -0.82059E-07   -0.60826E-09    0.64841E-13
   572    0.23276E+04    0.26922E+02   -0.81511E-07    0.26922E+02    0.12585E+02   -0.63090E-09   -0.81511E-07   -0.63090E-09    0.64440E-13
   573    0.23199E+04    0.27511E+02   -0.80965E-07    0.27511E+02    0.12826E+02   -0.65335E-09   -0.80965E-07   -0.65335E-09    0.64042E-13
   574    0.23120E+04    0.28071E+02   -0.80421E-07    0.28071E+02    0.13072E+02   -0.67563E-09   -0.80421E-07   -0.67563E-09    0.63647E-13
   575    0.23039E+04    0.28602E+02   -0.79880E-07    0.28602E+02    0.13320E+02   -0.69773E-09   -0.79880E-07   -0.69773E-09    0.63256E-13
   576    0.22958E+04    0.29104E+02   -0.79342E-07    0.29104E+02    0.13572E+02   -0.71963E-09   -0.79342E-07   -0.71963E-09    0.62867E-13
   577    0.22876E+04    0.29577E+02   -0.78806E-07    0.29577E+02    0.13828E+02   -0.74135E-09   -0.78806E-07   -0.74135E-09    0.62481E-13
   578    0.22792E+04    0.30018E+02   -0.78273E-07    0.30018E+02    0.14086E+02   -0.76287E-09   -0.78273E-07   -0.76287E-09    0.62099E-13
   579    0.22708E+04    0.30431E+02   -0.77743E-07    0.30431E+02    0.14348E+02   -0.78419E-09   -0.77743E-07   -0.78419E-09    0.61719E-13
   580    0.22624E+04    0.30811E+02   -0.77215E-07    0.30811E+02    0.14612E+02   -0.80531E-09   -0.77215E-07   -0.80531E-09    0.61342E-13
   581    0.22536E+04    0.31161E+02   -0.76690E-07    0.31161E+02    0.14879E+02   -0.82623E-09   -0.76690E-07   -0.82623E-09    0.60968E-13
   582    0.22449E+04    0.31480E+02   -0.76167E-07    0.31480E+02    0.15150E+02   -0.84694E-09   -0.76167E-07   -0.84694E-09    0.60597E-13
   583    0.22361E+04    0.31767E+02   -0.75647E-07    0.31767E+02    0.15422E+02   -0.86744E-09   -0.75647E-07   -0.86744E-09    0.60229E-13
   584    0.22273E+04    0.32022E+02   -0.75129E-07    0.32022E+02    0.15698E+02   -0.88773E-09   -0.75129E-07   -0.88773E-09    0.59864E-13
   585    0.22184E+04    0.32245E+02   -0.74615E-07    0.32245E+02    0.15975E+02   -0.90780E-09   -0.74615E-07   -0.90780E-09    0.59501E-13
   586    0.22094E+04    0.32437E+02   -0.74102E-07    0.32437E+02    0.16254E+02   -0.92765E-09   -0.74102E-07   -0.92765E-09    0.59141E-13
   587    0.22005E+04    0.32595E+02   -0.73593E-07    0.32595E+02    0.16537E+02   -0.94727E-09   -0.73593E-07   -0.94727E-09    0.58784E-13
   588    0.21914E+04    0.32721E+02   -0.73085E-07    0.32721E+02    0.16821E+02   -0.96667E-09   -0.73085E-07   -0.96667E-09    0.58430E-13
   589    0.21822E+04    0.32814E+02   -0.72581E-07    0.32814E+02    0.17108E+02   -0.98583E-09   -0.72581E-07   -0.98583E-09    0.58078E-13
   590    0.21730E+04    0.32874E+02   -0.72079E-07    0.32874E+02    0.17395E+02   -0.10048E-08   -0.72079E-07   -0.10048E-08    0.57729E-13
   591    0.21638E+04    0.32902E+02   -0.71579E-07    0.32902E+02    0.17686E+02   -0.10235E-08   -0.71579E-07   -0.10235E-08    0.57382E-13
   592    0.21546E+04    0.32895E+02   -0.71083E-07    0.32895E+02    0.17976E+02   -0.10419E-08   -0.71083E-07   -0.10419E-08    0.57038E-13
   593    0.21453E+04    0.32856E+02   -0.70588E-07    0.32856E+02    0.18270E+02   -0.10601E-08   -0.70588E-07   -0.10601E-08    0.56697E-13
   594    0.21359E+04    0.32783E+02   -0.70097E-07    0.32783E+02    0.18565E+02   -0.10781E-08   -0.70097E-07   -0.10781E-08    0.56358E-13
   595    0.21265E+04    0.32677E+02   -0.69607E-07    0.32677E+02    0.18860E+02   -0.10958E-08   -0.69607E-07   -0.10958E-08    0.56022E-13
   596    0.21172E+04    0.32537E+02   -0.69121E-07    0.32537E+02    0.19158E+02   -0.11133E-08   -0.69121E-07   -0.11133E-08    0.55688E-13
   597    0.21078E+04    0.32363E+02   -0.68637E-07    0.32363E+02    0.19454E+02   -0.11305E-08   -0.68637E-07   -0.11305E-08    0.55356E-13
   598    0.20987E+04    0.32156E+02   -0.68156E-07    0.32156E+02    0.19753E+02   -0.11474E-08   -0.68156E-07   -0.11474E-08    0.55027E-13
   599    0.20894E+04    0.31916E+02   -0.67677E-07    0.31916E+02    0.20052E+02   -0.11641E-08   -0.67677E-07   -0.11641E-08    0.54701E-13
   600    0.20800E+04    0.31642E+02   -0.67200E-07    0.31642E+02    0.20353E+02   -0.11805E-08   -0.67200E-07   -0.11805E-08    0.54377E-13
   601    0.20707E+04    0.31335E+02   -0.66727E-07    0.31335E+02    0.20654E+02   -0.11966E-08   -0.66727E-07   -0.11966E-08    0.54055E-13
   602    0.20614E+04    0.30993E+02   -0.66256E-07    0.30993E+02    0.20955E+02   -0.12125E-08   -0.66256E-07   -0.12125E-08    0.53735E-13
   603    0.20521E+04    0.30620E+02   -0.65787E-07    0.30620E+02    0.21257E+02   -0.12281E-08   -0.65787E-07   -0.12281E-08    0.53418E-13
   604    0.20429E+04    0.30212E+02   -0.65321E-07    0.30212E+02    0.21558E+02   -0.12434E-08   -0.65321E-07   -0.12434E-08    0.53103E-13
   605    0.20337E+04    0.29772E+02   -0.64857E-07    0.29772E+02    0.21860E+02   -0.12585E-08   -0.64857E-07   -0.12585E-08    0.52791E-13
   606    0.20246E+04    0.29298E+02   -0.64397E-07    0.29298E+02    0.22161E+02   -0.12733E-08   -0.64397E-07   -0.12733E-08    0.52480E-13
   607    0.20153E+04    0.28791E+02   -0.63938E-07    0.28791E+02    0.22463E+02   -0.12878E-08   -0.63938E-07   -0.12878E-08    0.52172E-13
   608    0.20062E+04    0.28252E+02   -0.63482E-07    0.28252E+02    0.22765E+02   -0.13021E-08   -0.63482E-07   -0.13021E-08    0.51866E-13
   609    0.19972E+04    0.27679E+02   -0.63029E-07    0.27679E+02    0.23065E+02   -0.13161E-08   -0.63029E-07   -0.13161E-08    0.51563E-13
   610    0.19882E+04    0.27074E+02   -0.62578E-07    0.27074E+02    0.23365E+02   -0.13299E-08   -0.62578E-07   -0.13299E-08    0.51261E-13
   611    0.19793E+04    0.26437E+02   -0.62130E-07    0.26437E+02    0.23665E+02   -0.13433E-08   -0.62130E-07   -0.13433E-08    0.50962E-13
   612    0.19704E+04    0.25769E+02   -0.61685E-07    0.25769E+02    0.23965E+02   -0.13566E-08   -0.61685E-07   -0.13566E-08    0.50665E-13
   613    0.19616E+04    0.25067E+02   -0.61241E-07    0.25067E+02    0.24261E+02   -0.13695E-08   -0.61241E-07   -0.13695E-08    0.50370E-13
   614    0.19528E+04    0.24334E+02   -0.60801E-07    0.24334E+02    0.24558E+02   -0.13822E-08   -0.60801E-07   -0.13822E-08    0.50077E-13
   615    0.19442E+04    0.23570E+02   -0.60363E-07    0.23570E+02    0.24853E+02   -0.13947E-08   -0.60363E-07   -0.13947E-08    0.49786E-13
   616    0.19356E+04    0.22775E+02   -0.59927E-07    0.22775E+02    0.25148E+02   -0.14069E-08   -0.59927E-07   -0.14069E-08    0.49498E-13
   617    0.19271E+04    0.21950E+02   -0.59494E-07    0.21950E+02    0.25442E+02   -0.14188E-08   -0.59494E-07   -0.14188E-08    0.49211E-13
   618    0.19187E+04    0.21093E+02   -0.59064E-07    0.21093E+02    0.25735E+02   -0.14305E-08   -0.59064E-07   -0.14305E-08    0.48927E-13
   619    0.19103E+04    0.20208E+02   -0.58636E-07    0.20208E+02    0.26026E+02   -0.14419E-08   -0.58636E-07   -0.14419E-08    0.48644E-13
   620    0.19022E+04    0.19292E+02   -0.58211E-07    0.19292E+02    0.26315E+02   -0.14531E-08   -0.58211E-07   -0.14531E-08    0.48364E-13
   621    0.18940E+04    0.18347E+02   -0.57788E-07    0.18347E+02    0.26602E+02   -0.14640E-08   -0.57788E-07   -0.14640E-08    0.48086E-13
   622    0.18860E+04    0.17372E+02   -0.57368E-07    0.17372E+02    0.26888E+02   -0.14746E-08   -0.57368E-07   -0.14746E-08    0.47809E-13
   623    0.18781E+04    0.16370E+02   -0.56950E-07    0.16370E+02    0.27171E+02   -0.14851E-08   -0.56950E-07   -0.14851E-08    0.47535E-13
   624    0.18703E+04    0.15339E+02   -0.56535E-07    0.15339E+02    0.27452E+02   -0.14952E-08   -0.56535E-07   -0.14952E-08    0.47263E-13
   625    0.18625E+04    0.14279E+02   -0.56122E-07    0.14279E+02    0.27730E+02   -0.15051E-08   -0.56122E-07   -0.15051E-08    0.46992E-13
   626    0.18549E+04    0.13193E+02   -0.55712E-07    0.13193E+02    0.28007E+02   -0.15148E-08   -0.55712E-07   -0.15148E-08    0.46724E-13
   627    0.18475E+04    0.12079E+02   -0.55304E-07    0.12079E+02    0.28281E+02   -0.15242E-08   -0.55304E-07   -0.15242E-08    0.46457E-13
   628    0.18402E+04    0.10939E+02   -0.54899E-07    0.10939E+02    0.28551E+02   -0.15334E-08   -0.54899E-07   -0.15334E-08    0.46193E-13
   629    0.18330E+04    0.97729E+01   -0.54496E-07    0.97729E+01    0.28820E+02   -0.15423E-08   -0.54496E-07   -0.15423E-08    0.45930E-13
   630    0.18259E+04    0.85799E+01   -0.54096E-07    0.85799E+01    0.29085E+02   -0.15510E-08   -0.54096E-07   -0.15510E-08    0.45669E-13
   631    0.18189E+04    0.73632E+01   -0.53698E-07    0.73632E+01    0.29348E+02   -0.15594E-08   -0.53698E-07   -0.15594E-08    0.45410E-13
   632    0.18122E+04    0.61208E+01   -0.53303E-07    0.61208E+01    0.29607E+02   -0.15676E-08   -0.53303E-07   -0.15676E-08    0.45153E-13
   633    0.18054E+04    0.48548E+01   -0.52910E-07    0.48548E+01    0.29864E+02   -0.15756E-08   -0.52910E-07   -0.15756E-08    0.44897E-13
   634    0.17990E+04    0.35655E+01   -0.52520E-07    0.35655E+01    0.30116E+02   -0.15833E-08   -0.52520E-07   -0.15833E-08    0.44644E-13
   635    0.17926E+04    0.22531E+01   -0.52133E-07    0.22531E+01    0.30366E+02   -0.15907E-08   -0.52133E-07   -0.15907E-08    0.44392E-13
   636    0.17863E+04    0.91860E+00   -0.51747E-07    0.91860E+00    0.30613E+02   -0.15980E-08   -0.51747E-07   -0.15980E-08    0.44142E-13
   637    0.17803E+04   -0.43868E+00   -0.51365E-07   -0.43868E+00    0.30855E+02   -0.16050E-08   -0.51365E-07   -0.16050E-08    0.43894E-13
   638    0.17744E+04   -0.18165E+01   -0.50985E-07   -0.18165E+01    0.31094E+02   -0.16117E-08   -0.50985E-07   -0.16117E-08    0.43647E-13
   639    0.17686E+04   -0.32156E+01   -0.50607E-07   -0.32156E+01    0.31329E+02   -0.16182E-08   -0.50607E-07   -0.16182E-08    0.43403E-13
   640    0.17630E+04   -0.46345E+01   -0.50232E-07   -0.46345E+01    0.31561E+02   -0.16245E-08   -0.50232E-07   -0.16245E-08    0.43160E-13
   641    0.17576E+04   -0.60730E+01   -0.49859E-07   -0.60730E+01    0.31788E+02   -0.16305E-08   -0.49859E-07   -0.16305E-08    0.42918E-13
   642    0.17523E+04   -0.75303E+01   -0.49489E-07   -0.75303E+01    0.32011E+02   -0.16364E-08   -0.49489E-07   -0.16364E-08    0.42679E-13
   643    0.17472E+04   -0.90059E+01   -0.49121E-07   -0.90059E+01    0.32231E+02   -0.16419E-08   -0.49121E-07   -0.16419E-08    0.42441E-13
   644    0.17423E+04   -0.10499E+02   -0.48756E-07   -0.10499E+02    0.32444E+02   -0.16473E-08   -0.48756E-07   -0.16473E-08    0.42204E-13
   645    0.17376E+04   -0.12009E+02   -0.48393E-07   -0.12009E+02    0.32654E+02   -0.16524E-08   -0.48393E-07   -0.16524E-08    0.41969E-13
   646    0.17329E+04   -0.13536E+02   -0.48033E-07   -0.13536E+02    0.32860E+02   -0.16573E-08   -0.48033E-07   -0.16573E-08    0.41736E-13
   647    0.17286E+04   -0.15078E+02   -0.47675E-07   -0.15078E+02    0.33061E+02   -0.16619E-08   -0.47675E-07   -0.16619E-08    0.41505E-13
   648    0.17243E+04   -0.16635E+02   -0.47320E-07   -0.16635E+02    0.33258E+02   -0.16663E-08   -0.47320E-07   -0.16663E-08    0.41275E-13
   649    0.17204E+04   -0.18207E+02   -0.46967E-07   -0.18207E+02    0.33449E+02   -0.16705E-08   -0.46967E-07   -0.16705E-08    0.41046E-13
   650    0.17165E+04   -0.19792E+02   -0.46617E-07   -0.19792E+02    0.33635E+02   -0.16745E-08   -0.46617E-07   -0.16745E-08    0.40820E-13
   651    0.17129E+04   -0.21390E+02   -0.46269E-07   -0.21390E+02    0.33817E+02   -0.16782E-08   -0.46269E-07   -0.16782E-08    0.40594E-13
   652    0.17094E+04   -0.23000E+02   -0.45923E-07   -0.23000E+02    0.33994E+02   -0.16817E-08   -0.45923E-07   -0.16817E-08    0.40370E-13
   653    0.17062E+04   -0.24622E+02   -0.45580E-07   -0.24622E+02    0.34165E+02   -0.16850E-08   -0.45580E-07   -0.16850E-08    0.40148E-13
   654    0.17030E+04   -0.26253E+02   -0.45240E-07   -0.26253E+02    0.34331E+02   -0.16881E-08   -0.45240E-07   -0.16881E-08    0.39927E-13
   655    0.17001E+04   -0.27896E+02   -0.44902E-07   -0.27896E+02    0.34493E+02   -0.16909E-08   -0.44902E-07   -0.16909E-08    0.39708E-13
   656    0.16974E+04   -0.29548E+02   -0.44566E-07   -0.29548E+02    0.34649E+02   -0.16936E-08   -0.44566E-07   -0.16936E-08    0.39490E-13
   657    0.16949E+04   -0.31208E+02   -0.44233E-07   -0.31208E+02    0.34799E+02   -0.16960E-08   -0.44233E-07   -0.16960E-08    0.39274E-13
   658    0.16925E+04   -0.32876E+02   -0.43902E-07   -0.32876E+02    0.34945E+02   -0.16982E-08   -0.43902E-07   -0.16982E-08    0.39059E-13
   659    0.16905E+04   -0.34552E+02   -0.43573E-07   -0.34552E+02    0.35085E+02   -0.17001E-08   -0.43573E-07   -0.17001E-08    0.38846E-13
   660    0.16886E+04   -0.36235E+02   -0.43247E-07   -0.36235E+02    0.35219E+02   -0.17019E-08   -0.43247E-07   -0.17019E-08    0.38634E-13
   661    0.16869E+04   -0.37922E+02   -0.42923E-07   -0.37922E+02    0.35347E+02   -0.17034E-08   -0.42923E-07   -0.17034E-08    0.38423E-13
   662    0.16854E+04   -0.39616E+02   -0.42602E-07   -0.39616E+02    0.35471E+02   -0.17048E-08   -0.42602E-07   -0.17048E-08    0.38214E-13
   663    0.16840E+04   -0.41315E+02   -0.42283E-07   -0.41315E+02    0.35589E+02   -0.17059E-08   -0.42283E-07   -0.17059E-08    0.38006E-13
   664    0.16829E+04   -0.43017E+02   -0.41966E-07   -0.43017E+02    0.35700E+02   -0.17068E-08   -0.41966E-07   -0.17068E-08    0.37800E-13
   665    0.16819E+04   -0.44722E+02   -0.41652E-07   -0.44722E+02    0.35806E+02   -0.17075E-08   -0.41652E-07   -0.17075E-08    0.37595E-13
   666    0.16812E+04   -0.46429E+02   -0.41340E-07   -0.46429E+02    0.35906E+02   -0.17080E-08   -0.41340E-07   -0.17080E-08    0.37392E-13
   667    0.16806E+04   -0.48139E+02   -0.41030E-07   -0.48139E+02    0.36000E+02   -0.17083E-08   -0.41030E-07   -0.17083E-08    0.37189E-13
   668    0.16802E+04   -0.49850E+02   -0.40723E-07   -0.49850E+02    0.36089E+02   -0.17084E-08   -0.40723E-07   -0.17084E-08    0.36989E-13
   669    0.16801E+04   -0.51560E+02   -0.40418E-07   -0.51560E+02    0.36172E+02   -0.17082E-08   -0.40418E-07   -0.17082E-08    0.36789E-13
   670    0.16801E+04   -0.53269E+02   -0.40115E-07   -0.53269E+02    0.36249E+02   -0.17079E-08   -0.40115E-07   -0.17079E-08    0.36591E-13
   671    0.16804E+04   -0.54978E+02   -0.39814E-07   -0.54978E+02    0.36321E+02   -0.17074E-08   -0.39814E-07   -0.17074E-08    0.36394E-13
   672    0.16808E+04   -0.56686E+02   -0.39516E-07   -0.56686E+02    0.36385E+02   -0.17067E-08   -0.39516E-07   -0.17067E-08    0.36199E-13
   673    0.16814E+04   -0.58389E+02   -0.39220E-07   -0.58389E+02    0.36445E+02   -0.17057E-08   -0.39220E-07   -0.17057E-08    0.36005E-13
   674    0.16823E+04   -0.60090E+02   -0.38926E-07   -0.60090E+02    0.36498E+02   -0.17046E-08   -0.38926E-07   -0.17046E-08    0.35812E-13
   675    0.16833E+04   -0.61786E+02   -0.38635E-07   -0.61786E+02    0.36545E+02   -0.17033E-08   -0.38635E-07   -0.17033E-08    0.35620E-13
   676    0.16845E+04   -0.63477E+02   -0.38345E-07   -0.63477E+02    0.36586E+02   -0.17018E-08   -0.38345E-07   -0.17018E-08    0.35430E-13
   677    0.16859E+04   -0.65162E+02   -0.38058E-07   -0.65162E+02    0.36622E+02   -0.17001E-08   -0.38058E-07   -0.17001E-08    0.35241E-13
   678    0.16875E+04   -0.66841E+02   -0.37773E-07   -0.66841E+02    0.36650E+02   -0.16982E-08   -0.37773E-07   -0.16982E-08    0.35053E-13
   679    0.16893E+04   -0.68513E+02   -0.37491E-07   -0.68513E+02    0.36673E+02   -0.16961E-08   -0.37491E-07   -0.16961E-08    0.34867E-13
   680    0.16913E+04   -0.70177E+02   -0.37210E-07   -0.70177E+02    0.36691E+02   -0.16938E-08   -0.37210E-07   -0.16938E-08    0.34681E-13
   681    0.16935E+04   -0.71831E+02   -0.36932E-07   -0.71831E+02    0.36701E+02   -0.16914E-08   -0.36932E-07   -0.16914E-08    0.34497E-13
   682    0.16959E+04   -0.73477E+02   -0.36656E-07   -0.73477E+02    0.36706E+02   -0.16887E-08   -0.36656E-07   -0.16887E-08    0.34314E-13
   683    0.16985E+04   -0.75114E+02   -0.36382E-07   -0.75114E+02    0.36705E+02   -0.16859E-08   -0.36382E-07   -0.16859E-08    0.34133E-13
   684    0.17012E+04   -0.76740E+02   -0.36110E-07   -0.76740E+02    0.36697E+02   -0.16829E-08   -0.36110E-07   -0.16829E-08    0.33952E-13
   685    0.17040E+04   -0.78355E+02   -0.35840E-07   -0.78355E+02    0.36683E+02   -0.16797E-08   -0.35840E-07   -0.16797E-08    0.33773E-13
   686    0.17071E+04   -0.79949E+02   -0.35573E-07   -0.79949E+02    0.36663E+02   -0.16763E-08   -0.35573E-07   -0.16763E-08    0.33595E-13
   687    0.17104E+04   -0.81535E+02   -0.35307E-07   -0.81535E+02    0.36638E+02   -0.16727E-08   -0.35307E-07   -0.16727E-08    0.33418E-13
   688    0.17138E+04   -0.83109E+02   -0.35044E-07   -0.83109E+02    0.36606E+02   -0.16690E-08   -0.35044E-07   -0.16690E-08    0.33242E-13
   689    0.17175E+04   -0.84665E+02   -0.34782E-07   -0.84665E+02    0.36568E+02   -0.16651E-08   -0.34782E-07   -0.16651E-08    0.33068E-13
   690    0.17212E+04   -0.86210E+02   -0.34523E-07   -0.86210E+02    0.36524E+02   -0.16610E-08   -0.34523E-07   -0.16610E-08    0.32894E-13
   691    0.17252E+04   -0.87736E+02   -0.34266E-07   -0.87736E+02    0.36473E+02   -0.16567E-08   -0.34266E-07   -0.16567E-08    0.32722E-13
   692    0.17293E+04   -0.89243E+02   -0.34011E-07   -0.89243E+02    0.36418E+02   -0.16522E-08   -0.34011E-07   -0.16522E-08    0.32551E-13
   693    0.17336E+04   -0.90739E+02   -0.33758E-07   -0.90739E+02    0.36356E+02   -0.16476E-08   -0.33758E-07   -0.16476E-08    0.32381E-13
   694    0.17380E+04   -0.92209E+02   -0.33507E-07   -0.92209E+02    0.36288E+02   -0.16428E-08   -0.33507E-07   -0.16428E-08    0.32212E-13
   695    0.17427E+04   -0.93661E+02   -0.33258E-07   -0.93661E+02    0.36215E+02   -0.16378E-08   -0.33258E-07   -0.16378E-08    0.32044E-13
