#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   168    0.48654E+04   -0.39931E+02   -0.12782E-05   -0.39931E+02    0.86728E+00   -0.50376E-08   -0.12782E-05   -0.50376E-08    0.32295E-11
   169    0.48920E+04   -0.39441E+02   -0.12609E-05   -0.39441E+02    0.85676E+00   -0.49737E-08   -0.12609E-05   -0.49737E-08    0.31746E-11
   170    0.49182E+04   -0.38924E+02   -0.12440E-05   -0.38924E+02    0.84623E+00   -0.49079E-08   -0.12440E-05   -0.49079E-08    0.31210E-11
   171    0.49439E+04   -0.38378E+02   -0.12274E-05   -0.38378E+02    0.83568E+00   -0.48399E-08   -0.12274E-05   -0.48399E-08    0.30686E-11
   172    0.49693E+04   -0.37806E+02   -0.12110E-05   -0.37806E+02    0.82504E+00   -0.47693E-08   -0.12110E-05   -0.47693E-08    0.30173E-11
   173    0.49942E+04   -0.37207E+02   -0.11950E-05   -0.37207E+02    0.81431E+00   -0.46958E-08   -0.11950E-05   -0.46958E-08    0.29671E-11
   174    0.50187E+04   -0.36580E+02   -0.11792E-05   -0.36580E+02    0.80378E+00   -0.46192E-08   -0.11792E-05   -0.46192E-08    0.29179E-11
   175    0.50428E+04   -0.35926E+02   -0.11637E-05   -0.35926E+02    0.79317E+00   -0.45392E-08   -0.11637E-05   -0.45392E-08    0.28698E-11
   176    0.50664E+04   -0.35245E+02   -0.11484E-05   -0.35245E+02    0.78270E+00   -0.44555E-08   -0.11484E-05   -0.44555E-08    0.28227E-11
   177    0.50896E+04   -0.34537E+02   -0.11334E-05   -0.34537E+02    0.77229E+00   -0.43683E-08   -0.11334E-05   -0.43683E-08    0.27766E-11
   178    0.51123E+04   -0.33802E+02   -0.11187E-05   -0.33802E+02    0.76217E+00   -0.42778E-08   -0.11187E-05   -0.42778E-08    0.27314E-11
   179    0.51345E+04   -0.33040E+02   -0.11042E-05   -0.33040E+02    0.75204E+00   -0.41843E-08   -0.11042E-05   -0.41843E-08    0.26871E-11
   180    0.51563E+04   -0.32251E+02   -0.10899E-05   -0.32251E+02    0.74213E+00   -0.40879E-08   -0.10899E-05   -0.40879E-08    0.26437E-11
   181    0.51776E+04   -0.31436E+02   -0.10759E-05   -0.31436E+02    0.73243E+00   -0.39890E-08   -0.10759E-05   -0.39890E-08    0.26012E-11
   182    0.51985E+04   -0.30594E+02   -0.10621E-05   -0.30594E+02    0.72304E+00   -0.38877E-08   -0.10621E-05   -0.38877E-08    0.25596E-11
   183    0.52188E+04   -0.29727E+02   -0.10486E-05   -0.29727E+02    0.71386E+00   -0.37843E-08   -0.10486E-05   -0.37843E-08    0.25189E-11
   184    0.52387E+04   -0.28832E+02   -0.10353E-05   -0.28832E+02    0.70498E+00   -0.36789E-08   -0.10353E-05   -0.36789E-08    0.24790E-11
   185    0.52581E+04   -0.27914E+02   -0.10222E-05   -0.27914E+02    0.69655E+00   -0.35719E-08   -0.10222E-05   -0.35719E-08    0.24399E-11
   186    0.52766E+04   -0.26968E+02   -0.10093E-05   -0.26968E+02    0.68843E+00   -0.34635E-08   -0.10093E-05   -0.34635E-08    0.24016E-11
   187    0.52950E+04   -0.25996E+02   -0.99666E-06   -0.25996E+02    0.68076E+00   -0.33539E-08   -0.99666E-06   -0.33539E-08    0.23640E-11
   188    0.53128E+04   -0.25001E+02   -0.98423E-06   -0.25001E+02    0.67352E+00   -0.32433E-08   -0.98423E-06   -0.32433E-08    0.23273E-11
   189    0.53301E+04   -0.23980E+02   -0.97202E-06   -0.23980E+02    0.66676E+00   -0.31320E-08   -0.97202E-06   -0.31320E-08    0.22912E-11
   190    0.53471E+04   -0.22935E+02   -0.96003E-06   -0.22935E+02    0.66053E+00   -0.30201E-08   -0.96003E-06   -0.30201E-08    0.22559E-11
   191    0.53632E+04   -0.21864E+02   -0.94824E-06   -0.21864E+02    0.65486E+00   -0.29080E-08   -0.94824E-06   -0.29080E-08    0.22213E-11
   192    0.53790E+04   -0.20769E+02   -0.93665E-06   -0.20769E+02    0.64976E+00   -0.27958E-08   -0.93665E-06   -0.27958E-08    0.21874E-11
   193    0.53941E+04   -0.19652E+02   -0.92527E-06   -0.19652E+02    0.64528E+00   -0.26838E-08   -0.92527E-06   -0.26838E-08    0.21541E-11
   194    0.54088E+04   -0.18510E+02   -0.91408E-06   -0.18510E+02    0.64146E+00   -0.25722E-08   -0.91408E-06   -0.25722E-08    0.21215E-11
   195    0.54229E+04   -0.17346E+02   -0.90309E-06   -0.17346E+02    0.63833E+00   -0.24613E-08   -0.90309E-06   -0.24613E-08    0.20895E-11
   196    0.54364E+04   -0.16159E+02   -0.89230E-06   -0.16159E+02    0.63594E+00   -0.23512E-08   -0.89230E-06   -0.23512E-08    0.20581E-11
   197    0.54494E+04   -0.14950E+02   -0.88169E-06   -0.14950E+02    0.63432E+00   -0.22423E-08   -0.88169E-06   -0.22423E-08    0.20273E-11
   198    0.54619E+04   -0.13719E+02   -0.87126E-06   -0.13719E+02    0.63350E+00   -0.21346E-08   -0.87126E-06   -0.21346E-08    0.19971E-11
   199    0.54739E+04   -0.12466E+02   -0.86102E-06   -0.12466E+02    0.63352E+00   -0.20286E-08   -0.86102E-06   -0.20286E-08    0.19674E-11
   200    0.54853E+04   -0.11193E+02   -0.85096E-06   -0.11193E+02    0.63442E+00   -0.19243E-08   -0.85096E-06   -0.19243E-08    0.19382E-11
   201    0.54961E+04   -0.98987E+01   -0.84108E-06   -0.98987E+01    0.63625E+00   -0.18220E-08   -0.84108E-06   -0.18220E-08    0.19096E-11
   202    0.55064E+04   -0.85844E+01   -0.83137E-06   -0.85844E+01    0.63901E+00   -0.17218E-08   -0.83137E-06   -0.17218E-08    0.18815E-11
   203    0.55160E+04   -0.72494E+01   -0.82183E-06   -0.72494E+01    0.64277E+00   -0.16234E-08   -0.82183E-06   -0.16234E-08    0.18538E-11
   204    0.55250E+04   -0.58969E+01   -0.81246E-06   -0.58969E+01    0.64755E+00   -0.15270E-08   -0.81246E-06   -0.15270E-08    0.18267E-11
   205    0.55335E+04   -0.45246E+01   -0.80325E-06   -0.45246E+01    0.65339E+00   -0.14326E-08   -0.80325E-06   -0.14326E-08    0.18000E-11
   206    0.55412E+04   -0.31339E+01   -0.79421E-06   -0.31339E+01    0.66032E+00   -0.13399E-08   -0.79421E-06   -0.13399E-08    0.17738E-11
   207    0.55485E+04   -0.17251E+01   -0.78533E-06   -0.17251E+01    0.66838E+00   -0.12491E-08   -0.78533E-06   -0.12491E-08    0.17481E-11
   208    0.55549E+04   -0.29891E+00   -0.77661E-06   -0.29891E+00    0.67760E+00   -0.11601E-08   -0.77661E-06   -0.11601E-08    0.17229E-11
   209    0.55608E+04    0.11444E+01   -0.76804E-06    0.11444E+01    0.68801E+00   -0.10729E-08   -0.76804E-06   -0.10729E-08    0.16981E-11
   210    0.55661E+04    0.26038E+01   -0.75963E-06    0.26038E+01    0.69966E+00   -0.98736E-09   -0.75963E-06   -0.98736E-09    0.16737E-11
   211    0.55707E+04    0.40793E+01   -0.75137E-06    0.40793E+01    0.71258E+00   -0.90355E-09   -0.75137E-06   -0.90355E-09    0.16498E-11
   212    0.55747E+04    0.55698E+01   -0.74326E-06    0.55698E+01    0.72680E+00   -0.82140E-09   -0.74326E-06   -0.82140E-09    0.16263E-11
   213    0.55780E+04    0.70755E+01   -0.73530E-06    0.70755E+01    0.74235E+00   -0.74089E-09   -0.73530E-06   -0.74089E-09    0.16033E-11
   214    0.55807E+04    0.85951E+01   -0.72747E-06    0.85951E+01    0.75924E+00   -0.66197E-09   -0.72747E-06   -0.66197E-09    0.15807E-11
   215    0.55828E+04    0.10128E+02   -0.71979E-06    0.10128E+02    0.77765E+00   -0.58462E-09   -0.71979E-06   -0.58462E-09    0.15585E-11
   216    0.55842E+04    0.11674E+02   -0.71225E-06    0.11674E+02    0.79739E+00   -0.50880E-09   -0.71225E-06   -0.50880E-09    0.15367E-11
   217    0.55851E+04    0.13232E+02   -0.70485E-06    0.13232E+02    0.81863E+00   -0.43448E-09   -0.70485E-06   -0.43448E-09    0.15153E-11
   218    0.55853E+04    0.14801E+02   -0.69758E-06    0.14801E+02    0.84135E+00   -0.36163E-09   -0.69758E-06   -0.36163E-09    0.14943E-11
   219    0.55849E+04    0.16384E+02   -0.69044E-06    0.16384E+02    0.86557E+00   -0.29021E-09   -0.69044E-06   -0.29021E-09    0.14737E-11
   220    0.55840E+04    0.17974E+02   -0.68343E-06    0.17974E+02    0.89142E+00   -0.22019E-09   -0.68343E-06   -0.22019E-09    0.14534E-11
   221    0.55824E+04    0.19575E+02   -0.67654E-06    0.19575E+02    0.91882E+00   -0.15154E-09   -0.67654E-06   -0.15154E-09    0.14336E-11
   222    0.55802E+04    0.21185E+02   -0.66978E-06    0.21185E+02    0.94794E+00   -0.84228E-10   -0.66978E-06   -0.84228E-10    0.14141E-11
   223    0.55772E+04    0.22805E+02   -0.66314E-06    0.22805E+02    0.97869E+00   -0.18213E-10   -0.66314E-06   -0.18213E-10    0.13949E-11
   224    0.55738E+04    0.24430E+02   -0.65662E-06    0.24430E+02    0.10111E+01    0.46534E-10   -0.65662E-06    0.46534E-10    0.13762E-11
   225    0.55698E+04    0.26064E+02   -0.65022E-06    0.26064E+02    0.10452E+01    0.11005E-09   -0.65022E-06    0.11005E-09    0.13577E-11
   226    0.55651E+04    0.27703E+02   -0.64393E-06    0.27703E+02    0.10811E+01    0.17235E-09   -0.64393E-06    0.17235E-09    0.13396E-11
   227    0.55598E+04    0.29349E+02   -0.63775E-06    0.29349E+02    0.11188E+01    0.23349E-09   -0.63775E-06    0.23349E-09    0.13219E-11
   228    0.55539E+04    0.31000E+02   -0.63168E-06    0.31000E+02    0.11583E+01    0.29350E-09   -0.63168E-06    0.29350E-09    0.13044E-11
   229    0.55474E+04    0.32654E+02   -0.62572E-06    0.32654E+02    0.11996E+01    0.35240E-09   -0.62572E-06    0.35240E-09    0.12873E-11
   230    0.55403E+04    0.34313E+02   -0.61986E-06    0.34313E+02    0.12428E+01    0.41023E-09   -0.61986E-06    0.41023E-09    0.12705E-11
   231    0.55325E+04    0.35975E+02   -0.61410E-06    0.35975E+02    0.12879E+01    0.46702E-09   -0.61410E-06    0.46702E-09    0.12540E-11
   232    0.55242E+04    0.37639E+02   -0.60844E-06    0.37639E+02    0.13348E+01    0.52281E-09   -0.60844E-06    0.52281E-09    0.12378E-11
   233    0.55153E+04    0.39304E+02   -0.60288E-06    0.39304E+02    0.13838E+01    0.57763E-09   -0.60288E-06    0.57763E-09    0.12219E-11
   234    0.55056E+04    0.40969E+02   -0.59741E-06    0.40969E+02    0.14347E+01    0.63151E-09   -0.59741E-06    0.63151E-09    0.12062E-11
   235    0.54954E+04    0.42635E+02   -0.59203E-06    0.42635E+02    0.14876E+01    0.68449E-09   -0.59203E-06    0.68449E-09    0.11909E-11
   236    0.54846E+04    0.44299E+02   -0.58675E-06    0.44299E+02    0.15425E+01    0.73659E-09   -0.58675E-06    0.73659E-09    0.11758E-11
   237    0.54731E+04    0.45962E+02   -0.58155E-06    0.45962E+02    0.15994E+01    0.78786E-09   -0.58155E-06    0.78786E-09    0.11609E-11
   238    0.54611E+04    0.47623E+02   -0.57643E-06    0.47623E+02    0.16585E+01    0.83831E-09   -0.57643E-06    0.83831E-09    0.11464E-11
   239    0.54485E+04    0.49282E+02   -0.57139E-06    0.49282E+02    0.17196E+01    0.88800E-09   -0.57139E-06    0.88800E-09    0.11320E-11
   240    0.54352E+04    0.50935E+02   -0.56644E-06    0.50935E+02    0.17827E+01    0.93695E-09   -0.56644E-06    0.93695E-09    0.11180E-11
   241    0.54215E+04    0.52584E+02   -0.56156E-06    0.52584E+02    0.18480E+01    0.98519E-09   -0.56156E-06    0.98519E-09    0.11041E-11
   242    0.54071E+04    0.54229E+02   -0.55675E-06    0.54229E+02    0.19153E+01    0.10328E-08   -0.55675E-06    0.10328E-08    0.10905E-11
   243    0.53922E+04    0.55866E+02   -0.55202E-06    0.55866E+02    0.19849E+01    0.10797E-08   -0.55202E-06    0.10797E-08    0.10771E-11
   244    0.53767E+04    0.57498E+02   -0.54735E-06    0.57498E+02    0.20566E+01    0.11260E-08   -0.54735E-06    0.11260E-08    0.10639E-11
   245    0.53606E+04    0.59121E+02   -0.54276E-06    0.59121E+02    0.21304E+01    0.11717E-08   -0.54276E-06    0.11717E-08    0.10510E-11
   246    0.53440E+04    0.60737E+02   -0.53822E-06    0.60737E+02    0.22065E+01    0.12169E-08   -0.53822E-06    0.12169E-08    0.10382E-11
   247    0.53268E+04    0.62343E+02   -0.53375E-06    0.62343E+02    0.22847E+01    0.12616E-08   -0.53375E-06    0.12616E-08    0.10256E-11
   248    0.53091E+04    0.63940E+02   -0.52934E-06    0.63940E+02    0.23654E+01    0.13059E-08   -0.52934E-06    0.13059E-08    0.10132E-11
   249    0.52909E+04    0.65526E+02   -0.52498E-06    0.65526E+02    0.24480E+01    0.13496E-08   -0.52498E-06    0.13496E-08    0.10010E-11
   250    0.52722E+04    0.67100E+02   -0.52068E-06    0.67100E+02    0.25331E+01    0.13930E-08   -0.52068E-06    0.13930E-08    0.98897E-12
   251    0.52530E+04    0.68663E+02   -0.51643E-06    0.68663E+02    0.26203E+01    0.14360E-08   -0.51643E-06    0.14360E-08    0.97710E-12
   252    0.52331E+04    0.70213E+02   -0.51223E-06    0.70213E+02    0.27098E+01    0.14786E-08   -0.51223E-06    0.14786E-08    0.96540E-12
   253    0.52130E+04    0.71750E+02   -0.50808E-06    0.71750E+02    0.28014E+01    0.15208E-08   -0.50808E-06    0.15208E-08    0.95385E-12
   254    0.51922E+04    0.73272E+02   -0.50399E-06    0.73272E+02    0.28954E+01    0.15627E-08   -0.50399E-06    0.15627E-08    0.94247E-12
   255    0.51710E+04    0.74780E+02   -0.49994E-06    0.74780E+02    0.29915E+01    0.16041E-08   -0.49994E-06    0.16041E-08    0.93125E-12
   256    0.51493E+04    0.76274E+02   -0.49594E-06    0.76274E+02    0.30901E+01    0.16452E-08   -0.49594E-06    0.16452E-08    0.92018E-12
   257    0.51272E+04    0.77746E+02   -0.49199E-06    0.77746E+02    0.31907E+01    0.16859E-08   -0.49199E-06    0.16859E-08    0.90927E-12
   258    0.51045E+04    0.79208E+02   -0.48809E-06    0.79208E+02    0.32936E+01    0.17262E-08   -0.48809E-06    0.17262E-08    0.89851E-12
   259    0.50815E+04    0.80646E+02   -0.48423E-06    0.80646E+02    0.33988E+01    0.17662E-08   -0.48423E-06    0.17662E-08    0.88790E-12
   260    0.50581E+04    0.82075E+02   -0.48042E-06    0.82075E+02    0.35063E+01    0.18057E-08   -0.48042E-06    0.18057E-08    0.87745E-12
   261    0.50341E+04    0.83472E+02   -0.47666E-06    0.83472E+02    0.36158E+01    0.18448E-08   -0.47666E-06    0.18448E-08    0.86714E-12
   262    0.50097E+04    0.84859E+02   -0.47295E-06    0.84859E+02    0.37278E+01    0.18836E-08   -0.47295E-06    0.18836E-08    0.85697E-12
   263    0.49851E+04    0.86230E+02   -0.46928E-06    0.86230E+02    0.38419E+01    0.19219E-08   -0.46928E-06    0.19219E-08    0.84696E-12
   264    0.49600E+04    0.87576E+02   -0.46565E-06    0.87576E+02    0.39581E+01    0.19599E-08   -0.46565E-06    0.19599E-08    0.83708E-12
   265    0.49343E+04    0.88891E+02   -0.46207E-06    0.88891E+02    0.40765E+01    0.19975E-08   -0.46207E-06    0.19975E-08    0.82735E-12
   266    0.49084E+04    0.90197E+02   -0.45854E-06    0.90197E+02    0.41973E+01    0.20346E-08   -0.45854E-06    0.20346E-08    0.81775E-12
   267    0.48819E+04    0.91470E+02   -0.45504E-06    0.91470E+02    0.43200E+01    0.20714E-08   -0.45504E-06    0.20714E-08    0.80829E-12
   268    0.48551E+04    0.92728E+02   -0.45159E-06    0.92728E+02    0.44451E+01    0.21077E-08   -0.45159E-06    0.21077E-08    0.79897E-12
   269    0.48278E+04    0.93961E+02   -0.44819E-06    0.93961E+02    0.45722E+01    0.21437E-08   -0.44819E-06    0.21437E-08    0.78978E-12
   270    0.48003E+04    0.95170E+02   -0.44482E-06    0.95170E+02    0.47014E+01    0.21792E-08   -0.44482E-06    0.21792E-08    0.78072E-12
   271    0.47724E+04    0.96355E+02   -0.44150E-06    0.96355E+02    0.48327E+01    0.22144E-08   -0.44150E-06    0.22144E-08    0.77179E-12
   272    0.47442E+04    0.97509E+02   -0.43821E-06    0.97509E+02    0.49662E+01    0.22491E-08   -0.43821E-06    0.22491E-08    0.76299E-12
   273    0.47157E+04    0.98646E+02   -0.43497E-06    0.98646E+02    0.51015E+01    0.22835E-08   -0.43497E-06    0.22835E-08    0.75432E-12
   274    0.46868E+04    0.99744E+02   -0.43176E-06    0.99744E+02    0.52391E+01    0.23174E-08   -0.43176E-06    0.23174E-08    0.74577E-12
   275    0.46576E+04    0.10083E+03   -0.42860E-06    0.10083E+03    0.53785E+01    0.23509E-08   -0.42860E-06    0.23509E-08    0.73734E-12
   276    0.46282E+04    0.10187E+03   -0.42547E-06    0.10187E+03    0.55199E+01    0.23840E-08   -0.42547E-06    0.23840E-08    0.72904E-12
   277    0.45984E+04    0.10290E+03   -0.42238E-06    0.10290E+03    0.56633E+01    0.24167E-08   -0.42238E-06    0.24167E-08    0.72085E-12
   278    0.45684E+04    0.10388E+03   -0.41933E-06    0.10388E+03    0.58087E+01    0.24489E-08   -0.41933E-06    0.24489E-08    0.71278E-12
   279    0.45381E+04    0.10484E+03   -0.41632E-06    0.10484E+03    0.59558E+01    0.24808E-08   -0.41632E-06    0.24808E-08    0.70483E-12
   280    0.45075E+04    0.10578E+03   -0.41334E-06    0.10578E+03    0.61049E+01    0.25122E-08   -0.41334E-06    0.25122E-08    0.69699E-12
   281    0.44768E+04    0.10668E+03   -0.41040E-06    0.10668E+03    0.62558E+01    0.25432E-08   -0.41040E-06    0.25432E-08    0.68926E-12
   282    0.44457E+04    0.10755E+03   -0.40750E-06    0.10755E+03    0.64083E+01    0.25738E-08   -0.40750E-06    0.25738E-08    0.68164E-12
   283    0.44145E+04    0.10839E+03   -0.40463E-06    0.10839E+03    0.65627E+01    0.26039E-08   -0.40463E-06    0.26039E-08    0.67413E-12
   284    0.43830E+04    0.10920E+03   -0.40179E-06    0.10920E+03    0.67188E+01    0.26337E-08   -0.40179E-06    0.26337E-08    0.66672E-12
   285    0.43514E+04    0.10998E+03   -0.39899E-06    0.10998E+03    0.68767E+01    0.26630E-08   -0.39899E-06    0.26630E-08    0.65942E-12
   286    0.43195E+04    0.11072E+03   -0.39622E-06    0.11072E+03    0.70362E+01    0.26918E-08   -0.39622E-06    0.26918E-08    0.65222E-12
   287    0.42874E+04    0.11143E+03   -0.39348E-06    0.11143E+03    0.71972E+01    0.27203E-08   -0.39348E-06    0.27203E-08    0.64513E-12
   288    0.42552E+04    0.11211E+03   -0.39078E-06    0.11211E+03    0.73599E+01    0.27483E-08   -0.39078E-06    0.27483E-08    0.63813E-12
   289    0.42228E+04    0.11275E+03   -0.38811E-06    0.11275E+03    0.75240E+01    0.27759E-08   -0.38811E-06    0.27759E-08    0.63123E-12
   290    0.41903E+04    0.11337E+03   -0.38547E-06    0.11337E+03    0.76895E+01    0.28030E-08   -0.38547E-06    0.28030E-08    0.62442E-12
   291    0.41576E+04    0.11394E+03   -0.38286E-06    0.11394E+03    0.78571E+01    0.28297E-08   -0.38286E-06    0.28297E-08    0.61771E-12
   292    0.41246E+04    0.11448E+03   -0.38028E-06    0.11448E+03    0.80257E+01    0.28560E-08   -0.38028E-06    0.28560E-08    0.61109E-12
   293    0.40917E+04    0.11498E+03   -0.37773E-06    0.11498E+03    0.81949E+01    0.28818E-08   -0.37773E-06    0.28818E-08    0.60456E-12
   294    0.40585E+04    0.11546E+03   -0.37521E-06    0.11546E+03    0.83661E+01    0.29072E-08   -0.37521E-06    0.29072E-08    0.59812E-12
   295    0.40255E+04    0.11589E+03   -0.37272E-06    0.11589E+03    0.85380E+01    0.29322E-08   -0.37272E-06    0.29322E-08    0.59177E-12
   296    0.39922E+04    0.11629E+03   -0.37025E-06    0.11629E+03    0.87119E+01    0.29567E-08   -0.37025E-06    0.29567E-08    0.58550E-12
   297    0.39588E+04    0.11666E+03   -0.36782E-06    0.11666E+03    0.88857E+01    0.29807E-08   -0.36782E-06    0.29807E-08    0.57931E-12
   298    0.39253E+04    0.11698E+03   -0.36541E-06    0.11698E+03    0.90615E+01    0.30043E-08   -0.36541E-06    0.30043E-08    0.57320E-12
   299    0.38918E+04    0.11726E+03   -0.36303E-06    0.11726E+03    0.92386E+01    0.30275E-08   -0.36303E-06    0.30275E-08    0.56717E-12
   300    0.38582E+04    0.11751E+03   -0.36067E-06    0.11751E+03    0.94156E+01    0.30502E-08   -0.36067E-06    0.30502E-08    0.56122E-12
   301    0.38245E+04    0.11773E+03   -0.35834E-06    0.11773E+03    0.95938E+01    0.30725E-08   -0.35834E-06    0.30725E-08    0.55535E-12
   302    0.37909E+04    0.11791E+03   -0.35603E-06    0.11791E+03    0.97727E+01    0.30943E-08   -0.35603E-06    0.30943E-08    0.54955E-12
   303    0.37573E+04    0.11805E+03   -0.35375E-06    0.11805E+03    0.99528E+01    0.31156E-08   -0.35375E-06    0.31156E-08    0.54382E-12
   304    0.37236E+04    0.11815E+03   -0.35150E-06    0.11815E+03    0.10134E+02    0.31365E-08   -0.35150E-06    0.31365E-08    0.53817E-12
   305    0.36899E+04    0.11821E+03   -0.34927E-06    0.11821E+03    0.10316E+02    0.31569E-08   -0.34927E-06    0.31569E-08    0.53259E-12
   306    0.36562E+04    0.11824E+03   -0.34706E-06    0.11824E+03    0.10497E+02    0.31769E-08   -0.34706E-06    0.31769E-08    0.52708E-12
   307    0.36226E+04    0.11822E+03   -0.34487E-06    0.11822E+03    0.10680E+02    0.31964E-08   -0.34487E-06    0.31964E-08    0.52164E-12
   308    0.35889E+04    0.11818E+03   -0.34271E-06    0.11818E+03    0.10864E+02    0.32153E-08   -0.34271E-06    0.32153E-08    0.51627E-12
   309    0.35554E+04    0.11809E+03   -0.34057E-06    0.11809E+03    0.11048E+02    0.32338E-08   -0.34057E-06    0.32338E-08    0.51097E-12
   310    0.35218E+04    0.11796E+03   -0.33846E-06    0.11796E+03    0.11231E+02    0.32519E-08   -0.33846E-06    0.32519E-08    0.50573E-12
   311    0.34884E+04    0.11779E+03   -0.33636E-06    0.11779E+03    0.11416E+02    0.32694E-08   -0.33636E-06    0.32694E-08    0.50057E-12
   312    0.34550E+04    0.11759E+03   -0.33429E-06    0.11759E+03    0.11600E+02    0.32864E-08   -0.33429E-06    0.32864E-08    0.49547E-12
   313    0.34217E+04    0.11735E+03   -0.33224E-06    0.11735E+03    0.11785E+02    0.33029E-08   -0.33224E-06    0.33029E-08    0.49043E-12
   314    0.33885E+04    0.11708E+03   -0.33020E-06    0.11708E+03    0.11971E+02    0.33189E-08   -0.33020E-06    0.33189E-08    0.48547E-12
   315    0.33554E+04    0.11676E+03   -0.32819E-06    0.11676E+03    0.12155E+02    0.33344E-08   -0.32819E-06    0.33344E-08    0.48056E-12
   316    0.33224E+04    0.11640E+03   -0.32620E-06    0.11640E+03    0.12340E+02    0.33494E-08   -0.32620E-06    0.33494E-08    0.47572E-12
   317    0.32895E+04    0.11601E+03   -0.32423E-06    0.11601E+03    0.12524E+02    0.33638E-08   -0.32423E-06    0.33638E-08    0.47094E-12
   318    0.32567E+04    0.11558E+03   -0.32228E-06    0.11558E+03    0.12710E+02    0.33778E-08   -0.32228E-06    0.33778E-08    0.46622E-12
