#    L    TT             EE             TE             PP             TP          
     2    0.95548E+03    0.55997E-01    0.34995E+01    0.12879E+07    0.25267E+05
     3    0.89755E+03    0.89687E-01    0.43281E+01    0.20116E+07    0.28489E+05
     4    0.84444E+03    0.98360E-01    0.43988E+01    0.26618E+07    0.28929E+05
     5    0.80536E+03    0.84851E-01    0.40335E+01    0.32423E+07    0.28023E+05
     6    0.77889E+03    0.60834E-01    0.34710E+01    0.37598E+07    0.26463E+05
     7    0.76262E+03    0.37614E-01    0.28604E+01    0.42226E+07    0.24631E+05
     8    0.75380E+03    0.21327E-01    0.22920E+01    0.46373E+07    0.22675E+05
     9    0.75058E+03    0.12693E-01    0.18133E+01    0.50104E+07    0.20651E+05
    10    0.75164E+03    0.93240E-02    0.14482E+01    0.53462E+07    0.18634E+05
    11    0.75554E+03    0.82875E-02    0.12011E+01    0.56504E+07    0.16732E+05
    12    0.76259E+03    0.76939E-02    0.10669E+01    0.59249E+07    0.15002E+05
    13    0.77110E+03    0.68076E-02    0.10211E+01    0.61729E+07    0.13426E+05
    14    0.78021E+03    0.59149E-02    0.10345E+01    0.63977E+07    0.11971E+05
    15    0.79031E+03    0.52877E-02    0.10847E+01    0.66017E+07    0.10597E+05
    16    0.80187E+03    0.50894E-02    0.11527E+01    0.67864E+07    0.92739E+04
    17    0.81485E+03    0.52842E-02    0.12243E+01    0.69541E+07    0.80269E+04
    18    0.82833E+03    0.56125E-02    0.12899E+01    0.71064E+07    0.68818E+04
    19    0.84317E+03    0.59664E-02    0.13461E+01    0.72441E+07    0.58213E+04
    20    0.85773E+03    0.63540E-02    0.13897E+01    0.73683E+07    0.48220E+04
    21    0.87241E+03    0.68279E-02    0.14254E+01    0.74803E+07    0.38774E+04
    22    0.88751E+03    0.75211E-02    0.14582E+01    0.75814E+07    0.29870E+04
    23    0.90283E+03    0.84826E-02    0.14910E+01    0.76725E+07    0.21562E+04
    24    0.91843E+03    0.97008E-02    0.15266E+01    0.77540E+07    0.13892E+04
    25    0.93426E+03    0.11175E-01    0.15676E+01    0.78268E+07    0.68040E+03
    26    0.95016E+03    0.12868E-01    0.16164E+01    0.78918E+07    0.21983E+02
    27    0.96639E+03    0.14740E-01    0.16668E+01    0.79494E+07   -0.59235E+03
    28    0.98282E+03    0.16786E-01    0.17131E+01    0.80003E+07   -0.11664E+04
    29    0.99952E+03    0.19012E-01    0.17550E+01    0.80446E+07   -0.16957E+04
    30    0.10164E+04    0.21433E-01    0.17916E+01    0.80824E+07   -0.21772E+04
    31    0.10333E+04    0.24031E-01    0.18203E+01    0.81144E+07   -0.26224E+04
    32    0.10505E+04    0.26779E-01    0.18383E+01    0.81416E+07   -0.30440E+04
    33    0.10680E+04    0.29699E-01    0.18427E+01    0.81640E+07   -0.34452E+04
    34    0.10857E+04    0.32832E-01    0.18325E+01    0.81820E+07   -0.38260E+04
    35    0.11035E+04    0.36189E-01    0.18119E+01    0.81959E+07   -0.41839E+04
    36    0.11213E+04    0.39779E-01    0.17836E+01    0.82059E+07   -0.45155E+04
    37    0.11392E+04    0.43605E-01    0.17450E+01    0.82124E+07   -0.48163E+04
    38    0.11575E+04    0.47674E-01    0.16950E+01    0.82155E+07   -0.50836E+04
    39    0.11761E+04    0.51992E-01    0.16352E+01    0.82155E+07   -0.53240E+04
    40    0.11948E+04    0.56573E-01    0.15679E+01    0.82126E+07   -0.55462E+04
    41    0.12137E+04    0.61431E-01    0.14941E+01    0.82068E+07   -0.57574E+04
    42    0.12326E+04    0.66570E-01    0.14121E+01    0.81983E+07   -0.59577E+04
    43    0.12516E+04    0.71987E-01    0.13191E+01    0.81874E+07   -0.61460E+04
    44    0.12706E+04    0.77668E-01    0.12136E+01    0.81742E+07   -0.63209E+04
    45    0.12900E+04    0.83609E-01    0.10937E+01    0.81589E+07   -0.64811E+04
    46    0.13096E+04    0.89807E-01    0.95661E+00    0.81417E+07   -0.66258E+04
    47    0.13293E+04    0.96263E-01    0.80395E+00    0.81227E+07   -0.67571E+04
    48    0.13491E+04    0.10299E+00    0.64126E+00    0.81019E+07   -0.68775E+04
    49    0.13690E+04    0.10996E+00    0.47347E+00    0.80796E+07   -0.69895E+04
    50    0.13894E+04    0.11717E+00    0.29874E+00    0.80559E+07   -0.70958E+04
    51    0.14099E+04    0.12459E+00    0.11339E+00    0.80308E+07   -0.71981E+04
    52    0.14308E+04    0.13229E+00   -0.87829E-01    0.80045E+07   -0.72944E+04
    53    0.14517E+04    0.14043E+00   -0.30874E+00    0.79770E+07   -0.73818E+04
    54    0.14725E+04    0.14899E+00   -0.54518E+00    0.79484E+07   -0.74575E+04
    55    0.14935E+04    0.15794E+00   -0.79290E+00    0.79188E+07   -0.75185E+04
    56    0.15147E+04    0.16715E+00   -0.10537E+01    0.78883E+07   -0.75632E+04
    57    0.15363E+04    0.17651E+00   -0.13272E+01    0.78569E+07   -0.75942E+04
    58    0.15581E+04    0.18602E+00   -0.16140E+01    0.78246E+07   -0.76153E+04
    59    0.15801E+04    0.19572E+00   -0.19146E+01    0.77915E+07   -0.76303E+04
    60    0.16023E+04    0.20568E+00   -0.22278E+01    0.77577E+07   -0.76430E+04
    61    0.16249E+04    0.21598E+00   -0.25527E+01    0.77232E+07   -0.76564E+04
    62    0.16474E+04    0.22661E+00   -0.28902E+01    0.76880E+07   -0.76704E+04
    63    0.16700E+04    0.23753E+00   -0.32414E+01    0.76523E+07   -0.76844E+04
    64    0.16930E+04    0.24875E+00   -0.36074E+01    0.76161E+07   -0.76975E+04
    65    0.17161E+04    0.26023E+00   -0.39889E+01    0.75795E+07   -0.77089E+04
    66    0.17395E+04    0.27191E+00   -0.43842E+01    0.75425E+07   -0.77178E+04
    67    0.17631E+04    0.28380E+00   -0.47905E+01    0.75051E+07   -0.77231E+04
    68    0.17870E+04    0.29592E+00   -0.52060E+01    0.74675E+07   -0.77237E+04
    69    0.18112E+04    0.30825E+00   -0.56290E+01    0.74297E+07   -0.77184E+04
    70    0.18357E+04    0.32082E+00   -0.60613E+01    0.73916E+07   -0.77061E+04
    71    0.18603E+04    0.33363E+00   -0.65051E+01    0.73533E+07   -0.76861E+04
    72    0.18850E+04    0.34664E+00   -0.69619E+01    0.73149E+07   -0.76596E+04
    73    0.19100E+04    0.35983E+00   -0.74325E+01    0.72763E+07   -0.76282E+04
    74    0.19351E+04    0.37317E+00   -0.79160E+01    0.72375E+07   -0.75937E+04
    75    0.19605E+04    0.38667E+00   -0.84111E+01    0.71986E+07   -0.75575E+04
    76    0.19862E+04    0.40035E+00   -0.89172E+01    0.71595E+07   -0.75211E+04
    77    0.20122E+04    0.41418E+00   -0.94340E+01    0.71203E+07   -0.74849E+04
    78    0.20386E+04    0.42819E+00   -0.99625E+01    0.70810E+07   -0.74489E+04
    79    0.20652E+04    0.44234E+00   -0.10499E+02    0.70416E+07   -0.74135E+04
    80    0.20920E+04    0.45661E+00   -0.11044E+02    0.70022E+07   -0.73785E+04
    81    0.21191E+04    0.47097E+00   -0.11599E+02    0.69628E+07   -0.73442E+04
    82    0.21464E+04    0.48542E+00   -0.12161E+02    0.69234E+07   -0.73098E+04
    83    0.21739E+04    0.49995E+00   -0.12732E+02    0.68840E+07   -0.72747E+04
    84    0.22017E+04    0.51456E+00   -0.13309E+02    0.68447E+07   -0.72383E+04
    85    0.22296E+04    0.52921E+00   -0.13893E+02    0.68054E+07   -0.71997E+04
    86    0.22576E+04    0.54392E+00   -0.14483E+02    0.67663E+07   -0.71585E+04
    87    0.22862E+04    0.55866E+00   -0.15079E+02    0.67272E+07   -0.71149E+04
    88    0.23146E+04    0.57345E+00   -0.15680E+02    0.66883E+07   -0.70695E+04
    89    0.23435E+04    0.58825E+00   -0.16289E+02    0.66494E+07   -0.70227E+04
    90    0.23725E+04    0.60305E+00   -0.16902E+02    0.66107E+07   -0.69749E+04
    91    0.24017E+04    0.61783E+00   -0.17520E+02    0.65722E+07   -0.69265E+04
    92    0.24312E+04    0.63257E+00   -0.18143E+02    0.65338E+07   -0.68777E+04
    93    0.24609E+04    0.64728E+00   -0.18770E+02    0.64955E+07   -0.68284E+04
    94    0.24907E+04    0.66190E+00   -0.19400E+02    0.64574E+07   -0.67787E+04
    95    0.25208E+04    0.67645E+00   -0.20034E+02    0.64194E+07   -0.67287E+04
    96    0.25509E+04    0.69091E+00   -0.20671E+02    0.63817E+07   -0.66784E+04
    97    0.25814E+04    0.70526E+00   -0.21310E+02    0.63440E+07   -0.66278E+04
    98    0.26121E+04    0.71950E+00   -0.21950E+02    0.63066E+07   -0.65770E+04
    99    0.26429E+04    0.73358E+00   -0.22592E+02    0.62693E+07   -0.65260E+04
   100    0.26740E+04    0.74752E+00   -0.23233E+02    0.62322E+07   -0.64749E+04
   101    0.27052E+04    0.76137E+00   -0.23875E+02    0.61953E+07   -0.64236E+04
   102    0.27370E+04    0.77498E+00   -0.24516E+02    0.61586E+07   -0.63723E+04
   103    0.27686E+04    0.78842E+00   -0.25158E+02    0.61221E+07   -0.63209E+04
   104    0.28005E+04    0.80170E+00   -0.25797E+02    0.60858E+07   -0.62696E+04
   105    0.28325E+04    0.81475E+00   -0.26434E+02    0.60497E+07   -0.62183E+04
   106    0.28647E+04    0.82763E+00   -0.27069E+02    0.60138E+07   -0.61671E+04
   107    0.28969E+04    0.84020E+00   -0.27700E+02    0.59781E+07   -0.61160E+04
   108    0.29294E+04    0.85254E+00   -0.28328E+02    0.59427E+07   -0.60651E+04
   109    0.29620E+04    0.86456E+00   -0.28952E+02    0.59075E+07   -0.60144E+04
   110    0.29947E+04    0.87628E+00   -0.29570E+02    0.58725E+07   -0.59639E+04
   111    0.30276E+04    0.88776E+00   -0.30184E+02    0.58377E+07   -0.59138E+04
   112    0.30606E+04    0.89893E+00   -0.30792E+02    0.58031E+07   -0.58639E+04
   113    0.30938E+04    0.90980E+00   -0.31394E+02    0.57688E+07   -0.58143E+04
   114    0.31271E+04    0.92028E+00   -0.31988E+02    0.57348E+07   -0.57650E+04
   115    0.31606E+04    0.93053E+00   -0.32574E+02    0.57009E+07   -0.57160E+04
   116    0.31941E+04    0.94032E+00   -0.33153E+02    0.56673E+07   -0.56673E+04
   117    0.32279E+04    0.94973E+00   -0.33722E+02    0.56340E+07   -0.56190E+04
   118    0.32618E+04    0.95891E+00   -0.34283E+02    0.56008E+07   -0.55709E+04
   119    0.32957E+04    0.96772E+00   -0.34833E+02    0.55679E+07   -0.55232E+04
   120    0.33297E+04    0.97599E+00   -0.35373E+02    0.55353E+07   -0.54757E+04
   121    0.33637E+04    0.98404E+00   -0.35902E+02    0.55028E+07   -0.54286E+04
   122    0.33977E+04    0.99156E+00   -0.36420E+02    0.54706E+07   -0.53819E+04
   123    0.34318E+04    0.99863E+00   -0.36926E+02    0.54387E+07   -0.53354E+04
   124    0.34660E+04    0.10053E+01   -0.37418E+02    0.54070E+07   -0.52893E+04
   125    0.35001E+04    0.10116E+01   -0.37898E+02    0.53755E+07   -0.52435E+04
   126    0.35343E+04    0.10174E+01   -0.38364E+02    0.53442E+07   -0.51981E+04
   127    0.35685E+04    0.10228E+01   -0.38817E+02    0.53132E+07   -0.51530E+04
   128    0.36026E+04    0.10278E+01   -0.39255E+02    0.52824E+07   -0.51083E+04
   129    0.36368E+04    0.10322E+01   -0.39678E+02    0.52519E+07   -0.50639E+04
   130    0.36709E+04    0.10361E+01   -0.40085E+02    0.52216E+07   -0.50199E+04
   131    0.37050E+04    0.10397E+01   -0.40478E+02    0.51915E+07   -0.49762E+04
   132    0.37391E+04    0.10427E+01   -0.40852E+02    0.51617E+07   -0.49329E+04
   133    0.37732E+04    0.10453E+01   -0.41212E+02    0.51321E+07   -0.48900E+04
   134    0.38072E+04    0.10475E+01   -0.41551E+02    0.51027E+07   -0.48474E+04
   135    0.38412E+04    0.10491E+01   -0.41874E+02    0.50735E+07   -0.48053E+04
   136    0.38750E+04    0.10502E+01   -0.42177E+02    0.50446E+07   -0.47635E+04
   137    0.39088E+04    0.10509E+01   -0.42461E+02    0.50159E+07   -0.47221E+04
   138    0.39425E+04    0.10511E+01   -0.42726E+02    0.49875E+07   -0.46811E+04
   139    0.39759E+04    0.10509E+01   -0.42971E+02    0.49592E+07   -0.46406E+04
   140    0.40094E+04    0.10501E+01   -0.43196E+02    0.49312E+07   -0.46004E+04
   141    0.40426E+04    0.10488E+01   -0.43400E+02    0.49034E+07   -0.45607E+04
   142    0.40758E+04    0.10471E+01   -0.43582E+02    0.48758E+07   -0.45214E+04
   143    0.41090E+04    0.10450E+01   -0.43744E+02    0.48485E+07   -0.44825E+04
   144    0.41418E+04    0.10423E+01   -0.43884E+02    0.48213E+07   -0.44441E+04
   145    0.41745E+04    0.10393E+01   -0.44002E+02    0.47944E+07   -0.44062E+04
   146    0.42073E+04    0.10358E+01   -0.44098E+02    0.47677E+07   -0.43687E+04
   147    0.42397E+04    0.10319E+01   -0.44170E+02    0.47411E+07   -0.43316E+04
   148    0.42719E+04    0.10274E+01   -0.44220E+02    0.47148E+07   -0.42950E+04
   149    0.43040E+04    0.10226E+01   -0.44246E+02    0.46888E+07   -0.42589E+04
   150    0.43358E+04    0.10174E+01   -0.44247E+02    0.46629E+07   -0.42233E+04
   151    0.43675E+04    0.10118E+01   -0.44224E+02    0.46372E+07   -0.41882E+04
   152    0.43988E+04    0.10057E+01   -0.44178E+02    0.46117E+07   -0.41535E+04
   153    0.44300E+04    0.99930E+00   -0.44105E+02    0.45864E+07   -0.41194E+04
   154    0.44609E+04    0.99253E+00   -0.44008E+02    0.45614E+07   -0.40856E+04
   155    0.44916E+04    0.98542E+00   -0.43886E+02    0.45365E+07   -0.40524E+04
   156    0.45220E+04    0.97797E+00   -0.43739E+02    0.45118E+07   -0.40195E+04
   157    0.45522E+04    0.97019E+00   -0.43565E+02    0.44873E+07   -0.39871E+04
   158    0.45821E+04    0.96214E+00   -0.43366E+02    0.44631E+07   -0.39552E+04
   159    0.46116E+04    0.95369E+00   -0.43141E+02    0.44390E+07   -0.39236E+04
   160    0.46410E+04    0.94498E+00   -0.42889E+02    0.44151E+07   -0.38925E+04
   161    0.46701E+04    0.93609E+00   -0.42612E+02    0.43914E+07   -0.38617E+04
   162    0.46988E+04    0.92688E+00   -0.42309E+02    0.43678E+07   -0.38313E+04
   163    0.47274E+04    0.91741E+00   -0.41979E+02    0.43445E+07   -0.38013E+04
   164    0.47556E+04    0.90776E+00   -0.41623E+02    0.43214E+07   -0.37717E+04
   165    0.47835E+04    0.89786E+00   -0.41240E+02    0.42984E+07   -0.37425E+04
   166    0.48111E+04    0.88786E+00   -0.40830E+02    0.42756E+07   -0.37135E+04
   167    0.48385E+04    0.87754E+00   -0.40395E+02    0.42531E+07   -0.36850E+04
   168    0.48654E+04    0.86728E+00   -0.39931E+02    0.42307E+07   -0.36567E+04
   169    0.48920E+04    0.85676E+00   -0.39441E+02    0.42084E+07   -0.36288E+04
   170    0.49182E+04    0.84623E+00   -0.38924E+02    0.41864E+07   -0.36012E+04
   171    0.49439E+04    0.83568E+00   -0.38378E+02    0.41645E+07   -0.35739E+04
   172    0.49693E+04    0.82504E+00   -0.37806E+02    0.41428E+07   -0.35469E+04
   173    0.49942E+04    0.81431E+00   -0.37207E+02    0.41213E+07   -0.35202E+04
   174    0.50187E+04    0.80378E+00   -0.36580E+02    0.41000E+07   -0.34937E+04
   175    0.50428E+04    0.79317E+00   -0.35926E+02    0.40788E+07   -0.34675E+04
   176    0.50664E+04    0.78270E+00   -0.35245E+02    0.40578E+07   -0.34416E+04
   177    0.50896E+04    0.77229E+00   -0.34537E+02    0.40369E+07   -0.34159E+04
   178    0.51123E+04    0.76217E+00   -0.33802E+02    0.40163E+07   -0.33905E+04
   179    0.51345E+04    0.75204E+00   -0.33040E+02    0.39958E+07   -0.33654E+04
   180    0.51563E+04    0.74213E+00   -0.32251E+02    0.39754E+07   -0.33405E+04
   181    0.51776E+04    0.73243E+00   -0.31436E+02    0.39553E+07   -0.33159E+04
   182    0.51985E+04    0.72304E+00   -0.30594E+02    0.39353E+07   -0.32916E+04
   183    0.52188E+04    0.71386E+00   -0.29727E+02    0.39154E+07   -0.32675E+04
   184    0.52387E+04    0.70498E+00   -0.28832E+02    0.38957E+07   -0.32437E+04
   185    0.52581E+04    0.69655E+00   -0.27914E+02    0.38762E+07   -0.32201E+04
   186    0.52766E+04    0.68843E+00   -0.26968E+02    0.38568E+07   -0.31968E+04
   187    0.52950E+04    0.68076E+00   -0.25996E+02    0.38375E+07   -0.31738E+04
   188    0.53128E+04    0.67352E+00   -0.25001E+02    0.38185E+07   -0.31511E+04
   189    0.53301E+04    0.66676E+00   -0.23980E+02    0.37995E+07   -0.31286E+04
   190    0.53471E+04    0.66053E+00   -0.22935E+02    0.37807E+07   -0.31065E+04
   191    0.53632E+04    0.65486E+00   -0.21864E+02    0.37621E+07   -0.30846E+04
   192    0.53790E+04    0.64976E+00   -0.20769E+02    0.37436E+07   -0.30629E+04
   193    0.53941E+04    0.64528E+00   -0.19652E+02    0.37252E+07   -0.30416E+04
   194    0.54088E+04    0.64146E+00   -0.18510E+02    0.37070E+07   -0.30205E+04
   195    0.54229E+04    0.63833E+00   -0.17346E+02    0.36889E+07   -0.29997E+04
   196    0.54364E+04    0.63594E+00   -0.16159E+02    0.36710E+07   -0.29792E+04
   197    0.54494E+04    0.63432E+00   -0.14950E+02    0.36532E+07   -0.29590E+04
   198    0.54619E+04    0.63350E+00   -0.13719E+02    0.36355E+07   -0.29390E+04
   199    0.54739E+04    0.63352E+00   -0.12466E+02    0.36180E+07   -0.29194E+04
   200    0.54853E+04    0.63442E+00   -0.11193E+02    0.36006E+07   -0.29000E+04
   201    0.54961E+04    0.63625E+00   -0.98987E+01    0.35833E+07   -0.28809E+04
   202    0.55064E+04    0.63901E+00   -0.85844E+01    0.35662E+07   -0.28621E+04
   203    0.55160E+04    0.64277E+00   -0.72494E+01    0.35492E+07   -0.28436E+04
   204    0.55250E+04    0.64755E+00   -0.58969E+01    0.35323E+07   -0.28254E+04
   205    0.55335E+04    0.65339E+00   -0.45246E+01    0.35155E+07   -0.28074E+04
   206    0.55412E+04    0.66032E+00   -0.31339E+01    0.34988E+07   -0.27897E+04
   207    0.55485E+04    0.66838E+00   -0.17251E+01    0.34823E+07   -0.27723E+04
   208    0.55549E+04    0.67760E+00   -0.29891E+00    0.34659E+07   -0.27551E+04
   209    0.55608E+04    0.68801E+00    0.11444E+01    0.34496E+07   -0.27382E+04
   210    0.55661E+04    0.69966E+00    0.26038E+01    0.34335E+07   -0.27216E+04
   211    0.55707E+04    0.71258E+00    0.40793E+01    0.34174E+07   -0.27052E+04
   212    0.55747E+04    0.72680E+00    0.55698E+01    0.34015E+07   -0.26890E+04
   213    0.55780E+04    0.74235E+00    0.70755E+01    0.33857E+07   -0.26731E+04
   214    0.55807E+04    0.75924E+00    0.85951E+01    0.33700E+07   -0.26574E+04
   215    0.55828E+04    0.77765E+00    0.10128E+02    0.33544E+07   -0.26420E+04
   216    0.55842E+04    0.79739E+00    0.11674E+02    0.33390E+07   -0.26268E+04
   217    0.55851E+04    0.81863E+00    0.13232E+02    0.33236E+07   -0.26118E+04
   218    0.55853E+04    0.84135E+00    0.14801E+02    0.33084E+07   -0.25971E+04
   219    0.55849E+04    0.86557E+00    0.16384E+02    0.32933E+07   -0.25825E+04
   220    0.55840E+04    0.89142E+00    0.17974E+02    0.32782E+07   -0.25682E+04
   221    0.55824E+04    0.91882E+00    0.19575E+02    0.32633E+07   -0.25541E+04
   222    0.55802E+04    0.94794E+00    0.21185E+02    0.32485E+07   -0.25402E+04
   223    0.55772E+04    0.97869E+00    0.22805E+02    0.32338E+07   -0.25265E+04
   224    0.55738E+04    0.10111E+01    0.24430E+02    0.32192E+07   -0.25130E+04
   225    0.55698E+04    0.10452E+01    0.26064E+02    0.32048E+07   -0.24997E+04
   226    0.55651E+04    0.10811E+01    0.27703E+02    0.31904E+07   -0.24866E+04
   227    0.55598E+04    0.11188E+01    0.29349E+02    0.31761E+07   -0.24737E+04
   228    0.55539E+04    0.11583E+01    0.31000E+02    0.31619E+07   -0.24610E+04
   229    0.55474E+04    0.11996E+01    0.32654E+02    0.31478E+07   -0.24484E+04
   230    0.55403E+04    0.12428E+01    0.34313E+02    0.31339E+07   -0.24360E+04
   231    0.55325E+04    0.12879E+01    0.35975E+02    0.31200E+07   -0.24239E+04
   232    0.55242E+04    0.13348E+01    0.37639E+02    0.31062E+07   -0.24118E+04
   233    0.55153E+04    0.13838E+01    0.39304E+02    0.30925E+07   -0.24000E+04
   234    0.55056E+04    0.14347E+01    0.40969E+02    0.30789E+07   -0.23883E+04
   235    0.54954E+04    0.14876E+01    0.42635E+02    0.30654E+07   -0.23768E+04
   236    0.54846E+04    0.15425E+01    0.44299E+02    0.30520E+07   -0.23654E+04
   237    0.54731E+04    0.15994E+01    0.45962E+02    0.30387E+07   -0.23541E+04
   238    0.54611E+04    0.16585E+01    0.47623E+02    0.30254E+07   -0.23431E+04
   239    0.54485E+04    0.17196E+01    0.49282E+02    0.30123E+07   -0.23321E+04
   240    0.54352E+04    0.17827E+01    0.50935E+02    0.29993E+07   -0.23213E+04
   241    0.54215E+04    0.18480E+01    0.52584E+02    0.29863E+07   -0.23107E+04
   242    0.54071E+04    0.19153E+01    0.54229E+02    0.29734E+07   -0.23002E+04
   243    0.53922E+04    0.19849E+01    0.55866E+02    0.29606E+07   -0.22898E+04
   244    0.53767E+04    0.20566E+01    0.57498E+02    0.29479E+07   -0.22795E+04
   245    0.53606E+04    0.21304E+01    0.59121E+02    0.29353E+07   -0.22693E+04
   246    0.53440E+04    0.22065E+01    0.60737E+02    0.29228E+07   -0.22593E+04
   247    0.53268E+04    0.22847E+01    0.62343E+02    0.29103E+07   -0.22494E+04
   248    0.53091E+04    0.23654E+01    0.63940E+02    0.28980E+07   -0.22396E+04
   249    0.52909E+04    0.24480E+01    0.65526E+02    0.28857E+07   -0.22299E+04
   250    0.52722E+04    0.25331E+01    0.67100E+02    0.28734E+07   -0.22203E+04
   251    0.52530E+04    0.26203E+01    0.68663E+02    0.28613E+07   -0.22108E+04
   252    0.52331E+04    0.27098E+01    0.70213E+02    0.28492E+07   -0.22013E+04
   253    0.52130E+04    0.28014E+01    0.71750E+02    0.28373E+07   -0.21920E+04
   254    0.51922E+04    0.28954E+01    0.73272E+02    0.28254E+07   -0.21828E+04
   255    0.51710E+04    0.29915E+01    0.74780E+02    0.28135E+07   -0.21737E+04
   256    0.51493E+04    0.30901E+01    0.76274E+02    0.28018E+07   -0.21647E+04
   257    0.51272E+04    0.31907E+01    0.77746E+02    0.27901E+07   -0.21557E+04
   258    0.51045E+04    0.32936E+01    0.79208E+02    0.27785E+07   -0.21469E+04
   259    0.50815E+04    0.33988E+01    0.80646E+02    0.27669E+07   -0.21381E+04
   260    0.50581E+04    0.35063E+01    0.82075E+02    0.27554E+07   -0.21295E+04
   261    0.50341E+04    0.36158E+01    0.83472E+02    0.27441E+07   -0.21209E+04
   262    0.50097E+04    0.37278E+01    0.84859E+02    0.27327E+07   -0.21124E+04
   263    0.49851E+04    0.38419E+01    0.86230E+02    0.27215E+07   -0.21040E+04
   264    0.49600E+04    0.39581E+01    0.87576E+02    0.27103E+07   -0.20957E+04
   265    0.49343E+04    0.40765E+01    0.88891E+02    0.26992E+07   -0.20875E+04
   266    0.49084E+04    0.41973E+01    0.90197E+02    0.26881E+07   -0.20794E+04
   267    0.48819E+04    0.43200E+01    0.91470E+02    0.26772E+07   -0.20713E+04
   268    0.48551E+04    0.44451E+01    0.92728E+02    0.26662E+07   -0.20633E+04
   269    0.48278E+04    0.45722E+01    0.93961E+02    0.26554E+07   -0.20555E+04
   270    0.48003E+04    0.47014E+01    0.95170E+02    0.26446E+07   -0.20476E+04
   271    0.47724E+04    0.48327E+01    0.96355E+02    0.26339E+07   -0.20399E+04
   272    0.47442E+04    0.49662E+01    0.97509E+02    0.26233E+07   -0.20323E+04
   273    0.47157E+04    0.51015E+01    0.98646E+02    0.26127E+07   -0.20247E+04
   274    0.46868E+04    0.52391E+01    0.99744E+02    0.26022E+07   -0.20172E+04
   275    0.46576E+04    0.53785E+01    0.10083E+03    0.25917E+07   -0.20098E+04
   276    0.46282E+04    0.55199E+01    0.10187E+03    0.25814E+07   -0.20025E+04
   277    0.45984E+04    0.56633E+01    0.10290E+03    0.25710E+07   -0.19952E+04
   278    0.45684E+04    0.58087E+01    0.10388E+03    0.25608E+07   -0.19880E+04
   279    0.45381E+04    0.59558E+01    0.10484E+03    0.25506E+07   -0.19809E+04
   280    0.45075E+04    0.61049E+01    0.10578E+03    0.25404E+07   -0.19738E+04
   281    0.44768E+04    0.62558E+01    0.10668E+03    0.25304E+07   -0.19669E+04
   282    0.44457E+04    0.64083E+01    0.10755E+03    0.25203E+07   -0.19600E+04
   283    0.44145E+04    0.65627E+01    0.10839E+03    0.25104E+07   -0.19531E+04
   284    0.43830E+04    0.67188E+01    0.10920E+03    0.25005E+07   -0.19464E+04
   285    0.43514E+04    0.68767E+01    0.10998E+03    0.24906E+07   -0.19397E+04
   286    0.43195E+04    0.70362E+01    0.11072E+03    0.24809E+07   -0.19330E+04
   287    0.42874E+04    0.71972E+01    0.11143E+03    0.24711E+07   -0.19265E+04
   288    0.42552E+04    0.73599E+01    0.11211E+03    0.24615E+07   -0.19200E+04
   289    0.42228E+04    0.75240E+01    0.11275E+03    0.24519E+07   -0.19136E+04
   290    0.41903E+04    0.76895E+01    0.11337E+03    0.24423E+07   -0.19072E+04
   291    0.41576E+04    0.78571E+01    0.11394E+03    0.24328E+07   -0.19009E+04
   292    0.41246E+04    0.80257E+01    0.11448E+03    0.24233E+07   -0.18946E+04
   293    0.40917E+04    0.81949E+01    0.11498E+03    0.24140E+07   -0.18884E+04
   294    0.40585E+04    0.83661E+01    0.11546E+03    0.24046E+07   -0.18823E+04
   295    0.40255E+04    0.85380E+01    0.11589E+03    0.23953E+07   -0.18763E+04
   296    0.39922E+04    0.87119E+01    0.11629E+03    0.23861E+07   -0.18702E+04
   297    0.39588E+04    0.88857E+01    0.11666E+03    0.23769E+07   -0.18643E+04
   298    0.39253E+04    0.90615E+01    0.11698E+03    0.23678E+07   -0.18584E+04
   299    0.38918E+04    0.92386E+01    0.11726E+03    0.23587E+07   -0.18526E+04
   300    0.38582E+04    0.94156E+01    0.11751E+03    0.23497E+07   -0.18468E+04
   301    0.38245E+04    0.95938E+01    0.11773E+03    0.23407E+07   -0.18410E+04
   302    0.37909E+04    0.97727E+01    0.11791E+03    0.23317E+07   -0.18354E+04
   303    0.37573E+04    0.99528E+01    0.11805E+03    0.23229E+07   -0.18297E+04
   304    0.37236E+04    0.10134E+02    0.11815E+03    0.23140E+07   -0.18242E+04
   305    0.36899E+04    0.10316E+02    0.11821E+03    0.23052E+07   -0.18186E+04
   306    0.36562E+04    0.10497E+02    0.11824E+03    0.22965E+07   -0.18131E+04
   307    0.36226E+04    0.10680E+02    0.11822E+03    0.22878E+07   -0.18077E+04
   308    0.35889E+04    0.10864E+02    0.11818E+03    0.22792E+07   -0.18023E+04
   309    0.35554E+04    0.11048E+02    0.11809E+03    0.22706E+07   -0.17970E+04
   310    0.35218E+04    0.11231E+02    0.11796E+03    0.22620E+07   -0.17917E+04
   311    0.34884E+04    0.11416E+02    0.11779E+03    0.22535E+07   -0.17864E+04
   312    0.34550E+04    0.11600E+02    0.11759E+03    0.22451E+07   -0.17812E+04
   313    0.34217E+04    0.11785E+02    0.11735E+03    0.22366E+07   -0.17760E+04
   314    0.33885E+04    0.11971E+02    0.11708E+03    0.22283E+07   -0.17709E+04
   315    0.33554E+04    0.12155E+02    0.11676E+03    0.22199E+07   -0.17658E+04
