#    L    TT             EE             TE             PP             TP          
   552    0.24526E+04    0.85957E+01    0.97850E+01    0.10375E+07   -0.87734E+03
   553    0.24480E+04    0.87515E+01    0.10852E+02    0.10346E+07   -0.87327E+03
   554    0.24432E+04    0.89137E+01    0.11901E+02    0.10318E+07   -0.86920E+03
   555    0.24382E+04    0.90801E+01    0.12930E+02    0.10289E+07   -0.86514E+03
   556    0.24330E+04    0.92515E+01    0.13939E+02    0.10261E+07   -0.86108E+03
   557    0.24276E+04    0.94271E+01    0.14927E+02    0.10233E+07   -0.85703E+03
   558    0.24221E+04    0.96084E+01    0.15894E+02    0.10205E+07   -0.85298E+03
   559    0.24163E+04    0.97932E+01    0.16840E+02    0.10177E+07   -0.84894E+03
   560    0.24105E+04    0.99821E+01    0.17762E+02    0.10149E+07   -0.84491E+03
   561    0.24043E+04    0.10176E+02    0.18663E+02    0.10121E+07   -0.84088E+03
   562    0.23982E+04    0.10375E+02    0.19539E+02    0.10094E+07   -0.83686E+03
   563    0.23918E+04    0.10577E+02    0.20394E+02    0.10066E+07   -0.83284E+03
   564    0.23853E+04    0.10785E+02    0.21222E+02    0.10039E+07   -0.82883E+03
   565    0.23786E+04    0.10995E+02    0.22027E+02    0.10012E+07   -0.82482E+03
   566    0.23717E+04    0.11210E+02    0.22805E+02    0.99846E+06   -0.82083E+03
   567    0.23647E+04    0.11429E+02    0.23558E+02    0.99576E+06   -0.81683E+03
   568    0.23576E+04    0.11653E+02    0.24285E+02    0.99306E+06   -0.81285E+03
   569    0.23503E+04    0.11880E+02    0.24987E+02    0.99038E+06   -0.80887E+03
   570    0.23429E+04    0.12111E+02    0.25659E+02    0.98770E+06   -0.80490E+03
   571    0.23354E+04    0.12346E+02    0.26304E+02    0.98504E+06   -0.80093E+03
   572    0.23276E+04    0.12585E+02    0.26922E+02    0.98239E+06   -0.79697E+03
   573    0.23199E+04    0.12826E+02    0.27511E+02    0.97975E+06   -0.79302E+03
   574    0.23120E+04    0.13072E+02    0.28071E+02    0.97711E+06   -0.78907E+03
   575    0.23039E+04    0.13320E+02    0.28602E+02    0.97449E+06   -0.78514E+03
   576    0.22958E+04    0.13572E+02    0.29104E+02    0.97188E+06   -0.78120E+03
   577    0.22876E+04    0.13828E+02    0.29577E+02    0.96928E+06   -0.77728E+03
   578    0.22792E+04    0.14086E+02    0.30018E+02    0.96669E+06   -0.77337E+03
   579    0.22708E+04    0.14348E+02    0.30431E+02    0.96411E+06   -0.76946E+03
   580    0.22624E+04    0.14612E+02    0.30811E+02    0.96154E+06   -0.76556E+03
   581    0.22536E+04    0.14879E+02    0.31161E+02    0.95898E+06   -0.76167E+03
   582    0.22449E+04    0.15150E+02    0.31480E+02    0.95643E+06   -0.75778E+03
   583    0.22361E+04    0.15422E+02    0.31767E+02    0.95388E+06   -0.75390E+03
   584    0.22273E+04    0.15698E+02    0.32022E+02    0.95135E+06   -0.75004E+03
   585    0.22184E+04    0.15975E+02    0.32245E+02    0.94883E+06   -0.74618E+03
   586    0.22094E+04    0.16254E+02    0.32437E+02    0.94632E+06   -0.74232E+03
   587    0.22005E+04    0.16537E+02    0.32595E+02    0.94382E+06   -0.73848E+03
   588    0.21914E+04    0.16821E+02    0.32721E+02    0.94132E+06   -0.73465E+03
   589    0.21822E+04    0.17108E+02    0.32814E+02    0.93884E+06   -0.73082E+03
   590    0.21730E+04    0.17395E+02    0.32874E+02    0.93637E+06   -0.72700E+03
   591    0.21638E+04    0.17686E+02    0.32902E+02    0.93390E+06   -0.72319E+03
   592    0.21546E+04    0.17976E+02    0.32895E+02    0.93145E+06   -0.71939E+03
   593    0.21453E+04    0.18270E+02    0.32856E+02    0.92900E+06   -0.71560E+03
   594    0.21359E+04    0.18565E+02    0.32783E+02    0.92657E+06   -0.71182E+03
   595    0.21265E+04    0.18860E+02    0.32677E+02    0.92414E+06   -0.70805E+03
   596    0.21172E+04    0.19158E+02    0.32537E+02    0.92173E+06   -0.70428E+03
   597    0.21078E+04    0.19454E+02    0.32363E+02    0.91932E+06   -0.70053E+03
   598    0.20987E+04    0.19753E+02    0.32156E+02    0.91692E+06   -0.69679E+03
   599    0.20894E+04    0.20052E+02    0.31916E+02    0.91453E+06   -0.69305E+03
   600    0.20800E+04    0.20353E+02    0.31642E+02    0.91215E+06   -0.68933E+03
   601    0.20707E+04    0.20654E+02    0.31335E+02    0.90977E+06   -0.68561E+03
   602    0.20614E+04    0.20955E+02    0.30993E+02    0.90741E+06   -0.68191E+03
   603    0.20521E+04    0.21257E+02    0.30620E+02    0.90506E+06   -0.67821E+03
   604    0.20429E+04    0.21558E+02    0.30212E+02    0.90271E+06   -0.67453E+03
   605    0.20337E+04    0.21860E+02    0.29772E+02    0.90038E+06   -0.67086E+03
   606    0.20246E+04    0.22161E+02    0.29298E+02    0.89805E+06   -0.66719E+03
   607    0.20153E+04    0.22463E+02    0.28791E+02    0.89573E+06   -0.66354E+03
   608    0.20062E+04    0.22765E+02    0.28252E+02    0.89342E+06   -0.65990E+03
   609    0.19972E+04    0.23065E+02    0.27679E+02    0.89112E+06   -0.65627E+03
   610    0.19882E+04    0.23365E+02    0.27074E+02    0.88882E+06   -0.65264E+03
   611    0.19793E+04    0.23665E+02    0.26437E+02    0.88654E+06   -0.64904E+03
   612    0.19704E+04    0.23965E+02    0.25769E+02    0.88426E+06   -0.64544E+03
   613    0.19616E+04    0.24261E+02    0.25067E+02    0.88199E+06   -0.64185E+03
   614    0.19528E+04    0.24558E+02    0.24334E+02    0.87974E+06   -0.63827E+03
   615    0.19442E+04    0.24853E+02    0.23570E+02    0.87748E+06   -0.63471E+03
   616    0.19356E+04    0.25148E+02    0.22775E+02    0.87524E+06   -0.63116E+03
   617    0.19271E+04    0.25442E+02    0.21950E+02    0.87301E+06   -0.62762E+03
   618    0.19187E+04    0.25735E+02    0.21093E+02    0.87078E+06   -0.62409E+03
   619    0.19103E+04    0.26026E+02    0.20208E+02    0.86857E+06   -0.62057E+03
   620    0.19022E+04    0.26315E+02    0.19292E+02    0.86636E+06   -0.61706E+03
   621    0.18940E+04    0.26602E+02    0.18347E+02    0.86416E+06   -0.61357E+03
   622    0.18860E+04    0.26888E+02    0.17372E+02    0.86196E+06   -0.61009E+03
   623    0.18781E+04    0.27171E+02    0.16370E+02    0.85978E+06   -0.60662E+03
   624    0.18703E+04    0.27452E+02    0.15339E+02    0.85760E+06   -0.60317E+03
   625    0.18625E+04    0.27730E+02    0.14279E+02    0.85543E+06   -0.59972E+03
   626    0.18549E+04    0.28007E+02    0.13193E+02    0.85327E+06   -0.59629E+03
   627    0.18475E+04    0.28281E+02    0.12079E+02    0.85112E+06   -0.59288E+03
   628    0.18402E+04    0.28551E+02    0.10939E+02    0.84897E+06   -0.58947E+03
   629    0.18330E+04    0.28820E+02    0.97729E+01    0.84684E+06   -0.58608E+03
   630    0.18259E+04    0.29085E+02    0.85799E+01    0.84471E+06   -0.58270E+03
   631    0.18189E+04    0.29348E+02    0.73632E+01    0.84259E+06   -0.57934E+03
   632    0.18122E+04    0.29607E+02    0.61208E+01    0.84047E+06   -0.57599E+03
   633    0.18054E+04    0.29864E+02    0.48548E+01    0.83837E+06   -0.57265E+03
   634    0.17990E+04    0.30116E+02    0.35655E+01    0.83627E+06   -0.56932E+03
   635    0.17926E+04    0.30366E+02    0.22531E+01    0.83418E+06   -0.56601E+03
   636    0.17863E+04    0.30613E+02    0.91860E+00    0.83210E+06   -0.56272E+03
   637    0.17803E+04    0.30855E+02   -0.43868E+00    0.83002E+06   -0.55944E+03
   638    0.17744E+04    0.31094E+02   -0.18165E+01    0.82795E+06   -0.55617E+03
   639    0.17686E+04    0.31329E+02   -0.32156E+01    0.82589E+06   -0.55291E+03
   640    0.17630E+04    0.31561E+02   -0.46345E+01    0.82384E+06   -0.54968E+03
   641    0.17576E+04    0.31788E+02   -0.60730E+01    0.82179E+06   -0.54645E+03
   642    0.17523E+04    0.32011E+02   -0.75303E+01    0.81976E+06   -0.54324E+03
   643    0.17472E+04    0.32231E+02   -0.90059E+01    0.81772E+06   -0.54004E+03
   644    0.17423E+04    0.32444E+02   -0.10499E+02    0.81570E+06   -0.53686E+03
   645    0.17376E+04    0.32654E+02   -0.12009E+02    0.81369E+06   -0.53370E+03
   646    0.17329E+04    0.32860E+02   -0.13536E+02    0.81168E+06   -0.53055E+03
   647    0.17286E+04    0.33061E+02   -0.15078E+02    0.80967E+06   -0.52741E+03
   648    0.17243E+04    0.33258E+02   -0.16635E+02    0.80768E+06   -0.52429E+03
   649    0.17204E+04    0.33449E+02   -0.18207E+02    0.80569E+06   -0.52119E+03
   650    0.17165E+04    0.33635E+02   -0.19792E+02    0.80371E+06   -0.51810E+03
   651    0.17129E+04    0.33817E+02   -0.21390E+02    0.80174E+06   -0.51502E+03
   652    0.17094E+04    0.33994E+02   -0.23000E+02    0.79977E+06   -0.51197E+03
   653    0.17062E+04    0.34165E+02   -0.24622E+02    0.79781E+06   -0.50892E+03
   654    0.17030E+04    0.34331E+02   -0.26253E+02    0.79586E+06   -0.50590E+03
   655    0.17001E+04    0.34493E+02   -0.27896E+02    0.79391E+06   -0.50289E+03
   656    0.16974E+04    0.34649E+02   -0.29548E+02    0.79197E+06   -0.49989E+03
   657    0.16949E+04    0.34799E+02   -0.31208E+02    0.79004E+06   -0.49691E+03
   658    0.16925E+04    0.34945E+02   -0.32876E+02    0.78812E+06   -0.49395E+03
   659    0.16905E+04    0.35085E+02   -0.34552E+02    0.78620E+06   -0.49100E+03
   660    0.16886E+04    0.35219E+02   -0.36235E+02    0.78429E+06   -0.48807E+03
   661    0.16869E+04    0.35347E+02   -0.37922E+02    0.78238E+06   -0.48515E+03
   662    0.16854E+04    0.35471E+02   -0.39616E+02    0.78048E+06   -0.48225E+03
   663    0.16840E+04    0.35589E+02   -0.41315E+02    0.77859E+06   -0.47936E+03
   664    0.16829E+04    0.35700E+02   -0.43017E+02    0.77670E+06   -0.47649E+03
   665    0.16819E+04    0.35806E+02   -0.44722E+02    0.77483E+06   -0.47364E+03
   666    0.16812E+04    0.35906E+02   -0.46429E+02    0.77295E+06   -0.47080E+03
   667    0.16806E+04    0.36000E+02   -0.48139E+02    0.77109E+06   -0.46798E+03
   668    0.16802E+04    0.36089E+02   -0.49850E+02    0.76923E+06   -0.46517E+03
   669    0.16801E+04    0.36172E+02   -0.51560E+02    0.76738E+06   -0.46238E+03
   670    0.16801E+04    0.36249E+02   -0.53269E+02    0.76553E+06   -0.45960E+03
   671    0.16804E+04    0.36321E+02   -0.54978E+02    0.76369E+06   -0.45684E+03
   672    0.16808E+04    0.36385E+02   -0.56686E+02    0.76186E+06   -0.45410E+03
   673    0.16814E+04    0.36445E+02   -0.58389E+02    0.76003E+06   -0.45137E+03
   674    0.16823E+04    0.36498E+02   -0.60090E+02    0.75821E+06   -0.44865E+03
   675    0.16833E+04    0.36545E+02   -0.61786E+02    0.75640E+06   -0.44595E+03
   676    0.16845E+04    0.36586E+02   -0.63477E+02    0.75459E+06   -0.44327E+03
   677    0.16859E+04    0.36622E+02   -0.65162E+02    0.75279E+06   -0.44061E+03
   678    0.16875E+04    0.36650E+02   -0.66841E+02    0.75099E+06   -0.43795E+03
   679    0.16893E+04    0.36673E+02   -0.68513E+02    0.74920E+06   -0.43532E+03
   680    0.16913E+04    0.36691E+02   -0.70177E+02    0.74742E+06   -0.43270E+03
   681    0.16935E+04    0.36701E+02   -0.71831E+02    0.74564E+06   -0.43009E+03
   682    0.16959E+04    0.36706E+02   -0.73477E+02    0.74387E+06   -0.42751E+03
   683    0.16985E+04    0.36705E+02   -0.75114E+02    0.74210E+06   -0.42493E+03
   684    0.17012E+04    0.36697E+02   -0.76740E+02    0.74035E+06   -0.42238E+03
   685    0.17040E+04    0.36683E+02   -0.78355E+02    0.73859E+06   -0.41983E+03
   686    0.17071E+04    0.36663E+02   -0.79949E+02    0.73684E+06   -0.41731E+03
   687    0.17104E+04    0.36638E+02   -0.81535E+02    0.73510E+06   -0.41480E+03
   688    0.17138E+04    0.36606E+02   -0.83109E+02    0.73337E+06   -0.41230E+03
   689    0.17175E+04    0.36568E+02   -0.84665E+02    0.73164E+06   -0.40982E+03
   690    0.17212E+04    0.36524E+02   -0.86210E+02    0.72992E+06   -0.40736E+03
   691    0.17252E+04    0.36473E+02   -0.87736E+02    0.72820E+06   -0.40491E+03
   692    0.17293E+04    0.36418E+02   -0.89243E+02    0.72649E+06   -0.40248E+03
   693    0.17336E+04    0.36356E+02   -0.90739E+02    0.72478E+06   -0.40006E+03
   694    0.17380E+04    0.36288E+02   -0.92209E+02    0.72308E+06   -0.39766E+03
   695    0.17427E+04    0.36215E+02   -0.93661E+02    0.72138E+06   -0.39527E+03
   696    0.17475E+04    0.36136E+02   -0.95109E+02    0.71969E+06   -0.39290E+03
   697    0.17525E+04    0.36050E+02   -0.96523E+02    0.71801E+06   -0.39055E+03
   698    0.17575E+04    0.35959E+02   -0.97919E+02    0.71633E+06   -0.38821E+03
   699    0.17627E+04    0.35862E+02   -0.99289E+02    0.71466E+06   -0.38589E+03
   700    0.17682E+04    0.35759E+02   -0.10064E+03    0.71299E+06   -0.38358E+03
   701    0.17737E+04    0.35651E+02   -0.10197E+03    0.71133E+06   -0.38128E+03
   702    0.17794E+04    0.35538E+02   -0.10327E+03    0.70968E+06   -0.37901E+03
   703    0.17852E+04    0.35418E+02   -0.10457E+03    0.70803E+06   -0.37675E+03
   704    0.17912E+04    0.35294E+02   -0.10582E+03    0.70638E+06   -0.37450E+03
   705    0.17972E+04    0.35163E+02   -0.10705E+03    0.70474E+06   -0.37227E+03
   706    0.18034E+04    0.35028E+02   -0.10826E+03    0.70311E+06   -0.37006E+03
   707    0.18096E+04    0.34887E+02   -0.10945E+03    0.70148E+06   -0.36786E+03
   708    0.18162E+04    0.34742E+02   -0.11060E+03    0.69986E+06   -0.36568E+03
   709    0.18227E+04    0.34590E+02   -0.11173E+03    0.69824E+06   -0.36352E+03
   710    0.18295E+04    0.34434E+02   -0.11283E+03    0.69662E+06   -0.36137E+03
   711    0.18362E+04    0.34273E+02   -0.11390E+03    0.69502E+06   -0.35924E+03
   712    0.18432E+04    0.34107E+02   -0.11496E+03    0.69341E+06   -0.35713E+03
   713    0.18503E+04    0.33935E+02   -0.11597E+03    0.69182E+06   -0.35503E+03
   714    0.18573E+04    0.33760E+02   -0.11696E+03    0.69023E+06   -0.35295E+03
   715    0.18646E+04    0.33579E+02   -0.11792E+03    0.68864E+06   -0.35089E+03
   716    0.18719E+04    0.33394E+02   -0.11885E+03    0.68706E+06   -0.34884E+03
   717    0.18794E+04    0.33205E+02   -0.11974E+03    0.68548E+06   -0.34681E+03
   718    0.18869E+04    0.33011E+02   -0.12062E+03    0.68391E+06   -0.34480E+03
   719    0.18945E+04    0.32811E+02   -0.12145E+03    0.68234E+06   -0.34280E+03
   720    0.19021E+04    0.32607E+02   -0.12226E+03    0.68078E+06   -0.34083E+03
   721    0.19099E+04    0.32401E+02   -0.12302E+03    0.67923E+06   -0.33887E+03
   722    0.19177E+04    0.32190E+02   -0.12375E+03    0.67768E+06   -0.33693E+03
   723    0.19256E+04    0.31975E+02   -0.12446E+03    0.67613E+06   -0.33500E+03
   724    0.19335E+04    0.31756E+02   -0.12514E+03    0.67459E+06   -0.33310E+03
   725    0.19416E+04    0.31533E+02   -0.12578E+03    0.67305E+06   -0.33121E+03
   726    0.19497E+04    0.31309E+02   -0.12638E+03    0.67152E+06   -0.32934E+03
   727    0.19578E+04    0.31079E+02   -0.12696E+03    0.67000E+06   -0.32749E+03
   728    0.19660E+04    0.30844E+02   -0.12749E+03    0.66847E+06   -0.32565E+03
   729    0.19742E+04    0.30608E+02   -0.12800E+03    0.66696E+06   -0.32384E+03
   730    0.19824E+04    0.30368E+02   -0.12847E+03    0.66545E+06   -0.32204E+03
   731    0.19908E+04    0.30124E+02   -0.12890E+03    0.66394E+06   -0.32026E+03
   732    0.19991E+04    0.29879E+02   -0.12929E+03    0.66244E+06   -0.31850E+03
   733    0.20075E+04    0.29630E+02   -0.12966E+03    0.66094E+06   -0.31676E+03
   734    0.20159E+04    0.29378E+02   -0.12998E+03    0.65945E+06   -0.31504E+03
   735    0.20244E+04    0.29123E+02   -0.13028E+03    0.65796E+06   -0.31334E+03
   736    0.20328E+04    0.28865E+02   -0.13053E+03    0.65648E+06   -0.31166E+03
   737    0.20413E+04    0.28606E+02   -0.13076E+03    0.65500E+06   -0.30999E+03
   738    0.20496E+04    0.28345E+02   -0.13093E+03    0.65353E+06   -0.30835E+03
   739    0.20581E+04    0.28081E+02   -0.13107E+03    0.65206E+06   -0.30672E+03
   740    0.20665E+04    0.27815E+02   -0.13119E+03    0.65059E+06   -0.30512E+03
   741    0.20750E+04    0.27546E+02   -0.13126E+03    0.64913E+06   -0.30353E+03
   742    0.20834E+04    0.27278E+02   -0.13129E+03    0.64768E+06   -0.30196E+03
   743    0.20918E+04    0.27009E+02   -0.13130E+03    0.64623E+06   -0.30042E+03
   744    0.21003E+04    0.26736E+02   -0.13125E+03    0.64478E+06   -0.29889E+03
   745    0.21087E+04    0.26463E+02   -0.13119E+03    0.64334E+06   -0.29738E+03
   746    0.21170E+04    0.26188E+02   -0.13107E+03    0.64190E+06   -0.29590E+03
   747    0.21252E+04    0.25912E+02   -0.13092E+03    0.64047E+06   -0.29443E+03
   748    0.21335E+04    0.25636E+02   -0.13074E+03    0.63904E+06   -0.29298E+03
   749    0.21418E+04    0.25357E+02   -0.13053E+03    0.63762E+06   -0.29156E+03
   750    0.21499E+04    0.25079E+02   -0.13027E+03    0.63620E+06   -0.29015E+03
   751    0.21581E+04    0.24800E+02   -0.12998E+03    0.63478E+06   -0.28877E+03
   752    0.21662E+04    0.24521E+02   -0.12964E+03    0.63337E+06   -0.28740E+03
   753    0.21742E+04    0.24241E+02   -0.12928E+03    0.63197E+06   -0.28606E+03
   754    0.21821E+04    0.23961E+02   -0.12887E+03    0.63056E+06   -0.28473E+03
   755    0.21901E+04    0.23681E+02   -0.12844E+03    0.62917E+06   -0.28343E+03
   756    0.21978E+04    0.23402E+02   -0.12796E+03    0.62777E+06   -0.28214E+03
   757    0.22057E+04    0.23123E+02   -0.12745E+03    0.62638E+06   -0.28088E+03
   758    0.22133E+04    0.22843E+02   -0.12690E+03    0.62500E+06   -0.27963E+03
   759    0.22209E+04    0.22564E+02   -0.12632E+03    0.62362E+06   -0.27840E+03
   760    0.22284E+04    0.22285E+02   -0.12570E+03    0.62224E+06   -0.27719E+03
   761    0.22358E+04    0.22008E+02   -0.12505E+03    0.62087E+06   -0.27600E+03
   762    0.22432E+04    0.21731E+02   -0.12436E+03    0.61950E+06   -0.27483E+03
   763    0.22504E+04    0.21456E+02   -0.12364E+03    0.61814E+06   -0.27367E+03
   764    0.22576E+04    0.21181E+02   -0.12289E+03    0.61678E+06   -0.27253E+03
   765    0.22646E+04    0.20907E+02   -0.12210E+03    0.61542E+06   -0.27141E+03
   766    0.22716E+04    0.20635E+02   -0.12128E+03    0.61407E+06   -0.27030E+03
   767    0.22784E+04    0.20365E+02   -0.12042E+03    0.61272E+06   -0.26922E+03
   768    0.22851E+04    0.20096E+02   -0.11953E+03    0.61138E+06   -0.26815E+03
   769    0.22917E+04    0.19827E+02   -0.11861E+03    0.61004E+06   -0.26709E+03
   770    0.22982E+04    0.19561E+02   -0.11766E+03    0.60870E+06   -0.26605E+03
   771    0.23046E+04    0.19297E+02   -0.11667E+03    0.60737E+06   -0.26503E+03
   772    0.23107E+04    0.19036E+02   -0.11564E+03    0.60604E+06   -0.26402E+03
   773    0.23169E+04    0.18776E+02   -0.11459E+03    0.60472E+06   -0.26303E+03
   774    0.23228E+04    0.18519E+02   -0.11352E+03    0.60340E+06   -0.26205E+03
   775    0.23287E+04    0.18264E+02   -0.11241E+03    0.60209E+06   -0.26109E+03
   776    0.23343E+04    0.18012E+02   -0.11127E+03    0.60077E+06   -0.26014E+03
   777    0.23398E+04    0.17763E+02   -0.11010E+03    0.59947E+06   -0.25921E+03
   778    0.23454E+04    0.17516E+02   -0.10890E+03    0.59816E+06   -0.25829E+03
   779    0.23506E+04    0.17272E+02   -0.10767E+03    0.59686E+06   -0.25739E+03
   780    0.23557E+04    0.17030E+02   -0.10641E+03    0.59557E+06   -0.25650E+03
   781    0.23607E+04    0.16793E+02   -0.10514E+03    0.59427E+06   -0.25562E+03
   782    0.23655E+04    0.16558E+02   -0.10384E+03    0.59299E+06   -0.25475E+03
   783    0.23701E+04    0.16327E+02   -0.10250E+03    0.59170E+06   -0.25390E+03
   784    0.23747E+04    0.16099E+02   -0.10114E+03    0.59042E+06   -0.25306E+03
   785    0.23789E+04    0.15875E+02   -0.99758E+02    0.58914E+06   -0.25224E+03
   786    0.23831E+04    0.15654E+02   -0.98328E+02    0.58787E+06   -0.25142E+03
   787    0.23871E+04    0.15437E+02   -0.96887E+02    0.58660E+06   -0.25062E+03
   788    0.23909E+04    0.15224E+02   -0.95427E+02    0.58534E+06   -0.24983E+03
   789    0.23945E+04    0.15013E+02   -0.93949E+02    0.58408E+06   -0.24905E+03
   790    0.23981E+04    0.14809E+02   -0.92439E+02    0.58282E+06   -0.24828E+03
   791    0.24014E+04    0.14608E+02   -0.90902E+02    0.58156E+06   -0.24753E+03
   792    0.24045E+04    0.14412E+02   -0.89355E+02    0.58031E+06   -0.24678E+03
   793    0.24074E+04    0.14221E+02   -0.87775E+02    0.57906E+06   -0.24605E+03
   794    0.24101E+04    0.14034E+02   -0.86185E+02    0.57782E+06   -0.24532E+03
   795    0.24127E+04    0.13851E+02   -0.84569E+02    0.57658E+06   -0.24461E+03
   796    0.24152E+04    0.13673E+02   -0.82943E+02    0.57535E+06   -0.24390E+03
   797    0.24173E+04    0.13500E+02   -0.81292E+02    0.57411E+06   -0.24320E+03
   798    0.24193E+04    0.13332E+02   -0.79631E+02    0.57288E+06   -0.24252E+03
   799    0.24211E+04    0.13169E+02   -0.77953E+02    0.57166E+06   -0.24184E+03
   800    0.24228E+04    0.13010E+02   -0.76257E+02    0.57044E+06   -0.24117E+03
   801    0.24242E+04    0.12858E+02   -0.74551E+02    0.56922E+06   -0.24051E+03
   802    0.24253E+04    0.12710E+02   -0.72813E+02    0.56800E+06   -0.23986E+03
   803    0.24265E+04    0.12566E+02   -0.71080E+02    0.56679E+06   -0.23922E+03
   804    0.24273E+04    0.12429E+02   -0.69323E+02    0.56558E+06   -0.23859E+03
   805    0.24280E+04    0.12297E+02   -0.67555E+02    0.56438E+06   -0.23796E+03
   806    0.24284E+04    0.12170E+02   -0.65778E+02    0.56318E+06   -0.23735E+03
   807    0.24286E+04    0.12049E+02   -0.63990E+02    0.56198E+06   -0.23674E+03
   808    0.24286E+04    0.11934E+02   -0.62186E+02    0.56079E+06   -0.23614E+03
   809    0.24285E+04    0.11824E+02   -0.60379E+02    0.55959E+06   -0.23555E+03
   810    0.24281E+04    0.11720E+02   -0.58554E+02    0.55841E+06   -0.23497E+03
   811    0.24275E+04    0.11622E+02   -0.56720E+02    0.55722E+06   -0.23440E+03
   812    0.24267E+04    0.11530E+02   -0.54882E+02    0.55604E+06   -0.23383E+03
   813    0.24257E+04    0.11443E+02   -0.53038E+02    0.55487E+06   -0.23328E+03
   814    0.24247E+04    0.11363E+02   -0.51186E+02    0.55369E+06   -0.23273E+03
   815    0.24233E+04    0.11288E+02   -0.49329E+02    0.55252E+06   -0.23220E+03
   816    0.24216E+04    0.11219E+02   -0.47466E+02    0.55135E+06   -0.23167E+03
   817    0.24198E+04    0.11156E+02   -0.45599E+02    0.55019E+06   -0.23115E+03
   818    0.24179E+04    0.11100E+02   -0.43727E+02    0.54903E+06   -0.23063E+03
   819    0.24157E+04    0.11049E+02   -0.41852E+02    0.54787E+06   -0.23013E+03
   820    0.24134E+04    0.11004E+02   -0.39974E+02    0.54672E+06   -0.22964E+03
   821    0.24108E+04    0.10964E+02   -0.38095E+02    0.54557E+06   -0.22915E+03
   822    0.24080E+04    0.10932E+02   -0.36215E+02    0.54442E+06   -0.22867E+03
   823    0.24050E+04    0.10906E+02   -0.34333E+02    0.54328E+06   -0.22821E+03
   824    0.24017E+04    0.10886E+02   -0.32451E+02    0.54213E+06   -0.22775E+03
   825    0.23984E+04    0.10871E+02   -0.30571E+02    0.54100E+06   -0.22730E+03
   826    0.23947E+04    0.10864E+02   -0.28692E+02    0.53986E+06   -0.22685E+03
   827    0.23909E+04    0.10862E+02   -0.26816E+02    0.53873E+06   -0.22642E+03
   828    0.23870E+04    0.10867E+02   -0.24942E+02    0.53760E+06   -0.22600E+03
   829    0.23827E+04    0.10879E+02   -0.23073E+02    0.53648E+06   -0.22558E+03
   830    0.23784E+04    0.10896E+02   -0.21210E+02    0.53535E+06   -0.22517E+03
   831    0.23738E+04    0.10919E+02   -0.19352E+02    0.53424E+06   -0.22478E+03
   832    0.23690E+04    0.10948E+02   -0.17500E+02    0.53312E+06   -0.22439E+03
   833    0.23641E+04    0.10984E+02   -0.15654E+02    0.53201E+06   -0.22401E+03
   834    0.23589E+04    0.11026E+02   -0.13816E+02    0.53090E+06   -0.22363E+03
   835    0.23536E+04    0.11074E+02   -0.11986E+02    0.52979E+06   -0.22327E+03
   836    0.23480E+04    0.11128E+02   -0.10165E+02    0.52869E+06   -0.22292E+03
   837    0.23423E+04    0.11189E+02   -0.83534E+01    0.52759E+06   -0.22257E+03
   838    0.23364E+04    0.11256E+02   -0.65517E+01    0.52649E+06   -0.22223E+03
   839    0.23302E+04    0.11328E+02   -0.47599E+01    0.52540E+06   -0.22191E+03
   840    0.23240E+04    0.11408E+02   -0.29802E+01    0.52430E+06   -0.22159E+03
   841    0.23175E+04    0.11492E+02   -0.12141E+01    0.52322E+06   -0.22128E+03
   842    0.23108E+04    0.11583E+02    0.54144E+00    0.52213E+06   -0.22097E+03
   843    0.23040E+04    0.11679E+02    0.22805E+01    0.52105E+06   -0.22068E+03
   844    0.22970E+04    0.11783E+02    0.40067E+01    0.51997E+06   -0.22040E+03
   845    0.22898E+04    0.11890E+02    0.57172E+01    0.51889E+06   -0.22012E+03
   846    0.22825E+04    0.12006E+02    0.74114E+01    0.51782E+06   -0.21985E+03
   847    0.22751E+04    0.12126E+02    0.90896E+01    0.51675E+06   -0.21960E+03
   848    0.22675E+04    0.12252E+02    0.10750E+02    0.51568E+06   -0.21935E+03
   849    0.22597E+04    0.12383E+02    0.12393E+02    0.51462E+06   -0.21911E+03
   850    0.22518E+04    0.12521E+02    0.14018E+02    0.51356E+06   -0.21888E+03
   851    0.22436E+04    0.12664E+02    0.15624E+02    0.51250E+06   -0.21865E+03
   852    0.22354E+04    0.12814E+02    0.17210E+02    0.51144E+06   -0.21844E+03
   853    0.22270E+04    0.12968E+02    0.18777E+02    0.51039E+06   -0.21823E+03
   854    0.22184E+04    0.13128E+02    0.20322E+02    0.50934E+06   -0.21804E+03
   855    0.22096E+04    0.13294E+02    0.21848E+02    0.50829E+06   -0.21785E+03
   856    0.22008E+04    0.13463E+02    0.23351E+02    0.50725E+06   -0.21767E+03
   857    0.21917E+04    0.13639E+02    0.24832E+02    0.50620E+06   -0.21749E+03
   858    0.21825E+04    0.13822E+02    0.26290E+02    0.50517E+06   -0.21733E+03
   859    0.21732E+04    0.14007E+02    0.27727E+02    0.50413E+06   -0.21717E+03
   860    0.21638E+04    0.14198E+02    0.29140E+02    0.50310E+06   -0.21702E+03
   861    0.21543E+04    0.14394E+02    0.30528E+02    0.50207E+06   -0.21688E+03
   862    0.21446E+04    0.14595E+02    0.31892E+02    0.50104E+06   -0.21674E+03
   863    0.21348E+04    0.14801E+02    0.33231E+02    0.50001E+06   -0.21662E+03
   864    0.21248E+04    0.15011E+02    0.34545E+02    0.49899E+06   -0.21650E+03
