#    L    TT             EE             BB             TE             PP             TP             EP          
  1055    0.10092E+04    0.31043E+02    0.00000E+00   -0.76362E+02    0.47873E-08    0.55099E-06    0.54070E-06
  1056    0.10121E+04    0.30761E+02    0.00000E+00   -0.76789E+02    0.47783E-08    0.53240E-06    0.53710E-06
  1057    0.10151E+04    0.30477E+02    0.00000E+00   -0.77188E+02    0.47693E-08    0.51412E-06    0.53347E-06
  1058    0.10183E+04    0.30193E+02    0.00000E+00   -0.77566E+02    0.47604E-08    0.49615E-06    0.52979E-06
  1059    0.10214E+04    0.29906E+02    0.00000E+00   -0.77915E+02    0.47514E-08    0.47849E-06    0.52607E-06
  1060    0.10245E+04    0.29618E+02    0.00000E+00   -0.78244E+02    0.47425E-08    0.46113E-06    0.52231E-06
  1061    0.10276E+04    0.29329E+02    0.00000E+00   -0.78544E+02    0.47336E-08    0.44408E-06    0.51851E-06
  1062    0.10308E+04    0.29039E+02    0.00000E+00   -0.78822E+02    0.47247E-08    0.42733E-06    0.51467E-06
  1063    0.10339E+04    0.28748E+02    0.00000E+00   -0.79073E+02    0.47159E-08    0.41089E-06    0.51079E-06
  1064    0.10371E+04    0.28457E+02    0.00000E+00   -0.79309E+02    0.47071E-08    0.39475E-06    0.50687E-06
  1065    0.10403E+04    0.28163E+02    0.00000E+00   -0.79517E+02    0.46983E-08    0.37891E-06    0.50292E-06
  1066    0.10434E+04    0.27870E+02    0.00000E+00   -0.79697E+02    0.46895E-08    0.36338E-06    0.49892E-06
  1067    0.10467E+04    0.27576E+02    0.00000E+00   -0.79848E+02    0.46807E-08    0.34815E-06    0.49489E-06
  1068    0.10499E+04    0.27282E+02    0.00000E+00   -0.79977E+02    0.46720E-08    0.33322E-06    0.49083E-06
  1069    0.10531E+04    0.26988E+02    0.00000E+00   -0.80093E+02    0.46633E-08    0.31859E-06    0.48673E-06
  1070    0.10564E+04    0.26692E+02    0.00000E+00   -0.80180E+02    0.46546E-08    0.30426E-06    0.48260E-06
  1071    0.10595E+04    0.26398E+02    0.00000E+00   -0.80238E+02    0.46459E-08    0.29023E-06    0.47843E-06
  1072    0.10628E+04    0.26103E+02    0.00000E+00   -0.80268E+02    0.46372E-08    0.27649E-06    0.47423E-06
  1073    0.10661E+04    0.25809E+02    0.00000E+00   -0.80276E+02    0.46286E-08    0.26306E-06    0.46999E-06
  1074    0.10692E+04    0.25515E+02    0.00000E+00   -0.80263E+02    0.46200E-08    0.24992E-06    0.46573E-06
  1075    0.10725E+04    0.25220E+02    0.00000E+00   -0.80228E+02    0.46114E-08    0.23708E-06    0.46143E-06
  1076    0.10756E+04    0.24926E+02    0.00000E+00   -0.80165E+02    0.46028E-08    0.22453E-06    0.45710E-06
  1077    0.10789E+04    0.24634E+02    0.00000E+00   -0.80088E+02    0.45943E-08    0.21228E-06    0.45275E-06
  1078    0.10820E+04    0.24342E+02    0.00000E+00   -0.79967E+02    0.45857E-08    0.20032E-06    0.44836E-06
  1079    0.10851E+04    0.24050E+02    0.00000E+00   -0.79839E+02    0.45772E-08    0.18866E-06    0.44395E-06
  1080    0.10883E+04    0.23759E+02    0.00000E+00   -0.79690E+02    0.45687E-08    0.17729E-06    0.43950E-06
  1081    0.10913E+04    0.23470E+02    0.00000E+00   -0.79512E+02    0.45603E-08    0.16621E-06    0.43503E-06
  1082    0.10943E+04    0.23182E+02    0.00000E+00   -0.79312E+02    0.45518E-08    0.15542E-06    0.43054E-06
  1083    0.10974E+04    0.22895E+02    0.00000E+00   -0.79091E+02    0.45434E-08    0.14493E-06    0.42602E-06
  1084    0.11004E+04    0.22609E+02    0.00000E+00   -0.78848E+02    0.45350E-08    0.13472E-06    0.42147E-06
  1085    0.11034E+04    0.22325E+02    0.00000E+00   -0.78576E+02    0.45266E-08    0.12481E-06    0.41690E-06
  1086    0.11064E+04    0.22043E+02    0.00000E+00   -0.78297E+02    0.45182E-08    0.11518E-06    0.41230E-06
  1087    0.11093E+04    0.21763E+02    0.00000E+00   -0.77975E+02    0.45099E-08    0.10584E-06    0.40768E-06
  1088    0.11122E+04    0.21482E+02    0.00000E+00   -0.77645E+02    0.45016E-08    0.96793E-07    0.40304E-06
  1089    0.11150E+04    0.21205E+02    0.00000E+00   -0.77287E+02    0.44933E-08    0.88029E-07    0.39838E-06
  1090    0.11178E+04    0.20930E+02    0.00000E+00   -0.76921E+02    0.44850E-08    0.79552E-07    0.39369E-06
  1091    0.11206E+04    0.20656E+02    0.00000E+00   -0.76519E+02    0.44767E-08    0.71360E-07    0.38899E-06
  1092    0.11234E+04    0.20384E+02    0.00000E+00   -0.76103E+02    0.44685E-08    0.63453E-07    0.38427E-06
  1093    0.11260E+04    0.20116E+02    0.00000E+00   -0.75665E+02    0.44603E-08    0.55830E-07    0.37952E-06
  1094    0.11285E+04    0.19849E+02    0.00000E+00   -0.75212E+02    0.44521E-08    0.48491E-07    0.37476E-06
  1095    0.11312E+04    0.19586E+02    0.00000E+00   -0.74745E+02    0.44439E-08    0.41434E-07    0.36998E-06
  1096    0.11337E+04    0.19323E+02    0.00000E+00   -0.74249E+02    0.44357E-08    0.34660E-07    0.36518E-06
  1097    0.11361E+04    0.19064E+02    0.00000E+00   -0.73731E+02    0.44276E-08    0.28168E-07    0.36037E-06
  1098    0.11386E+04    0.18809E+02    0.00000E+00   -0.73198E+02    0.44194E-08    0.21956E-07    0.35554E-06
  1099    0.11410E+04    0.18556E+02    0.00000E+00   -0.72651E+02    0.44113E-08    0.16024E-07    0.35069E-06
  1100    0.11433E+04    0.18306E+02    0.00000E+00   -0.72082E+02    0.44032E-08    0.10373E-07    0.34583E-06
  1101    0.11455E+04    0.18058E+02    0.00000E+00   -0.71496E+02    0.43952E-08    0.49990E-08    0.34096E-06
  1102    0.11479E+04    0.17814E+02    0.00000E+00   -0.70891E+02    0.43871E-08   -0.98588E-10    0.33607E-06
  1103    0.11500E+04    0.17573E+02    0.00000E+00   -0.70270E+02    0.43791E-08   -0.49233E-08    0.33117E-06
  1104    0.11521E+04    0.17336E+02    0.00000E+00   -0.69631E+02    0.43711E-08   -0.94781E-08    0.32626E-06
  1105    0.11540E+04    0.17102E+02    0.00000E+00   -0.68977E+02    0.43631E-08   -0.13766E-07    0.32134E-06
  1106    0.11560E+04    0.16871E+02    0.00000E+00   -0.68306E+02    0.43551E-08   -0.17790E-07    0.31640E-06
  1107    0.11579E+04    0.16644E+02    0.00000E+00   -0.67620E+02    0.43472E-08   -0.21552E-07    0.31146E-06
  1108    0.11598E+04    0.16419E+02    0.00000E+00   -0.66919E+02    0.43393E-08   -0.25057E-07    0.30650E-06
  1109    0.11614E+04    0.16196E+02    0.00000E+00   -0.66202E+02    0.43313E-08   -0.28307E-07    0.30153E-06
  1110    0.11631E+04    0.15980E+02    0.00000E+00   -0.65471E+02    0.43234E-08   -0.31304E-07    0.29656E-06
  1111    0.11647E+04    0.15767E+02    0.00000E+00   -0.64726E+02    0.43156E-08   -0.34053E-07    0.29158E-06
  1112    0.11663E+04    0.15558E+02    0.00000E+00   -0.63968E+02    0.43077E-08   -0.36555E-07    0.28659E-06
  1113    0.11678E+04    0.15353E+02    0.00000E+00   -0.63195E+02    0.42999E-08   -0.38814E-07    0.28159E-06
  1114    0.11691E+04    0.15151E+02    0.00000E+00   -0.62410E+02    0.42921E-08   -0.40833E-07    0.27659E-06
  1115    0.11704E+04    0.14954E+02    0.00000E+00   -0.61613E+02    0.42843E-08   -0.42615E-07    0.27158E-06
  1116    0.11717E+04    0.14762E+02    0.00000E+00   -0.60804E+02    0.42765E-08   -0.44162E-07    0.26656E-06
  1117    0.11729E+04    0.14573E+02    0.00000E+00   -0.59983E+02    0.42687E-08   -0.45479E-07    0.26155E-06
  1118    0.11739E+04    0.14389E+02    0.00000E+00   -0.59150E+02    0.42610E-08   -0.46566E-07    0.25652E-06
  1119    0.11750E+04    0.14209E+02    0.00000E+00   -0.58306E+02    0.42533E-08   -0.47429E-07    0.25149E-06
  1120    0.11759E+04    0.14033E+02    0.00000E+00   -0.57452E+02    0.42455E-08   -0.48069E-07    0.24646E-06
  1121    0.11768E+04    0.13862E+02    0.00000E+00   -0.56587E+02    0.42379E-08   -0.48490E-07    0.24143E-06
  1122    0.11776E+04    0.13695E+02    0.00000E+00   -0.55714E+02    0.42302E-08   -0.48694E-07    0.23639E-06
  1123    0.11782E+04    0.13534E+02    0.00000E+00   -0.54831E+02    0.42225E-08   -0.48685E-07    0.23136E-06
  1124    0.11789E+04    0.13376E+02    0.00000E+00   -0.53939E+02    0.42149E-08   -0.48465E-07    0.22632E-06
  1125    0.11794E+04    0.13223E+02    0.00000E+00   -0.53038E+02    0.42073E-08   -0.48038E-07    0.22128E-06
  1126    0.11798E+04    0.13074E+02    0.00000E+00   -0.52130E+02    0.41997E-08   -0.47406E-07    0.21624E-06
  1127    0.11802E+04    0.12930E+02    0.00000E+00   -0.51214E+02    0.41921E-08   -0.46573E-07    0.21120E-06
  1128    0.11805E+04    0.12792E+02    0.00000E+00   -0.50291E+02    0.41846E-08   -0.45541E-07    0.20617E-06
  1129    0.11807E+04    0.12659E+02    0.00000E+00   -0.49361E+02    0.41770E-08   -0.44313E-07    0.20113E-06
  1130    0.11807E+04    0.12529E+02    0.00000E+00   -0.48425E+02    0.41695E-08   -0.42893E-07    0.19610E-06
  1131    0.11808E+04    0.12405E+02    0.00000E+00   -0.47485E+02    0.41620E-08   -0.41283E-07    0.19107E-06
  1132    0.11807E+04    0.12286E+02    0.00000E+00   -0.46538E+02    0.41545E-08   -0.39487E-07    0.18605E-06
  1133    0.11805E+04    0.12172E+02    0.00000E+00   -0.45586E+02    0.41470E-08   -0.37506E-07    0.18103E-06
  1134    0.11803E+04    0.12062E+02    0.00000E+00   -0.44630E+02    0.41396E-08   -0.35345E-07    0.17601E-06
  1135    0.11800E+04    0.11958E+02    0.00000E+00   -0.43670E+02    0.41321E-08   -0.33006E-07    0.17100E-06
  1136    0.11796E+04    0.11859E+02    0.00000E+00   -0.42707E+02    0.41247E-08   -0.30493E-07    0.16600E-06
  1137    0.11791E+04    0.11764E+02    0.00000E+00   -0.41739E+02    0.41173E-08   -0.27807E-07    0.16100E-06
  1138    0.11785E+04    0.11676E+02    0.00000E+00   -0.40770E+02    0.41099E-08   -0.24953E-07    0.15601E-06
  1139    0.11779E+04    0.11591E+02    0.00000E+00   -0.39798E+02    0.41026E-08   -0.21933E-07    0.15102E-06
  1140    0.11771E+04    0.11512E+02    0.00000E+00   -0.38824E+02    0.40952E-08   -0.18749E-07    0.14605E-06
  1141    0.11763E+04    0.11437E+02    0.00000E+00   -0.37849E+02    0.40879E-08   -0.15406E-07    0.14108E-06
  1142    0.11754E+04    0.11368E+02    0.00000E+00   -0.36872E+02    0.40806E-08   -0.11906E-07    0.13612E-06
  1143    0.11744E+04    0.11304E+02    0.00000E+00   -0.35896E+02    0.40733E-08   -0.82520E-08    0.13117E-06
  1144    0.11732E+04    0.11244E+02    0.00000E+00   -0.34920E+02    0.40660E-08   -0.44468E-08    0.12623E-06
  1145    0.11721E+04    0.11191E+02    0.00000E+00   -0.33944E+02    0.40588E-08   -0.49354E-09    0.12131E-06
  1146    0.11708E+04    0.11142E+02    0.00000E+00   -0.32968E+02    0.40515E-08    0.36048E-08    0.11639E-06
  1147    0.11694E+04    0.11099E+02    0.00000E+00   -0.31993E+02    0.40443E-08    0.78453E-08    0.11149E-06
  1148    0.11680E+04    0.11060E+02    0.00000E+00   -0.31020E+02    0.40371E-08    0.12225E-07    0.10660E-06
  1149    0.11665E+04    0.11026E+02    0.00000E+00   -0.30050E+02    0.40299E-08    0.16741E-07    0.10172E-06
  1150    0.11648E+04    0.10998E+02    0.00000E+00   -0.29082E+02    0.40227E-08    0.21390E-07    0.96858E-07
  1151    0.11632E+04    0.10975E+02    0.00000E+00   -0.28117E+02    0.40155E-08    0.26170E-07    0.92009E-07
  1152    0.11614E+04    0.10956E+02    0.00000E+00   -0.27155E+02    0.40084E-08    0.31082E-07    0.87175E-07
  1153    0.11596E+04    0.10943E+02    0.00000E+00   -0.26197E+02    0.40013E-08    0.36129E-07    0.82354E-07
  1154    0.11577E+04    0.10935E+02    0.00000E+00   -0.25242E+02    0.39942E-08    0.41311E-07    0.77549E-07
  1155    0.11557E+04    0.10932E+02    0.00000E+00   -0.24292E+02    0.39871E-08    0.46632E-07    0.72758E-07
  1156    0.11535E+04    0.10933E+02    0.00000E+00   -0.23348E+02    0.39800E-08    0.52093E-07    0.67981E-07
  1157    0.11513E+04    0.10940E+02    0.00000E+00   -0.22408E+02    0.39730E-08    0.57696E-07    0.63220E-07
  1158    0.11491E+04    0.10952E+02    0.00000E+00   -0.21475E+02    0.39659E-08    0.63443E-07    0.58474E-07
  1159    0.11469E+04    0.10968E+02    0.00000E+00   -0.20547E+02    0.39589E-08    0.69337E-07    0.53742E-07
  1160    0.11444E+04    0.10990E+02    0.00000E+00   -0.19627E+02    0.39519E-08    0.75378E-07    0.49026E-07
  1161    0.11419E+04    0.11016E+02    0.00000E+00   -0.18713E+02    0.39449E-08    0.81569E-07    0.44325E-07
  1162    0.11394E+04    0.11047E+02    0.00000E+00   -0.17806E+02    0.39379E-08    0.87913E-07    0.39639E-07
  1163    0.11367E+04    0.11083E+02    0.00000E+00   -0.16908E+02    0.39310E-08    0.94410E-07    0.34969E-07
  1164    0.11341E+04    0.11125E+02    0.00000E+00   -0.16017E+02    0.39240E-08    0.10106E-06    0.30314E-07
  1165    0.11313E+04    0.11170E+02    0.00000E+00   -0.15135E+02    0.39171E-08    0.10787E-06    0.25675E-07
  1166    0.11284E+04    0.11221E+02    0.00000E+00   -0.14262E+02    0.39102E-08    0.11485E-06    0.21051E-07
  1167    0.11255E+04    0.11275E+02    0.00000E+00   -0.13398E+02    0.39033E-08    0.12198E-06    0.16443E-07
  1168    0.11225E+04    0.11335E+02    0.00000E+00   -0.12543E+02    0.38964E-08    0.12928E-06    0.11851E-07
  1169    0.11195E+04    0.11399E+02    0.00000E+00   -0.11699E+02    0.38895E-08    0.13674E-06    0.72741E-08
  1170    0.11164E+04    0.11468E+02    0.00000E+00   -0.10864E+02    0.38827E-08    0.14437E-06    0.27137E-08
  1171    0.11132E+04    0.11541E+02    0.00000E+00   -0.10041E+02    0.38759E-08    0.15217E-06   -0.18307E-08
  1172    0.11100E+04    0.11619E+02    0.00000E+00   -0.92287E+01    0.38690E-08    0.16014E-06   -0.63590E-08
  1173    0.11067E+04    0.11701E+02    0.00000E+00   -0.84272E+01    0.38623E-08    0.16829E-06   -0.10871E-07
  1174    0.11033E+04    0.11787E+02    0.00000E+00   -0.76376E+01    0.38555E-08    0.17661E-06   -0.15367E-07
  1175    0.10999E+04    0.11877E+02    0.00000E+00   -0.68599E+01    0.38487E-08    0.18511E-06   -0.19846E-07
  1176    0.10963E+04    0.11971E+02    0.00000E+00   -0.60948E+01    0.38420E-08    0.19379E-06   -0.24309E-07
  1177    0.10928E+04    0.12071E+02    0.00000E+00   -0.53419E+01    0.38352E-08    0.20265E-06   -0.28756E-07
  1178    0.10891E+04    0.12173E+02    0.00000E+00   -0.46018E+01    0.38285E-08    0.21169E-06   -0.33185E-07
  1179    0.10855E+04    0.12281E+02    0.00000E+00   -0.38748E+01    0.38218E-08    0.22093E-06   -0.37598E-07
  1180    0.10818E+04    0.12393E+02    0.00000E+00   -0.31612E+01    0.38151E-08    0.23034E-06   -0.41994E-07
  1181    0.10780E+04    0.12508E+02    0.00000E+00   -0.24612E+01    0.38084E-08    0.23995E-06   -0.46374E-07
  1182    0.10741E+04    0.12627E+02    0.00000E+00   -0.17751E+01    0.38018E-08    0.24975E-06   -0.50736E-07
  1183    0.10702E+04    0.12750E+02    0.00000E+00   -0.11032E+01    0.37951E-08    0.25974E-06   -0.55081E-07
  1184    0.10663E+04    0.12875E+02    0.00000E+00   -0.44573E+00    0.37885E-08    0.26993E-06   -0.59409E-07
  1185    0.10623E+04    0.13006E+02    0.00000E+00    0.19719E+00    0.37819E-08    0.28032E-06   -0.63720E-07
  1186    0.10583E+04    0.13140E+02    0.00000E+00    0.82511E+00    0.37753E-08    0.29090E-06   -0.68014E-07
  1187    0.10542E+04    0.13277E+02    0.00000E+00    0.14379E+01    0.37687E-08    0.30169E-06   -0.72290E-07
  1188    0.10501E+04    0.13417E+02    0.00000E+00    0.20352E+01    0.37622E-08    0.31268E-06   -0.76549E-07
  1189    0.10459E+04    0.13561E+02    0.00000E+00    0.26171E+01    0.37556E-08    0.32388E-06   -0.80790E-07
  1190    0.10417E+04    0.13708E+02    0.00000E+00    0.31832E+01    0.37491E-08    0.33528E-06   -0.85013E-07
  1191    0.10374E+04    0.13859E+02    0.00000E+00    0.37335E+01    0.37425E-08    0.34689E-06   -0.89219E-07
  1192    0.10332E+04    0.14012E+02    0.00000E+00    0.42676E+01    0.37360E-08    0.35872E-06   -0.93407E-07
  1193    0.10288E+04    0.14169E+02    0.00000E+00    0.47854E+01    0.37296E-08    0.37075E-06   -0.97577E-07
  1194    0.10245E+04    0.14328E+02    0.00000E+00    0.52870E+01    0.37231E-08    0.38301E-06   -0.10173E-06
  1195    0.10201E+04    0.14491E+02    0.00000E+00    0.57720E+01    0.37166E-08    0.39548E-06   -0.10586E-06
  1196    0.10156E+04    0.14657E+02    0.00000E+00    0.62400E+01    0.37102E-08    0.40817E-06   -0.10998E-06
  1197    0.10112E+04    0.14824E+02    0.00000E+00    0.66913E+01    0.37037E-08    0.42108E-06   -0.11408E-06
  1198    0.10067E+04    0.14995E+02    0.00000E+00    0.71245E+01    0.36973E-08    0.43421E-06   -0.11816E-06
  1199    0.10022E+04    0.15168E+02    0.00000E+00    0.75417E+01    0.36909E-08    0.44757E-06   -0.12222E-06
  1200    0.99761E+03    0.15343E+02    0.00000E+00    0.79415E+01    0.36845E-08    0.46116E-06   -0.12626E-06
  1201    0.99310E+03    0.15521E+02    0.00000E+00    0.83231E+01    0.36782E-08    0.47497E-06   -0.13028E-06
  1202    0.98844E+03    0.15702E+02    0.00000E+00    0.86880E+01    0.36718E-08    0.48899E-06   -0.13429E-06
  1203    0.98385E+03    0.15884E+02    0.00000E+00    0.90347E+01    0.36655E-08    0.50321E-06   -0.13827E-06
  1204    0.97918E+03    0.16069E+02    0.00000E+00    0.93639E+01    0.36591E-08    0.51760E-06   -0.14223E-06
  1205    0.97451E+03    0.16255E+02    0.00000E+00    0.96748E+01    0.36528E-08    0.53214E-06   -0.14617E-06
  1206    0.96984E+03    0.16444E+02    0.00000E+00    0.99681E+01    0.36465E-08    0.54682E-06   -0.15009E-06
  1207    0.96524E+03    0.16634E+02    0.00000E+00    0.10242E+02    0.36402E-08    0.56163E-06   -0.15399E-06
  1208    0.96056E+03    0.16826E+02    0.00000E+00    0.10500E+02    0.36340E-08    0.57653E-06   -0.15786E-06
  1209    0.95581E+03    0.17020E+02    0.00000E+00    0.10739E+02    0.36277E-08    0.59151E-06   -0.16170E-06
  1210    0.95113E+03    0.17215E+02    0.00000E+00    0.10959E+02    0.36215E-08    0.60656E-06   -0.16552E-06
  1211    0.94637E+03    0.17412E+02    0.00000E+00    0.11161E+02    0.36152E-08    0.62165E-06   -0.16932E-06
  1212    0.94168E+03    0.17610E+02    0.00000E+00    0.11345E+02    0.36090E-08    0.63677E-06   -0.17308E-06
  1213    0.93692E+03    0.17809E+02    0.00000E+00    0.11511E+02    0.36028E-08    0.65189E-06   -0.17682E-06
  1214    0.93222E+03    0.18010E+02    0.00000E+00    0.11658E+02    0.35966E-08    0.66701E-06   -0.18052E-06
  1215    0.92753E+03    0.18211E+02    0.00000E+00    0.11787E+02    0.35905E-08    0.68210E-06   -0.18420E-06
  1216    0.92283E+03    0.18414E+02    0.00000E+00    0.11897E+02    0.35843E-08    0.69714E-06   -0.18785E-06
  1217    0.91798E+03    0.18618E+02    0.00000E+00    0.11990E+02    0.35782E-08    0.71212E-06   -0.19146E-06
  1218    0.91327E+03    0.18823E+02    0.00000E+00    0.12063E+02    0.35720E-08    0.72701E-06   -0.19505E-06
  1219    0.90849E+03    0.19028E+02    0.00000E+00    0.12119E+02    0.35659E-08    0.74180E-06   -0.19859E-06
  1220    0.90378E+03    0.19233E+02    0.00000E+00    0.12156E+02    0.35598E-08    0.75647E-06   -0.20211E-06
  1221    0.89906E+03    0.19439E+02    0.00000E+00    0.12175E+02    0.35537E-08    0.77100E-06   -0.20559E-06
  1222    0.89434E+03    0.19646E+02    0.00000E+00    0.12175E+02    0.35476E-08    0.78537E-06   -0.20903E-06
  1223    0.88962E+03    0.19853E+02    0.00000E+00    0.12158E+02    0.35416E-08    0.79957E-06   -0.21244E-06
  1224    0.88490E+03    0.20059E+02    0.00000E+00    0.12121E+02    0.35355E-08    0.81357E-06   -0.21581E-06
  1225    0.88025E+03    0.20267E+02    0.00000E+00    0.12067E+02    0.35295E-08    0.82736E-06   -0.21914E-06
  1226    0.87559E+03    0.20474E+02    0.00000E+00    0.11995E+02    0.35235E-08    0.84092E-06   -0.22243E-06
  1227    0.87100E+03    0.20681E+02    0.00000E+00    0.11905E+02    0.35175E-08    0.85423E-06   -0.22569E-06
  1228    0.86634E+03    0.20889E+02    0.00000E+00    0.11797E+02    0.35115E-08    0.86727E-06   -0.22890E-06
  1229    0.86175E+03    0.21095E+02    0.00000E+00    0.11670E+02    0.35055E-08    0.88003E-06   -0.23207E-06
  1230    0.85700E+03    0.21302E+02    0.00000E+00    0.11528E+02    0.34995E-08    0.89248E-06   -0.23520E-06
  1231    0.85240E+03    0.21508E+02    0.00000E+00    0.11367E+02    0.34936E-08    0.90461E-06   -0.23828E-06
  1232    0.84780E+03    0.21713E+02    0.00000E+00    0.11189E+02    0.34876E-08    0.91639E-06   -0.24132E-06
  1233    0.84334E+03    0.21919E+02    0.00000E+00    0.10993E+02    0.34817E-08    0.92782E-06   -0.24432E-06
  1234    0.83880E+03    0.22123E+02    0.00000E+00    0.10781E+02    0.34758E-08    0.93887E-06   -0.24727E-06
  1235    0.83456E+03    0.22327E+02    0.00000E+00    0.10551E+02    0.34699E-08    0.94952E-06   -0.25018E-06
  1236    0.83016E+03    0.22529E+02    0.00000E+00    0.10305E+02    0.34640E-08    0.95976E-06   -0.25303E-06
  1237    0.82576E+03    0.22731E+02    0.00000E+00    0.10042E+02    0.34581E-08    0.96956E-06   -0.25584E-06
  1238    0.82143E+03    0.22932E+02    0.00000E+00    0.97617E+01    0.34523E-08    0.97891E-06   -0.25860E-06
  1239    0.81710E+03    0.23131E+02    0.00000E+00    0.94650E+01    0.34464E-08    0.98779E-06   -0.26131E-06
  1240    0.81276E+03    0.23329E+02    0.00000E+00    0.91530E+01    0.34406E-08    0.99618E-06   -0.26397E-06
  1241    0.80857E+03    0.23525E+02    0.00000E+00    0.88243E+01    0.34347E-08    0.10041E-05   -0.26658E-06
  1242    0.80430E+03    0.23722E+02    0.00000E+00    0.84811E+01    0.34289E-08    0.10114E-05   -0.26914E-06
  1243    0.80010E+03    0.23915E+02    0.00000E+00    0.81202E+01    0.34231E-08    0.10182E-05   -0.27164E-06
  1244    0.79597E+03    0.24109E+02    0.00000E+00    0.77453E+01    0.34174E-08    0.10245E-05   -0.27409E-06
  1245    0.79190E+03    0.24300E+02    0.00000E+00    0.73548E+01    0.34116E-08    0.10302E-05   -0.27648E-06
  1246    0.78784E+03    0.24489E+02    0.00000E+00    0.69505E+01    0.34058E-08    0.10352E-05   -0.27882E-06
  1247    0.78377E+03    0.24676E+02    0.00000E+00    0.65306E+01    0.34001E-08    0.10397E-05   -0.28111E-06
  1248    0.77977E+03    0.24861E+02    0.00000E+00    0.60959E+01    0.33943E-08    0.10435E-05   -0.28333E-06
  1249    0.77584E+03    0.25046E+02    0.00000E+00    0.56472E+01    0.33886E-08    0.10467E-05   -0.28550E-06
  1250    0.77198E+03    0.25228E+02    0.00000E+00    0.51844E+01    0.33829E-08    0.10492E-05   -0.28761E-06
  1251    0.76812E+03    0.25407E+02    0.00000E+00    0.47076E+01    0.33772E-08    0.10510E-05   -0.28966E-06
  1252    0.76440E+03    0.25585E+02    0.00000E+00    0.42170E+01    0.33715E-08    0.10521E-05   -0.29165E-06
  1253    0.76060E+03    0.25760E+02    0.00000E+00    0.37133E+01    0.33659E-08    0.10526E-05   -0.29359E-06
  1254    0.75687E+03    0.25932E+02    0.00000E+00    0.31964E+01    0.33602E-08    0.10525E-05   -0.29546E-06
  1255    0.75321E+03    0.26103E+02    0.00000E+00    0.26666E+01    0.33546E-08    0.10518E-05   -0.29728E-06
  1256    0.74970E+03    0.26270E+02    0.00000E+00    0.21244E+01    0.33489E-08    0.10506E-05   -0.29904E-06
  1257    0.74618E+03    0.26436E+02    0.00000E+00    0.15698E+01    0.33433E-08    0.10488E-05   -0.30075E-06
  1258    0.74265E+03    0.26598E+02    0.00000E+00    0.10033E+01    0.33377E-08    0.10465E-05   -0.30240E-06
  1259    0.73920E+03    0.26758E+02    0.00000E+00    0.42508E+00    0.33321E-08    0.10437E-05   -0.30400E-06
  1260    0.73582E+03    0.26914E+02    0.00000E+00   -0.16448E+00    0.33265E-08    0.10405E-05   -0.30554E-06
  1261    0.73251E+03    0.27069E+02    0.00000E+00   -0.76520E+00    0.33209E-08    0.10368E-05   -0.30704E-06
  1262    0.72926E+03    0.27221E+02    0.00000E+00   -0.13766E+01    0.33154E-08    0.10328E-05   -0.30847E-06
  1263    0.72609E+03    0.27369E+02    0.00000E+00   -0.19986E+01    0.33098E-08    0.10284E-05   -0.30986E-06
  1264    0.72292E+03    0.27515E+02    0.00000E+00   -0.26311E+01    0.33043E-08    0.10236E-05   -0.31120E-06
  1265    0.71989E+03    0.27657E+02    0.00000E+00   -0.32735E+01    0.32988E-08    0.10185E-05   -0.31249E-06
  1266    0.71685E+03    0.27796E+02    0.00000E+00   -0.39253E+01    0.32933E-08    0.10131E-05   -0.31372E-06
  1267    0.71389E+03    0.27932E+02    0.00000E+00   -0.45867E+01    0.32878E-08    0.10075E-05   -0.31491E-06
  1268    0.71100E+03    0.28066E+02    0.00000E+00   -0.52572E+01    0.32823E-08    0.10016E-05   -0.31605E-06
  1269    0.70819E+03    0.28194E+02    0.00000E+00   -0.59360E+01    0.32768E-08    0.99544E-06   -0.31714E-06
  1270    0.70543E+03    0.28320E+02    0.00000E+00   -0.66241E+01    0.32713E-08    0.98913E-06   -0.31819E-06
  1271    0.70274E+03    0.28443E+02    0.00000E+00   -0.73198E+01    0.32659E-08    0.98266E-06   -0.31919E-06
  1272    0.70010E+03    0.28562E+02    0.00000E+00   -0.80233E+01    0.32604E-08    0.97606E-06   -0.32014E-06
  1273    0.69751E+03    0.28677E+02    0.00000E+00   -0.87344E+01    0.32550E-08    0.96934E-06   -0.32105E-06
  1274    0.69499E+03    0.28788E+02    0.00000E+00   -0.94524E+01    0.32496E-08    0.96254E-06   -0.32191E-06
  1275    0.69254E+03    0.28897E+02    0.00000E+00   -0.10177E+02    0.32442E-08    0.95569E-06   -0.32274E-06
  1276    0.69015E+03    0.29001E+02    0.00000E+00   -0.10908E+02    0.32388E-08    0.94880E-06   -0.32351E-06
  1277    0.68783E+03    0.29103E+02    0.00000E+00   -0.11645E+02    0.32334E-08    0.94191E-06   -0.32425E-06
  1278    0.68557E+03    0.29200E+02    0.00000E+00   -0.12388E+02    0.32280E-08    0.93504E-06   -0.32494E-06
  1279    0.68338E+03    0.29293E+02    0.00000E+00   -0.13136E+02    0.32227E-08    0.92822E-06   -0.32560E-06
  1280    0.68126E+03    0.29383E+02    0.00000E+00   -0.13890E+02    0.32173E-08    0.92147E-06   -0.32621E-06
  1281    0.67921E+03    0.29469E+02    0.00000E+00   -0.14648E+02    0.32120E-08    0.91483E-06   -0.32678E-06
