#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.10633E+04    0.51190E-01    0.00000E+00    0.34254E+01    0.50926E-07    0.30926E-02   -0.15905E-04
     3    0.10015E+04    0.84717E-01    0.00000E+00    0.42615E+01    0.61874E-07    0.31021E-02   -0.19542E-04
     4    0.94041E+03    0.96857E-01    0.00000E+00    0.43814E+01    0.71208E-07    0.30369E-02   -0.19851E-04
     5    0.89247E+03    0.87677E-01    0.00000E+00    0.40740E+01    0.79294E-07    0.29422E-02   -0.17736E-04
     6    0.85733E+03    0.66323E-01    0.00000E+00    0.35628E+01    0.86341E-07    0.28367E-02   -0.14029E-04
     7    0.83287E+03    0.43268E-01    0.00000E+00    0.29898E+01    0.92535E-07    0.27303E-02   -0.95437E-05
     8    0.81646E+03    0.25397E-01    0.00000E+00    0.24422E+01    0.98010E-07    0.26239E-02   -0.50447E-05
     9    0.80629E+03    0.14780E-01    0.00000E+00    0.19652E+01    0.10288E-06    0.25173E-02   -0.11622E-05
    10    0.80100E+03    0.10047E-01    0.00000E+00    0.15843E+01    0.10721E-06    0.24131E-02    0.17275E-05
    11    0.79922E+03    0.85377E-02    0.00000E+00    0.13099E+01    0.11109E-06    0.23163E-02    0.35205E-05
    12    0.80111E+03    0.80461E-02    0.00000E+00    0.11435E+01    0.11456E-06    0.22288E-02    0.42521E-05
    13    0.80493E+03    0.73953E-02    0.00000E+00    0.10653E+01    0.11766E-06    0.21492E-02    0.40281E-05
    14    0.80979E+03    0.65205E-02    0.00000E+00    0.10502E+01    0.12043E-06    0.20761E-02    0.30145E-05
    15    0.81600E+03    0.57213E-02    0.00000E+00    0.10800E+01    0.12292E-06    0.20067E-02    0.15919E-05
    16    0.82400E+03    0.52849E-02    0.00000E+00    0.11388E+01    0.12514E-06    0.19392E-02    0.14888E-06
    17    0.83367E+03    0.53058E-02    0.00000E+00    0.12109E+01    0.12714E-06    0.18747E-02   -0.10768E-05
    18    0.84406E+03    0.56153E-02    0.00000E+00    0.12833E+01    0.12892E-06    0.18147E-02   -0.19317E-05
    19    0.85601E+03    0.60333E-02    0.00000E+00    0.13488E+01    0.13051E-06    0.17583E-02   -0.24423E-05
    20    0.86787E+03    0.64671E-02    0.00000E+00    0.14008E+01    0.13192E-06    0.17045E-02   -0.26583E-05
    21    0.87998E+03    0.69165E-02    0.00000E+00    0.14432E+01    0.13316E-06    0.16528E-02   -0.25488E-05
    22    0.89262E+03    0.74888E-02    0.00000E+00    0.14811E+01    0.13426E-06    0.16028E-02   -0.21043E-05
    23    0.90560E+03    0.82691E-02    0.00000E+00    0.15162E+01    0.13522E-06    0.15548E-02   -0.14807E-05
    24    0.91900E+03    0.92928E-02    0.00000E+00    0.15502E+01    0.13605E-06    0.15092E-02   -0.86446E-06
    25    0.93274E+03    0.10589E-01    0.00000E+00    0.15854E+01    0.13677E-06    0.14661E-02   -0.40586E-06
    26    0.94664E+03    0.12138E-01    0.00000E+00    0.16252E+01    0.13739E-06    0.14252E-02   -0.20186E-06
    27    0.96094E+03    0.13887E-01    0.00000E+00    0.16678E+01    0.13791E-06    0.13862E-02   -0.17525E-06
    28    0.97549E+03    0.15813E-01    0.00000E+00    0.17115E+01    0.13834E-06    0.13488E-02   -0.22586E-06
    29    0.99033E+03    0.17923E-01    0.00000E+00    0.17550E+01    0.13869E-06    0.13133E-02   -0.33226E-06
    30    0.10054E+04    0.20231E-01    0.00000E+00    0.17953E+01    0.13895E-06    0.12798E-02   -0.49582E-06
    31    0.10205E+04    0.22726E-01    0.00000E+00    0.18299E+01    0.13913E-06    0.12481E-02   -0.73064E-06
    32    0.10360E+04    0.25384E-01    0.00000E+00    0.18560E+01    0.13924E-06    0.12176E-02   -0.10317E-05
    33    0.10518E+04    0.28208E-01    0.00000E+00    0.18705E+01    0.13930E-06    0.11880E-02   -0.13057E-05
    34    0.10678E+04    0.31217E-01    0.00000E+00    0.18721E+01    0.13930E-06    0.11592E-02   -0.14525E-05
    35    0.10840E+04    0.34423E-01    0.00000E+00    0.18640E+01    0.13925E-06    0.11310E-02   -0.14317E-05
    36    0.11002E+04    0.37844E-01    0.00000E+00    0.18483E+01    0.13915E-06    0.11036E-02   -0.12453E-05
    37    0.11165E+04    0.41480E-01    0.00000E+00    0.18211E+01    0.13900E-06    0.10775E-02   -0.10034E-05
    38    0.11332E+04    0.45337E-01    0.00000E+00    0.17804E+01    0.13881E-06    0.10531E-02   -0.81491E-06
    39    0.11503E+04    0.49429E-01    0.00000E+00    0.17288E+01    0.13858E-06    0.10301E-02   -0.67511E-06
    40    0.11675E+04    0.53775E-01    0.00000E+00    0.16695E+01    0.13831E-06    0.10079E-02   -0.55120E-06
    41    0.11849E+04    0.58397E-01    0.00000E+00    0.16049E+01    0.13800E-06    0.98627E-03   -0.41918E-06
    42    0.12022E+04    0.63296E-01    0.00000E+00    0.15333E+01    0.13766E-06    0.96509E-03   -0.28974E-06
    43    0.12197E+04    0.68470E-01    0.00000E+00    0.14519E+01    0.13729E-06    0.94448E-03   -0.18217E-06
    44    0.12372E+04    0.73903E-01    0.00000E+00    0.13589E+01    0.13689E-06    0.92454E-03   -0.11574E-06
    45    0.12550E+04    0.79586E-01    0.00000E+00    0.12526E+01    0.13646E-06    0.90536E-03   -0.10962E-06
    46    0.12731E+04    0.85516E-01    0.00000E+00    0.11299E+01    0.13601E-06    0.88700E-03   -0.17536E-06
    47    0.12913E+04    0.91695E-01    0.00000E+00    0.99246E+00    0.13554E-06    0.86934E-03   -0.29406E-06
    48    0.13096E+04    0.98130E-01    0.00000E+00    0.84561E+00    0.13505E-06    0.85223E-03   -0.43927E-06
    49    0.13280E+04    0.10481E+00    0.00000E+00    0.69419E+00    0.13453E-06    0.83552E-03   -0.58462E-06
    50    0.13468E+04    0.11170E+00    0.00000E+00    0.53623E+00    0.13400E-06    0.81906E-03   -0.70382E-06
    51    0.13658E+04    0.11879E+00    0.00000E+00    0.36798E+00    0.13345E-06    0.80274E-03   -0.77687E-06
    52    0.13851E+04    0.12616E+00    0.00000E+00    0.18428E+00    0.13289E-06    0.78668E-03   -0.80887E-06
    53    0.14045E+04    0.13395E+00    0.00000E+00   -0.18561E-01    0.13231E-06    0.77103E-03   -0.81113E-06
    54    0.14237E+04    0.14216E+00    0.00000E+00   -0.23627E+00    0.13173E-06    0.75595E-03   -0.79495E-06
    55    0.14431E+04    0.15075E+00    0.00000E+00   -0.46444E+00    0.13112E-06    0.74160E-03   -0.77159E-06
    56    0.14629E+04    0.15960E+00    0.00000E+00   -0.70478E+00    0.13051E-06    0.72809E-03   -0.74997E-06
    57    0.14829E+04    0.16858E+00    0.00000E+00   -0.95701E+00    0.12989E-06    0.71532E-03   -0.72967E-06
    58    0.15032E+04    0.17771E+00    0.00000E+00   -0.12216E+01    0.12926E-06    0.70316E-03   -0.70794E-06
    59    0.15236E+04    0.18703E+00    0.00000E+00   -0.14992E+01    0.12861E-06    0.69147E-03   -0.68202E-06
    60    0.15442E+04    0.19659E+00    0.00000E+00   -0.17887E+01    0.12796E-06    0.68011E-03   -0.64918E-06
    61    0.15652E+04    0.20650E+00    0.00000E+00   -0.20892E+01    0.12730E-06    0.66897E-03   -0.60799E-06
    62    0.15861E+04    0.21673E+00    0.00000E+00   -0.24018E+01    0.12664E-06    0.65799E-03   -0.56216E-06
    63    0.16072E+04    0.22725E+00    0.00000E+00   -0.27279E+01    0.12596E-06    0.64714E-03   -0.51672E-06
    64    0.16286E+04    0.23806E+00    0.00000E+00   -0.30688E+01    0.12529E-06    0.63638E-03   -0.47668E-06
    65    0.16500E+04    0.24913E+00    0.00000E+00   -0.34256E+01    0.12460E-06    0.62568E-03   -0.44704E-06
    66    0.16717E+04    0.26040E+00    0.00000E+00   -0.37966E+01    0.12392E-06    0.61503E-03   -0.43219E-06
    67    0.16936E+04    0.27187E+00    0.00000E+00   -0.41789E+01    0.12323E-06    0.60451E-03   -0.43402E-06
    68    0.17159E+04    0.28357E+00    0.00000E+00   -0.45705E+01    0.12254E-06    0.59421E-03   -0.45379E-06
    69    0.17384E+04    0.29548E+00    0.00000E+00   -0.49695E+01    0.12185E-06    0.58422E-03   -0.49277E-06
    70    0.17612E+04    0.30764E+00    0.00000E+00   -0.53773E+01    0.12115E-06    0.57465E-03   -0.55224E-06
    71    0.17841E+04    0.32002E+00    0.00000E+00   -0.57961E+01    0.12046E-06    0.56556E-03   -0.63085E-06
    72    0.18071E+04    0.33262E+00    0.00000E+00   -0.62273E+01    0.11976E-06    0.55692E-03   -0.71680E-06
    73    0.18304E+04    0.34539E+00    0.00000E+00   -0.66716E+01    0.11907E-06    0.54866E-03   -0.79571E-06
    74    0.18538E+04    0.35832E+00    0.00000E+00   -0.71281E+01    0.11837E-06    0.54072E-03   -0.85322E-06
    75    0.18775E+04    0.37142E+00    0.00000E+00   -0.75955E+01    0.11767E-06    0.53303E-03   -0.87495E-06
    76    0.19015E+04    0.38469E+00    0.00000E+00   -0.80731E+01    0.11697E-06    0.52554E-03   -0.85154E-06
    77    0.19258E+04    0.39813E+00    0.00000E+00   -0.85609E+01    0.11627E-06    0.51820E-03   -0.79339E-06
    78    0.19504E+04    0.41177E+00    0.00000E+00   -0.90603E+01    0.11557E-06    0.51099E-03   -0.71588E-06
    79    0.19753E+04    0.42553E+00    0.00000E+00   -0.95677E+01    0.11487E-06    0.50385E-03   -0.63436E-06
    80    0.20004E+04    0.43944E+00    0.00000E+00   -0.10085E+02    0.11417E-06    0.49676E-03   -0.56417E-06
    81    0.20256E+04    0.45343E+00    0.00000E+00   -0.10612E+02    0.11348E-06    0.48969E-03   -0.51785E-06
    82    0.20511E+04    0.46754E+00    0.00000E+00   -0.11148E+02    0.11278E-06    0.48267E-03   -0.49692E-06
    83    0.20768E+04    0.48173E+00    0.00000E+00   -0.11692E+02    0.11209E-06    0.47573E-03   -0.50012E-06
    84    0.21028E+04    0.49601E+00    0.00000E+00   -0.12243E+02    0.11139E-06    0.46890E-03   -0.52618E-06
    85    0.21288E+04    0.51034E+00    0.00000E+00   -0.12802E+02    0.11070E-06    0.46223E-03   -0.57386E-06
    86    0.21551E+04    0.52475E+00    0.00000E+00   -0.13367E+02    0.11002E-06    0.45575E-03   -0.64087E-06
    87    0.21817E+04    0.53919E+00    0.00000E+00   -0.13938E+02    0.10933E-06    0.44944E-03   -0.72076E-06
    88    0.22084E+04    0.55369E+00    0.00000E+00   -0.14515E+02    0.10865E-06    0.44331E-03   -0.80606E-06
    89    0.22354E+04    0.56824E+00    0.00000E+00   -0.15099E+02    0.10797E-06    0.43734E-03   -0.88933E-06
    90    0.22626E+04    0.58278E+00    0.00000E+00   -0.15688E+02    0.10729E-06    0.43152E-03   -0.96309E-06
    91    0.22899E+04    0.59733E+00    0.00000E+00   -0.16282E+02    0.10662E-06    0.42585E-03   -0.10213E-05
    92    0.23175E+04    0.61186E+00    0.00000E+00   -0.16881E+02    0.10595E-06    0.42032E-03   -0.10639E-05
    93    0.23454E+04    0.62637E+00    0.00000E+00   -0.17485E+02    0.10528E-06    0.41492E-03   -0.10920E-05
    94    0.23734E+04    0.64082E+00    0.00000E+00   -0.18092E+02    0.10462E-06    0.40965E-03   -0.11069E-05
    95    0.24016E+04    0.65522E+00    0.00000E+00   -0.18703E+02    0.10396E-06    0.40451E-03   -0.11098E-05
    96    0.24298E+04    0.66954E+00    0.00000E+00   -0.19318E+02    0.10330E-06    0.39948E-03   -0.11020E-05
    97    0.24584E+04    0.68378E+00    0.00000E+00   -0.19935E+02    0.10265E-06    0.39457E-03   -0.10847E-05
    98    0.24873E+04    0.69792E+00    0.00000E+00   -0.20553E+02    0.10200E-06    0.38977E-03   -0.10592E-05
    99    0.25162E+04    0.71194E+00    0.00000E+00   -0.21175E+02    0.10135E-06    0.38507E-03   -0.10267E-05
   100    0.25454E+04    0.72583E+00    0.00000E+00   -0.21795E+02    0.10071E-06    0.38048E-03   -0.98840E-06
   101    0.25748E+04    0.73965E+00    0.00000E+00   -0.22418E+02    0.10007E-06    0.37598E-03   -0.94563E-06
   102    0.26046E+04    0.75326E+00    0.00000E+00   -0.23041E+02    0.99433E-07    0.37157E-03   -0.89959E-06
   103    0.26344E+04    0.76673E+00    0.00000E+00   -0.23665E+02    0.98802E-07    0.36724E-03   -0.85152E-06
   104    0.26644E+04    0.78006E+00    0.00000E+00   -0.24286E+02    0.98174E-07    0.36300E-03   -0.80265E-06
   105    0.26945E+04    0.79318E+00    0.00000E+00   -0.24907E+02    0.97550E-07    0.35884E-03   -0.75423E-06
   106    0.27249E+04    0.80616E+00    0.00000E+00   -0.25527E+02    0.96930E-07    0.35474E-03   -0.70748E-06
   107    0.27552E+04    0.81885E+00    0.00000E+00   -0.26144E+02    0.96314E-07    0.35072E-03   -0.66365E-06
   108    0.27858E+04    0.83134E+00    0.00000E+00   -0.26759E+02    0.95702E-07    0.34676E-03   -0.62397E-06
   109    0.28166E+04    0.84354E+00    0.00000E+00   -0.27371E+02    0.95095E-07    0.34285E-03   -0.58968E-06
   110    0.28475E+04    0.85546E+00    0.00000E+00   -0.27978E+02    0.94491E-07    0.33900E-03   -0.56200E-06
   111    0.28785E+04    0.86717E+00    0.00000E+00   -0.28582E+02    0.93892E-07    0.33519E-03   -0.54188E-06
   112    0.29097E+04    0.87861E+00    0.00000E+00   -0.29181E+02    0.93297E-07    0.33144E-03   -0.52901E-06
   113    0.29411E+04    0.88976E+00    0.00000E+00   -0.29776E+02    0.92706E-07    0.32773E-03   -0.52282E-06
   114    0.29726E+04    0.90056E+00    0.00000E+00   -0.30364E+02    0.92120E-07    0.32408E-03   -0.52270E-06
   115    0.30043E+04    0.91115E+00    0.00000E+00   -0.30945E+02    0.91538E-07    0.32047E-03   -0.52807E-06
   116    0.30360E+04    0.92131E+00    0.00000E+00   -0.31520E+02    0.90960E-07    0.31691E-03   -0.53833E-06
   117    0.30680E+04    0.93112E+00    0.00000E+00   -0.32087E+02    0.90386E-07    0.31340E-03   -0.55290E-06
   118    0.31001E+04    0.94073E+00    0.00000E+00   -0.32647E+02    0.89816E-07    0.30995E-03   -0.57119E-06
   119    0.31322E+04    0.94998E+00    0.00000E+00   -0.33198E+02    0.89251E-07    0.30654E-03   -0.59261E-06
   120    0.31645E+04    0.95873E+00    0.00000E+00   -0.33740E+02    0.88690E-07    0.30318E-03   -0.61656E-06
   121    0.31968E+04    0.96728E+00    0.00000E+00   -0.34272E+02    0.88133E-07    0.29988E-03   -0.64245E-06
   122    0.32291E+04    0.97532E+00    0.00000E+00   -0.34795E+02    0.87580E-07    0.29662E-03   -0.66971E-06
   123    0.32615E+04    0.98294E+00    0.00000E+00   -0.35307E+02    0.87032E-07    0.29342E-03   -0.69773E-06
   124    0.32940E+04    0.99021E+00    0.00000E+00   -0.35806E+02    0.86487E-07    0.29027E-03   -0.72594E-06
   125    0.33265E+04    0.99705E+00    0.00000E+00   -0.36295E+02    0.85947E-07    0.28717E-03   -0.75374E-06
   126    0.33590E+04    0.10035E+01    0.00000E+00   -0.36772E+02    0.85411E-07    0.28412E-03   -0.78055E-06
   127    0.33916E+04    0.10095E+01    0.00000E+00   -0.37237E+02    0.84879E-07    0.28113E-03   -0.80577E-06
   128    0.34241E+04    0.10152E+01    0.00000E+00   -0.37689E+02    0.84352E-07    0.27819E-03   -0.82883E-06
   129    0.34567E+04    0.10203E+01    0.00000E+00   -0.38128E+02    0.83828E-07    0.27530E-03   -0.84912E-06
   130    0.34892E+04    0.10250E+01    0.00000E+00   -0.38552E+02    0.83309E-07    0.27247E-03   -0.86607E-06
   131    0.35218E+04    0.10292E+01    0.00000E+00   -0.38962E+02    0.82794E-07    0.26969E-03   -0.87923E-06
   132    0.35544E+04    0.10330E+01    0.00000E+00   -0.39357E+02    0.82283E-07    0.26696E-03   -0.88872E-06
   133    0.35870E+04    0.10364E+01    0.00000E+00   -0.39738E+02    0.81777E-07    0.26428E-03   -0.89480E-06
   134    0.36195E+04    0.10394E+01    0.00000E+00   -0.40102E+02    0.81274E-07    0.26165E-03   -0.89773E-06
   135    0.36520E+04    0.10418E+01    0.00000E+00   -0.40450E+02    0.80776E-07    0.25907E-03   -0.89777E-06
   136    0.36844E+04    0.10438E+01    0.00000E+00   -0.40779E+02    0.80281E-07    0.25653E-03   -0.89519E-06
   137    0.37168E+04    0.10453E+01    0.00000E+00   -0.41092E+02    0.79791E-07    0.25404E-03   -0.89023E-06
   138    0.37491E+04    0.10463E+01    0.00000E+00   -0.41387E+02    0.79304E-07    0.25158E-03   -0.88317E-06
   139    0.37811E+04    0.10470E+01    0.00000E+00   -0.41664E+02    0.78822E-07    0.24917E-03   -0.87426E-06
   140    0.38133E+04    0.10471E+01    0.00000E+00   -0.41922E+02    0.78343E-07    0.24680E-03   -0.86376E-06
   141    0.38452E+04    0.10467E+01    0.00000E+00   -0.42161E+02    0.77868E-07    0.24446E-03   -0.85193E-06
   142    0.38771E+04    0.10459E+01    0.00000E+00   -0.42380E+02    0.77397E-07    0.24215E-03   -0.83904E-06
   143    0.39090E+04    0.10446E+01    0.00000E+00   -0.42581E+02    0.76930E-07    0.23988E-03   -0.82534E-06
   144    0.39407E+04    0.10429E+01    0.00000E+00   -0.42761E+02    0.76467E-07    0.23764E-03   -0.81109E-06
   145    0.39722E+04    0.10408E+01    0.00000E+00   -0.42921E+02    0.76008E-07    0.23543E-03   -0.79655E-06
   146    0.40038E+04    0.10381E+01    0.00000E+00   -0.43060E+02    0.75552E-07    0.23324E-03   -0.78198E-06
   147    0.40350E+04    0.10351E+01    0.00000E+00   -0.43178E+02    0.75100E-07    0.23108E-03   -0.76765E-06
   148    0.40661E+04    0.10316E+01    0.00000E+00   -0.43275E+02    0.74652E-07    0.22895E-03   -0.75380E-06
   149    0.40971E+04    0.10277E+01    0.00000E+00   -0.43350E+02    0.74207E-07    0.22683E-03   -0.74070E-06
   150    0.41279E+04    0.10234E+01    0.00000E+00   -0.43401E+02    0.73767E-07    0.22474E-03   -0.72861E-06
   151    0.41585E+04    0.10187E+01    0.00000E+00   -0.43431E+02    0.73329E-07    0.22267E-03   -0.71774E-06
   152    0.41889E+04    0.10135E+01    0.00000E+00   -0.43438E+02    0.72896E-07    0.22061E-03   -0.70805E-06
   153    0.42191E+04    0.10079E+01    0.00000E+00   -0.43421E+02    0.72466E-07    0.21858E-03   -0.69946E-06
   154    0.42491E+04    0.10020E+01    0.00000E+00   -0.43381E+02    0.72039E-07    0.21656E-03   -0.69191E-06
   155    0.42789E+04    0.99573E+00    0.00000E+00   -0.43318E+02    0.71616E-07    0.21456E-03   -0.68530E-06
   156    0.43084E+04    0.98911E+00    0.00000E+00   -0.43232E+02    0.71197E-07    0.21259E-03   -0.67956E-06
   157    0.43377E+04    0.98213E+00    0.00000E+00   -0.43120E+02    0.70781E-07    0.21063E-03   -0.67461E-06
   158    0.43668E+04    0.97487E+00    0.00000E+00   -0.42985E+02    0.70368E-07    0.20869E-03   -0.67037E-06
   159    0.43957E+04    0.96718E+00    0.00000E+00   -0.42826E+02    0.69959E-07    0.20677E-03   -0.66675E-06
   160    0.44243E+04    0.95920E+00    0.00000E+00   -0.42641E+02    0.69553E-07    0.20487E-03   -0.66368E-06
   161    0.44527E+04    0.95101E+00    0.00000E+00   -0.42432E+02    0.69151E-07    0.20299E-03   -0.66108E-06
   162    0.44808E+04    0.94247E+00    0.00000E+00   -0.42198E+02    0.68752E-07    0.20113E-03   -0.65887E-06
   163    0.45088E+04    0.93363E+00    0.00000E+00   -0.41940E+02    0.68356E-07    0.19929E-03   -0.65696E-06
   164    0.45363E+04    0.92458E+00    0.00000E+00   -0.41657E+02    0.67964E-07    0.19747E-03   -0.65529E-06
   165    0.45637E+04    0.91524E+00    0.00000E+00   -0.41348E+02    0.67574E-07    0.19567E-03   -0.65376E-06
   166    0.45908E+04    0.90576E+00    0.00000E+00   -0.41014E+02    0.67189E-07    0.19389E-03   -0.65230E-06
   167    0.46177E+04    0.89592E+00    0.00000E+00   -0.40655E+02    0.66806E-07    0.19213E-03   -0.65083E-06
   168    0.46442E+04    0.88608E+00    0.00000E+00   -0.40271E+02    0.66427E-07    0.19040E-03   -0.64927E-06
   169    0.46704E+04    0.87595E+00    0.00000E+00   -0.39860E+02    0.66051E-07    0.18868E-03   -0.64754E-06
   170    0.46962E+04    0.86574E+00    0.00000E+00   -0.39424E+02    0.65677E-07    0.18698E-03   -0.64556E-06
   171    0.47217E+04    0.85547E+00    0.00000E+00   -0.38961E+02    0.65308E-07    0.18531E-03   -0.64324E-06
   172    0.47468E+04    0.84505E+00    0.00000E+00   -0.38472E+02    0.64941E-07    0.18366E-03   -0.64052E-06
   173    0.47714E+04    0.83448E+00    0.00000E+00   -0.37958E+02    0.64577E-07    0.18203E-03   -0.63731E-06
   174    0.47958E+04    0.82405E+00    0.00000E+00   -0.37418E+02    0.64217E-07    0.18042E-03   -0.63353E-06
   175    0.48197E+04    0.81348E+00    0.00000E+00   -0.36852E+02    0.63859E-07    0.17883E-03   -0.62910E-06
   176    0.48432E+04    0.80298E+00    0.00000E+00   -0.36259E+02    0.63505E-07    0.17726E-03   -0.62397E-06
   177    0.48663E+04    0.79247E+00    0.00000E+00   -0.35641E+02    0.63153E-07    0.17572E-03   -0.61813E-06
   178    0.48890E+04    0.78219E+00    0.00000E+00   -0.34997E+02    0.62805E-07    0.17419E-03   -0.61162E-06
   179    0.49112E+04    0.77181E+00    0.00000E+00   -0.34326E+02    0.62459E-07    0.17269E-03   -0.60446E-06
   180    0.49331E+04    0.76158E+00    0.00000E+00   -0.33630E+02    0.62116E-07    0.17120E-03   -0.59669E-06
   181    0.49546E+04    0.75149E+00    0.00000E+00   -0.32910E+02    0.61776E-07    0.16974E-03   -0.58833E-06
   182    0.49756E+04    0.74160E+00    0.00000E+00   -0.32162E+02    0.61439E-07    0.16829E-03   -0.57940E-06
   183    0.49960E+04    0.73185E+00    0.00000E+00   -0.31390E+02    0.61105E-07    0.16686E-03   -0.56995E-06
   184    0.50162E+04    0.72231E+00    0.00000E+00   -0.30593E+02    0.60774E-07    0.16545E-03   -0.55999E-06
   185    0.50359E+04    0.71312E+00    0.00000E+00   -0.29771E+02    0.60445E-07    0.16406E-03   -0.54955E-06
   186    0.50548E+04    0.70414E+00    0.00000E+00   -0.28923E+02    0.60120E-07    0.16268E-03   -0.53866E-06
   187    0.50735E+04    0.69551E+00    0.00000E+00   -0.28050E+02    0.59797E-07    0.16132E-03   -0.52735E-06
   188    0.50918E+04    0.68721E+00    0.00000E+00   -0.27154E+02    0.59476E-07    0.15998E-03   -0.51564E-06
   189    0.51094E+04    0.67928E+00    0.00000E+00   -0.26233E+02    0.59158E-07    0.15865E-03   -0.50357E-06
   190    0.51270E+04    0.67177E+00    0.00000E+00   -0.25289E+02    0.58843E-07    0.15734E-03   -0.49116E-06
   191    0.51436E+04    0.66470E+00    0.00000E+00   -0.24319E+02    0.58530E-07    0.15604E-03   -0.47844E-06
   192    0.51600E+04    0.65808E+00    0.00000E+00   -0.23325E+02    0.58220E-07    0.15475E-03   -0.46543E-06
   193    0.51757E+04    0.65197E+00    0.00000E+00   -0.22309E+02    0.57913E-07    0.15348E-03   -0.45217E-06
   194    0.51911E+04    0.64640E+00    0.00000E+00   -0.21270E+02    0.57608E-07    0.15222E-03   -0.43868E-06
   195    0.52059E+04    0.64138E+00    0.00000E+00   -0.20208E+02    0.57305E-07    0.15097E-03   -0.42500E-06
   196    0.52202E+04    0.63697E+00    0.00000E+00   -0.19123E+02    0.57005E-07    0.14973E-03   -0.41114E-06
   197    0.52340E+04    0.63320E+00    0.00000E+00   -0.18017E+02    0.56708E-07    0.14851E-03   -0.39713E-06
   198    0.52474E+04    0.63010E+00    0.00000E+00   -0.16888E+02    0.56412E-07    0.14729E-03   -0.38301E-06
   199    0.52602E+04    0.62770E+00    0.00000E+00   -0.15739E+02    0.56120E-07    0.14609E-03   -0.36880E-06
   200    0.52726E+04    0.62602E+00    0.00000E+00   -0.14569E+02    0.55829E-07    0.14490E-03   -0.35453E-06
   201    0.52844E+04    0.62514E+00    0.00000E+00   -0.13377E+02    0.55541E-07    0.14371E-03   -0.34022E-06
   202    0.52957E+04    0.62504E+00    0.00000E+00   -0.12165E+02    0.55255E-07    0.14254E-03   -0.32588E-06
   203    0.53064E+04    0.62579E+00    0.00000E+00   -0.10933E+02    0.54971E-07    0.14137E-03   -0.31152E-06
   204    0.53165E+04    0.62741E+00    0.00000E+00   -0.96833E+01    0.54690E-07    0.14021E-03   -0.29713E-06
   205    0.53261E+04    0.62995E+00    0.00000E+00   -0.84133E+01    0.54410E-07    0.13907E-03   -0.28271E-06
   206    0.53351E+04    0.63344E+00    0.00000E+00   -0.71246E+01    0.54133E-07    0.13793E-03   -0.26828E-06
   207    0.53436E+04    0.63789E+00    0.00000E+00   -0.58174E+01    0.53858E-07    0.13680E-03   -0.25383E-06
   208    0.53513E+04    0.64337E+00    0.00000E+00   -0.44925E+01    0.53586E-07    0.13568E-03   -0.23936E-06
   209    0.53585E+04    0.64989E+00    0.00000E+00   -0.31500E+01    0.53315E-07    0.13456E-03   -0.22488E-06
   210    0.53652E+04    0.65750E+00    0.00000E+00   -0.17908E+01    0.53047E-07    0.13346E-03   -0.21040E-06
   211    0.53712E+04    0.66623E+00    0.00000E+00   -0.41495E+00    0.52780E-07    0.13236E-03   -0.19590E-06
   212    0.53765E+04    0.67611E+00    0.00000E+00    0.97661E+00    0.52516E-07    0.13128E-03   -0.18141E-06
   213    0.53814E+04    0.68719E+00    0.00000E+00    0.23840E+01    0.52254E-07    0.13020E-03   -0.16691E-06
   214    0.53856E+04    0.69944E+00    0.00000E+00    0.38060E+01    0.51994E-07    0.12913E-03   -0.15242E-06
   215    0.53892E+04    0.71307E+00    0.00000E+00    0.52419E+01    0.51736E-07    0.12807E-03   -0.13793E-06
   216    0.53922E+04    0.72789E+00    0.00000E+00    0.66923E+01    0.51480E-07    0.12702E-03   -0.12344E-06
   217    0.53947E+04    0.74405E+00    0.00000E+00    0.81552E+01    0.51226E-07    0.12597E-03   -0.10897E-06
   218    0.53966E+04    0.76155E+00    0.00000E+00    0.96309E+01    0.50974E-07    0.12494E-03   -0.94513E-07
   219    0.53978E+04    0.78039E+00    0.00000E+00    0.11120E+02    0.50724E-07    0.12391E-03   -0.80069E-07
   220    0.53986E+04    0.80072E+00    0.00000E+00    0.12619E+02    0.50476E-07    0.12289E-03   -0.65643E-07
   221    0.53987E+04    0.82245E+00    0.00000E+00    0.14129E+02    0.50230E-07    0.12188E-03   -0.51238E-07
   222    0.53983E+04    0.84575E+00    0.00000E+00    0.15650E+02    0.49985E-07    0.12087E-03   -0.36857E-07
   223    0.53971E+04    0.87052E+00    0.00000E+00    0.17181E+02    0.49743E-07    0.11988E-03   -0.22502E-07
   224    0.53955E+04    0.89678E+00    0.00000E+00    0.18720E+02    0.49502E-07    0.11889E-03   -0.81763E-08
   225    0.53933E+04    0.92467E+00    0.00000E+00    0.20268E+02    0.49264E-07    0.11791E-03    0.61175E-08
   226    0.53905E+04    0.95418E+00    0.00000E+00    0.21824E+02    0.49027E-07    0.11694E-03    0.20377E-07
   227    0.53871E+04    0.98532E+00    0.00000E+00    0.23387E+02    0.48792E-07    0.11597E-03    0.34599E-07
   228    0.53832E+04    0.10181E+01    0.00000E+00    0.24957E+02    0.48559E-07    0.11502E-03    0.48781E-07
   229    0.53787E+04    0.10525E+01    0.00000E+00    0.26532E+02    0.48327E-07    0.11407E-03    0.62920E-07
   230    0.53735E+04    0.10887E+01    0.00000E+00    0.28113E+02    0.48097E-07    0.11313E-03    0.77014E-07
   231    0.53677E+04    0.11266E+01    0.00000E+00    0.29699E+02    0.47869E-07    0.11219E-03    0.91060E-07
